Date,EUROPE ex EMU
1998-12-31,100.0
1999-01-29,102.66959406951234
1999-02-26,106.36761326827495
1999-03-31,110.36070842323129
1999-04-30,116.29390638650366
1999-05-31,111.91265995206257
1999-06-30,113.76124856007688
1999-07-30,112.20347330115892
1999-08-31,113.39570987914537
1999-09-30,111.24914706889146
1999-10-29,116.25781054008664
1999-11-30,123.30427593160124
1999-12-31,131.41822611823923
2000-01-31,123.22667515395008
2000-02-29,125.1344245837329
2000-03-31,133.45698811661805
2000-04-28,134.79323440259276
2000-05-31,130.35524810126907
2000-06-30,127.71929328302527
2000-07-31,132.32419263202763
2000-08-31,138.40891930775223
2000-09-29,133.42183854575046
2000-10-31,138.66754336912675
2000-11-30,129.3337350004968
2000-12-29,128.216659297514
2001-01-01,128.216659297514
2001-01-02,126.70961901852625
2001-01-03,125.09394953607479
2001-01-04,127.41191765499015
2001-01-05,126.40650951238986
2001-01-08,125.99485122293054
2001-01-09,125.32987449928626
2001-01-10,124.48016861678758
2001-01-11,124.79236052510393
2001-01-12,124.66627186089868
2001-01-15,125.47228202077167
2001-01-16,123.76270803897546
2001-01-17,127.28911628080441
2001-01-18,126.49462373044067
2001-01-19,126.66683065349613
2001-01-22,126.38840255571333
2001-01-23,126.26028706237427
2001-01-24,128.12703778840185
2001-01-25,128.83690054597724
2001-01-26,128.75891117483698
2001-01-29,129.52965888343712
2001-01-30,129.46003654176525
2001-01-31,128.71663673954865
2001-02-01,127.66125142617393
2001-02-02,127.72225886245377
2001-02-05,127.47823792708418
2001-02-06,128.02050896077216
2001-02-07,126.8640478534772
2001-02-08,126.56577486607205
2001-02-09,124.9409106429863
2001-02-12,125.66918927704569
2001-02-13,126.26170564844999
2001-02-14,125.66469326688484
2001-02-15,127.44365749106503
2001-02-16,124.04934768954308
2001-02-19,123.37951789865632
2001-02-20,122.6089120647903
2001-02-21,122.11691901953365
2001-02-22,122.75395474155962
2001-02-23,121.51557090201622
2001-02-26,120.98784064984362
2001-02-27,120.73199645669695
2001-02-28,120.43469942839712
2001-03-01,119.4235580215599
2001-03-02,119.21059999191843
2001-03-05,120.99456844104037
2001-03-06,122.21736311752755
2001-03-07,122.06718644855067
2001-03-08,121.75243241075233
2001-03-09,120.22435110299014
2001-03-12,117.9443616117803
2001-03-13,116.59658889577862
2001-03-14,115.17412595245133
2001-03-15,117.28732384224871
2001-03-16,113.9259329738151
2001-03-19,113.12301811237656
2001-03-20,114.53245670639281
2001-03-21,113.03014909131979
2001-03-22,108.6630735375132
2001-03-23,110.38422614607578
2001-03-26,114.1426445226955
2001-03-27,116.55823653913923
2001-03-28,115.29252542974119
2001-03-29,115.7614658327434
2001-03-30,116.11162380545859
2001-04-02,115.33901174702989
2001-04-03,112.2706249400319
2001-04-04,111.96176579062488
2001-04-05,114.57664630510982
2001-04-06,114.3489879075783
2001-04-09,116.35155532956546
2001-04-10,119.38724614330894
2001-04-11,119.69786923266733
2001-04-12,118.8046211166072
2001-04-13,118.8046211166072
2001-04-16,119.33382374957287
2001-04-17,119.34305796959086
2001-04-18,122.3686512622436
2001-04-19,121.4958350957038
2001-04-20,120.02926991913856
2001-04-23,119.71538487311989
2001-04-24,119.68418725770533
2001-04-25,119.33776502078669
2001-04-26,119.5029143811789
2001-04-27,121.67086622934387
2001-04-30,122.65497262225931
2001-05-01,121.73048514316287
2001-05-02,121.40594507790442
2001-05-03,118.93957068225778
2001-05-04,120.66086929634697
2001-05-07,121.79684961504127
2001-05-08,121.98486224885053
2001-05-09,121.25434864943327
2001-05-10,123.36073286018959
2001-05-11,123.19167042799072
2001-05-14,120.09371853578862
2001-05-15,122.1505489469614
2001-05-16,122.53328403808821
2001-05-17,123.5899864706996
2001-05-18,124.40630185352789
2001-05-21,125.68908339817789
2001-05-22,126.7965133662611
2001-05-23,125.94101228394621
2001-05-24,125.67874763879846
2001-05-25,125.89156970292372
2001-05-28,125.44589467522546
2001-05-29,125.38432538007103
2001-05-30,123.95599534246236
2001-05-31,124.54669010003869
2001-06-01,124.50566816865825
2001-06-04,124.97695384375305
2001-06-05,126.15396925281544
2001-06-06,124.87909861662233
2001-06-07,124.54262368890103
2001-06-08,124.03093176258086
2001-06-11,122.59171207306413
2001-06-12,120.7979433036717
2001-06-13,121.69300671544696
2001-06-14,120.17641610715327
2001-06-15,119.58089538687778
2001-06-18,118.91725866953021
2001-06-19,119.17408555011669
2001-06-20,119.17760141548786
2001-06-21,119.471699419324
2001-06-22,119.46468424084983
2001-06-25,118.84243599117838
2001-06-26,116.89312116874639
2001-06-27,117.56916617514968
2001-06-28,119.7319209200853
2001-06-29,120.14731899764499
2001-07-02,122.1942874419179
2001-07-03,120.4760364377675
2001-07-04,119.67762823230035
2001-07-05,118.95179663115418
2001-07-06,116.65244651309001
2001-07-09,116.24119383556513
2001-07-10,115.50669249826203
2001-07-11,113.73421478816547
2001-07-12,116.10374446872794
2001-07-13,116.78455215225232
2001-07-16,116.194551678759
2001-07-17,114.87380087730236
2001-07-18,113.59732486119957
2001-07-19,115.08485333504929
2001-07-20,114.29143163255283
2001-07-23,114.4188041020261
2001-07-24,112.06122293402278
2001-07-25,110.92488151029335
2001-07-26,111.46656570369788
2001-07-27,113.86861571723188
2001-07-30,114.81831752955988
2001-07-31,116.26546760012891
2001-08-01,116.76176394852835
2001-08-02,117.40147759226078
2001-08-03,116.18895098529698
2001-08-06,115.83383729991176
2001-08-07,116.40049370170838
2001-08-08,115.24173212923316
2001-08-09,112.68597663160448
2001-08-10,112.15657768817363
2001-08-13,111.99104309464482
2001-08-14,113.65135630626108
2001-08-15,112.80910893515205
2001-08-16,111.50144261927898
2001-08-17,110.19430582833157
2001-08-20,110.46412737182172
2001-08-21,112.22078023275456
2001-08-22,111.42708788232297
2001-08-23,111.407725298713
2001-08-24,112.89908911126825
