Date,EU
2000-12-29,100.0
2001-01-01,100.00000006045293
2001-01-02,98.50374365485695
2001-01-03,97.24865902056456
2001-01-04,99.23563529691737
2001-01-05,98.83747213688477
2001-01-08,98.34217480381461
2001-01-09,97.51720614525873
2001-01-10,97.05870221436172
2001-01-11,98.24529104947685
2001-01-12,99.07091852392628
2001-01-15,99.45557120674096
2001-01-16,98.00061421302435
2001-01-17,100.48252829681019
2001-01-18,99.88728068184334
2001-01-19,99.80898813633871
2001-01-22,99.84567896513548
2001-01-23,99.6284536643971
2001-01-24,100.70534361766322
2001-01-25,101.0580360027384
2001-01-26,100.79178412040609
2001-01-29,100.99822266544051
2001-01-30,100.84721803344276
2001-01-31,101.21109905790509
2001-02-01,100.15161177259934
2001-02-02,99.55857030861225
2001-02-05,99.30433034785118
2001-02-06,99.94926276765922
2001-02-07,98.64105524130306
2001-02-08,98.892115763657
2001-02-09,97.39162505633855
2001-02-12,98.32692184728877
2001-02-13,98.42471624493982
2001-02-14,97.34922276137989
2001-02-15,98.66433440857993
2001-02-16,96.47610041235573
2001-02-19,96.12707094200344
2001-02-20,95.52916456902254
2001-02-21,94.63214947957641
2001-02-22,94.17931781323783
2001-02-23,92.5726873767531
2001-02-26,93.19731866757787
2001-02-27,93.35215222002086
2001-02-28,93.11447280933125
2001-03-01,92.29773419588601
2001-03-02,92.29467012264978
2001-03-05,93.44866964670263
2001-03-06,94.71469763130965
2001-03-07,94.79335231603332
2001-03-08,94.26684336551276
2001-03-09,93.19336801091832
2001-03-12,91.04063737923143
2001-03-13,90.10836208709117
2001-03-14,88.88372673032171
2001-03-15,90.47535909072124
2001-03-16,88.22798764613225
2001-03-19,87.62504942853818
2001-03-20,89.02578181143267
2001-03-21,87.36448545884052
2001-03-22,83.99156131157024
2001-03-23,85.82184218155123
2001-03-26,88.6484386985068
2001-03-27,90.68600289456505
2001-03-28,89.46845932608167
2001-03-29,89.6497420521346
2001-03-30,89.86266288053433
2001-04-02,89.69610438319327
2001-04-03,86.8619555767755
2001-04-04,87.17616195424884
2001-04-05,89.22702614087507
2001-04-06,88.95033390860765
2001-04-09,90.17005002859685
2001-04-10,92.4485122465767
2001-04-11,92.65797031416345
2001-04-12,92.44588206416346
2001-04-13,92.44588206416346
2001-04-16,92.65184472858978
2001-04-17,92.22986979698204
2001-04-18,95.09493029817146
2001-04-19,94.67368330525586
2001-04-20,93.75102414130626
2001-04-23,93.06928100357347
2001-04-24,93.39518751487951
2001-04-25,93.2540954342231
2001-04-26,93.83345118607852
2001-04-27,95.41767058352491
2001-04-30,96.41644500335224
2001-05-01,96.10566506990607
2001-05-02,95.57172528846112
2001-05-03,93.58500143687955
2001-05-04,94.24525092515957
2001-05-07,94.7552638588905
2001-05-08,94.84136699611818
2001-05-09,94.30484674156791
2001-05-10,96.0206655208285
2001-05-11,95.5394783778586
2001-05-14,93.84966570865849
2001-05-15,94.81566858356729
2001-05-16,94.83402118845139
2001-05-17,95.81808642129336
2001-05-18,96.56420972243671
2001-05-21,97.17247116825195
2001-05-22,97.97846545665372
2001-05-23,97.14618359839757
2001-05-24,97.28508624275563
2001-05-25,96.78403516244255
2001-05-28,96.83795621581751
2001-05-29,96.33401564170114
2001-05-30,94.99573233609895
2001-05-31,95.49269811020149
2001-06-01,95.25698955045459
2001-06-04,95.62506100679921
2001-06-05,96.6774255482299
2001-06-06,96.00188199256263
2001-06-07,95.67699222202357
2001-06-08,95.59907707508553
2001-06-11,94.7342300227583
2001-06-12,92.74427894935044
2001-06-13,93.52587297388166
2001-06-14,92.34943482017283
2001-06-15,91.51369898334572
2001-06-18,90.68160383937136
2001-06-19,91.11719503793412
2001-06-20,90.83537981112282
2001-06-21,90.82314628367342
2001-06-22,91.27390076071707
2001-06-25,91.11689512563011
2001-06-26,89.71050158886214
2001-06-27,89.86748678716104
2001-06-28,91.14149117000972
2001-06-29,92.03221645294546
2001-07-02,93.42408906216814
2001-07-03,92.21789157319235
2001-07-04,91.61597608365817
2001-07-05,91.09063954013607
2001-07-06,89.0604779237368
2001-07-09,88.93446744513854
2001-07-10,88.3714531032583
2001-07-11,87.10928024956355
2001-07-12,88.27043796180826
2001-07-13,88.8773586660566
2001-07-16,88.33029067244317
2001-07-17,87.54899566592191
2001-07-18,86.18911035961843
2001-07-19,87.51175595747807
2001-07-20,86.78777190166745
2001-07-23,87.20913466348037
2001-07-24,85.99838583727703
2001-07-25,84.86150121117483
2001-07-26,85.63140435410563
2001-07-27,87.33748938793913
2001-07-30,88.31833902047761
2001-07-31,89.36497537677437
2001-08-01,89.55678372995325
2001-08-02,89.54671251451327
2001-08-03,88.67234310295403
2001-08-06,88.68511782972963
2001-08-07,88.93551181525687
2001-08-08,87.77206796076129
2001-08-09,86.03378422022965
2001-08-10,85.4432587220151
2001-08-13,85.79464125052027
2001-08-14,86.8252235835247
2001-08-15,86.16926244503308
2001-08-16,85.20311808321688
2001-08-17,83.75610492185953
2001-08-20,83.89859322542101
2001-08-21,84.77865010670946
2001-08-22,84.55151150879784
2001-08-23,84.91161734534347
2001-08-24,86.20028552069486
2001-08-27,86.28848265971924
2001-08-28,85.31085823655143
2001-08-29,85.25755867156595
2001-08-30,83.52049218659586
2001-08-31,83.62961994251523
2001-09-03,82.81919768602816
2001-09-04,83.99833499325298
2001-09-05,82.78308641697797
2001-09-06,80.8426150536948
2001-09-07,78.82094112125411
2001-09-10,78.23400913519565
2001-09-11,73.39954186058911
2001-09-12,74.62504634992455
2001-09-13,75.39042087951015
2001-09-14,71.44691238606696
2001-09-17,73.19161539444607
2001-09-18,72.36243251214142
2001-09-19,70.60425269716592
2001-09-20,67.85366964841646
2001-09-21,66.19595794344022
2001-09-24,69.70435849810364
2001-09-25,70.32236239474106
2001-09-26,71.4506181705482
2001-09-27,72.35107468157723
2001-09-28,74.56723762751653
2001-10-01,73.00338319391415
