Date,EMERGING MARKETS+CHINA A ONSH SMALL CAP
2013-09-27,3195.4031078589446
2013-09-30,3205.205712214426
2013-10-01,3211.0590258651487
2013-10-30,3262.9977038098086
2013-10-31,3239.3817009576546
2013-11-01,3220.7054864139145
2013-11-27,3260.3914884346823
2013-11-28,3275.493106051683
2013-11-29,3295.496731897179
2013-12-02,3223.6399026586932
2013-12-30,3237.424194768536
2013-12-31,3248.4582543353017
2014-01-01,3249.0388436126614
2014-01-02,3251.0257133048794
2014-01-03,3238.953301837614
2014-01-06,3191.489561431358
2014-01-07,3204.9658431040425
2014-01-08,3216.0294317537873
2014-01-09,3186.7314440701166
2014-01-10,3172.209124008383
2014-01-13,3180.2217643429235
2014-01-14,3200.910553149874
2014-01-15,3213.6717329863277
2014-01-16,3214.5752283370666
2014-01-17,3198.735275679327
2014-01-20,3189.036909952516
2014-01-21,3207.721260373427
2014-01-22,3239.867473575034
2014-01-23,3236.5527779500007
2014-01-24,3236.4701362448745
2014-01-27,3202.4860409044218
2014-01-28,3207.6895890280125
2014-01-29,3224.760599854736
2014-01-30,3215.180970404563
2014-01-31,3216.540216013983
2014-02-03,3208.6783448682104
2014-02-04,3201.4594028192764
2014-02-05,3199.329800903299
2014-02-06,3216.503972522471
2014-02-07,3256.801348397129
2014-02-10,3305.6960174403957
2014-02-11,3320.6619164834015
2014-02-12,3353.4680122767672
2014-02-13,3325.3550269077427
2014-02-14,3361.8680897945937
2014-02-17,3403.895541929176
2014-02-18,3399.08785041326
2014-02-19,3403.5479751232806
2014-02-20,3368.993096150214
2014-02-21,3372.317075459839
2014-02-24,3371.8901216844
2014-02-25,3309.476057043297
2014-02-26,3329.4490218795745
2014-02-27,3319.226344721126
2014-02-28,3336.7942003670164
2014-03-03,3356.3049398163785
2014-03-04,3371.3577702422413
2014-03-05,3385.8674270775223
2014-03-06,3411.4343829008267
2014-03-07,3398.370502304584
2014-03-10,3326.8620252227397
2014-03-11,3335.518997853532
2014-03-12,3312.0920877211647
2014-03-13,3333.8990736914056
2014-03-14,3312.7024386769785
2014-03-17,3342.1300302120185
2014-03-18,3360.356732026752
2014-03-19,3365.1851327109825
2014-03-20,3300.974875183906
2014-03-21,3333.179935420223
2014-03-24,3352.072092744497
2014-03-25,3348.431145800338
2014-03-26,3363.7512978492327
2014-03-27,3336.6129003346823
2014-03-28,3314.9365043737866
2014-03-31,3318.0778081463495
2014-04-01,3358.7222676875285
2014-04-02,3372.1442653185454
2014-04-03,3365.8196966644114
2014-04-04,3387.5239992165584
