Date,EFM EUROPE + CIS (E+C) SMALL CAP
2010-11-30,1000.0
2010-12-01,1020.5305360201811
2010-12-02,1036.4649234634637
2010-12-03,1051.370904298833
2010-12-06,1053.895868345366
2010-12-07,1061.90311126699
2010-12-08,1052.5939108998773
2010-12-09,1042.8168379893148
2010-12-10,1045.8960593012844
2010-12-13,1067.0887377847314
2010-12-14,1066.019545647458
2010-12-15,1069.761872321967
2010-12-16,1059.7302021261708
2010-12-17,1049.1170942944273
2010-12-20,1035.4958091408157
2010-12-21,1049.8650231776608
2010-12-22,1055.9904427289312
2010-12-23,1064.4463635733216
2010-12-24,1067.9588776609887
2010-12-27,1064.671657988237
2010-12-28,1061.4588544710166
2010-12-29,1066.348454964153
2010-12-30,1074.559093732239
2010-12-31,1080.4869787803207
2011-01-03,1088.2284283531599
2011-01-04,1100.2334617368285
2011-01-05,1101.01508652809
2011-01-06,1103.0343320378388
2011-01-07,1095.5007687014204
2011-01-10,1084.6379365227845
2011-01-11,1096.377176611833
2011-01-12,1121.3184425127488
2011-01-13,1133.3065280127657
2011-01-14,1135.2560303359353
2011-01-17,1140.9759856401865
2011-01-18,1149.3987513555971
2011-01-19,1143.9219594363803
2011-01-20,1113.8913524454508
2011-01-21,1133.921285983369
2011-01-24,1133.2464895312814
2011-01-25,1134.9111405767048
2011-01-26,1137.4188331291748
2011-01-27,1127.1231640704066
2011-01-28,1089.809441288582
2011-01-31,1090.1777331433443
2011-02-01,1120.2456866192617
2011-02-02,1124.0500801048975
2011-02-03,1101.744594537293
2011-02-04,1112.1180217931424
2011-02-07,1121.7879889103726
2011-02-08,1131.9887418006547
2011-02-09,1124.7888175214905
2011-02-10,1107.0696161737412
2011-02-11,1112.0222609772134
2011-02-14,1102.6216633641552
2011-02-15,1104.8171281974649
2011-02-16,1114.9121323139789
2011-02-17,1116.228509243519
2011-02-18,1116.8284397244963
2011-02-21,1107.4990328674664
2011-02-22,1092.4462789090248
2011-02-23,1078.9771818612896
2011-02-24,1051.2882699219626
2011-02-25,1072.146026867124
2011-02-28,1086.7207012676922
2011-03-01,1064.813306139003
2011-03-02,1064.4855500785775
2011-03-03,1089.705946282972
2011-03-04,1094.849485987411
2011-03-07,1093.932133503751
2011-03-08,1100.9787886077795
2011-03-09,1108.8186389091004
2011-03-10,1096.6055182590799
2011-03-11,1090.4872967790225
2011-03-14,1097.8287301278986
2011-03-15,1071.14464962945
2011-03-16,1067.0153295252642
2011-03-17,1080.862071763366
2011-03-18,1089.2603672618059
2011-03-21,1103.7801671769216
2011-03-22,1112.84451099355
2011-03-23,1111.5442605932092
2011-03-24,1130.3086983013793
2011-03-25,1138.4869058304698
2011-03-28,1135.535945343753
2011-03-29,1132.4135890805403
2011-03-30,1139.5679480653066
2011-03-31,1153.6377217754484
2011-04-01,1165.0333266559012
2011-04-04,1177.810637149053
2011-04-05,1182.1572321547087
2011-04-06,1208.0747674623824
2011-04-07,1215.9383137472269
2011-04-08,1211.6940285301007
2011-04-11,1207.21522282654
2011-04-12,1195.641958259593
2011-04-13,1208.5084588671878
2011-04-14,1200.4410415459213
2011-04-15,1207.970740015057
2011-04-18,1156.4587113630255
2011-04-19,1181.209317239845
2011-04-20,1200.816073570522
2011-04-21,1209.7796224381707
2011-04-22,1216.8023433149303
2011-04-25,1216.5893887316236
2011-04-26,1216.4528254271388
2011-04-27,1213.2369668533659
2011-04-28,1229.4057114135205
