Date,EM EUROPE SMALL CAP
1996-09-30,204.7665561214684
1996-10-31,194.0548120110508
1996-11-29,196.75825092845335
1996-12-31,201.90091596944498
1997-01-01,201.90091596944498
1997-01-02,205.9475771743307
1997-01-03,208.171955773713
1997-01-06,210.38129620879596
1997-01-07,214.1144278204025
1997-01-08,218.1393461501023
1997-01-09,219.1090329253333
1997-01-10,219.49909754834184
1997-01-13,219.04556721851702
1997-01-14,221.8816764275332
1997-01-15,223.60040931334035
1997-01-16,225.93573643517422
1997-01-17,225.3594904632691
1997-01-20,225.11781662483432
1997-01-21,227.41027145775197
1997-01-22,226.0986850983646
1997-01-23,232.67037918149325
1997-01-24,242.88581448648617
1997-01-27,254.70777854169094
1997-01-28,241.34836858067737
1997-01-29,245.53659743940682
1997-01-30,250.96079898976168
1997-01-31,251.66453491893887
1997-02-03,249.82150741674235
1997-02-04,242.55533401230142
1997-02-05,245.4927952953566
1997-02-06,251.4943199944121
1997-02-07,251.08611516958928
1997-02-10,252.31394144102788
1997-02-11,250.79229736596986
1997-02-12,251.8752990582029
1997-02-13,252.3221346572626
1997-02-14,250.44486239543633
1997-02-17,250.00291411402478
1997-02-18,254.4121709256006
1997-02-19,253.65439697859782
1997-02-20,254.53970331168605
1997-02-21,251.75544647167183
1997-02-24,253.93305994999298
1997-02-25,254.45775802146872
1997-02-26,252.268267553669
1997-02-27,248.23388309845456
1997-02-28,247.99471757173194
1997-03-03,241.47081230769643
1997-03-04,233.9567911878151
1997-03-05,227.78916828562703
1997-03-06,233.87958020307101
1997-03-07,230.45028294678255
1997-03-10,233.66300550993967
1997-03-11,231.95910673066425
1997-03-12,228.81296195710348
1997-03-13,232.21440116771825
1997-03-14,230.92506445513334
1997-03-17,234.6603680568289
1997-03-18,236.818221114825
1997-03-19,236.99278581028824
1997-03-20,235.4516835661593
1997-03-21,236.4321427446738
1997-03-24,234.79037076108577
1997-03-25,231.73815676108066
1997-03-26,233.08515593671706
1997-03-27,230.88001905697797
1997-03-28,232.29524974887497
1997-03-31,233.1780224533637
1997-04-01,230.5613250032188
1997-04-02,229.90352546718822
1997-04-03,227.35653269306707
1997-04-04,226.78090189863923
1997-04-07,221.72500729926082
1997-04-08,221.9692711130912
1997-04-09,221.27625777741406
1997-04-10,219.7337421221154
1997-04-11,217.97098772801488
1997-04-14,216.3243291112916
1997-04-15,218.06721282189892
1997-04-16,219.09573743591125
1997-04-17,221.7018423221363
1997-04-18,220.7599510551982
1997-04-21,222.2930179875581
1997-04-22,221.5140802753786
1997-04-23,222.41320301155665
1997-04-24,217.13961530367462
1997-04-25,215.07017020158838
1997-04-28,211.01470108226218
1997-04-29,210.6924624967231
1997-04-30,210.58042875201434
1997-05-01,213.23818636614888
1997-05-02,210.12136620601487
1997-05-05,206.89932162253487
1997-05-06,209.73591680709535
1997-05-07,211.51067392024703
1997-05-08,209.91280981235448
1997-05-09,208.86051713025154
1997-05-12,205.04346141720688
1997-05-13,204.5633067979743
1997-05-14,204.7203609880151
1997-05-15,207.6259473351099
1997-05-16,206.1906887808778
1997-05-19,205.57828124567803
1997-05-20,207.4936594457856
1997-05-21,204.73851783408628
1997-05-22,200.7210236909773
1997-05-23,201.52111153407873
1997-05-26,200.22010702039813
1997-05-27,198.5399492848368
1997-05-28,200.05587854448228
1997-05-29,198.2007648734377
1997-05-30,198.66696795614646
1997-06-02,199.24108366121771
1997-06-03,199.82592293559293
1997-06-04,199.57740298298356
1997-06-05,200.5114036740452
1997-06-06,200.29615208013104
1997-06-09,201.68025752194995
1997-06-10,200.7845069667009
1997-06-11,202.5458227904712
1997-06-12,200.6630634224023
1997-06-13,197.56026675263848
1997-06-16,197.84593406544133
1997-06-17,196.65109827900602
1997-06-18,197.78758852450426
1997-06-19,199.6541841129806
1997-06-20,200.08466789430568
1997-06-23,206.55887975142755
1997-06-24,201.43320715504743
1997-06-25,200.6747009014753
1997-06-26,201.12992403201054
1997-06-27,203.56033436713548
1997-06-30,205.96112773457315
1997-07-01,206.89941450444218
1997-07-02,208.66295053807607
1997-07-03,211.05372993097214
1997-07-04,213.4307824892912
1997-07-07,214.95865545988215
1997-07-08,212.39770470068174
1997-07-09,215.1019897328301
1997-07-10,216.5284236255969
1997-07-11,214.19556499774453
1997-07-14,213.09028188953593
1997-07-15,210.34753336181433
1997-07-16,210.07438957105242
1997-07-17,211.87533373198713
1997-07-18,212.16340397330453
1997-07-21,209.6571400590579
1997-07-22,208.14865501269418
1997-07-23,206.18739361344123
1997-07-24,207.05085278167584
1997-07-25,204.97348264174167
1997-07-28,201.96107570163707
1997-07-29,203.770885088297
1997-07-30,206.3670387740942
1997-07-31,207.93539480073753
1997-08-01,206.376489843282
1997-08-04,208.0820793049611
1997-08-05,206.3231095587589
1997-08-06,209.7126215894229
1997-08-07,210.88627486260253
1997-08-08,212.8308182644045
1997-08-11,212.8912710626868
1997-08-12,211.51456445741982
1997-08-13,211.49064361675283
1997-08-14,210.1064657357506
1997-08-15,210.50921035857607
1997-08-18,207.2512577292067
1997-08-19,207.44374856293763
1997-08-20,205.4389971654156
1997-08-21,208.3953543155805
1997-08-22,209.07367328610118
1997-08-25,208.05954342329665
1997-08-26,208.9910414268605
1997-08-27,208.56587608179885
1997-08-28,210.9890102198511
1997-08-29,209.49705876500468
1997-09-01,207.60593554859648
1997-09-02,207.76100827376908
1997-09-03,210.39885883661387
1997-09-04,212.68493266606302
1997-09-05,214.63626405882573
1997-09-08,217.5273217870646
1997-09-09,219.12547127789944
1997-09-10,221.86967582298712
1997-09-11,221.89819985174262
1997-09-12,223.85332938413364
1997-09-15,226.34086088628243
1997-09-16,225.1584140380613
1997-09-17,228.72175313508492
1997-09-18,227.5699387975883
1997-09-19,227.0563928513108
1997-09-22,226.4713917756316
1997-09-23,228.62531950318606
1997-09-24,231.79481454334294
1997-09-25,235.00812334958667
1997-09-26,236.4103866273701
1997-09-29,239.21277960531742
1997-09-30,236.27196119413736
1997-10-01,234.6334429402658
1997-10-02,240.47275830820908
1997-10-03,241.6928069956354
1997-10-06,243.7383563602582
1997-10-07,244.47153200471644
1997-10-08,249.33417075318084
1997-10-09,250.6129087729494
1997-10-10,248.95513989402696
1997-10-13,252.2540183223889
1997-10-14,254.29329153200666
1997-10-15,254.17839612244344
1997-10-16,255.65192562833184
1997-10-17,256.63210439011317
1997-10-20,256.57211672373705
1997-10-21,255.4371853759824
1997-10-22,259.59394892405356
1997-10-23,262.49255792415545
1997-10-24,256.24466190727384
1997-10-27,240.7235719516951
1997-10-28,221.6278762433655
1997-10-29,224.41886319335046
1997-10-30,218.47577844069198
1997-10-31,223.1867825187081
1997-11-03,223.5989192346278
1997-11-04,229.2733289264555
1997-11-05,235.7606031682075
1997-11-06,235.7670521857328
1997-11-07,227.4858966901755
1997-11-10,226.41597007132896
1997-11-11,222.86359104683223
1997-11-12,214.77451164166303
1997-11-13,206.21085982720334
1997-11-14,206.00123319098316
1997-11-17,213.58726683337002
1997-11-18,217.0702383944137
1997-11-19,214.03162207525213
1997-11-20,216.69026807250037
1997-11-21,219.41434242075184
1997-11-24,208.2483654451612
1997-11-25,209.87727059385318
1997-11-26,209.30105062970995
1997-11-27,208.9539144894687
1997-11-28,207.42801503336202
1997-12-01,203.22907645845484
1997-12-02,204.63592792481114
1997-12-03,206.49594256708696
1997-12-04,210.97321238258428
1997-12-05,208.76071761343053
1997-12-08,209.9401693289931
1997-12-09,208.85879986281017
