Date,BRIC SMALL CAP
1994-05-31,185.1952253905692
1994-06-30,191.71675021930437
1994-07-29,206.81870927029104
1994-08-31,254.32567283176272
1994-09-30,261.0619973090654
1994-10-31,266.35280289841984
1994-11-30,268.3417430640951
1994-12-30,254.580773004105
1995-01-31,235.2137099822417
1995-02-28,219.38880217758884
1995-03-31,205.58373764245079
1995-04-28,196.83859802640293
1995-05-31,193.71568077212498
1995-06-30,180.0902159075629
1995-07-31,179.3588279570497
1995-08-31,170.73826281807885
1995-09-29,168.15993024786238
1995-10-31,158.69378538340104
1995-11-30,140.19802174730765
1995-12-29,138.98143373723804
1996-01-31,136.41678918179963
1996-02-29,151.0639887470148
1996-03-29,146.8198555455472
1996-04-30,150.52115225229986
1996-05-31,153.24254558213534
1996-06-28,156.37566884520928
1996-07-31,145.34107980454408
1996-08-30,140.49124059766424
1996-09-30,132.03319228535588
1996-10-31,129.70745071527736
1996-11-29,124.25883143821109
1996-12-31,128.66567485438895
1997-01-01,128.5500360369928
1997-01-02,133.7513071984105
1997-01-03,133.31371263512986
1997-01-06,133.9383665468975
1997-01-07,134.08540187026603
1997-01-08,134.06174964472842
1997-01-09,134.59120063414628
1997-01-10,136.19570329372885
1997-01-13,137.3929822999829
1997-01-14,138.58528783623737
1997-01-15,142.62028168133847
1997-01-16,140.80919435990205
1997-01-17,138.68012706199121
1997-01-20,138.51919920666268
1997-01-21,137.1103542278579
1997-01-22,137.28131927481414
1997-01-23,137.68178694021526
1997-01-24,137.47793105129702
1997-01-27,138.42827545654936
1997-01-28,139.15847022222516
1997-01-29,138.4643739477449
1997-01-30,137.65996473617193
1997-01-31,136.28774932039894
1997-02-03,135.36214542459632
1997-02-04,135.3958621496289
1997-02-05,136.2667031428316
1997-02-06,136.7463771606628
1997-02-07,137.57193531893992
1997-02-10,137.99821093595165
1997-02-11,138.45356989543149
1997-02-12,140.25082297012787
1997-02-13,139.97233908671762
1997-02-14,140.38013152955347
1997-02-17,141.36783915486564
1997-02-18,140.53113098452937
1997-02-19,140.39223722990923
1997-02-20,139.34858652605007
1997-02-21,139.43083351751162
1997-02-24,139.13577264159707
1997-02-25,139.9090575063891
1997-02-26,140.02275791407547
1997-02-27,140.7523485946533
1997-02-28,144.1074985919633
1997-03-03,149.24954906436284
1997-03-04,149.15514383379528
1997-03-05,148.94642326660863
1997-03-06,148.0500321719146
1997-03-07,148.4786503790539
1997-03-10,147.5525315875347
1997-03-11,146.2906282435793
1997-03-12,146.0244924595588
1997-03-13,144.90343789638382
1997-03-14,144.42438908998525
1997-03-17,144.28650140093245
1997-03-18,143.89523902346954
1997-03-19,142.44232262327742
1997-03-20,142.20911574480704
1997-03-21,142.0301670222434
1997-03-24,142.13337158755937
1997-03-25,142.34580676207432
1997-03-26,142.7160277171572
1997-03-27,142.44201120181836
1997-03-28,141.8521742487997
1997-03-31,137.23969278602
1997-04-01,137.7743877663811
1997-04-02,138.9896359244164
1997-04-03,139.93185340067578
1997-04-04,139.93946431717524
1997-04-07,139.2857631812353
1997-04-08,139.42237573252635
1997-04-09,140.9546193713842
1997-04-10,140.17046623077718
1997-04-11,140.24290916653274
1997-04-14,139.0941121527585
1997-04-15,139.00430287016798
1997-04-16,138.7727001184556
1997-04-17,138.89859394300063
1997-04-18,139.3533496085433
1997-04-21,140.55732179856892
1997-04-22,140.32113566561029
1997-04-23,141.2588259251742
1997-04-24,141.49785899902136
1997-04-25,141.2326871927727
1997-04-28,141.64313197413955
1997-04-29,141.52156635364975
1997-04-30,142.7212449422963
1997-05-01,142.81881414198105
1997-05-02,143.0607190189126
1997-05-05,142.3699016905198
1997-05-06,142.858957281196
1997-05-07,143.29273438357723
1997-05-08,144.0259520852171
1997-05-09,145.05888367227624
1997-05-12,146.292986274439
1997-05-13,146.3530593370197
1997-05-14,145.91329478466457
1997-05-15,146.5299106440868
1997-05-16,146.13193413613365
1997-05-19,146.33091251365008
1997-05-20,146.44941036689312
1997-05-21,146.01825051712092
1997-05-22,145.18958432590807
1997-05-23,145.13638925037276
1997-05-26,145.89527324012042
1997-05-27,145.51457912700423
1997-05-28,145.75733633659502
1997-05-29,145.85512972333208
1997-05-30,146.21910890655064
1997-06-02,146.34407754584248
1997-06-03,146.2499328352056
1997-06-04,146.35054894129854
1997-06-05,146.26677309325012
1997-06-06,146.26254829208185
1997-06-09,146.4964926027387
1997-06-10,146.38193165648232
1997-06-11,146.91493974109176
1997-06-12,148.2444655163886
1997-06-13,149.42585955721958
1997-06-16,150.81387432187486
1997-06-17,152.40058398699392
1997-06-18,153.96175459793017
1997-06-19,154.97838563819082
1997-06-20,154.5481278322082
1997-06-23,154.35914782286966
1997-06-24,156.2114377305983
1997-06-25,157.5061590035617
1997-06-26,157.89645122922786
1997-06-27,156.23978363087804
1997-06-30,157.9919778876926
1997-07-01,158.96248760898155
1997-07-02,160.89387138324383
1997-07-03,160.88156568096466
1997-07-04,162.15156328274614
1997-07-07,164.59179281357908
1997-07-08,165.0304697571658
1997-07-09,167.81317972616387
1997-07-10,169.46204077232667
1997-07-11,168.66220465643067
1997-07-14,165.4909213870301
1997-07-15,163.2490149819024
1997-07-16,165.38326429124416
1997-07-17,164.5728797896726
1997-07-18,162.71921073302653
1997-07-21,163.12319503443553
1997-07-22,165.7682476052305
1997-07-23,167.6488625451869
1997-07-24,167.02065167468714
1997-07-25,166.74095948654576
1997-07-28,169.3607411387757
1997-07-29,170.95482375787228
1997-07-30,172.0061373140781
1997-07-31,172.85571567618896
1997-08-01,171.6849473101651
1997-08-04,174.65627392486897
1997-08-05,176.67153449592104
1997-08-06,176.8907374470917
1997-08-07,175.78754952592814
1997-08-08,174.75067646133812
1997-08-11,176.13857758121486
1997-08-12,176.2127251877369
1997-08-13,176.07680097256755
1997-08-14,175.12941100647603
1997-08-15,173.88705406907687
1997-08-18,172.44251888748104
1997-08-19,170.37185934127746
1997-08-20,170.19353170688
1997-08-21,169.6456862049894
1997-08-22,167.92491697268417
1997-08-25,168.58469602677425
1997-08-26,168.03841123314191
1997-08-27,168.16218399844522
1997-08-28,164.80197442954474
1997-08-29,161.3622849163576
1997-09-01,160.44317055186016
1997-09-02,161.08751284267794
1997-09-03,161.8360497628705
1997-09-04,162.38639449297963
1997-09-05,163.22337243653135
1997-09-08,164.55884552634637
1997-09-09,163.85864184234208
1997-09-10,163.36718468257595
1997-09-11,161.73067134835054
1997-09-12,161.49792009206516
1997-09-15,160.64640097541485
1997-09-16,159.777379643319
1997-09-17,160.16570388044647
1997-09-18,160.21547966432888
1997-09-19,158.73556795111358
1997-09-22,158.1489652062054
1997-09-23,157.63788142480925
1997-09-24,159.06167117910968
1997-09-25,158.97538918686988
1997-09-26,159.48670117872413
1997-09-29,159.7289096946133
1997-09-30,159.14864822497472
1997-10-01,158.81457475339798
1997-10-02,160.05888160376693
1997-10-03,159.22856641551462
1997-10-06,159.49713761831404
1997-10-07,159.65938229482143
1997-10-08,160.02001874437167
1997-10-09,160.49482427773538
1997-10-10,160.38205339736965
1997-10-13,159.9526451387502
1997-10-14,159.30573732451228
1997-10-15,159.1191902191668
1997-10-16,159.55553784633835
