Date,EM GCC COUNTRIES DOMESTIC SMALL CAP
2014-05-30,1000.0
2014-06-02,1014.4235304267805
2014-06-03,1010.123828388001
2014-06-04,1007.1872933475777
2014-06-05,1020.0085026485265
2014-06-06,1019.9966443221729
2014-06-09,978.0955598162769
2014-06-10,958.5724013416999
2014-06-11,961.7038922393909
2014-06-12,976.2954957364396
2014-06-13,976.2897189625521
2014-06-16,919.0139413060056
2014-06-17,934.3690014974915
2014-06-18,934.4402272779347
2014-06-19,946.3177098696881
2014-06-20,946.3177098696881
2014-06-23,899.3214837780412
2014-06-24,849.4726121609847
2014-06-25,876.500721397781
2014-06-26,856.6568051712819
2014-06-27,856.6503296586608
2014-06-30,798.981866908077
2014-07-01,825.5640849264248
2014-07-02,880.4298582889372
2014-07-03,897.4034031060052
2014-07-04,897.4088272476081
2014-07-07,914.2978553685701
2014-07-08,912.2700413928059
2014-07-09,913.4017070515099
2014-07-10,916.7891796535102
2014-07-11,916.7891796535101
2014-07-14,937.2923716838601
2014-07-15,952.2934979964734
2014-07-16,957.5138151340461
2014-07-17,969.2463127336595
2014-07-18,969.2463127336595
2014-07-21,953.0189377014334
2014-07-22,951.384606708862
2014-07-23,940.9252494901801
2014-07-24,933.6413569455608
2014-07-25,933.6413569455607
2014-07-28,937.1986616983378
2014-07-29,937.2157607155144
2014-07-30,937.2157607155144
2014-07-31,943.9338414987701
2014-08-01,943.9338414987701
2014-08-04,955.4522797009249
2014-08-05,972.5477975431183
2014-08-06,955.9993723315375
2014-08-07,961.887024488043
2014-08-08,961.887024488043
2014-08-11,977.1772167358029
2014-08-12,981.6531488067361
2014-08-13,979.9975572382507
2014-08-14,981.8074488778504
2014-08-15,981.787671897486
2014-08-18,985.2293595124437
2014-08-19,987.087569986188
2014-08-20,981.9372479475818
2014-08-21,986.3024414929492
2014-08-22,986.2706364086349
2014-08-25,992.9697873675734
2014-08-26,991.7432015057411
2014-08-27,988.6629349887712
2014-08-28,972.7890716114302
2014-08-29,972.8077567459601
2014-09-01,978.4773715304684
2014-09-02,972.2521577208316
2014-09-03,977.6965121599537
2014-09-04,973.4189058263936
2014-09-05,973.4189058263938
2014-09-08,970.3808148860328
2014-09-09,976.6623843127645
2014-09-10,960.4857985066574
2014-09-11,971.5558084744814
2014-09-12,971.5558084744814
2014-09-15,978.4754172662609
2014-09-16,973.6079525647746
2014-09-17,975.6133138727943
2014-09-18,981.5812128793302
2014-09-19,981.5812128793305
2014-09-22,972.742552323486
2014-09-23,966.0147471985697
2014-09-24,957.3700068466007
2014-09-25,959.6734257893818
2014-09-26,959.6803546886381
2014-09-29,958.1294534994305
2014-09-30,962.293507715042
2014-10-01,962.0833970822586
2014-10-02,957.4011215270289
2014-10-03,957.394932050357
