Date,EFM LATIN AMERICA & CARIBBEAN SMALL CAP
2010-11-30,1000.0
2010-12-01,1010.6886098635271
2010-12-02,1017.919543431759
2010-12-03,1019.5242824285775
2010-12-06,1025.4314732994221
2010-12-07,1030.2608039516304
2010-12-08,1020.2630689102742
2010-12-09,1010.4136078683921
2010-12-10,1007.7052633112334
2010-12-13,1026.0833278659552
2010-12-14,1032.3983603159402
2010-12-15,1030.4306298514948
2010-12-16,1022.4479718735041
2010-12-17,1024.2798285439721
2010-12-20,1024.7421846577165
2010-12-21,1033.5185034248632
2010-12-22,1025.891960015849
2010-12-23,1030.9035859926648
2010-12-24,1032.6185434315057
2010-12-27,1028.3165556190495
2010-12-28,1030.3711705267951
2010-12-29,1038.7206954553972
2010-12-30,1052.472381960086
2010-12-31,1057.7702617678167
2011-01-03,1066.2620200885876
2011-01-04,1049.2145227354745
2011-01-05,1045.041563355061
2011-01-06,1035.98104404794
2011-01-07,1037.7320754223529
2011-01-10,1030.3981860261613
2011-01-11,1029.4175740220737
2011-01-12,1042.5091256787616
2011-01-13,1043.3368235890955
2011-01-14,1038.7649927362595
2011-01-17,1040.2441903355477
2011-01-18,1046.7714111645948
2011-01-19,1041.55240628087
2011-01-20,1034.8255128658393
2011-01-21,1037.306619677773
2011-01-24,1042.8166705790102
2011-01-25,1039.289558769646
2011-01-26,1038.8187069740013
2011-01-27,1026.374603273388
2011-01-28,997.1976641286685
2011-01-31,998.2834015485791
2011-02-01,1019.269418036837
2011-02-02,1014.1255896611658
2011-02-03,998.1018252756719
2011-02-04,987.3816773968042
2011-02-07,990.0087708146242
2011-02-08,995.3900115275602
2011-02-09,980.0820743092727
2011-02-10,975.1178365150683
2011-02-11,988.1969962394021
2011-02-14,996.0114860575958
2011-02-15,993.6680183759942
2011-02-16,993.0249085437881
2011-02-17,994.3498892022868
2011-02-18,995.8925778578846
2011-02-21,986.0119564224576
2011-02-22,970.6287147052219
2011-02-23,959.4181011171286
2011-02-24,960.3084149853237
2011-02-25,969.1048653879458
2011-02-28,975.8184344120953
2011-03-01,969.2978536348468
2011-03-02,971.6936791399636
2011-03-03,989.369907590011
2011-03-04,988.267503491381
2011-03-07,981.5005369063624
2011-03-08,981.5762177608453
2011-03-09,981.710256747641
