Date,EFM (EMERGING + FRONTIER MKTS) SMALL CAP
2010-11-30,1000.0
2010-12-01,1014.0535820422167
2010-12-02,1024.0538588273905
2010-12-03,1025.250338550766
2010-12-06,1029.4123340355297
2010-12-07,1032.4527964151353
2010-12-08,1022.3366403241901
2010-12-09,1019.9315338361788
2010-12-10,1021.6187905164974
2010-12-13,1030.062753664224
2010-12-14,1036.920741889477
2010-12-15,1031.451448394524
2010-12-16,1026.5518667142946
2010-12-17,1028.0777522185715
2010-12-20,1020.9546485454737
2010-12-21,1030.6278183644913
2010-12-22,1033.6366236147267
2010-12-23,1035.5316309880695
2010-12-24,1036.3201832055393
2010-12-27,1035.280540845352
2010-12-28,1034.1214818593378
2010-12-29,1039.120851410939
2010-12-30,1049.0166169752752
2010-12-31,1055.7837656128233
2011-01-03,1065.7383812201117
2011-01-04,1068.9702653934496
2011-01-05,1063.5374335749334
2011-01-06,1063.0464807968547
2011-01-07,1055.6191000032638
2011-01-10,1046.9024482731286
2011-01-11,1050.6861904608975
2011-01-12,1062.8472652131036
2011-01-13,1063.4412545359526
2011-01-14,1060.5610636192107
2011-01-17,1053.568233690925
2011-01-18,1054.0601908391313
2011-01-19,1057.2993845908165
2011-01-20,1044.624568282412
2011-01-21,1041.3238290838515
2011-01-24,1039.6859908181589
2011-01-25,1038.5148352153342
2011-01-26,1042.5545039174954
2011-01-27,1041.5865623905015
2011-01-28,1029.3341611016042
2011-01-31,1022.7896318119969
2011-02-01,1026.9199248699397
2011-02-02,1031.4061194897645
2011-02-03,1027.609487945239
2011-02-04,1026.5970328849705
2011-02-07,1028.3522893927063
2011-02-08,1030.2526181762814
2011-02-09,1018.028672360866
2011-02-10,1005.4563685989131
2011-02-11,997.7574318252898
2011-02-14,1005.4853364355528
2011-02-15,1005.865493839341
2011-02-16,1008.0392788929777
2011-02-17,1008.6666242058167
2011-02-18,1015.2630953467076
2011-02-21,1011.9728226101731
2011-02-22,992.5657315352734
2011-02-23,983.2213399485555
2011-02-24,967.1758702825547
2011-02-25,976.625276238841
2011-02-28,978.43384425777
2011-03-01,985.9573727729037
2011-03-02,981.7747690114336
2011-03-03,993.459697650774
2011-03-04,999.5948601863017
2011-03-07,994.7492468615052
2011-03-08,1000.3716751435793
2011-03-09,1006.2595248920334
2011-03-10,998.5452675338479
2011-03-11,989.7551115390107
2011-03-14,982.9216995367432
2011-03-15,955.3259358309094
2011-03-16,963.6289340557896
2011-03-17,954.7188647173283
2011-03-18,967.8928452374298
2011-03-21,978.6196854865002
2011-03-22,987.6453745268772
2011-03-23,989.8007802501568
2011-03-24,997.9278973621828
2011-03-25,1001.8864809390016
2011-03-28,999.2604075709573
2011-03-29,1002.3052731420925
2011-03-30,1012.2749092601041
2011-03-31,1021.3282408645384
2011-04-01,1032.6265935923009
2011-04-04,1039.6390376008633
2011-04-05,1041.7122733098038
2011-04-06,1051.6891853297577
2011-04-07,1057.5396211645873
2011-04-08,1061.2767291602058
2011-04-11,1057.906412702841
2011-04-12,1044.1516061810257
2011-04-13,1050.7809589140427
2011-04-14,1052.9821459527093
2011-04-15,1055.209582130109
2011-04-18,1043.0700636364647
2011-04-19,1043.2664747822375
2011-04-20,1057.8398552209544
2011-04-21,1066.257797776111
2011-04-22,1066.5393912006762
2011-04-25,1066.2028592382856
2011-04-26,1064.4330820467817
2011-04-27,1065.7622880592114
2011-04-28,1065.745957263017
2011-04-29,1066.0115439333576
2011-05-02,1069.362582310108
2011-05-03,1056.2517105853515
2011-05-04,1052.2589662580594
2011-05-05,1047.062377885056
2011-05-06,1044.5521757778738
2011-05-09,1043.496512554142
2011-05-10,1045.730683967381
2011-05-11,1047.754879202454
2011-05-12,1036.567453591069
2011-05-13,1037.8562896262818
2011-05-16,1029.256602828342
2011-05-17,1023.7995100135868
2011-05-18,1029.4140231629433
2011-05-19,1024.1351952476698
2011-05-20,1020.4045821261068
2011-05-23,996.6558518800811
2011-05-24,1001.3386514480892
2011-05-25,993.6359213132305
2011-05-26,1004.5815011630269
2011-05-27,1012.1066848553813
2011-05-30,1015.3798292987842
2011-05-31,1032.3281980972572
2011-06-01,1033.2337961786225
2011-06-02,1025.6381587109338
2011-06-03,1028.1063912287466
2011-06-06,1026.4479389926944
2011-06-07,1030.2236676062703
2011-06-08,1023.2463217266587
2011-06-09,1017.4297943017121
2011-06-10,1008.274057902601
2011-06-13,999.9633662251458
2011-06-14,1006.4162875604899
2011-06-15,1003.6068332638628
2011-06-16,986.5718671474125
2011-06-17,988.7595323035566
2011-06-20,972.774857062021
2011-06-21,980.2110249109146
2011-06-22,986.293025435733
2011-06-23,979.3963816599035
2011-06-24,988.6522851977772
2011-06-27,985.3733154886381
2011-06-28,991.2470507974002
2011-06-29,999.5873326517636
2011-06-30,1010.7555614542488
2011-07-01,1017.4715651632287
2011-07-04,1028.0341544016987
2011-07-05,1027.963102903332
2011-07-06,1027.1190788026038
2011-07-07,1035.686836973621
2011-07-08,1032.9066644497889
2011-07-11,1018.4045437502531
2011-07-12,999.9701151123279
2011-07-13,1010.7745020542162
2011-07-14,1010.4202467682858
2011-07-15,1015.3832055717014
2011-07-18,1010.0858367167164
2011-07-19,1014.4255577660558
2011-07-20,1021.443222362738
2011-07-21,1023.465564221945
2011-07-22,1034.0846200364444
2011-07-25,1028.4012998475462
2011-07-26,1036.3582585966685
2011-07-27,1038.1983155531743
2011-07-28,1035.969989416213
2011-07-29,1028.235668496634
2011-08-01,1035.0439933593536
2011-08-02,1022.1706015070487
2011-08-03,1006.1679518733316
2011-08-04,985.6528630268518
2011-08-05,947.1904941241926
2011-08-08,900.5699182669877
2011-08-09,878.7520152860623
2011-08-10,897.9857742058887
2011-08-11,902.7229303756862
2011-08-12,908.1758917460604
2011-08-15,922.39055542671
2011-08-16,931.8538547198042
2011-08-17,933.9095964856801
2011-08-18,918.0788004870926
2011-08-19,889.1784729362865
2011-08-22,879.0387199414149
2011-08-23,891.6632455228219
2011-08-24,886.7562907529808
2011-08-25,880.5575908242569
2011-08-26,876.8654081816842
2011-08-29,894.9454186463338
2011-08-30,903.2105879133926
2011-08-31,916.5742236677296
2011-09-01,917.5196747371085
2011-09-02,913.9053470063635
2011-09-05,894.112113664275
2011-09-06,884.1004012571136
2011-09-07,897.87801156207
2011-09-08,898.9005983402944
2011-09-09,889.5208505228485
2011-09-12,873.673960485139
2011-09-13,867.0685054967327
2011-09-14,847.6266031227343
2011-09-15,852.5373986218947
