Date,EM ASIA SMALL CAP
1994-05-31,1073.263583938
1994-06-30,1067.9123951526421
1994-07-29,1099.1978689896691
1994-08-31,1235.1326875337047
1994-09-30,1282.835346920724
1994-10-31,1257.9540410852578
1994-11-30,1162.6349481791838
1994-12-30,1129.3491171265914
1995-01-31,986.8543022834241
1995-02-28,1042.128712689813
1995-03-31,1012.7210957209704
1995-04-28,957.4872889873286
1995-05-31,1019.1433955689897
1995-06-30,1029.3608133189502
1995-07-31,1069.8173361916179
1995-08-31,1027.1485963667428
1995-09-29,994.9361268010638
1995-10-31,930.0547762364275
1995-11-30,886.5306308065248
1995-12-29,917.6724081769602
1996-01-31,967.448916111969
1996-02-29,990.2753361011344
1996-03-29,1023.6214911547108
1996-04-30,1129.2969844473398
1996-05-31,1074.8537286213245
1996-06-28,1074.5941469438244
1996-07-31,1002.5088405903382
1996-08-30,1032.5930317088128
1996-09-30,1049.0428742829795
1996-10-31,1029.0424031277266
1996-11-29,1026.2892153347843
1996-12-31,1006.8115260592415
1997-01-01,1007.0000347100004
1997-01-02,1011.7529055885377
1997-01-03,1016.7503109296064
1997-01-06,1023.019659165739
1997-01-07,1023.2573790627654
1997-01-08,1030.5419771653644
1997-01-09,1034.4116344306592
1997-01-10,1041.4252492617447
1997-01-13,1051.9396591896318
1997-01-14,1050.7895050227594
1997-01-15,1058.5310641772467
1997-01-16,1063.9895515629344
1997-01-17,1067.3539430699416
1997-01-20,1079.2167347222912
1997-01-21,1073.0648533074432
1997-01-22,1074.2507608047015
1997-01-23,1067.5260944582164
1997-01-24,1067.26174669971
1997-01-27,1072.080345907606
1997-01-28,1068.9804885441727
1997-01-29,1064.422600745383
1997-01-30,1069.9851465324286
1997-01-31,1070.070894262466
1997-02-03,1066.60935917434
1997-02-04,1067.0469752404556
1997-02-05,1074.7059545416764
1997-02-06,1075.2244060574983
1997-02-07,1075.4117694820156
1997-02-10,1080.3793800846413
1997-02-11,1082.2471084803506
1997-02-12,1089.6713693735471
1997-02-13,1094.9468363853098
1997-02-14,1096.2603818243256
1997-02-17,1108.1732744977867
1997-02-18,1106.4095607821412
1997-02-19,1121.0053116484034
1997-02-20,1129.4403286468707
1997-02-21,1137.470704092559
1997-02-24,1142.297405969876
1997-02-25,1149.8689604076246
1997-02-26,1145.3820483123916
1997-02-27,1142.473500543312
1997-02-28,1155.6131529427826
1997-03-03,1156.8776155677917
1997-03-04,1151.4500488092467
1997-03-05,1157.8432271478187
1997-03-06,1154.0472631511745
1997-03-07,1159.5017242143238
1997-03-10,1155.3907168276498
1997-03-11,1163.8693234527775
1997-03-12,1158.424723688531
1997-03-13,1156.0258817237927
1997-03-14,1148.6855394671838
1997-03-17,1152.76387474617
1997-03-18,1152.9836819063457
1997-03-19,1149.2760531349124
1997-03-20,1148.0154523397541
1997-03-21,1132.8017585681314
1997-03-24,1118.6346401095516
1997-03-25,1125.4509206303899
1997-03-26,1142.3105732959589
1997-03-27,1140.7355978738224
1997-03-28,1142.2275061074763
1997-03-31,1125.8888983006127
1997-04-01,1120.9236755490617
1997-04-02,1114.6363948700732
1997-04-03,1101.6992722566042
1997-04-04,1095.055188252546
1997-04-07,1090.042266091553
1997-04-08,1098.4644635888803
1997-04-09,1104.1605405360601
1997-04-10,1090.464350240965
1997-04-11,1088.6397228814465
1997-04-14,1069.712611681076
1997-04-15,1052.6661355481592
1997-04-16,1056.8885047599267
1997-04-17,1066.0912290796293
1997-04-18,1062.4128227242238
1997-04-21,1077.4682622109774
1997-04-22,1065.4767131136925
1997-04-23,1069.4189423908967
1997-04-24,1061.7344418689202
1997-04-25,1066.6836035604226
1997-04-28,1056.8765832912834
1997-04-29,1046.0907895040516
1997-04-30,1052.0678752311728
1997-05-01,1052.7348542676373
1997-05-02,1045.1512845269392
1997-05-05,1047.5892157433375
1997-05-06,1044.9933664064115
1997-05-07,1042.252678105656
1997-05-08,1038.8686825211284
1997-05-09,1033.4573386198006
1997-05-12,1013.1203666648605
1997-05-13,1007.3540851961022
1997-05-14,1001.4643443875732
1997-05-15,990.6209075018761
1997-05-16,998.6068480254842
1997-05-19,1010.4991075080035
1997-05-20,1014.5857736992915
1997-05-21,1014.6990502160285
1997-05-22,1023.4555947637625
1997-05-23,1029.4278529586686
1997-05-26,1027.3371081806208
1997-05-27,1026.0794622782753
1997-05-28,1024.330733735086
1997-05-29,1017.4993300481369
1997-05-30,1018.9004557237014
1997-06-02,1025.457361427077
1997-06-03,1024.6283936447985
1997-06-04,1018.63204383868
1997-06-05,1021.6041229145042
1997-06-06,1021.4334564337272
1997-06-09,1023.239390532298
1997-06-10,1023.1208076729594
1997-06-11,1020.4174198267266
1997-06-12,1020.1271350029594
1997-06-13,1018.212842238953
1997-06-16,1021.6555838788664
1997-06-17,1021.1577683000756
1997-06-18,1021.2595793761848
