Date,EM EASTERN EUROPE SMALL CAP
1996-09-30,184.02536375420428
1996-10-31,163.53613239967856
1996-11-29,164.54159874930033
1996-12-31,171.5959898921329
1997-01-01,171.5959898921329
1997-01-02,172.41313355621142
1997-01-03,172.1767942534632
1997-01-06,172.82212214403063
1997-01-07,175.14697987795293
1997-01-08,176.75881513141044
1997-01-09,178.91084593232824
1997-01-10,178.0502174077927
1997-01-13,178.39921886356944
1997-01-14,178.80158923263636
1997-01-15,181.10784130615338
1997-01-16,183.65201811381195
1997-01-17,182.37299114796255
1997-01-20,182.93272556701572
1997-01-21,184.22060468659367
1997-01-22,182.44766184615324
1997-01-23,182.81519165474904
1997-01-24,183.39564681314695
1997-01-27,183.42825537423602
1997-01-28,181.29211176597408
1997-01-29,180.31579091409307
1997-01-30,180.6500196114507
1997-01-31,182.57417209685863
1997-02-03,184.380182227987
1997-02-04,184.93994135873777
1997-02-05,185.57616723492225
1997-02-06,187.72441324877053
1997-02-07,188.23456473023853
1997-02-10,189.60827074367756
1997-02-11,187.62853361667936
1997-02-12,186.972693450342
1997-02-13,185.79754774479375
1997-02-14,188.1069855934969
1997-02-17,188.13530868177557
1997-02-18,188.94814726036574
1997-02-19,186.866417889838
1997-02-20,186.5116020914696
1997-02-21,187.30207517800676
1997-02-24,188.8190530643153
1997-02-25,189.57192384652265
1997-02-26,190.14549624114753
1997-02-27,187.6431072610132
1997-02-28,184.68679956271572
1997-03-03,184.08430962453036
1997-03-04,183.00165078220084
1997-03-05,181.82782958289877
1997-03-06,180.24761766915282
1997-03-07,179.80239341977307
1997-03-10,180.29155235601627
1997-03-11,178.95188866659979
1997-03-12,179.48121783618907
1997-03-13,178.5380824314644
1997-03-14,175.81878962848788
1997-03-17,175.18312396590085
1997-03-18,175.77067074379622
1997-03-19,173.52577285278343
1997-03-20,171.02789568807003
1997-03-21,172.43378230268615
1997-03-24,171.82296382607558
1997-03-25,172.71926489792463
1997-03-26,173.02016984576625
1997-03-27,177.05880944917203
1997-03-28,176.91998272469812
1997-03-31,177.31062703511535
1997-04-01,175.15936964884057
1997-04-02,173.93731737223015
1997-04-03,172.9093809206119
1997-04-04,172.23842939870121
1997-04-07,170.19894242073732
1997-04-08,170.4399739060247
1997-04-09,170.70145855529714
1997-04-10,170.57459921793105
1997-04-11,170.26024764640667
1997-04-14,168.39303885373846
1997-04-15,167.5800804276435
1997-04-16,169.58971688744336
1997-04-17,170.80738236361216
1997-04-18,171.25995605109355
1997-04-21,172.43648953309273
1997-04-22,172.2874997987472
1997-04-23,173.6508001053782
1997-04-24,172.21684584437907
1997-04-25,170.19648946442754
1997-04-28,167.93032401579447
1997-04-29,168.35532947783256
1997-04-30,169.15837088200405
1997-05-01,169.78034095684495
1997-05-02,169.1429512264321
1997-05-05,168.90739161548296
1997-05-06,170.22695167375164
1997-05-07,168.15800864004876
1997-05-08,167.7691395399698
1997-05-09,168.08013676565298
1997-05-12,167.28229524407664
1997-05-13,166.5098884709098
1997-05-14,166.4822429318998
1997-05-15,167.00976770138288
1997-05-16,167.01466513630277
1997-05-19,166.39289659020707
1997-05-20,167.0617005298742
1997-05-21,164.10516011768843
1997-05-22,160.23678833986762
1997-05-23,161.72280567783946
1997-05-26,160.23310278975916
1997-05-27,154.12615116564322
1997-05-28,155.85988772549334
1997-05-29,157.3489699472619
1997-05-30,156.35626777076655
1997-06-02,155.0505151866945
1997-06-03,155.69836248946447
1997-06-04,155.25015664914275
1997-06-05,153.95815257482897
1997-06-06,154.93976407939917
