Date,EFM EUROPE + CIS (E+C) ex RU SMALL CAP
2011-12-06,712.371407554002
2011-12-07,716.4777132015646
2011-12-08,698.628468424962
2011-12-09,702.1240623280112
2011-12-12,685.2605202873602
2011-12-13,680.3345612910391
2011-12-14,663.251750771534
2011-12-15,668.3304939274111
2011-12-16,667.0008924672305
2011-12-19,657.8598870081461
2011-12-20,670.0451859946345
2011-12-21,673.2164947532034
2011-12-22,672.8462760267
2011-12-23,671.8184630834386
2011-12-26,673.1030733218769
2011-12-27,675.044668728135
2011-12-28,663.9495486876809
2011-12-29,664.2623344104775
2011-12-30,668.9722811193286
2012-01-02,670.8775537723263
2012-01-03,681.7734273067625
2012-01-04,669.1246565453638
2012-01-05,661.9821684747553
2012-01-06,656.1591872072119
2012-01-09,652.3598627781404
2012-01-10,663.0051629866997
2012-01-11,665.6879214184502
2012-01-12,677.3360161614934
2012-01-13,667.9379541593072
2012-01-16,678.1983777438275
2012-01-17,690.0531395186098
2012-01-18,701.0669624365709
2012-01-19,709.1541403907568
2012-01-20,712.0444232864312
2012-01-23,730.0276588358361
2012-01-24,724.7040843697115
2012-01-25,728.628637322565
2012-01-26,759.3566153352144
2012-01-27,763.1590731153411
2012-01-30,762.6270498945439
2012-01-31,772.542728372379
2012-02-01,795.6495040796738
2012-02-02,800.1747701739736
2012-02-03,805.2279825499024
2012-02-06,803.3967055903768
2012-02-07,814.0239967157692
2012-02-08,823.6505747275118
2012-02-09,814.1835740932793
2012-02-10,799.7670914497457
2012-02-13,814.5999570663467
2012-02-14,805.9762418350418
2012-02-15,808.2465494760771
2012-02-16,805.527193117954
2012-02-17,826.5895266146073
2012-02-20,836.9038992847906
2012-02-21,833.043089648544
2012-02-22,826.9034586445763
2012-02-23,820.852079109573
2012-02-24,827.824841827562
2012-02-27,817.4699310317391
2012-02-28,830.345402093093
2012-02-29,833.9876311024334
2012-03-01,833.791794059484
2012-03-02,830.8653909531416
2012-03-05,825.7982685663154
2012-03-06,802.8439668170935
2012-03-07,808.9734914785155
2012-03-08,823.7566958220389
2012-03-09,819.4981207629579
2012-03-12,813.9403388061759
2012-03-13,816.1314486497376
2012-03-14,814.7903749131732
2012-03-15,828.1172132807658
2012-03-16,834.4010323447314
2012-03-19,835.0523181631914
2012-03-20,827.9396073413772
2012-03-21,829.5803400783009
2012-03-22,823.1584321075202
2012-03-23,831.0705954639384
2012-03-26,846.8315282197547
2012-03-27,847.874846714908
2012-03-28,841.461923300402
2012-03-29,836.6022225183378
2012-03-30,844.4704958996235
2012-04-02,847.405979469243
2012-04-03,853.8803980244393
2012-04-04,835.2922713228411
2012-04-05,832.8544156787116
2012-04-06,829.6354600369384
2012-04-09,826.4050524639093
2012-04-10,808.1014809697997
2012-04-11,815.1550950368463
2012-04-12,828.129221994085
2012-04-13,822.6003657822118
2012-04-16,820.4463450740857
2012-04-17,832.8884169121695
2012-04-18,829.9510098589232
2012-04-19,834.4951947056267
2012-04-20,838.0605213960062
2012-04-23,821.9633164020106
2012-04-24,836.0886079667839
2012-04-25,838.9388176653448
2012-04-26,844.9634990888587
2012-04-27,850.4399240808036
2012-04-30,850.5956278321024
2012-05-01,852.4673430130351
2012-05-02,844.665125925669
2012-05-03,847.0117731180243
2012-05-04,841.8378434513696
2012-05-07,833.4107044890887
2012-05-08,830.4622734377677
2012-05-09,815.3980779358398
2012-05-10,825.1011315851365
2012-05-11,821.0137118012137
2012-05-14,793.8715913841379
2012-05-15,782.8832620898288
2012-05-16,781.5729879484516
2012-05-17,767.4844028202936
2012-05-18,763.0926211178253
2012-05-21,768.647514359045
2012-05-22,773.4814342428391
2012-05-23,743.58043692356
2012-05-24,740.6858922266433
2012-05-25,735.2694641200901
2012-05-28,741.1670871395548
2012-05-29,746.664069241409
2012-05-30,728.5595255140673
2012-05-31,721.8652408230818
2012-06-01,719.2977704455293
2012-06-04,726.1975845770322
2012-06-05,727.4232481079106
2012-06-06,741.6078916481854
2012-06-07,752.8628608547847
2012-06-08,750.509944214876
2012-06-11,755.4723194845441
2012-06-12,754.0039026462483
2012-06-13,762.9251251432588
2012-06-14,757.9055289593496
2012-06-15,762.7396649183671
2012-06-18,762.6709952534849
2012-06-19,781.1438421495303
2012-06-20,783.066809587203
2012-06-21,774.5695785011607
2012-06-22,770.0361334460652
2012-06-25,755.9310074651355
2012-06-26,763.799744261985
2012-06-27,770.4737706713872
2012-06-28,758.2779135829957
2012-06-29,788.6686365001983
2012-07-02,789.6422136687587
2012-07-03,799.0538458089482
2012-07-04,795.1265623762331
2012-07-05,790.9843997291225
2012-07-06,786.1880355776914
2012-07-09,786.3385453445816
2012-07-10,790.0505485717466
2012-07-11,787.7480086504004
2012-07-12,771.995770587618
2012-07-13,783.4385680572287
2012-07-16,785.2059955456751
2012-07-17,784.3080840130623
2012-07-18,788.8309744736259
2012-07-19,789.8376212201134
2012-07-20,779.7229178075474
2012-07-23,759.1104421847929
2012-07-24,763.174898396185
2012-07-25,767.7493187314273
2012-07-26,788.438242487771
2012-07-27,797.2170380525234
2012-07-30,797.1012831775327
2012-07-31,802.019574472341
2012-08-01,798.2370271619817
2012-08-02,787.0344082839607
2012-08-03,810.1392596813231
2012-08-06,819.840655274689
2012-08-07,814.2340308332032
2012-08-08,812.7987361715964
2012-08-09,813.2670994521723
2012-08-10,812.7733221990471
2012-08-13,809.2091705566031
2012-08-14,800.2858523994894
2012-08-15,798.0094034339838
2012-08-16,806.1201560934605
2012-08-17,804.3487217711614
2012-08-20,805.9162311705962
2012-08-21,815.7282310929583
2012-08-22,816.4225782198536
2012-08-23,817.1532511772195
2012-08-24,813.8381756870921
2012-08-27,813.9426216766163
2012-08-28,812.7169470458142
2012-08-29,802.399430372527
2012-08-30,797.1008271154446
2012-08-31,806.7095274799503
2012-09-03,806.6393940171329
2012-09-04,802.1259172460151
2012-09-05,805.5322581166746
2012-09-06,817.6214504193962
2012-09-07,832.4780309245857
2012-09-10,834.8922813603447
2012-09-11,840.2152323574918
2012-09-12,839.3179555003834
2012-09-13,833.1841004839524
2012-09-14,859.9547354838389
2012-09-17,855.425894356764
2012-09-18,854.8290149014584
2012-09-19,853.7702656314176
2012-09-20,847.5481493498758
2012-09-21,855.6048343430818
2012-09-24,846.6380124649096
2012-09-25,856.1738582066783
2012-09-26,840.858536610497
2012-09-27,846.7286158151725
2012-09-28,843.9545879263948
2012-10-01,854.6505370503232
2012-10-02,858.2216285372923
2012-10-03,852.5039394000381
2012-10-04,853.7166110162855
2012-10-05,860.224317574385
2012-10-08,850.3616131444587
2012-10-09,846.4561631150748
2012-10-10,848.236372758818
2012-10-11,853.0444508517045
2012-10-12,850.9855214640686
2012-10-15,853.8940670469075
2012-10-16,863.7450186476135
2012-10-17,867.3573696095103
2012-10-18,873.0730231858196
2012-10-19,865.182697968881
2012-10-22,865.7079936263053
2012-10-23,855.6865505371346
2012-10-24,860.010186624825
2012-10-25,860.0505317423825
2012-10-26,857.6206295592708
2012-10-29,854.2976207958234
2012-10-30,858.5617206178033
2012-10-31,859.5389879150569
2012-11-01,863.6045317221397
2012-11-02,856.9606180739539
2012-11-05,861.3947676944525
2012-11-06,866.4867823909232
2012-11-07,858.8998103007468
2012-11-08,853.8917417058801
2012-11-09,846.9832004754016
2012-11-12,843.7248832984126
2012-11-13,844.4591893962923
2012-11-14,842.6580336254137
2012-11-15,846.8567260272605
2012-11-16,843.3186322659001
2012-11-19,853.6426737317645
2012-11-20,860.5988539883689
2012-11-21,862.8806554975529
2012-11-22,863.0915939534095
2012-11-23,870.3243883334284
2012-11-26,877.2731601475192
2012-11-27,876.4975693101228
2012-11-28,874.9049093597896
2012-11-29,880.0286956574593
2012-11-30,882.7727370470384
2012-12-03,895.8021982215051
2012-12-04,899.652839864063
2012-12-05,902.0415461946135
2012-12-06,904.3378282217635
2012-12-07,903.4644122811192
2012-12-10,909.4217001773264
2012-12-11,921.4749643440558
2012-12-12,924.3886972736088
2012-12-13,926.0905218759747
2012-12-14,927.1343723849694
2012-12-17,929.7310202483804
2012-12-18,935.8125866002172
2012-12-19,941.5974083175226
2012-12-20,941.4443626666018
2012-12-21,930.8686854413642
2012-12-24,933.7401506698376
2012-12-25,937.1805794971143
2012-12-26,941.5308260309489
2012-12-27,947.5353247932389
2012-12-28,947.848927069264
2012-12-31,946.8456979061939
2013-01-01,946.8456979061939
2013-01-02,964.3215405105544
2013-01-03,959.4869887423719
2013-01-04,952.6605611820836
2013-01-07,957.489564166682
2013-01-08,956.6568843969075
2013-01-09,964.1781753461454
2013-01-10,977.2087956414947
2013-01-11,984.3523533334186
2013-01-14,988.9975390506934
2013-01-15,988.5816031834278
2013-01-16,990.6487254714183
2013-01-17,1002.2241524557792
2013-01-18,996.1732466693047
2013-01-21,999.9914505208853
2013-01-22,993.7773031267079
2013-01-23,1001.7435131425746
2013-01-24,1005.1884029295986
2013-01-25,1004.143662478142
2013-01-28,974.9643729048462
2013-01-29,980.748673834714
2013-01-30,974.7136942970174
2013-01-31,979.4054758431796
2013-02-01,997.0384269802375
2013-02-04,987.9749298860049
2013-02-05,983.0638565847729
2013-02-06,981.8328737124242
2013-02-07,971.1244962456966
2013-02-08,975.8421332823762
2013-02-11,967.6070673305377
2013-02-12,972.8784791964655
2013-02-13,977.6717163332788
2013-02-14,967.2709500373761
2013-02-15,968.9984331598909
2013-02-18,968.4935904443205
2013-02-19,963.1284349277527
2013-02-20,966.0948379590816
2013-02-21,940.1479995826588
2013-02-22,928.461908969437
2013-02-25,934.0303529416375
2013-02-26,929.8859250700427
2013-02-27,942.5274753640085
2013-02-28,952.8773282693111
2013-03-01,956.2004591818434
2013-03-04,962.014726070942
2013-03-05,970.9778458623298
2013-03-06,971.5158468666809
2013-03-07,968.5343218787758
2013-03-08,971.8175443218861
2013-03-11,972.2432352174129
2013-03-12,971.7399606693283
2013-03-13,963.5024268094193
2013-03-14,959.3200093977065
2013-03-15,965.8726061279197
2013-03-18,960.4826716783923
2013-03-19,949.6082499913891
2013-03-20,955.5984840112984
2013-03-21,952.6956228025863
2013-03-22,952.7638886448038
2013-03-25,945.7377098691894
2013-03-26,952.5232015355041
2013-03-27,946.078236120733
2013-03-28,957.477756019915
2013-03-29,960.2779913541555
2013-04-01,962.2495777780694
2013-04-02,969.4893817136652
2013-04-03,962.4318032417784
2013-04-04,959.9493737985546
2013-04-05,963.8776892305825
2013-04-08,975.9607174081198
2013-04-09,976.4483189670989
2013-04-10,983.3585588266702
2013-04-11,991.8315268744508
2013-04-12,986.238732862764
2013-04-15,980.4988160941701
2013-04-16,975.295189400662
2013-04-17,963.0898722369316
2013-04-18,956.6169230491653
2013-04-19,961.0747001373115
2013-04-22,956.4108313127059
2013-04-23,954.2623042488665
2013-04-24,963.2920756820533
2013-04-25,968.5721297164208
2013-04-26,972.9889837576272
2013-04-29,980.1069420161066
2013-04-30,980.6307207211787
2013-05-01,981.5335592339682
2013-05-02,982.9704711620095
2013-05-03,982.5210612706468
2013-05-06,987.6959194991999
2013-05-07,988.537597469374
2013-05-08,999.2735915323397
2013-05-09,993.9565315940499
2013-05-10,990.4266937155363
2013-05-13,988.2857493882192
2013-05-14,996.9031781610227
2013-05-15,992.701177213149
2013-05-16,995.6883436433171
2013-05-17,989.6746831466637
2013-05-20,987.5316902042999
2013-05-21,991.2750443129153
2013-05-22,1002.7680245573155
2013-05-23,990.5038527015129
2013-05-24,1000.3212177362781
2013-05-27,1011.1499600784579
2013-05-28,1004.9079858213314
2013-05-29,996.8434965130615
2013-05-30,990.8400158348678
2013-05-31,973.6963901234598
2013-06-03,912.8378350792735
2013-06-04,947.658002748546
2013-06-05,939.1709387802828
2013-06-06,911.9764384336626
2013-06-07,945.7079690896435
2013-06-10,926.0728656935678
2013-06-11,927.7229675178218
2013-06-12,941.3387033424358
2013-06-13,945.3474363089941
2013-06-14,969.070430602813
2013-06-17,957.3351475140344
2013-06-18,945.2016069249114
2013-06-19,957.9209978353936
2013-06-20,894.109942951732
2013-06-21,882.8170019532707
2013-06-24,857.4752131636034
2013-06-25,870.9216587718388
2013-06-26,875.2994798870424
2013-06-27,877.6008838348189
2013-06-28,877.8997069190805
2013-07-01,891.615016663773
2013-07-02,897.1697911544118
2013-07-03,879.6364317912014
2013-07-04,888.6678149211862
2013-07-05,864.6151380281298
2013-07-08,861.698936388139
2013-07-09,858.5250133681632
2013-07-10,859.4923309830824
2013-07-11,869.5418438996516
2013-07-12,884.057761386334
2013-07-15,902.746413150995
2013-07-16,915.0262306504101
2013-07-17,921.5663366423427
2013-07-18,919.7339874497161
2013-07-19,917.349183788745
2013-07-22,925.7762255770147
2013-07-23,926.5785556797838
2013-07-24,920.3328622682736
2013-07-25,910.2410267741625
2013-07-26,903.3588646925496
2013-07-29,906.65875079049
2013-07-30,911.2820285156193
2013-07-31,903.2431676767261
2013-08-01,904.8735177988154
2013-08-02,919.8591946257071
2013-08-05,921.696226681572
2013-08-06,925.3338316994699
2013-08-07,930.3665354697087
2013-08-08,939.4789081904389
2013-08-09,941.5475533038472
2013-08-12,944.5085332692555
2013-08-13,939.0621652816195
2013-08-14,943.4981203410181
2013-08-15,931.1318585461828
2013-08-16,937.537432336655
2013-08-19,922.3868970396115
2013-08-20,918.9766116619642
2013-08-21,894.9445372550115
2013-08-22,875.7989671960192
2013-08-23,876.2932977149267
2013-08-26,878.5529977179445
2013-08-27,836.8952479670666
2013-08-28,821.2291555865204
2013-08-29,834.8126793217195
2013-08-30,831.1151582013393
2013-09-02,855.3958420313115
2013-09-03,835.7648301460939
2013-09-04,831.8274990847058
2013-09-05,811.4726773027853
2013-09-06,831.7404715422193
2013-09-09,854.0204521588333
2013-09-10,877.000256719531
2013-09-11,879.8809668036257
2013-09-12,890.5509674648245
2013-09-13,878.8240450618835
2013-09-16,898.1792955004531
2013-09-17,899.0640308603095
2013-09-18,896.0801440263582
2013-09-19,933.6563900175951
2013-09-20,920.2221337923935
2013-09-23,911.2013035650258
2013-09-24,909.9101249133439
2013-09-25,919.0221481840749
2013-09-26,917.3306909437144
2013-09-27,915.804323371739
2013-09-30,916.5029736859377
2013-10-01,924.5554004340036
2013-10-02,930.7004127083305
2013-10-03,937.754982326395
2013-10-04,939.5590748451808
2013-10-07,940.3946123040554
2013-10-08,939.171882471249
2013-10-09,935.1012280126381
2013-10-10,952.6034530466366
2013-10-11,955.1428565863637
2013-10-14,958.5254935170003
2013-10-15,963.2643816810081
2013-10-16,964.24178876069
2013-10-17,972.8238717979596
2013-10-18,968.0772280029163
2013-10-21,982.9404343617821
2013-10-22,995.6286338836289
2013-10-23,993.6846182131725
2013-10-24,1006.9549209978395
2013-10-25,1012.6556273073675
2013-10-28,1013.9247049964339
2013-10-29,1013.0520706782838
2013-10-30,1001.0183825490371
2013-10-31,980.5658080351128
2013-11-01,969.9527557446495
2013-11-04,980.5005116699838
2013-11-05,961.7680210446714
2013-11-06,967.0252478304835
2013-11-07,960.5036723573367
2013-11-08,940.5118816207212
2013-11-11,934.6935562694351
2013-11-12,937.6434955954627
2013-11-13,929.9478824997357
2013-11-14,946.2737363860641
2013-11-15,954.4940646822514
2013-11-18,970.007055043259
2013-11-19,973.6921368041444
2013-11-20,978.0288793093611
2013-11-21,977.0136041248195
2013-11-22,990.2020281366248
2013-11-25,998.3825456288698
2013-11-26,987.1505392937188
2013-11-27,999.694313534099
2013-11-28,1001.8789472817501
2013-11-29,1008.5403181004555
2013-12-02,1003.1002339393301
2013-12-03,991.1800540524969
2013-12-04,983.9857327877064
2013-12-05,986.2108646536174
2013-12-06,997.0853867119873
2013-12-09,1003.8012392755838
2013-12-10,1007.9009204609998
2013-12-11,1002.4781109055881
2013-12-12,988.9202467567037
2013-12-13,989.9939124731371
2013-12-16,990.6981817695382
2013-12-17,954.8029507445228
2013-12-18,953.4851501393457
2013-12-19,934.0445786801214
2013-12-20,933.9417488034563
2013-12-23,926.7873696867321
2013-12-24,935.0419608397063
2013-12-25,920.9025970994462
2013-12-26,904.8468426435038
2013-12-27,898.9074648052782
2013-12-30,926.5373870316132
2013-12-31,920.7778983534689
2014-01-01,920.7778983534689
2014-01-02,923.4705610127875
2014-01-03,920.090453249198
2014-01-06,930.5752706759458
2014-01-07,934.0431551906748
2014-01-08,930.1412295829424
2014-01-09,918.4106007987226
2014-01-10,936.8912162181466
2014-01-13,932.4080312200692
2014-01-14,927.6994050393456
2014-01-15,931.9923001704527
2014-01-16,925.7560139027473
2014-01-17,917.1429294569809
2014-01-20,909.5007027928275
2014-01-21,906.024834310137
2014-01-22,909.9105773313602
2014-01-23,905.5808565775362
2014-01-24,886.5619316429684
2014-01-27,884.5062913410609
2014-01-28,889.6786117638649
2014-01-29,878.1996039352595
2014-01-30,881.5135762952733
2014-01-31,879.2429602281364
2014-02-03,882.9131093388902
2014-02-04,891.2467369549483
2014-02-05,901.0977138165604
2014-02-06,921.0320007690752
2014-02-07,918.6555866537805
2014-02-10,921.5568923133532
2014-02-11,928.8620642013243
2014-02-12,934.0481543605243
2014-02-13,932.5315548850822
2014-02-14,943.2913135292174
2014-02-17,948.4151277823761
2014-02-18,945.7180052225699
2014-02-19,937.9812681207662
2014-02-20,932.1732044001632
2014-02-21,939.7213779430737
2014-02-24,944.205631805028
2014-02-25,932.6667089623745
2014-02-26,922.5090111034642
2014-02-27,924.50952965256
2014-02-28,952.0936297510187
2014-03-03,916.2414838968373
2014-03-04,939.3495253708387
2014-03-05,941.4302249832049
2014-03-06,951.5355208095558
2014-03-07,942.9525005078226
2014-03-10,934.8896702796459
2014-03-11,937.2222158125239
2014-03-12,929.6368965884186
2014-03-13,926.2483787535849
2014-03-14,912.2229523065068
2014-03-17,930.9229327912847
2014-03-18,932.6035594483346
2014-03-19,929.2222681500517
2014-03-20,923.3866027055794
2014-03-21,918.7019309176803
2014-03-24,909.3309495517398
2014-03-25,916.0237311664262
2014-03-26,931.1568878850143
2014-03-27,929.5797508138847
2014-03-28,936.1069530546887
2014-03-31,954.4274666500093
2014-04-01,963.1329673403229
2014-04-02,969.8968506559359
2014-04-03,968.0511241408411
2014-04-04,974.4846926872794
2014-04-07,972.1551209266396
2014-04-08,979.2734373623139
2014-04-09,973.3221128129396
2014-04-10,985.9078478460168
2014-04-11,975.8752200733267
2014-04-14,963.6953349041397
2014-04-15,952.3437672409797
2014-04-16,957.570476347175
2014-04-17,970.5368804987122
2014-04-18,971.5802997924837
2014-04-21,971.9544453633893
2014-04-22,977.4616650787472
2014-04-23,971.6173464558199
2014-04-24,968.2022601060245
2014-04-25,966.4108169812688
2014-04-28,963.8553949342248
2014-04-29,972.0435151152083
2014-04-30,985.4650822816914
2014-05-01,988.1085546837164
2014-05-02,992.6274574344662
2014-05-05,981.6644918066731
2014-05-06,982.4508289763052
2014-05-07,987.2984074738538
2014-05-08,985.9778013824407
2014-05-09,972.5252855391109
2014-05-12,972.4455401227199
2014-05-13,970.9390478501623
2014-05-14,968.9904998962592
2014-05-15,955.1746605246324
2014-05-16,946.58130505033
2014-05-19,944.8523962593993
2014-05-20,948.0917509172128
2014-05-21,953.4235975993421
2014-05-22,967.5341095570718
2014-05-23,970.5227732948606
2014-05-26,978.9102349363906
2014-05-27,976.961227192741
2014-05-28,976.3347537076238
2014-05-29,983.4255038463857
2014-05-30,982.9566887170334
2014-06-02,986.4653895701972
2014-06-03,985.4968811447881
2014-06-04,987.7683544408152
2014-06-05,999.8974598236382
2014-06-06,1018.6664030546956
2014-06-09,1020.3383822007794
2014-06-10,1021.9589847945846
2014-06-11,1002.0849501863212
2014-06-12,1007.1135571228906
2014-06-13,991.8672256514163
