Date,EFM EMEA SMALL CAP
2010-11-30,1000.0
2010-12-01,1009.873179518813
2010-12-02,1025.1813869361024
2010-12-03,1036.3381083730385
2010-12-06,1041.5660611717028
2010-12-07,1046.4475458593895
2010-12-08,1038.3287035668266
2010-12-09,1037.1958621543424
2010-12-10,1040.0483112523661
2010-12-13,1046.430751376883
2010-12-14,1047.0852688098462
2010-12-15,1048.7828764176727
2010-12-16,1043.252158554375
2010-12-17,1037.614663513745
2010-12-20,1032.880422817447
2010-12-21,1043.5836404009651
2010-12-22,1050.067005039974
2010-12-23,1055.319976750204
2010-12-24,1057.535161548133
2010-12-27,1056.5568167516967
2010-12-28,1059.2313941825464
2010-12-29,1064.8395813665345
2010-12-30,1068.7609259342146
2010-12-31,1076.2171076618483
2011-01-03,1080.9034423227092
2011-01-04,1084.6352563642733
2011-01-05,1083.4636279812842
2011-01-06,1080.8238272562442
2011-01-07,1078.8368764805246
2011-01-10,1068.3247008708054
2011-01-11,1070.264914732969
2011-01-12,1084.0680483101546
2011-01-13,1089.7933554357596
2011-01-14,1083.6505851181596
2011-01-17,1084.7235216642785
2011-01-18,1080.8453779642582
2011-01-19,1073.85579587502
2011-01-20,1051.153653707543
2011-01-21,1061.563823656444
2011-01-24,1064.6490227631848
2011-01-25,1060.5507953293225
2011-01-26,1059.8970342434575
2011-01-27,1055.2056835560136
2011-01-28,1031.2212793827969
2011-01-31,1023.8244532720008
2011-02-01,1034.8367706744204
2011-02-02,1038.5473254351125
2011-02-03,1020.8975295487274
2011-02-04,1026.3262060630043
2011-02-07,1029.492731163412
2011-02-08,1038.7069914669648
2011-02-09,1035.3723613867858
2011-02-10,1022.2085381545791
2011-02-11,1022.5226664966075
2011-02-14,1020.0118458572014
2011-02-15,1021.590935870196
2011-02-16,1026.463995210742
2011-02-17,1028.0413972934618
2011-02-18,1031.5354510536051
2011-02-21,1025.562312767681
2011-02-22,1016.8331882523225
2011-02-23,1009.5899260021916
2011-02-24,997.7231495585149
2011-02-25,1010.0543533196787
2011-02-28,1019.7209298396187
2011-03-01,1007.535674119111
2011-03-02,1004.3662667292507
2011-03-03,1009.5851621419113
2011-03-04,1012.5228315231532
2011-03-07,1012.686839421751
2011-03-08,1009.9899025945007
2011-03-09,1017.0154307068423
2011-03-10,1006.2132390583045
2011-03-11,1003.4565093854109
2011-03-14,1008.3235855911965
2011-03-15,982.4103432771255
2011-03-16,981.8424633876219
2011-03-17,982.6266549704728
2011-03-18,990.3829899446514
2011-03-21,1000.5113401773644
2011-03-22,1010.0002388584163
2011-03-23,1006.9123829209265
2011-03-24,1019.5903660718818
2011-03-25,1024.3590765410072
2011-03-28,1025.734183167807
2011-03-29,1027.8080527712193
2011-03-30,1038.5057917163517
2011-03-31,1047.8232950583613
2011-04-01,1056.7890861402261
2011-04-04,1063.8190658379651
2011-04-05,1064.718738627936
2011-04-06,1081.037110798238
2011-04-07,1085.091963051574
2011-04-08,1086.7853069857738
2011-04-11,1085.3486635288048
2011-04-12,1073.5540899095772
2011-04-13,1075.2902205272003
2011-04-14,1068.7199759643215
2011-04-15,1071.7342619449262
2011-04-18,1046.2958430257195
2011-04-19,1060.6803513390207
2011-04-20,1071.7421161931902
2011-04-21,1083.4015491541654
2011-04-22,1085.790517123731
2011-04-25,1085.1909285541954
2011-04-26,1089.263708401722
2011-04-27,1090.4539964444696
2011-04-28,1103.3635371616178
2011-04-29,1111.0736277637566
2011-05-02,1116.7489892930107
2011-05-03,1106.9041316429589
2011-05-04,1098.152599467352
2011-05-05,1083.1310634207452
2011-05-06,1086.1532659860209
2011-05-09,1071.4531898066325
2011-05-10,1073.2492714382422
2011-05-11,1061.944701914259
2011-05-12,1048.7031548328896
2011-05-13,1040.279782677176
2011-05-16,1038.066153187461
2011-05-17,1031.6627171868793
2011-05-18,1036.4883359183914
2011-05-19,1040.7735033753875
2011-05-20,1032.5043414655006
2011-05-23,1011.8149022708567
2011-05-24,1022.8105217376607
2011-05-25,1017.0572366240943
2011-05-26,1024.5661244198075
2011-05-27,1033.4344500145485
2011-05-30,1032.5644923040675
2011-05-31,1051.085220130125
2011-06-01,1051.9727107296626
2011-06-02,1050.8865179559448
2011-06-03,1055.457893589347
2011-06-06,1053.1856963946611
2011-06-07,1062.6489785103815
2011-06-08,1058.3611346192406
2011-06-09,1058.4999994558796
2011-06-10,1051.106100299092
2011-06-13,1052.4793055890102
2011-06-14,1053.4138930340434
2011-06-15,1040.8198258067976
2011-06-16,1028.0640722129742
2011-06-17,1043.870436340074
2011-06-20,1032.289352480223
2011-06-21,1038.1013339948788
2011-06-22,1036.3016795390251
2011-06-23,1014.4224712018731
2011-06-24,1017.3192268939247
2011-06-27,1016.2991646725312
2011-06-28,1025.1119180061223
2011-06-29,1031.7564543761375
2011-06-30,1041.2878849694134
2011-07-01,1048.552438169372
2011-07-04,1055.42901091028
2011-07-05,1056.0946025850683
2011-07-06,1048.5360412813284
2011-07-07,1064.717175027187
2011-07-08,1056.0316889692433
2011-07-11,1031.6479899676128
2011-07-12,1025.1022043852063
2011-07-13,1035.4688343904932
2011-07-14,1029.7149138338953
2011-07-15,1026.7929413147078
2011-07-18,1008.0829695571177
2011-07-19,1014.6356717202772
2011-07-20,1017.0471218923946
2011-07-21,1024.403188445308
2011-07-22,1023.9252309756123
2011-07-25,1020.4616550680888
2011-07-26,1031.3585178091234
2011-07-27,1029.1471527092708
2011-07-28,1027.765699148224
2011-07-29,1024.7587136650452
2011-08-01,1020.9476876629732
2011-08-02,1012.0941547680591
2011-08-03,999.3314256835345
2011-08-04,971.4899855024233
2011-08-05,951.1975816432688
2011-08-08,901.6137357640181
2011-08-09,872.8035477090431
2011-08-10,871.5281576456556
2011-08-11,876.7821347746051
2011-08-12,888.049666893865
2011-08-15,905.9196498794208
2011-08-16,911.3663690867047
2011-08-17,921.3778531156141
2011-08-18,893.1198522414985
2011-08-19,893.3928854311426
2011-08-22,890.1978552745063
2011-08-23,888.4500547213603
2011-08-24,889.9886100644954
2011-08-25,887.0167385935437
2011-08-26,889.1163847023744
2011-08-29,914.5578153779061
2011-08-30,911.2882489682171
2011-08-31,927.0228097409654
2011-09-01,923.4160863881363
2011-09-02,912.1738035668977
2011-09-05,897.234460870371
2011-09-06,894.8219041936239
2011-09-07,901.6364720570216
2011-09-08,904.8162303066575
2011-09-09,885.1891728181976
2011-09-12,867.7991441419049
2011-09-13,875.5687269551244
2011-09-14,870.3977130424927
2011-09-15,874.622510451364
2011-09-16,878.7131465238443
2011-09-19,851.9517459152369
