Date,EM FAR EAST SMALL CAP
1994-05-31,1293.2583894930674
1994-06-30,1273.2999442425967
1994-07-29,1306.8006801450992
1994-08-31,1475.6502557311273
1994-09-30,1558.6367172449525
1994-10-31,1529.6442158571047
1994-11-30,1405.8933222096716
1994-12-30,1374.232712609748
1995-01-31,1186.3355616031972
1995-02-28,1279.1967229918416
1995-03-31,1250.282673013019
1995-04-28,1188.6525821590938
1995-05-31,1284.3345909477541
1995-06-30,1308.5663707331776
1995-07-31,1358.5026393979006
1995-08-31,1309.2259055512095
1995-09-29,1270.5465060261745
1995-10-31,1186.1375179435904
1995-11-30,1147.895440927067
1995-12-29,1187.5387478349537
1996-01-31,1281.740556581786
1996-02-29,1285.8279578832796
1996-03-29,1343.73592266165
1996-04-30,1500.7945086413933
1996-05-31,1422.7406032174913
1996-06-28,1419.330260750077
1996-07-31,1337.3046244906163
1996-08-30,1395.995921493981
1996-09-30,1442.1713749077614
1996-10-31,1418.104894978154
1996-11-29,1425.1041634959697
1996-12-31,1389.0052988487462
1997-01-01,1389.291652657786
1997-01-02,1386.148710766084
1997-01-03,1394.1808780649346
1997-01-06,1402.1147296549168
1997-01-07,1403.6040299434944
1997-01-08,1413.3837326277537
1997-01-09,1418.4557540600163
1997-01-10,1426.11337560918
1997-01-13,1440.0390679177779
1997-01-14,1436.6957411970677
1997-01-15,1442.179452344139
1997-01-16,1455.2221206553436
1997-01-17,1465.3275299138245
1997-01-20,1484.9833502836866
1997-01-21,1479.117524539631
1997-01-22,1479.8290780877235
1997-01-23,1469.3684947839567
1997-01-24,1470.3985364948303
1997-01-27,1474.598802780089
1997-01-28,1469.779582643738
1997-01-29,1463.2546603282703
1997-01-30,1473.1754023852495
1997-01-31,1477.2446547239122
1997-02-03,1473.1870833463238
1997-02-04,1473.5525518155173
1997-02-05,1484.3041107212746
1997-02-06,1484.7355778610806
1997-02-07,1484.8737243008552
1997-02-10,1491.60321458831
1997-02-11,1493.5395166553374
1997-02-12,1504.0292362775103
1997-02-13,1512.556500373211
1997-02-14,1514.8753472615674
1997-02-17,1529.6405910767755
1997-02-18,1527.5816274629276
1997-02-19,1550.7280913261975
1997-02-20,1563.9866321134014
1997-02-21,1578.062057035598
1997-02-24,1588.401806771595
1997-02-25,1599.6011019995672
1997-02-26,1592.3089178758328
1997-02-27,1586.4164026710373
1997-02-28,1601.546065295861
1997-03-03,1594.1154589071382
1997-03-04,1586.286287169819
1997-03-05,1595.9684453571772
1997-03-06,1593.2018183097643
1997-03-07,1601.3385851884543
1997-03-10,1598.7617643330693
1997-03-11,1614.8910610379326
1997-03-12,1606.2315327305357
1997-03-13,1603.7766568144775
1997-03-14,1593.987101811073
1997-03-17,1599.8181197831702
1997-03-18,1600.3988909829545
1997-03-19,1596.5240425072896
1997-03-20,1594.9039680040783
1997-03-21,1571.676187807376
1997-03-24,1550.1723081950686
1997-03-25,1560.4331882113613
1997-03-26,1585.423380515932
1997-03-27,1583.7025379522383
1997-03-28,1586.88509547384
1997-03-31,1570.9961378511127
1997-04-01,1562.646872753125
1997-04-02,1549.4709525164408
1997-04-03,1528.74365738453
1997-04-04,1519.7227906039097
1997-04-07,1514.6048469348004
1997-04-08,1527.6532308203396
1997-04-09,1532.7170954331248
1997-04-10,1514.1422805775248
1997-04-11,1512.1961468831191
1997-04-14,1484.3734264322545
1997-04-15,1457.9205506998974
1997-04-16,1464.2887070639326
1997-04-17,1477.3484328942607
1997-04-18,1471.6833421607178
1997-04-21,1492.3407071087518
1997-04-22,1474.4238305407132
1997-04-23,1480.7934259429421
1997-04-24,1469.690659774314
1997-04-25,1477.8887595917342
1997-04-28,1462.7194827639662
1997-04-29,1447.3412975454194
1997-04-30,1455.0504273720587
1997-05-01,1456.076810187013
1997-05-02,1444.6400792497716
1997-05-05,1449.0632002855991
1997-05-06,1445.571711291302
1997-05-07,1441.2287123662773
1997-05-08,1435.9622325463865
1997-05-09,1426.316007888371
1997-05-12,1394.5032801851605
1997-05-13,1386.084021012903
1997-05-14,1376.5799655666383
1997-05-15,1360.0136876579322
1997-05-16,1372.4240768444517
1997-05-19,1389.7517095956014
1997-05-20,1396.8624625982495
1997-05-21,1397.8107399776634
1997-05-22,1412.1136543789703
1997-05-23,1421.8735502658737
1997-05-26,1419.7831033034258
1997-05-27,1419.6620240620557
1997-05-28,1417.8350158217288
1997-05-29,1407.2749398991136
1997-05-30,1409.4802980384445
1997-06-02,1418.1250502488513
1997-06-03,1417.044855579849
1997-06-04,1407.2706542435951
1997-06-05,1411.7137364693306
1997-06-06,1411.537334515316
1997-06-09,1413.7242446158116
1997-06-10,1413.1610189166147
1997-06-11,1407.1265687614755
1997-06-12,1405.5603659431833
1997-06-13,1401.1529567508865
1997-06-16,1406.310235848552
1997-06-17,1404.2308482336198
1997-06-18,1403.071965913582
1997-06-19,1399.5126212372927
1997-06-20,1402.2648309869153
1997-06-23,1399.067521213903
1997-06-24,1397.0323642933024
1997-06-25,1395.9395436852342
1997-06-26,1391.4031845804577
1997-06-27,1391.6757359286364
1997-06-30,1399.3316287144733
1997-07-01,1399.3807559732245
1997-07-02,1404.180405712881
1997-07-03,1405.6263710458275
1997-07-04,1407.5800024212256
1997-07-07,1402.6940348765988
1997-07-08,1397.2030138646235
1997-07-09,1384.4698343334173
1997-07-10,1373.156516050477
1997-07-11,1368.9942360719226
1997-07-14,1350.7217745641933
1997-07-15,1335.3508469121175
1997-07-16,1319.3167138520384
1997-07-17,1321.3744432850986
1997-07-18,1316.508697706673
1997-07-21,1321.0534656315524
1997-07-22,1310.0566747082748
1997-07-23,1306.8834491534606
1997-07-24,1318.3193481701257
1997-07-25,1315.0220610735919
1997-07-28,1322.7600175510977
1997-07-29,1323.7824843862209
1997-07-30,1321.1144857781442
1997-07-31,1317.0952054258078
1997-08-01,1314.8688673256606
1997-08-04,1306.2074702914501
1997-08-05,1295.4077227291102
1997-08-06,1298.6291473402568
1997-08-07,1286.2685513412728
1997-08-08,1278.662275499627
1997-08-11,1250.4902699432134
1997-08-12,1235.4428032961173
1997-08-13,1232.5636656840852
1997-08-14,1226.3449361738797
1997-08-15,1215.0782584059757
1997-08-18,1188.0548999605057
1997-08-19,1185.4943695895588
1997-08-20,1203.6585261583377
1997-08-21,1206.809973895378
1997-08-22,1196.3738945822965
1997-08-25,1187.8067586416726
1997-08-26,1174.1981440904035
1997-08-27,1147.9094805895488
1997-08-28,1076.9700332478171
1997-08-29,1054.3732709952121
1997-09-01,1031.7077402749505
1997-09-02,1030.5078147428721
1997-09-03,1013.2865655652719
1997-09-04,998.7385452668225
1997-09-05,1058.6020930377103
1997-09-08,1109.0565568247496
1997-09-09,1111.750832043025
1997-09-10,1094.9197791536058
1997-09-11,1081.8129951942408
1997-09-12,1087.5141928281814
1997-09-15,1072.1840215042998
1997-09-16,1055.9816474544207
1997-09-17,1038.0439772045781
1997-09-18,1030.0281138678272
1997-09-19,1031.1134454519688
1997-09-22,1008.5920777621851
1997-09-23,1015.4272787833721
1997-09-24,1012.0777296530722
1997-09-25,997.7685059398581
1997-09-26,992.817684106586
1997-09-29,974.1807187558605
1997-09-30,977.6531137653702
1997-10-01,945.3844712581515
1997-10-02,936.5105601536698
1997-10-03,927.4479922930186
1997-10-06,923.7875290289687
1997-10-07,931.2957563332519
1997-10-08,946.0355457370027
1997-10-09,957.9537796558882
1997-10-10,969.9208921555717
1997-10-13,962.9410199107069
1997-10-14,963.3368808986593
1997-10-15,942.3031497697287
1997-10-16,922.5437279411669
1997-10-17,906.4908146363289
1997-10-20,850.9494062678197
1997-10-21,853.0866378411522
1997-10-22,844.6881930434964
1997-10-23,841.5257945604226
1997-10-24,822.0177529413482
1997-10-27,801.4597249651129
1997-10-28,742.2865802965837
1997-10-29,748.8170009180782
1997-10-30,744.2314597303023
1997-10-31,743.8776676140543
1997-11-03,793.7234318902715
1997-11-04,809.1787293162038
1997-11-05,811.8233130389871
1997-11-06,812.8893522597151
1997-11-07,795.0955577968969
1997-11-10,784.8450173912643
1997-11-11,781.8603096360848
1997-11-12,776.556245514871
1997-11-13,767.1503507675476
1997-11-14,760.1618541746893
1997-11-17,742.2342623695367
1997-11-18,717.8660828390354
1997-11-19,688.086828357202
1997-11-20,643.5237666614576
1997-11-21,664.4316283596872
1997-11-24,642.0860844918782
1997-11-25,614.2661882062695
1997-11-26,601.0925000514545
1997-11-27,604.3404799034482
1997-11-28,597.5190036423692
1997-12-01,572.748908013855
1997-12-02,568.5569239146241
1997-12-03,571.6740854689853
1997-12-04,590.4204945614272
1997-12-05,590.779289926534
1997-12-08,596.5344900619156
1997-12-09,574.9599088283593
1997-12-10,573.1999661613244
1997-12-11,544.5745407139475
1997-12-12,526.9470228717298
1997-12-15,510.30439966959
1997-12-16,507.7790177386782
1997-12-17,515.6207545664521
1997-12-18,523.5251826760718
1997-12-19,509.5051044206186
1997-12-22,495.5837290771642
1997-12-23,475.66266222692764
1997-12-24,471.7350362761405
1997-12-25,471.61143072180784
1997-12-26,486.9632287686464
1997-12-29,489.25050475453725
1997-12-30,488.3639966925679
1997-12-31,492.089823590024
1998-01-01,491.9535529396803
1998-01-02,480.0199954143772
1998-01-05,456.5085022067804
1998-01-06,436.6021802888757
1998-01-07,421.9362906946017
1998-01-08,408.64857617348196
1998-01-09,405.3701725970223
1998-01-12,393.722147256654
1998-01-13,405.3438745240819
1998-01-14,436.124326206902
1998-01-15,436.5941630720098
1998-01-16,441.4399112835211
1998-01-19,465.09018708147033
1998-01-20,452.95090621476675
1998-01-21,440.2145533267059
1998-01-22,426.5362759858843
1998-01-23,420.9378066363638
1998-01-26,428.95580116537946
1998-01-27,433.468033725645
1998-01-28,437.2892180808054
1998-01-29,438.58349969613596
1998-01-30,459.1768118879448
1998-02-02,480.9948574910927
1998-02-03,507.39620683576067
1998-02-04,508.3682319418504
1998-02-05,536.3296301333114
1998-02-06,554.5135390669661
1998-02-09,570.4421017086166
1998-02-10,586.9016581751597
1998-02-11,594.7368003661119
1998-02-12,562.5636453162085
1998-02-13,552.4427003283429
1998-02-16,531.6689409309928
1998-02-17,543.0329464111779
1998-02-18,550.2874228203816
1998-02-19,568.038421172932
1998-02-20,568.283535016954
1998-02-23,573.3062318310859
1998-02-24,589.0738330009682
1998-02-25,583.4774611284364
1998-02-26,603.5950633717057
1998-02-27,608.4817759231887
1998-03-02,619.2240327188854
1998-03-03,602.7746833928779
1998-03-04,588.4602047507452
1998-03-05,566.2361058933739
1998-03-06,563.8217819668705
1998-03-09,554.8716105582208
1998-03-10,570.1457798848315
1998-03-11,572.9382730054369
1998-03-12,578.9307643624384
1998-03-13,596.8260814359779
1998-03-16,594.8224643329166
1998-03-17,592.3013882941303
1998-03-18,593.9783969677616
1998-03-19,606.2907590706269
1998-03-20,612.6299411309767
1998-03-23,630.0302515738401
1998-03-24,620.833028906162
1998-03-25,629.5666647839726
1998-03-26,626.698664479598
1998-03-27,631.2159513028513
1998-03-30,616.3980597328156
1998-03-31,616.4763669403101
1998-04-01,601.8581557863534
1998-04-02,589.10212369617
1998-04-03,580.0071342840679
1998-04-06,578.9853319631923
1998-04-07,584.2568698082129
1998-04-08,591.2176124057382
1998-04-09,598.1474754176379
1998-04-10,599.3853325519219
1998-04-13,597.7099030554949
1998-04-14,586.0308026993397
1998-04-15,579.6837843450844
1998-04-16,566.4623067703416
1998-04-17,562.6116919662203
1998-04-20,554.2273732092737
1998-04-21,549.3466014252679
1998-04-22,550.5989429007799
1998-04-23,545.091814372157
1998-04-24,546.0144681577302
1998-04-27,532.0959184543547
1998-04-28,529.3192610143234
1998-04-29,529.8819070159883
1998-04-30,530.779490233874
1998-05-01,532.8446219948829
1998-05-04,526.5594362207373
1998-05-05,521.6124977555438
1998-05-06,501.4595537386923
1998-05-07,499.61257242891816
1998-05-08,498.76048614919284
1998-05-11,497.80327796708013
1998-05-12,487.50362011119387
1998-05-13,471.2641762239725
1998-05-14,475.3416807060304
1998-05-15,475.4204641272546
1998-05-18,463.54557465742533
1998-05-19,464.2940143219402
1998-05-20,480.3974301804763
1998-05-21,490.34822478341135
1998-05-22,486.9276683065285
