Date,EM GCC COUNTRIES SMALL CAP
2014-05-30,1000.0
2014-06-02,1009.0958373215093
2014-06-03,1001.4875663857637
2014-06-04,997.7710632911543
2014-06-05,1009.7719221702777
2014-06-06,1009.7591715891098
2014-06-09,974.264649164239
2014-06-10,953.7884744360906
2014-06-11,955.7709969263854
2014-06-12,967.9294197080179
2014-06-13,967.9231227485519
2014-06-16,911.0778508588005
2014-06-17,920.3834534976728
2014-06-18,918.1412257731554
2014-06-19,931.4293765546149
2014-06-20,931.4293765546149
2014-06-23,892.4013156337387
2014-06-24,850.4908043063043
2014-06-25,867.45645409794
2014-06-26,856.3890167761424
2014-06-27,856.3832347738497
2014-06-30,814.2650179737899
2014-07-01,836.5877134238258
2014-07-02,887.8967389683787
2014-07-03,902.9796571439814
2014-07-04,902.9857703415204
2014-07-07,925.4108676958045
2014-07-08,921.996876943328
2014-07-09,926.1374228165423
2014-07-10,927.9608729520837
2014-07-11,927.9608729520837
2014-07-14,951.2574258028117
2014-07-15,961.4975112907432
2014-07-16,965.7569647643513
2014-07-17,973.9286912479308
2014-07-18,973.928691247931
2014-07-21,958.7949196631628
2014-07-22,959.3559721877751
2014-07-23,950.0838815693595
2014-07-24,949.7219014869612
2014-07-25,949.7219014869612
2014-07-28,951.5226885844972
2014-07-29,951.5423492039124
2014-07-30,951.5423492039124
2014-07-31,955.0304981398028
2014-08-01,955.0304981398028
2014-08-04,961.862346216327
2014-08-05,973.4467251080084
2014-08-06,959.2216692890364
2014-08-07,963.7798271839822
2014-08-08,963.7798271839822
2014-08-11,976.8195139411885
2014-08-12,981.3956017394484
2014-08-13,984.4101804491501
2014-08-14,983.1392581048548
2014-08-15,983.1187701988939
2014-08-18,986.1524534985524
2014-08-19,992.8184546559
2014-08-20,989.9260951750215
2014-08-21,993.1970894466934
2014-08-22,993.1615583847057
2014-08-25,1000.157693702575
2014-08-26,997.7040422023686
2014-08-27,994.7446664488862
2014-08-28,983.6717903747191
2014-08-29,983.6929447342055
2014-09-01,986.4866391101461
2014-09-02,982.8075434573324
2014-09-03,992.00965865742
2014-09-04,985.6322273262391
2014-09-05,985.6322273262391
2014-09-08,987.2471483059137
2014-09-09,988.6250722551118
2014-09-10,976.0769255530988
2014-09-11,983.3284031218927
2014-09-12,983.3284031218927
2014-09-15,991.4026604520432
2014-09-16,989.142311408336
2014-09-17,993.153123427148
2014-09-18,998.5445840081392
2014-09-19,998.5445840081392
2014-09-22,985.1832693110605
2014-09-23,978.2740787684854
2014-09-24,972.5289734464064
2014-09-25,973.9281736213218
2014-09-26,973.9343138036284
2014-09-29,973.2588695343692
2014-09-30,975.2984794652042
2014-10-01,979.4543453989841
2014-10-02,976.2153711829224
2014-10-03,976.208159117266
2014-10-06,976.1958821541637
2014-10-07,974.8807032713217
2014-10-08,971.2223379467997
2014-10-09,972.3833650869935
2014-10-10,972.3905767565753
2014-10-13,941.6770350210411
2014-10-14,927.3929519295632
2014-10-15,915.4974446815562
2014-10-16,885.695372632183
2014-10-17,885.6886325259591
2014-10-20,893.7896467940092
2014-10-21,895.5663657634417
2014-10-22,909.8723802807241
2014-10-23,911.4411481670178
2014-10-24,911.4685804284019
2014-10-27,907.0413581131758
2014-10-28,912.2876735637077
2014-10-29,916.7944185522398
2014-10-30,903.6563957524785
2014-10-31,903.6305994558671
2014-11-03,910.0292718553071
2014-11-04,908.2039876392589
2014-11-05,892.1119626894206
2014-11-06,899.2976056308299
2014-11-07,899.2976056308299
2014-11-10,921.3646410621903
2014-11-11,932.0024942267332
2014-11-12,936.9392475482019
2014-11-13,945.2601598807086
2014-11-14,945.2464999741971
2014-11-17,936.0052367826819
2014-11-18,944.2441572126727
2014-11-19,948.886696241124
2014-11-20,946.9708601724841
2014-11-21,946.9708601724843
2014-11-24,939.7377945619122
2014-11-25,913.7747291858716
2014-11-26,907.4647876204384
2014-11-27,906.1598181981198
2014-11-28,906.1350605136736
2014-12-01,870.2081990888595
2014-12-02,868.9853483734161
