Date,ANDEAN SMALL CAP
2002-05-31,1000.0
2002-06-03,998.3529250642208
2002-06-04,986.1105975627208
2002-06-05,979.527758837389
2002-06-06,991.0957054194504
2002-06-07,985.3996229566327
2002-06-10,992.1989927486097
2002-06-11,987.4857980346014
2002-06-12,976.6513164549868
2002-06-13,979.3792918256183
2002-06-14,979.6933427854881
2002-06-17,986.7070452190276
2002-06-18,988.2223551755395
2002-06-19,973.7195247821402
2002-06-20,957.5697048884199
2002-06-21,943.8740977024675
2002-06-24,933.7660936679526
2002-06-25,940.943818857021
2002-06-26,924.7295784625705
2002-06-27,933.8192685935702
2002-06-28,940.5264265769306
2002-07-01,936.1888075981361
2002-07-02,912.4582100400548
2002-07-03,906.1898318413732
2002-07-04,911.0242333314784
2002-07-05,909.2905052341156
2002-07-08,905.4547142341069
2002-07-09,895.4019238711364
2002-07-10,892.8415083431717
2002-07-11,892.9525230645635
2002-07-12,899.4078668325017
2002-07-15,885.3100816091065
2002-07-16,881.0905869191542
2002-07-17,883.4018443325126
2002-07-18,886.4927252396052
2002-07-19,889.3929472661765
2002-07-22,883.2398849873481
2002-07-23,873.6034828207049
2002-07-24,868.4682694063645
2002-07-25,873.6651596840579
2002-07-26,872.4414067631657
2002-07-29,885.9945530877924
2002-07-30,886.5096209169338
2002-07-31,883.6254005487485
2002-08-01,879.1939835332705
2002-08-02,896.4365943325109
2002-08-05,891.0183477768435
2002-08-06,893.1540424114247
2002-08-07,901.9846054132673
2002-08-08,921.021292404413
2002-08-09,920.5870603540487
2002-08-12,912.3744059300553
2002-08-13,903.1454981421468
2002-08-14,907.3069277936055
2002-08-15,908.4338645521688
2002-08-16,908.253990959886
2002-08-19,912.0771222540037
2002-08-20,909.016838807659
2002-08-21,902.8624404714701
2002-08-22,900.5151424806501
2002-08-23,900.011356169818
2002-08-26,902.7360160527589
2002-08-27,904.6529842539911
2002-08-28,897.6924341198262
2002-08-29,898.495379400119
2002-08-30,903.6005595156063
2002-09-02,902.6609378856367
2002-09-03,894.4152585369945
2002-09-04,894.0824349563867
2002-09-05,890.2042295724482
2002-09-06,888.9714552420651
2002-09-09,891.7082068229362
2002-09-10,894.9588160979156
2002-09-11,895.7630872435699
2002-09-12,895.6779446231843
2002-09-13,897.4694894932119
2002-09-16,892.6586553620596
2002-09-17,885.1455694419767
2002-09-18,885.8422810809567
2002-09-19,887.0509271421352
2002-09-20,869.0254191735937
2002-09-23,851.9392779462354
2002-09-24,851.1569415590185
2002-09-25,849.844935010998
2002-09-26,851.7390626427328
2002-09-27,847.087283429485
2002-09-30,843.8996433448045
2002-10-01,847.3647396190221
2002-10-02,851.8126669970189
2002-10-03,849.486564629833
2002-10-04,850.311457133312
2002-10-07,850.2081012836297
2002-10-08,849.2679313990095
2002-10-09,836.9286026389866
2002-10-10,834.639216478455
2002-10-11,852.2867174519681
2002-10-14,851.2068554582651
2002-10-15,851.7072154332648
2002-10-16,844.4189066672162
2002-10-17,848.6139139689244
2002-10-18,855.4324172635622
2002-10-21,865.3663849943364
2002-10-22,870.1105895268446
2002-10-23,879.9616057426301
2002-10-24,881.4100653262359
2002-10-25,888.4278977492506
2002-10-28,894.0102636040705
2002-10-29,882.8983091813354
2002-10-30,889.4494002162912
2002-10-31,902.9039329177141
2002-11-01,902.6313658216525
2002-11-04,913.5027102960403
2002-11-05,913.34604513675
2002-11-06,920.5202666176368
2002-11-07,925.4051360542234
2002-11-08,923.3296311199316
2002-11-11,921.4719743794858
2002-11-12,927.6155940077848
2002-11-13,926.5961783613619
2002-11-14,929.1653042695913
2002-11-15,938.0684971301251
2002-11-18,941.9766611217551
2002-11-19,945.2764447602547
2002-11-20,947.8583800858246
2002-11-21,943.4340200182125
2002-11-22,940.2017341972352
2002-11-25,941.421121323138
2002-11-26,939.0773878539752
2002-11-27,944.1844319570533
2002-11-28,953.3796475512409
2002-11-29,955.0782759576786
2002-12-02,959.9498326750543
2002-12-03,956.7877358622432
2002-12-04,952.6090126290086
2002-12-05,968.8125483989362
2002-12-06,973.6143337404271
2002-12-09,972.5661202948708
2002-12-10,972.415451716108
2002-12-11,984.7639653204061
2002-12-12,993.5429656465262
2002-12-13,985.9535590478922
2002-12-16,989.5264405814519
2002-12-17,995.4914573138154
2002-12-18,999.5724768775021
2002-12-19,1007.9527283514741
2002-12-20,1011.0633944244314
2002-12-23,1009.0908750850106
2002-12-24,1009.3882122723769
2002-12-25,1009.3882122723769
2002-12-26,1002.6815536033837
2002-12-27,995.9019088228878
2002-12-30,992.1077402151751
2002-12-31,992.2912855144629
2003-01-01,992.2912855144629
2003-01-02,998.751595807039
2003-01-03,1009.3815770754721
2003-01-06,1008.2080432912223
2003-01-07,1012.7786750793421
2003-01-08,1014.9907345600087
2003-01-09,1021.0504663635642
2003-01-10,1023.013201199546
2003-01-13,1028.4938009067876
2003-01-14,1024.3040586520697
2003-01-15,1017.0112885677371
2003-01-16,1011.6994948451028
2003-01-17,1007.0833451127475
2003-01-20,1008.1150741499398
2003-01-21,1004.2013843278206
2003-01-22,1001.5423184716182
