Date,EFM AFRICA ex ZA SMALL CAP
2010-11-30,1000.0
2010-12-01,1000.0280723359574
2010-12-02,1001.7419289382042
2010-12-03,1001.7456618176682
2010-12-06,997.0397987858709
2010-12-07,996.58871283307
2010-12-08,996.0669939345947
2010-12-09,994.0595560852538
2010-12-10,991.2281814114974
2010-12-13,991.5349443520834
2010-12-14,990.4515369507556
2010-12-15,983.4529359245472
2010-12-16,981.8437444286405
2010-12-17,979.703028818715
2010-12-20,976.3458617531716
2010-12-21,979.4339064737445
2010-12-22,985.650270069694
2010-12-23,993.5067449580318
2010-12-24,992.0961225906709
2010-12-27,988.7493504479249
2010-12-28,988.7571352471815
2010-12-29,990.651876068968
2010-12-30,995.0213446629429
2010-12-31,1000.9657602622831
2011-01-03,1006.8545085378076
2011-01-04,1020.4736696273384
2011-01-05,1033.9840008958288
2011-01-06,1047.6765011797704
2011-01-07,1039.362431644646
2011-01-10,1035.0637328072617
2011-01-11,1029.8869107414619
2011-01-12,1028.9337327439985
2011-01-13,1033.8628164784543
2011-01-14,1040.9436324764365
2011-01-17,1020.8682701530101
2011-01-18,1003.8454546047569
2011-01-19,1010.6530826373734
2011-01-20,1018.8623830866541
2011-01-21,1023.0021379135459
2011-01-24,1022.8418798557046
2011-01-25,1025.077255425782
2011-01-26,1003.8890003494294
2011-01-27,965.3443212652434
2011-01-28,961.8693345509843
2011-01-31,949.5546980071377
2011-02-01,948.9068465379889
2011-02-02,951.1154526815337
2011-02-03,948.6766556484157
2011-02-04,950.087600914622
2011-02-07,945.3514741542124
2011-02-08,947.3533772636255
2011-02-09,949.5628969201911
2011-02-10,943.721620187297
2011-02-11,942.9043217092756
2011-02-14,939.2764462051074
2011-02-15,938.1580186150039
2011-02-16,936.0787881839059
2011-02-17,937.2053979765543
2011-02-18,932.7024366306294
2011-02-21,929.0065130314517
2011-02-22,925.7870168235866
2011-02-23,928.330745044475
2011-02-24,924.5276535738005
2011-02-25,915.7296356520836
2011-02-28,911.42182982643
2011-03-01,911.5617462385535
