Date,EFM ASIA SMALL CAP
2010-11-30,1000.0
2010-12-01,1015.6251976399835
2010-12-02,1024.5626023766151
2010-12-03,1023.0227783278456
2010-12-06,1026.6633221179118
2010-12-07,1028.974297819525
2010-12-08,1018.3120974955443
2010-12-09,1016.5682892292112
2010-12-10,1018.5358660539913
2010-12-13,1026.1947061295452
2010-12-14,1034.7715241976668
2010-12-15,1026.9310922490322
2010-12-16,1022.6124231501171
2010-12-17,1025.9986249407332
2010-12-20,1017.2253196651889
2010-12-21,1026.744723443328
2010-12-22,1030.2440519359723
2010-12-23,1030.8338329296191
2010-12-24,1031.1206825001068
2010-12-27,1030.498516312643
2010-12-28,1027.8944147733864
2010-12-29,1032.2865924259727
2010-12-30,1043.2556946209224
2010-12-31,1050.0346823919092
2011-01-03,1061.5813212223743
2011-01-04,1067.3717268071648
2011-01-05,1060.6412190178762
2011-01-06,1061.8576773467883
2011-01-07,1051.757555814748
2011-01-10,1043.3330525616232
2011-01-11,1048.2444743123847
2011-01-12,1059.8436916806738
2011-01-13,1059.0440162582559
2011-01-14,1057.2569471645434
2011-01-17,1046.987881792371
2011-01-18,1047.8307940902343
2011-01-19,1054.91783899472
2011-01-20,1044.1081849765847
2011-01-21,1036.3942767811488
2011-01-24,1032.545282913333
2011-01-25,1032.4649121422754
2011-01-26,1038.3512860467426
2011-01-27,1039.9071805020546
2011-01-28,1033.0299398894228
2011-01-31,1025.6892608653804
2011-02-01,1025.73726032156
2011-02-02,1031.718820355199
2011-02-03,1033.2310131395934
2011-02-04,1031.8118187349633
2011-02-07,1033.0755055626462
2011-02-08,1032.568840691529
2011-02-09,1018.408098581549
2011-02-10,1004.9671529807584
2011-02-11,992.3427876148746
2011-02-14,1002.7684697617984
2011-02-15,1003.1985536985982
2011-02-16,1005.0379940643384
2011-02-17,1005.3201429978379
2011-02-18,1013.4163676391785
2011-02-21,1011.7220274761775
2011-02-22,988.9625528056207
2011-02-23,979.3175491411351
2011-02-24,959.8916740211034
2011-02-25,968.6690251977369
2011-02-28,967.7510489214559
2011-03-01,982.2618164069341
2011-03-02,976.9654473183404
2011-03-03,989.5739598259471
2011-03-04,997.4814553687409
2011-03-07,991.5672655325866
2011-03-08,1000.0850282338826
2011-03-09,1006.4120151222301
2011-03-10,1000.7289749884998
2011-03-11,989.1387539035684
2011-03-14,978.9174816333777
2011-03-15,948.1987909842707
2011-03-16,961.1027160960797
2011-03-17,949.0924726260213
2011-03-18,965.217388609696
2011-03-21,976.3815566561792
2011-03-22,984.8377391812169
2011-03-23,987.7286027880612
2011-03-24,994.7377412680859
2011-03-25,998.523166596221
2011-03-28,994.7804442485564
2011-03-29,998.3535042366829
2011-03-30,1007.2408449281571
2011-03-31,1015.6508694654626
2011-04-01,1026.303314818291
2011-04-04,1033.6338147339418
2011-04-05,1035.9448390348741
2011-04-06,1044.9359818291443
2011-04-07,1052.0798580804624
2011-04-08,1055.894814352885
2011-04-11,1051.3142553790478
2011-04-12,1037.4547895518779
2011-04-13,1046.422081224116
2011-04-14,1051.172522823097
2011-04-15,1052.53990347142
2011-04-18,1045.5555691404168
2011-04-19,1040.0691689032149
2011-04-20,1054.9585544016372
