Date,FM GCC COUNTRIES IMI
2014-06-02,1002.0226680580766
2014-06-03,1004.7610105159546
2014-06-04,1004.6719682083444
2014-06-05,1002.4786292828055
2014-06-06,1000.8515304379284
2014-06-09,995.3259849263151
2014-06-10,1001.8472480973894
2014-06-11,1001.4133436925327
2014-06-12,997.561899687102
2014-06-13,998.8485085753773
2014-06-16,983.8970341628624
2014-06-17,979.1047961068523
2014-06-18,970.514530543606
2014-06-19,966.1067705418865
2014-06-20,969.2076546487523
2014-06-23,964.5520401349474
2014-06-24,960.8552508727993
2014-06-25,968.7983578427669
2014-06-26,962.6784883031045
2014-06-27,959.5986199994387
2014-06-30,955.8594950852871
2014-07-01,957.6391437046176
2014-07-02,974.8797516686263
2014-07-03,971.5818750056693
2014-07-04,973.083326133428
2014-07-07,965.0850636269129
2014-07-08,971.2829932196654
2014-07-09,971.4683171456664
2014-07-10,983.0508208580211
2014-07-11,983.0626563704574
2014-07-14,989.5514250443061
2014-07-15,986.0653323321637
2014-07-16,992.5087817591682
2014-07-17,986.7627675652752
2014-07-18,987.3836257409519
2014-07-21,989.5927278417992
2014-07-22,997.7251301505
2014-07-23,995.6694377024703
2014-07-24,996.0748562308609
2014-07-25,998.2065275171854
2014-07-28,996.8587222285146
2014-07-29,998.1700356318371
2014-07-30,999.7874807531487
2014-07-31,1000.1803815617634
2014-08-01,996.7992749410558
2014-08-04,1011.0466158884539
2014-08-05,1016.5831801999759
2014-08-06,1015.8879993259545
2014-08-07,1023.6759574044421
2014-08-08,1019.4167869575202
2014-08-11,1016.4251880780361
2014-08-12,1018.9142561494853
2014-08-13,1022.1466882031818
2014-08-14,1022.5918549200774
2014-08-15,1022.4008305131956
2014-08-18,1021.6011784156738
2014-08-19,1029.023156229291
2014-08-20,1036.8144348820288
2014-08-21,1035.4874879415029
2014-08-22,1039.388886819868
2014-08-25,1031.73394830265
2014-08-26,1032.4706793463677
2014-08-27,1032.6398932052766
2014-08-28,1033.4326980701856
2014-08-29,1033.707296798036
2014-09-01,1036.7920807366318
2014-09-02,1041.702834358457
2014-09-03,1044.0563858289281
2014-09-04,1056.636159615356
2014-09-05,1057.2884796583335
2014-09-08,1056.4049090055453
2014-09-09,1059.98302466229
2014-09-10,1061.912667061371
2014-09-11,1056.6192343418725
2014-09-12,1056.58464697726
2014-09-15,1057.937702493507
2014-09-16,1060.9741516724916
2014-09-17,1063.372198711139
2014-09-18,1063.7712597213815
2014-09-19,1069.391338464095
2014-09-22,1074.8960036502713
2014-09-23,1067.8565742389835
2014-09-24,1071.7983329633566
2014-09-25,1077.673191018655
2014-09-26,1081.3312760568915
2014-09-29,1077.1383725828048
2014-09-30,1082.156606718751
2014-10-01,1088.2623409754285
2014-10-02,1089.611161939465
2014-10-03,1099.086238281942
2014-10-06,1095.0633363859606
2014-10-07,1091.4376288727171
2014-10-08,1086.6525680140057
2014-10-09,1083.615293269639
2014-10-10,1089.7475847748592
2014-10-13,1063.755961578209
2014-10-14,1064.5524860959206
2014-10-15,1052.8743848495446
2014-10-16,1042.8305207962048
2014-10-17,1044.170049280038
2014-10-20,1035.2551677207694
2014-10-21,1033.1344681717555
2014-10-22,1034.599810998995
2014-10-23,1051.1809635856785
2014-10-24,1049.5214443630623
2014-10-27,1028.3387759928785
2014-10-28,1025.200749759111
2014-10-29,1026.886656238441
2014-10-30,1037.6925241801641
2014-10-31,1042.8852567255637
2014-11-03,1048.7613780746287
2014-11-04,1040.4431378134454
2014-11-05,1034.3945444511417
2014-11-06,1027.3893577784524
2014-11-07,1028.1819179972065
2014-11-10,1028.7342528209172
2014-11-11,1037.6819039021045
2014-11-12,1031.415515719912
2014-11-13,1031.0982195532388
2014-11-14,1030.4165350619655
2014-11-17,1027.135669849391
2014-11-18,1021.0971044590083
2014-11-19,1013.9201787067277
2014-11-20,1012.0799694471364
2014-11-21,1021.8144902386001
2014-11-24,1025.7520405344555
2014-11-25,1007.4835149425716
2014-11-26,1010.4932104823181
2014-11-27,1005.4869587968899
2014-11-28,1005.7963304169283
2014-12-01,981.799865746894
2014-12-02,986.3467412280551
2014-12-03,996.5578288293386
2014-12-04,989.741025444291
2014-12-05,998.9631429565048
2014-12-08,977.6669563870508
2014-12-09,950.965026512457
2014-12-10,959.6853691902647
2014-12-11,934.266647551727
2014-12-12,929.5103494853407
2014-12-15,887.205569963692
2014-12-16,852.8031943122644
2014-12-17,850.2919855229476
2014-12-18,880.3793638949489
2014-12-19,881.3025666560138
2014-12-22,956.9957966726502
2014-12-23,968.9466572251209
2014-12-24,977.5689912451684
2014-12-25,969.651587035989
2014-12-26,970.6728418017078
2014-12-29,966.7378433414948
2014-12-30,959.8127024549241
2014-12-31,966.835533797605
2015-01-01,967.028747733503
2015-01-02,971.0494289819936
2015-01-05,971.8713416897791
2015-01-06,955.831570889162
2015-01-07,961.7075924676303
2015-01-08,972.5872040189955
2015-01-09,970.1148166547918
2015-01-12,994.158879099253
2015-01-13,997.9705706098378
2015-01-14,1006.2330052124245
2015-01-15,1022.4910612771629
2015-01-16,1031.0150736587639
2015-01-19,1020.7881019544631
2015-01-20,1021.7027884337141
2015-01-21,1028.7874006633817
2015-01-22,1045.4583752858641
2015-01-23,1059.1946032275991
2015-01-26,1056.4227634747347
2015-01-27,1034.7227977455088
2015-01-28,1042.7948404339163
2015-01-29,1039.7144390489013
2015-01-30,1043.8585196620138
2015-02-02,1049.1725277077674
2015-02-03,1038.8911632073937
2015-02-04,1047.2707020084365
2015-02-05,1046.2300177051043
2015-02-06,1052.5791822473104
2015-02-09,1057.9073355443122
2015-02-10,1062.754426767403
2015-02-11,1062.5487989896812
2015-02-12,1058.3863805356696
2015-02-13,1055.999243087802
2015-02-16,1056.781033460976
2015-02-17,1054.929163834782
2015-02-18,1062.0577705127323
2015-02-19,1060.3072432184615
2015-02-20,1062.3591198381391
2015-02-23,1072.7472935551625
2015-02-24,1075.184997879116
2015-02-25,1073.1907923773135
2015-02-26,1080.3378419495455
2015-02-27,1080.8054980998204
2015-03-02,1076.5459995759252
2015-03-03,1075.451876782995
2015-03-04,1086.2103971503789
2015-03-05,1085.3183357772275
2015-03-06,1099.095619341282
2015-03-09,1097.225342006131
2015-03-10,1105.8415253376174
2015-03-11,1120.209488059275
2015-03-12,1113.078720739092
2015-03-13,1121.4697691448384
2015-03-16,1103.54392054572
2015-03-17,1094.9202666211963
2015-03-18,1088.476076171822
2015-03-19,1089.949888623332
2015-03-20,1074.4065440074753
2015-03-23,1055.8470199854758
2015-03-24,1060.238937013113
2015-03-25,1044.2741831733588
2015-03-26,1025.6313055207133
2015-03-27,1028.0162132880725
2015-03-30,1048.687667582173
2015-03-31,1053.1838952699711
2015-04-01,1047.4604063254853
2015-04-02,1040.448356160331
2015-04-03,1040.4483561603313
2015-04-06,1028.6313604704262
2015-04-07,1051.0204771483159
2015-04-08,1058.6693795771557
2015-04-09,1062.0377715784548
2015-04-10,1067.2144130756963
2015-04-13,1080.3153380733525
2015-04-14,1072.6979941208947
2015-04-15,1087.1723726409525
2015-04-16,1089.2036259475458
2015-04-17,1083.2025816240075
2015-04-20,1081.7400814045202
2015-04-21,1078.588086972153
2015-04-22,1087.7877586403504
2015-04-23,1079.786909566968
2015-04-24,1075.15077265249
2015-04-27,1071.7935850387282
