Date,FM AFRICA IMI
2010-11-30,1000.0
2010-12-01,1000.7391531976822
2010-12-02,1000.1077395879823
2010-12-03,980.3961031664979
2010-12-06,984.4562623602988
2010-12-07,973.038649394392
2010-12-08,984.3427767948414
2010-12-09,984.8966793817133
2010-12-10,973.6102678023498
2010-12-13,958.184680626346
2010-12-14,959.2000748689824
2010-12-15,966.1588201985096
2010-12-16,974.9013069243255
2010-12-17,973.4589735758307
2010-12-20,976.98698763776
2010-12-21,977.0589669688851
2010-12-22,991.3332410620142
2010-12-23,998.7221295754914
2010-12-24,989.9170397760633
2010-12-27,985.2680771562888
2010-12-28,985.8799480683781
2010-12-29,987.7328121182176
2010-12-30,983.4767417218893
2010-12-31,982.4938607868091
2011-01-03,990.8996107289616
2011-01-04,1008.39060866555
2011-01-05,1049.1105909212347
2011-01-06,1084.2785850783946
2011-01-07,1072.4622500205671
2011-01-10,1059.0673601038945
2011-01-11,1059.6383010112286
2011-01-12,1057.653036179825
2011-01-13,1042.0740094336734
2011-01-14,1053.1358973589809
2011-01-17,1052.6786283376443
2011-01-18,1041.3650103084638
2011-01-19,1043.8192343669862
2011-01-20,1054.8287499564103
2011-01-21,1045.3987701468445
2011-01-24,1037.7853184856742
2011-01-25,1037.6431717172738
2011-01-26,1038.319672387083
2011-01-27,1026.8509506141481
2011-01-28,1025.5278408751776
2011-01-31,993.3923275300871
2011-02-01,982.2153662859761
2011-02-02,986.9002173222374
2011-02-03,996.2795462516045
2011-02-04,1003.9829492104957
2011-02-07,1002.4917473073338
2011-02-08,994.6982491966345
2011-02-09,997.0989266869158
2011-02-10,998.4282034128494
2011-02-11,1002.9437962769385
2011-02-14,1006.500559852137
2011-02-15,1001.3848784527663
2011-02-16,996.5936337167942
2011-02-17,997.8668290973727
2011-02-18,990.6007186520593
2011-02-21,981.1958855502359
2011-02-22,980.5295967474062
2011-02-23,979.3293243642478
2011-02-24,959.3457388393398
2011-02-25,957.8782388388939
2011-02-28,942.9744911901021
2011-03-01,937.8720183400251
2011-03-02,925.183305458284
2011-03-03,915.6463186935717
2011-03-04,909.0399734408776
2011-03-07,905.1162175077624
2011-03-08,908.6739371414855
2011-03-09,906.1546419142508
2011-03-10,912.7149294084384
2011-03-11,915.731763566637
2011-03-14,898.2659185059435
2011-03-15,885.5003582364018
2011-03-16,879.4438489950911
2011-03-17,863.8270218706531
2011-03-18,856.3706212165075
2011-03-21,859.4900412106631
2011-03-22,881.9757170845206
2011-03-23,893.1651224469097
2011-03-24,879.3627063920829
2011-03-25,878.1044925440469
2011-03-28,873.7038651677107
2011-03-29,881.9120107475666
2011-03-30,879.0445440457438
2011-03-31,875.9629879383695
2011-04-01,890.6454113482366
2011-04-04,884.2907372636666
2011-04-05,893.7480872536001
2011-04-06,882.1720464876206
2011-04-07,891.515547158049
2011-04-08,885.1671604492094
2011-04-11,882.8292035709849
2011-04-12,876.7531118685192
2011-04-13,885.7235591141987
2011-04-14,890.8187777732077
2011-04-15,896.7916025215634
2011-04-18,915.2968146971908
2011-04-19,909.9525420213055
2011-04-20,896.7691840224483
2011-04-21,891.6313252762658
2011-04-22,893.0303265957424
2011-04-25,894.8800138909816
2011-04-26,891.2710427991309
2011-04-27,894.1972955086297
2011-04-28,885.7213763324008
2011-04-29,881.8817618009912
2011-05-02,879.2355155465989
2011-05-03,885.3792357785132
2011-05-04,887.4257778607079
2011-05-05,906.8704674750652
2011-05-06,915.4427129728822
2011-05-09,925.1105254927786
2011-05-10,925.1411546470162
2011-05-11,925.8905473514621
2011-05-12,927.4999515347698
2011-05-13,934.9296177345627
2011-05-16,931.1323139831363
2011-05-17,933.0889823527034
2011-05-18,917.7708236042579
2011-05-19,918.9268747613181
2011-05-20,923.7775042034087
2011-05-23,925.998020029791
2011-05-24,919.4365296357106
2011-05-25,915.3297396388753
2011-05-26,921.024688286214
2011-05-27,916.701798398868
2011-05-30,914.6444371251318
2011-05-31,911.8500385921735
2011-06-01,913.5931346389574
2011-06-02,916.8385294594565
2011-06-03,913.8564959767228
2011-06-06,906.2400836262302
2011-06-07,896.2528466808839
2011-06-08,903.8296782459555
2011-06-09,909.9859866584573
2011-06-10,912.5842286907988
2011-06-13,900.3557057291844
2011-06-14,891.7931493061631
2011-06-15,902.0014261790132
2011-06-16,905.5810794184234
2011-06-17,896.8871962842493
2011-06-20,884.8266473879646
2011-06-21,873.0025181335608
2011-06-22,875.4415634093372
2011-06-23,898.6953335646414
2011-06-24,901.362342840758
2011-06-27,894.2019542065459
2011-06-28,886.6713651037567
2011-06-29,879.997429555491
2011-06-30,885.4509504840263
2011-07-01,885.2190433384797
2011-07-04,884.5288813130213
2011-07-05,878.9902127837391
2011-07-06,875.2617074320676
2011-07-07,877.735951385882
2011-07-08,883.1740651337078
2011-07-11,892.235673284673
2011-07-12,877.9282437418891
2011-07-13,861.463332403018
2011-07-14,854.9112325583196
2011-07-15,868.6491333886596
2011-07-18,867.5982059888494
2011-07-19,851.9762794797733
2011-07-20,857.7438768684639
2011-07-21,851.2782705822701
2011-07-22,861.089966354059
2011-07-25,868.6608808651338
2011-07-26,861.6188512354652
2011-07-27,862.5087495856402
2011-07-28,858.7775931931686
2011-07-29,850.9867134772861
2011-08-01,863.3842523148104
2011-08-02,862.6145716980512
2011-08-03,855.6852164467331
2011-08-04,859.2998229880055
2011-08-05,839.3967301460069
2011-08-08,814.3783779363804
2011-08-09,777.613868217465
2011-08-10,777.6596467543745
2011-08-11,779.328117436678
2011-08-12,797.6771004475527
2011-08-15,785.7918581344351
2011-08-16,791.456404551696
2011-08-17,789.9362283152526
2011-08-18,798.7101221272001
2011-08-19,788.8727567971821
2011-08-22,774.6226862215835
2011-08-23,768.4178035855805
2011-08-24,772.525363135589
2011-08-25,771.1128548661641
2011-08-26,768.9909288591599
2011-08-29,749.6047121213774
2011-08-30,755.4331239384887
2011-08-31,757.4992637315274
2011-09-01,758.7624659398601
2011-09-02,773.8128104412202
2011-09-05,773.3504235385901
2011-09-06,768.6799733146761
2011-09-07,770.5311422618755
2011-09-08,776.2689651487757
2011-09-09,786.8018225368589
2011-09-12,786.7399609256009
2011-09-13,787.5166747139804
2011-09-14,783.0771425240724
2011-09-15,769.4589002802899
2011-09-16,783.1784995536445
2011-09-19,778.8871165897625
2011-09-20,771.2857014839971
2011-09-21,767.9574459430786
2011-09-22,770.6385359752779
2011-09-23,756.5222804914774
2011-09-26,736.6948268434392
2011-09-27,719.459632189536
2011-09-28,724.3926521955761
2011-09-29,723.1009555050357
2011-09-30,741.7897520584377
2011-10-03,748.0802098478382
2011-10-04,758.7143921414712
2011-10-05,752.9986696081951
2011-10-06,731.5414993240629
