Date,FRONTIER AND EMERGING MARKETS SELECT
2014-08-04,1449.4276805711017
2014-08-05,1454.0739256421505
2014-08-06,1452.8897468163314
2014-08-07,1456.2846521389076
2014-08-08,1445.6326209150513
2014-08-11,1438.38886253759
2014-08-12,1442.4954681989723
2014-08-13,1445.763586274015
2014-08-14,1441.2391797610655
2014-08-15,1441.0647738343907
2014-08-18,1445.7344495847851
2014-08-19,1454.2845942832432
2014-08-20,1456.2451619226522
2014-08-21,1458.638641145606
2014-08-22,1463.2003296032424
2014-08-25,1457.8467876907414
2014-08-26,1459.5569605210476
2014-08-27,1460.1354563336474
2014-08-28,1449.412537737655
2014-08-29,1456.6239183406879
2014-09-01,1469.357070693681
2014-09-02,1478.2656772018445
2014-09-03,1488.3163254465683
2014-09-04,1502.4089488038721
2014-09-05,1505.418567986421
2014-09-08,1506.6922978858533
2014-09-09,1509.836213274648
2014-09-10,1510.2848820921918
2014-09-11,1509.230562583573
2014-09-12,1514.046871765793
2014-09-15,1514.923993570684
2014-09-16,1520.7554244156204
2014-09-17,1518.3880858495413
2014-09-18,1528.6112127938327
2014-09-19,1538.758921493346
2014-09-22,1539.089667993867
2014-09-23,1526.7284363306846
2014-09-24,1531.7688365861052
2014-09-25,1530.911613212454
2014-09-26,1540.721272872599
2014-09-29,1537.6609493671174
2014-09-30,1545.0081852667063
2014-10-01,1548.320948569118
2014-10-02,1534.9057300516808
2014-10-03,1549.1408986856125
2014-10-06,1541.8876300898125
2014-10-07,1531.2115605216457
2014-10-08,1522.1760895965795
2014-10-09,1512.3615426577392
2014-10-10,1513.7135748286132
2014-10-13,1487.9930470987283
2014-10-14,1483.719587459956
2014-10-15,1460.9922124225416
2014-10-16,1444.7232488566308
2014-10-17,1448.4325586236437
2014-10-20,1449.6552759360004
2014-10-21,1460.4271307117738
2014-10-22,1469.9760334951627
2014-10-23,1482.5201287060459
2014-10-24,1481.9700494363985
2014-10-27,1465.513351239847
2014-10-28,1459.2723913720338
2014-10-29,1457.790279889825
2014-10-30,1476.292336518527
2014-10-31,1491.2156181748787
2014-11-03,1499.5032161501338
2014-11-04,1477.0854339758773
2014-11-05,1468.0273060757372
2014-11-06,1453.7018505031222
2014-11-07,1453.1412828851894
2014-11-10,1459.5859701369534
2014-11-11,1469.6090238077584
2014-11-12,1465.8118674027646
2014-11-13,1460.2598131786353
2014-11-14,1459.7569746954737
2014-11-17,1462.6044282479186
2014-11-18,1453.7332376963884
2014-11-19,1446.5156257018912
2014-11-20,1437.1810274248153
2014-11-21,1456.9536643185504
2014-11-24,1459.3190895868158
2014-11-25,1443.288345661359
2014-11-26,1452.3898079893304
2014-11-27,1456.0447573865492
2014-11-28,1439.5170886623278
2014-12-01,1414.5954663129162
2014-12-02,1425.1703823654234
2014-12-03,1441.5239102317942
2014-12-04,1431.591695270084
2014-12-05,1447.7321179850762
2014-12-08,1429.95899895421
2014-12-09,1393.7054386645812
2014-12-10,1391.3340354478041
2014-12-11,1368.3784226770997
2014-12-12,1351.1254523283642
2014-12-15,1319.8780600840498
2014-12-16,1284.9237375418163
2014-12-17,1269.2989949657313
2014-12-18,1297.8325071739007
2014-12-19,1308.7378067278019
2014-12-22,1370.6900411931797
2014-12-23,1400.6434430995473
2014-12-24,1417.8735870894143
2014-12-25,1412.9223007465582
2014-12-26,1413.1965088380052
2014-12-29,1414.1929653650684
2014-12-30,1413.2181483019776
2014-12-31,1420.38197760455
2015-01-01,1423.0920688435713
2015-01-02,1425.475704940358
2015-01-05,1419.9424665062852
2015-01-06,1393.849773499632
2015-01-07,1397.4220312492753
2015-01-08,1408.3537160461135
2015-01-09,1406.7224828351139
2015-01-12,1414.7464763377204
2015-01-13,1419.8585737703183
2015-01-14,1419.0649471446247
2015-01-15,1436.964531961498
2015-01-16,1454.4416602805368
2015-01-19,1445.9416316799552
2015-01-20,1449.2443795958154
2015-01-21,1453.864740074351
2015-01-22,1473.0792643520813
2015-01-23,1494.2042971454116
2015-01-26,1490.861663543587
2015-01-27,1470.2627652428541
2015-01-28,1475.6893123704833
2015-01-29,1464.5834939885183
2015-01-30,1468.1832215409354
2015-02-02,1471.5144950772772
2015-02-03,1468.2437747197853
2015-02-04,1479.0358660066913
2015-02-05,1476.5515840216176
2015-02-06,1482.3862460997354
2015-02-09,1479.52222498888
2015-02-10,1483.3193635508173
2015-02-11,1479.8060841298384
2015-02-12,1470.1070650752765
2015-02-13,1475.473477059434
2015-02-16,1476.0073775838946
2015-02-17,1489.3153787860845
2015-02-18,1501.267530513476
2015-02-19,1504.6139036815855
2015-02-20,1511.7864235594734
2015-02-23,1526.4868605322115
2015-02-24,1534.0812677082815
2015-02-25,1531.3162498597453
2015-02-26,1535.305242430228
2015-02-27,1531.2366319789378
2015-03-02,1532.6993954680681
2015-03-03,1540.7558644661992
2015-03-04,1554.3372269275808
2015-03-05,1563.3687087080468
2015-03-06,1591.7773682558195
2015-03-09,1589.6442772823996
2015-03-10,1605.031693074679
2015-03-11,1620.2018354176078
2015-03-12,1621.7468907072232
2015-03-13,1629.5163067014123
2015-03-16,1618.3592293784527
2015-03-17,1619.8068733027042
2015-03-18,1610.7532717728873
2015-03-19,1614.7095068141994
2015-03-20,1594.2312131030274
2015-03-23,1568.9480510435337
2015-03-24,1566.6087832897251
2015-03-25,1554.0470439286917
2015-03-26,1539.0076107875627
2015-03-27,1543.8294290067233
2015-03-30,1560.3851678394267
2015-03-31,1576.2649641275464
2015-04-01,1592.6063175561694
2015-04-02,1591.638334188548
2015-04-03,1589.6198546986398
2015-04-06,1575.8315460952442
2015-04-07,1592.4758682329173
2015-04-08,1593.6297549487317
2015-04-09,1610.736559333845
2015-04-10,1627.2257346965007
2015-04-13,1640.5471513068248
2015-04-14,1619.5743361501554
2015-04-15,1630.7142782706046
2015-04-16,1623.1270144339755
2015-04-17,1618.9714921543648
2015-04-20,1619.5258289219198
2015-04-21,1614.7205995337283
2015-04-22,1627.3079323998104
2015-04-23,1622.2930775178854
2015-04-24,1618.6499355963801
2015-04-27,1611.2697393053977
2015-04-28,1591.6457470991843
2015-04-29,1567.6580463241016
2015-04-30,1560.5725061629867
2015-05-01,1560.16429744509
2015-05-04,1567.6048022521973
2015-05-05,1561.2420651733148
2015-05-06,1538.3661250512087
2015-05-07,1541.5267254228186
2015-05-08,1546.801264271321
2015-05-11,1551.0398666742997
2015-05-12,1536.502739661348
2015-05-13,1519.03764545549
2015-05-14,1519.8744715157227
2015-05-15,1510.9368979231906
2015-05-18,1526.4374877489302
2015-05-19,1547.569970896259
2015-05-20,1545.1439234563738
2015-05-21,1534.1668072848915
2015-05-22,1543.3200231314656
2015-05-25,1538.4653016146035
2015-05-26,1545.3330619189132
2015-05-27,1545.9632859354917
2015-05-28,1538.060088975981
2015-05-29,1529.3721957877221
2015-06-01,1546.8942598243682
2015-06-02,1539.2620582623902
2015-06-03,1517.5307869962871
2015-06-04,1513.6541228647236
2015-06-05,1533.4643369363735
2015-06-08,1510.7668264126887
2015-06-09,1510.4019946883022
2015-06-10,1503.8722247135279
2015-06-11,1511.1009258474155
2015-06-12,1509.4764681144882
2015-06-15,1498.8091869384812
2015-06-16,1493.0738418783924
2015-06-17,1477.9284128587278
2015-06-18,1460.160929605862
2015-06-19,1465.531384000324
2015-06-22,1466.194249408766
2015-06-23,1496.7598479535916
2015-06-24,1491.912611557742
2015-06-25,1492.065082598326
2015-06-26,1496.0122940907656
2015-06-29,1493.4766282116157
2015-06-30,1496.5138007307166
2015-07-01,1500.0817274568847
2015-07-02,1499.0617281548277
2015-07-03,1502.1124537747987
2015-07-06,1501.646204832085
2015-07-07,1511.0023213443772
2015-07-08,1485.5420466123546
2015-07-09,1487.699459888857
2015-07-10,1480.0387464223377
2015-07-13,1504.6145062508617
2015-07-14,1512.985301790567
2015-07-15,1523.0646068570738
2015-07-16,1526.8021487904405
2015-07-17,1535.4537839301463
2015-07-20,1524.038063520677
2015-07-21,1515.8144460254794
2015-07-22,1520.6650663594146
2015-07-23,1507.7272224853123
2015-07-24,1499.6706060927534
2015-07-27,1471.0965030163652
2015-07-28,1473.1612771078592
2015-07-29,1475.9170814058184
2015-07-30,1489.309767940755
2015-07-31,1467.751711155526
2015-08-03,1470.3473775925413
2015-08-04,1471.7292248685137
2015-08-05,1490.7339861556593
2015-08-06,1491.836377335132
2015-08-07,1493.822416086701
2015-08-10,1497.598552076529
2015-08-11,1485.902134215516
2015-08-12,1456.5736603083687
2015-08-13,1458.633897762939
2015-08-14,1455.360886025347
2015-08-17,1445.6127049295458
2015-08-18,1446.543775043485
2015-08-19,1433.0712324561237
2015-08-20,1403.4401691685505
2015-08-21,1379.4587026963854
2015-08-24,1298.107671950275
2015-08-25,1307.6748395349496
2015-08-26,1307.391514825717
2015-08-27,1345.436917582304
2015-08-28,1356.0140585137317
2015-08-31,1360.059514099702
2015-09-01,1351.5666794706144
2015-09-02,1348.964650728526
2015-09-03,1372.6301901921365
2015-09-04,1372.6616428507787
2015-09-07,1366.3285025961682
2015-09-08,1369.3364432584417
2015-09-09,1375.9342477070602
2015-09-10,1366.8157999632467
2015-09-11,1361.9162766041782
2015-09-14,1358.612632450104
2015-09-15,1356.4053664295238
2015-09-16,1356.8349473696867
2015-09-17,1349.5508229598095
2015-09-18,1337.283127014289
2015-09-21,1356.0950746122426
2015-09-22,1359.776698948506
2015-09-23,1355.1492995714623
2015-09-24,1336.6546142825205
2015-09-25,1349.1102898167674
2015-09-28,1332.0939803665635
2015-09-29,1329.6671251628154
2015-09-30,1333.3140616599112
2015-10-01,1326.446778197732
2015-10-02,1317.306489176114
2015-10-05,1329.5042159060936
2015-10-06,1328.2356190159069
2015-10-07,1338.7086936165656
2015-10-08,1338.526494087082
2015-10-09,1333.2900794012733
2015-10-12,1337.999650922676
2015-10-13,1327.4018070651036
2015-10-14,1315.2279801334116
2015-10-15,1319.611089511935
2015-10-16,1325.5827227628756
2015-10-19,1334.2094872269704
2015-10-20,1335.1103678947939
2015-10-21,1329.8070961877486
2015-10-22,1354.347691641113
2015-10-23,1376.2685223916205
2015-10-26,1394.888927804104
2015-10-27,1388.9902670891634
2015-10-28,1403.534862645015
2015-10-29,1420.9003482919675
2015-10-30,1408.8126803763778
2015-11-02,1411.3838137164164
2015-11-03,1422.442947468435
2015-11-04,1429.0433568486694
2015-11-05,1431.4089990406226
2015-11-06,1447.9673144341646
2015-11-09,1453.2589988067166
2015-11-10,1455.3333089234966
2015-11-11,1454.2587035430781
2015-11-12,1450.5684766029317
2015-11-13,1451.060844243523
2015-11-16,1449.1862260066364
2015-11-17,1449.6375963638995
2015-11-18,1446.5451609303177
2015-11-19,1441.0946323379017
2015-11-20,1456.4138955665617
2015-11-23,1445.7905516244857
2015-11-24,1433.668311726019
2015-11-25,1426.0981685605443
2015-11-26,1423.646236425791
2015-11-27,1419.2532174670137
2015-11-30,1411.7195045841631
2015-12-01,1400.6277418964364
2015-12-02,1404.1272565180616
2015-12-03,1377.6317925815733
2015-12-04,1372.292849094741
2015-12-07,1362.0531802373214
2015-12-08,1356.0734854418774
2015-12-09,1348.6200287536726
2015-12-10,1351.8831731823695
2015-12-11,1336.5287463051225
2015-12-14,1320.5096822250625
2015-12-15,1335.0905012558962
2015-12-16,1336.9501602678167
2015-12-17,1353.568012757595
2015-12-18,1340.4421766663659
2015-12-21,1339.0084164290176
2015-12-22,1331.2321579496797
2015-12-23,1343.0691288001453
2015-12-24,1334.181743909865
2015-12-25,1335.3830041770213
2015-12-28,1335.836083276473
2015-12-29,1344.6378238839798
2015-12-30,1351.9094055299263
2015-12-31,1365.9210339929223
2016-01-01,1365.4459932453822
2016-01-04,1361.1381713534738
2016-01-05,1366.1123763006055
2016-01-06,1354.2465916905653
2016-01-07,1330.574339414913
2016-01-08,1314.98123394185
2016-01-11,1304.3086939160014
2016-01-12,1299.9291387842034
2016-01-13,1284.6254503832401
2016-01-14,1262.5919435586156
2016-01-15,1237.0891747481064
2016-01-18,1218.0439884499865
2016-01-19,1218.2548675597939
2016-01-20,1203.4835625657124
2016-01-21,1216.2067427118084
2016-01-22,1230.76127073416
2016-01-25,1236.3483237964458
2016-01-26,1238.0535987695848
2016-01-27,1235.5546163066504
2016-01-28,1246.723606620037
2016-01-29,1271.4681382571387
2016-02-01,1277.8334384828365
2016-02-02,1277.6332896337706
2016-02-03,1251.5310604663518
2016-02-04,1262.2141029483698
2016-02-05,1266.2439537634968
2016-02-08,1264.0419326838196
2016-02-09,1240.8461744193814
2016-02-10,1250.1197102607775
2016-02-11,1226.7533537090708
2016-02-12,1238.7017033082432
2016-02-15,1251.9518988533646
2016-02-16,1260.3544698726328
2016-02-17,1261.3317313284424
2016-02-18,1271.6962062116813
2016-02-19,1271.4120673758885
2016-02-22,1290.01838218522
2016-02-23,1291.3916672793646
2016-02-24,1290.440564962728
2016-02-25,1295.6198746103264
2016-02-26,1313.9118915994936
2016-02-29,1313.745091699457
2016-03-01,1317.4243658965875
2016-03-02,1336.3382372775839
2016-03-03,1329.4904486291825
2016-03-04,1321.6609021942138
2016-03-07,1328.7210530997756
2016-03-08,1319.2248855789312
2016-03-09,1325.8499933885914
2016-03-10,1308.7719989073437
2016-03-11,1310.6874081297087
2016-03-14,1307.0304647668706
2016-03-15,1296.5875248967652
2016-03-16,1305.529540895125
2016-03-17,1288.0701627342653
2016-03-18,1294.6754768677097
2016-03-21,1297.202002860787
2016-03-22,1305.6528721809148
2016-03-23,1314.2525951565672
2016-03-24,1316.8225477382753
2016-03-25,1316.397250327215
2016-03-28,1309.4897676009114
2016-03-29,1301.054140970477
2016-03-30,1287.0989374461458
2016-03-31,1288.3029811768563
2016-04-01,1293.9044575245387
2016-04-04,1285.7415725863652
2016-04-05,1285.552291796945
2016-04-06,1285.7902515240105
2016-04-07,1284.7241952841557
2016-04-08,1284.1774700984315
2016-04-11,1277.6059362230142
2016-04-12,1293.2680326524826
2016-04-13,1318.6939080454815
2016-04-14,1326.6357099969355
2016-04-15,1321.1026660320963
2016-04-18,1314.0115727274112
2016-04-19,1318.6342634363768
2016-04-20,1326.8417231740032
2016-04-21,1333.885891846583
2016-04-22,1334.920397503946
2016-04-25,1326.360887092126
2016-04-26,1330.602190461093
2016-04-27,1331.2284116179228
2016-04-28,1337.4487136132248
2016-04-29,1324.033233154994
2016-05-02,1314.3396855002234
2016-05-03,1316.4036437553586
2016-05-04,1320.0366208717826
2016-05-05,1340.4141617977675
2016-05-06,1341.3312612037107
2016-05-09,1349.3509135007716
2016-05-10,1350.1778051027186
2016-05-11,1350.562473014081
2016-05-12,1352.1283459773017
2016-05-13,1362.9246149589385
2016-05-16,1363.6200222823759
2016-05-17,1356.5678009599246
2016-05-18,1368.687266107301
2016-05-19,1371.635482259677
2016-05-20,1373.262252632713
2016-05-23,1369.396100155367
2016-05-24,1376.3902700159067
2016-05-25,1389.616626046051
2016-05-26,1393.3904267867451
2016-05-27,1404.6865749231056
2016-05-30,1400.9587013017474
2016-05-31,1388.8452023902253
2016-06-01,1376.251374408853
2016-06-02,1388.773979268145
2016-06-03,1378.670609148039
2016-06-06,1379.1889968451494
2016-06-07,1389.3186545858641
2016-06-08,1385.6079931470824
2016-06-09,1390.3324184985263
2016-06-10,1386.088661545141
2016-06-13,1378.490279863674
2016-06-14,1386.7553028447746
2016-06-15,1400.9537900536377
2016-06-16,1414.0742415631437
2016-06-17,1416.0272498671075
2016-06-20,1365.109964442908
2016-06-21,1363.6956840737596
2016-06-22,1355.9214111779947
2016-06-23,1354.7200778618562
2016-06-24,1351.0318380664135
2016-06-27,1347.4688342929703
2016-06-28,1355.5932980385267
2016-06-29,1359.8906255266731
2016-06-30,1356.859465993364
2016-07-01,1356.963664728544
2016-07-04,1358.6767521719235
2016-07-05,1361.5065645281081
2016-07-06,1362.23294415859
2016-07-07,1362.8760857887446
2016-07-08,1370.7569198672138
2016-07-11,1370.3336192402435
2016-07-12,1375.0705819400926
2016-07-13,1379.0907140430452
2016-07-14,1384.2422116984828
2016-07-15,1383.5536966286868
2016-07-18,1384.5297933813972
2016-07-19,1385.29038492178
2016-07-20,1385.0122794415627
2016-07-21,1382.3617840135983
2016-07-22,1381.2778074413147
2016-07-25,1382.621372599537
2016-07-26,1381.4238945138773
2016-07-27,1382.3098797254395
2016-07-28,1372.4270824552545
2016-07-29,1364.136970320114
2016-08-01,1360.6648784280287
2016-08-02,1352.5259228125278
2016-08-03,1362.762094266133
2016-08-04,1362.2360673872429
2016-08-05,1365.4936632387523
2016-08-08,1371.3399141252335
2016-08-09,1369.8133401255157
2016-08-10,1365.8260522048595
2016-08-11,1365.834167689895
2016-08-12,1363.2064421365478
2016-08-15,1363.957052813634
2016-08-16,1356.8955891137243
2016-08-17,1353.328426913479
2016-08-18,1337.6289605832962
2016-08-19,1339.4746569332467
2016-08-22,1338.4403498008246
2016-08-23,1346.4174700688536
2016-08-24,1350.1097742051736
2016-08-25,1348.5781603379558
2016-08-26,1341.8579364867207
2016-08-29,1350.041077058546
2016-08-30,1353.3316365241637
2016-08-31,1348.1970830649202
2016-09-01,1347.1888110014231
2016-09-02,1351.4550559406357
2016-09-05,1352.5431951948522
2016-09-06,1354.255959366245
2016-09-07,1363.1434681616988
2016-09-08,1358.6995149692734
2016-09-09,1356.9466186954733
2016-09-12,1357.2438200417032
2016-09-13,1350.2505062136872
2016-09-14,1347.6126579151185
2016-09-15,1350.60180517917
2016-09-16,1358.7213468235402
2016-09-19,1360.3553640955236
2016-09-20,1362.6492724265577
2016-09-21,1372.2774852353402
2016-09-22,1372.609957421421
2016-09-23,1370.2108561612233
2016-09-26,1363.5012688138847
2016-09-27,1373.7331978605098
2016-09-28,1377.1911440998376
2016-09-29,1375.933353055784
2016-09-30,1381.1099581721053
2016-10-03,1384.304107054676
2016-10-04,1395.5169528439883
2016-10-05,1396.9005632203753
2016-10-06,1395.3008044355122
2016-10-07,1392.1131299337578
2016-10-10,1394.8272670488834
2016-10-11,1406.1509655212824
2016-10-12,1408.1727059500633
2016-10-13,1401.5963353888335
2016-10-14,1407.6119439251029
2016-10-17,1403.7168548758236
2016-10-18,1404.2599517148685
2016-10-19,1412.1684277570776
2016-10-20,1421.4601087589037
2016-10-21,1427.6383990564777
2016-10-24,1429.5941040685411
2016-10-25,1438.0591411783087
2016-10-26,1431.2634439453816
2016-10-27,1426.9582640169817
2016-10-28,1424.141387322768
2016-10-31,1411.746006897085
2016-11-01,1407.0338514505136
2016-11-02,1394.763627173177
2016-11-03,1398.2796681717682
2016-11-04,1393.4188481813414
2016-11-07,1417.3752363419749
2016-11-08,1416.9549393425798
2016-11-09,1421.4038871250814
2016-11-10,1430.1671584292365
2016-11-11,1427.3922942357638
2016-11-14,1432.641733556675
2016-11-15,1450.4079213629973
2016-11-16,1452.3771091051906
2016-11-17,1457.1066926784322
2016-11-18,1465.042783141423
2016-11-21,1465.6212592258514
2016-11-22,1473.3936941314212
2016-11-23,1477.2193250607356
2016-11-24,1471.7387134348896
2016-11-25,1463.6300914697117
2016-11-28,1464.3147354344728
2016-11-29,1453.1133607867864
2016-11-30,1449.558538046426
2016-12-01,1452.0445088393726
2016-12-02,1446.6049932640926
2016-12-05,1448.4439105893143
2016-12-06,1448.9560504449692
2016-12-07,1444.4181918022314
2016-12-08,1467.4005448195242
2016-12-09,1480.3066668306642
2016-12-12,1473.705570999703
2016-12-13,1478.1741059629783
2016-12-14,1472.0030331503278
2016-12-15,1498.4663261411572
2016-12-16,1498.554469364244
2016-12-19,1494.4901786964003
2016-12-20,1495.4790076862043
2016-12-21,1492.2713167986744
2016-12-22,1486.1194395421583
2016-12-23,1488.1084538284106
2016-12-26,1490.7230361932816
2016-12-27,1495.5654853062301
2016-12-28,1507.3362298744028
2016-12-29,1500.0777927303839
2016-12-30,1500.7601587897987
2017-01-02,1499.3653342082946
2017-01-03,1540.4273030113065
2017-01-04,1531.7686778433608
2017-01-05,1521.60360369163
2017-01-06,1533.1165615672355
2017-01-09,1546.54448367144
2017-01-10,1554.6776417277408
2017-01-11,1575.2235406254495
2017-01-12,1548.7272262348858
2017-01-13,1553.0280149109296
2017-01-16,1560.1923002200942
2017-01-17,1558.0868136955776
2017-01-18,1555.1872612050659
2017-01-19,1565.477653757802
2017-01-20,1565.2398669532577
2017-01-23,1579.6787097177778
2017-01-24,1587.3244495895958
2017-01-25,1592.7553822132813
2017-01-26,1601.380076979018
2017-01-27,1595.2411895891182
2017-01-30,1588.7727279563674
2017-01-31,1578.1503119720612
2017-02-01,1590.407699943088
2017-02-02,1587.1223813443032
2017-02-03,1594.6332310995722
2017-02-06,1605.3880120100828
2017-02-07,1611.616400558784
2017-02-08,1610.0687497243457
2017-02-09,1612.9724961812656
2017-02-10,1621.164307233654
2017-02-13,1619.4907534899087
2017-02-14,1630.1379607280546
2017-02-15,1635.5383864169783
2017-02-16,1618.795760683291
2017-02-17,1623.132078383999
2017-02-20,1618.4913996178714
2017-02-21,1638.2477493679764
2017-02-22,1631.4380084706252
2017-02-23,1624.3989717377056
2017-02-24,1620.5512717563056
2017-02-27,1613.4703359918913
2017-02-28,1603.5551259154477
2017-03-01,1617.5016748359267
2017-03-02,1624.9741566938546
2017-03-03,1625.7451827996754
2017-03-06,1623.549405292381
2017-03-07,1619.9645596069636
2017-03-08,1624.7701094672866
2017-03-09,1616.9523856295875
2017-03-10,1609.4147453579621
2017-03-13,1615.3578498163668
2017-03-14,1620.5339606307602
2017-03-15,1631.3519033189755
2017-03-16,1631.566073836071
2017-03-17,1629.6194135766834
2017-03-20,1638.8728272074343
2017-03-21,1630.179792948295
2017-03-22,1629.1817751646006
2017-03-23,1639.3251224118728
2017-03-24,1642.7131109844934
2017-03-27,1622.313479634477
2017-03-28,1620.1210067825389
2017-03-29,1631.561119123444
2017-03-30,1642.290311609205
2017-03-31,1643.9879038568956
2017-04-03,1663.4442029244933
2017-04-04,1669.320521233974
2017-04-05,1668.751314120699
2017-04-06,1671.8962707963613
2017-04-07,1681.457072714437
2017-04-10,1687.1669517979742
2017-04-11,1684.8364181848274
2017-04-12,1682.8654468998338
2017-04-13,1673.8716736001488
2017-04-14,1671.3531894057492
2017-04-17,1665.8694803961844
2017-04-18,1653.3355348372377
2017-04-19,1646.3783885884397
2017-04-20,1644.050479261409
2017-04-21,1655.584880088738
2017-04-24,1639.0416747908575
2017-04-25,1623.1572708197448
2017-04-26,1628.1920493151645
2017-04-27,1631.6226026187983
2017-04-28,1630.9639840975055
2017-05-01,1630.5596869175192
2017-05-02,1643.329855419799
2017-05-03,1643.1824525192424
2017-05-04,1637.1072778332168
2017-05-05,1636.225683468109
2017-05-08,1648.004213985067
2017-05-09,1653.110657832749
2017-05-10,1666.85187547627
2017-05-11,1681.5112923881638
2017-05-12,1675.276955219908
2017-05-15,1670.495943840709
2017-05-16,1654.6737980955575
2017-05-17,1648.1182670295177
2017-05-18,1633.3678906264272
2017-05-19,1637.2258521518688
2017-05-22,1630.250418389371
2017-05-23,1638.5353372871887
