Date,FM GCC COUNTRIES DOMESTIC IMI
2014-05-30,1000.0
2014-06-02,1001.9158116351763
2014-06-03,1004.6730640606705
2014-06-04,1004.4661866157608
2014-06-05,1002.6475235178636
2014-06-06,1001.0195555298535
2014-06-09,995.3135941011604
2014-06-10,1000.9708360911627
2014-06-11,1001.6757990183404
2014-06-12,997.9572682148564
2014-06-13,999.2461384125965
2014-06-16,984.1690166217547
2014-06-17,979.0803588058081
2014-06-18,971.2659771579753
2014-06-19,966.2956484361957
2014-06-20,969.4012546988877
2014-06-23,964.92490176924
2014-06-24,960.8854583032879
2014-06-25,969.9371708880649
2014-06-26,963.488143727171
2014-06-27,960.4035001464262
2014-06-30,956.744946202595
2014-07-01,958.4235783683397
2014-07-02,974.9212765103989
2014-07-03,972.7149914669997
2014-07-04,974.2181936761983
2014-07-07,965.8371433537332
2014-07-08,972.418595007505
2014-07-09,972.7867503487895
2014-07-10,984.0810507530972
2014-07-11,984.0934243418961
2014-07-14,990.5813976762137
2014-07-15,987.2313275957856
2014-07-16,993.4002465491328
2014-07-17,987.8894758508752
2014-07-18,988.5110429366097
2014-07-21,991.2727004479241
2014-07-22,999.1607260052712
2014-07-23,996.9209722708891
2014-07-24,997.8328093242352
2014-07-25,999.9702452320516
2014-07-28,998.6064541455006
2014-07-29,999.923062653055
2014-07-30,1001.5463477998499
2014-07-31,1001.9377665737219
2014-08-01,998.549722253661
2014-08-04,1012.6551264429012
2014-08-05,1018.1561641151161
2014-08-06,1017.5379853217953
2014-08-07,1025.502667337178
2014-08-08,1021.2339188413362
2014-08-11,1017.5388467093486
2014-08-12,1020.5394284998066
2014-08-13,1023.3910197905559
2014-08-14,1023.9211701426414
2014-08-15,1023.729897414153
2014-08-18,1023.3022311958952
2014-08-19,1030.4995585616962
2014-08-20,1038.258024655276
2014-08-21,1037.2610934112786
2014-08-22,1041.1704777672226
2014-08-25,1032.7287566941682
2014-08-26,1034.246288512555
2014-08-27,1034.7764920440804
2014-08-28,1035.8298012247044
2014-08-29,1036.105036899187
2014-09-01,1039.17459330104
2014-09-02,1044.3632874326192
2014-09-03,1046.4794843425766
2014-09-04,1059.0707524990532
2014-09-05,1059.7245755511035
2014-09-08,1058.2012342839514
2014-09-09,1062.3926032394477
2014-09-10,1064.5035559919281
2014-09-11,1059.1502206517328
2014-09-12,1059.1166708635283
2014-09-15,1060.514562289541
2014-09-16,1063.0823935694882
2014-09-17,1065.5337364732916
2014-09-18,1065.837276486169
2014-09-19,1071.4728631229593
2014-09-22,1076.1365917025132
2014-09-23,1069.4047665457167
2014-09-24,1073.0921515971568
2014-09-25,1079.0912489903383
2014-09-26,1082.7571539248918
2014-09-29,1078.828705575687
2014-09-30,1083.8769673923123
2014-10-01,1089.477542749046
2014-10-02,1091.2100138193064
2014-10-03,1100.7111118811831
2014-10-06,1096.6780389691123
2014-10-07,1093.040365144595
2014-10-08,1088.271697882576
2014-10-09,1085.1447617729984
2014-10-10,1091.291147575552
2014-10-13,1065.0397042741972
2014-10-14,1066.0923546108936
2014-10-15,1054.0002466287033
2014-10-16,1043.6557632473236
2014-10-17,1044.9952284327153
2014-10-20,1036.300574815201
2014-10-21,1034.404759878322
2014-10-22,1035.137957944708
2014-10-23,1052.2443300351813
2014-10-24,1050.5831320558862
2014-10-27,1028.6156340667749
2014-10-28,1025.5060122953155
2014-10-29,1027.6623899355195
2014-10-30,1038.3385971714595
2014-10-31,1043.5449791024914
2014-11-03,1049.8733622568625
2014-11-04,1040.7804186178141
2014-11-05,1035.48245809317
2014-11-06,1028.6650210967277
2014-11-07,1029.462910510466
2014-11-10,1029.4891187846686
2014-11-11,1038.2035871399657
2014-11-12,1031.6526274793425
2014-11-13,1032.2222307452735
2014-11-14,1031.5409344387574
2014-11-17,1028.1182674867462
2014-11-18,1021.4595898755912
2014-11-19,1015.2050306154445
2014-11-20,1012.9808196327143
2014-11-21,1022.7268536010829
2014-11-24,1027.886486332861
2014-11-25,1010.9323675344132
2014-11-26,1013.9701398005534
2014-11-27,1008.8995945825978
2014-11-28,1009.2023073014967
2014-12-01,985.462286979565
2014-12-02,989.8241466843529
2014-12-03,1000.2740034023933
2014-12-04,993.8280254614467
2014-12-05,1003.0695201707473
2014-12-08,981.4179495988557
2014-12-09,954.5573401821719
2014-12-10,963.3822725137446
2014-12-11,937.5676977173944
2014-12-12,932.8052182087706
2014-12-15,890.1725397321302
2014-12-16,855.6650222176977
2014-12-17,853.5071751129931
2014-12-18,883.79734353803
2014-12-19,884.7219150397722
2014-12-22,960.78344053906
2014-12-23,972.8781113993799
2014-12-24,981.6834974946113
2014-12-25,973.6619660918639
2014-12-26,974.6826034276822
2014-12-29,970.3830585020341
2014-12-30,963.3880411642309
2014-12-31,970.2329352439192
2015-01-01,970.4375044534846
2015-01-02,974.4574653689062
2015-01-05,975.6854885168754
2015-01-06,959.5380295258595
2015-01-07,965.3823558971683
2015-01-08,976.1461102676958
2015-01-09,973.6743134580588
2015-01-12,998.2985948393016
2015-01-13,1002.0533830315252
2015-01-14,1010.2715790234745
2015-01-15,1026.712422951422
2015-01-16,1035.276791771353
2015-01-19,1024.6233153466535
2015-01-20,1025.6854146052883
2015-01-21,1033.0108190843105
2015-01-22,1050.0840449018704
2015-01-23,1063.8644729538814
2015-01-26,1060.8072995316888
2015-01-27,1038.940948249074
2015-01-28,1047.1140320389595
2015-01-29,1044.0008087698413
2015-01-30,1048.153886849378
2015-02-02,1053.566679021576
2015-02-03,1043.208791702464
2015-02-04,1051.4549522129842
2015-02-05,1050.643355800163
2015-02-06,1057.00283750175
2015-02-09,1062.4987667907862
2015-02-10,1066.8712212528192
2015-02-11,1066.5286262305017
2015-02-12,1062.451104566396
2015-02-13,1060.0587604175028
2015-02-16,1060.7820781772316
2015-02-17,1058.7089372508408
2015-02-18,1065.7047040102798
2015-02-19,1063.6527830330685
2015-02-20,1065.7111338468721
2015-02-23,1076.0347546248545
2015-02-24,1078.520698346135
2015-02-25,1076.5549692526868
2015-02-26,1083.836526657353
2015-02-27,1084.3145333266584
2015-03-02,1081.9874222090305
2015-03-03,1080.9648096069118
2015-03-04,1091.447301517114
2015-03-05,1090.7695975638017
2015-03-06,1104.5858257532243
2015-03-09,1103.6492647755192
2015-03-10,1112.4853640703561
2015-03-11,1126.8095485331883
2015-03-12,1119.8141373952453
2015-03-13,1128.239015887815
2015-03-16,1110.046436937047
2015-03-17,1102.2293852708897
2015-03-18,1096.0732810927943
2015-03-19,1097.4043366894725
2015-03-20,1081.7723667010266
2015-03-23,1063.2269087301866
2015-03-24,1067.761475448751
2015-03-25,1051.6149724608265
2015-03-26,1032.6568748867392
2015-03-27,1035.0553736992538
2015-03-30,1056.0248726661252
2015-03-31,1060.4527413554742
2015-04-01,1054.5934134738789
2015-04-02,1047.724099647409
2015-04-03,1047.724099647409
2015-04-06,1035.8117375096872
2015-04-07,1058.4185412043807
2015-04-08,1066.0390438201082
2015-04-09,1069.4653072726999
2015-04-10,1074.677576622305
2015-04-13,1087.6325037303075
2015-04-14,1079.9886758321522
2015-04-15,1094.6862348788327
2015-04-16,1096.5061403917575
2015-04-17,1090.481978586128
2015-04-20,1088.9560114981573
2015-04-21,1085.914907829935
2015-04-22,1094.9992069327132
2015-04-23,1086.9042567947715
2015-04-24,1082.2552530111889
2015-04-27,1078.8823919936833
2015-04-28,1064.9825541074008
2015-04-29,1051.7628283345332
2015-04-30,1050.4049915415364
2015-05-01,1049.099788951995
2015-05-04,1049.3303975412077
2015-05-05,1043.7840495340486
2015-05-06,1029.259567492002
2015-05-07,1030.639071434766
2015-05-08,1034.5894640961465
2015-05-11,1041.1793024579342
2015-05-12,1032.3914587370994
2015-05-13,1018.1766656899649
2015-05-14,1017.0064555552453
2015-05-15,1012.0788264582197
2015-05-18,1020.243149571091
2015-05-19,1032.0417724460822
2015-05-20,1029.1932796479064
2015-05-21,1023.3120987232666
2015-05-22,1031.3828217484997
2015-05-25,1024.016749567612
2015-05-26,1033.5593681475027
2015-05-27,1036.9468607323674
2015-05-28,1035.3292000277577
2015-05-29,1031.2036141705269
2015-06-01,1046.3913313102353
2015-06-02,1034.6119511074478
2015-06-03,1025.8907978400662
2015-06-04,1015.7991150009544
2015-06-05,1030.8164904284135
2015-06-08,1016.8166082470489
2015-06-09,1022.2910308131345
2015-06-10,1021.5845201808205
2015-06-11,1024.3862079614569
2015-06-12,1021.697664047595
2015-06-15,1018.6110148647255
2015-06-16,1022.6037395917991
2015-06-17,1017.9585845290486
2015-06-18,1005.1306995730376
2015-06-19,1011.0780497345368
2015-06-22,996.3370679642552
2015-06-23,1021.5434492886451
2015-06-24,1016.1079808803256
2015-06-25,1020.5912537763394
2015-06-26,1025.7294636024517
2015-06-29,1024.3350792430322
2015-06-30,1020.3390791188913
2015-07-01,1023.3045321456012
2015-07-02,1021.9912879688686
2015-07-03,1022.8562707960979
2015-07-06,1024.2757171207402
2015-07-07,1031.0655845638444
2015-07-08,1023.0231646528281
2015-07-09,1026.6368296104317
2015-07-10,1015.5378528582211
2015-07-13,1032.8707963118663
2015-07-14,1040.8845007034429
2015-07-15,1053.4122990844135
2015-07-16,1049.5626266856448
2015-07-17,1054.3977610970587
2015-07-20,1053.1424356397997
2015-07-21,1048.8032505140936
2015-07-22,1052.79194463618
2015-07-23,1045.0956921752056
2015-07-24,1045.642842123978
2015-07-27,1031.5326116586198
2015-07-28,1029.8985301293278
2015-07-29,1029.094185925914
2015-07-30,1038.2408363936095
2015-07-31,1027.5809526264534
2015-08-03,1024.386500557987
2015-08-04,1025.7762242976917
2015-08-05,1033.8780119813332
2015-08-06,1031.5216239449946
2015-08-07,1028.9937223673967
2015-08-10,1025.7422358710892
2015-08-11,1023.5265874987255
2015-08-12,1005.9086940252515
2015-08-13,1004.1183862471546
2015-08-14,1007.1498392390342
2015-08-17,996.2909775141023
2015-08-18,1000.94907311836
2015-08-19,990.0293836457276
2015-08-20,963.5207659204883
2015-08-21,954.8447924031855
2015-08-24,897.2484120882011
2015-08-25,914.039263533077
2015-08-26,914.7230674077379
2015-08-27,938.935197700868
2015-08-28,938.3762699854811
2015-08-31,926.1081793737787
2015-09-01,922.5670114442216
2015-09-02,916.2972240992909
2015-09-03,932.5160104715882
2015-09-04,931.3218912530574
2015-09-07,928.9572015392536
2015-09-08,918.3786774017731
2015-09-09,936.8197991578119
2015-09-10,925.0355797701797
2015-09-11,920.0074924744857
2015-09-14,915.2247725881176
2015-09-15,917.6893506811216
2015-09-16,916.948243567725
2015-09-17,913.0118470213346
2015-09-18,909.2654999957498
2015-09-21,933.7183746198845
2015-09-22,943.1056893996708
2015-09-23,940.3129511593894
2015-09-24,928.9779041889384
2015-09-25,938.7788667614316
2015-09-28,927.9599636767988
2015-09-29,933.4366425672355
2015-09-30,936.1224283692727
2015-10-01,926.9988267015065
2015-10-02,921.273955132457
2015-10-05,929.7768663779216
2015-10-06,928.7772189625186
2015-10-07,932.6626453416853
2015-10-08,923.7349863044001
2015-10-09,917.7238967386999
2015-10-12,921.6909203201415
2015-10-13,918.6423124731733
2015-10-14,913.203800592625
2015-10-15,917.9261154792664
2015-10-16,917.8705172207247
2015-10-19,928.36013687411
2015-10-20,931.5808612272366
2015-10-21,926.521372019278
2015-10-22,942.4384922334638
2015-10-23,952.6562794219885
2015-10-26,956.2864473396563
2015-10-27,954.6170459058848
2015-10-28,946.5295610764251
2015-10-29,953.3055348104314
2015-10-30,946.0625663783247
2015-11-02,946.7303874477512
2015-11-03,952.1868962814185
2015-11-04,958.4382071894673
2015-11-05,964.6223814640676
2015-11-06,974.7031571430396
2015-11-09,988.1732707609989
2015-11-10,987.818539542842
2015-11-11,986.8137473820045
2015-11-12,986.5112011078392
2015-11-13,988.5807779297761
2015-11-16,981.4809990158684
2015-11-17,978.0929183496703
2015-11-18,971.0913356970763
2015-11-19,971.9327911463615
2015-11-20,977.7049825738083
2015-11-23,994.4465343331698
2015-11-24,983.9940899971849
2015-11-25,983.9033129124073
2015-11-26,986.6000277168737
2015-11-27,987.1009646959637
2015-11-30,973.4259408645578
2015-12-01,970.6034619347248
2015-12-02,972.5721330669778
2015-12-03,959.734865848471
2015-12-04,956.6978198094764
2015-12-07,947.1820180957772
2015-12-08,944.2719425724212
2015-12-09,936.5204146946753
2015-12-10,931.117553264169
2015-12-11,926.336403343977
2015-12-14,911.1691837155356
2015-12-15,922.0113107191921
2015-12-16,919.1516046290453
2015-12-17,928.0940500372197
2015-12-18,927.190899695256
2015-12-21,926.511750085963
2015-12-22,917.2510535570697
2015-12-23,926.2317945004289
2015-12-24,920.5393800616599
2015-12-25,920.53938006166
2015-12-28,916.3978888619163
2015-12-29,919.4640673017032
2015-12-30,922.4771991333297
2015-12-31,923.6774615855544
2016-01-01,923.6774615855545
2016-01-04,920.9440374363174
2016-01-05,924.4588344743175
2016-01-06,921.3484037759772
