Date,FM (FRONTIER MARKETS) IMI
2010-11-30,1000.0
2010-12-01,997.2586514531984
2010-12-02,992.3669047359944
2010-12-03,979.2038710947612
2010-12-06,996.4413325050306
2010-12-07,990.0919491211988
2010-12-08,1002.4606434142034
2010-12-09,1002.5149280315268
2010-12-10,1000.4118045170138
2010-12-13,988.6702235022877
2010-12-14,992.7430743660288
2010-12-15,999.6956323724714
2010-12-16,1007.2691746239517
2010-12-17,1010.1317939044759
2010-12-20,1009.0304744462136
2010-12-21,1009.9526519811752
2010-12-22,1016.7014769160944
2010-12-23,1021.0235462717869
2010-12-24,1017.5767334518235
2010-12-27,1022.8407190607852
2010-12-28,1022.6541648556654
2010-12-29,1021.9956733066132
2010-12-30,1015.5029189374244
2010-12-31,1008.3711129955784
2011-01-03,1017.1731224492255
2011-01-04,1022.6889913357262
2011-01-05,1039.106161176696
2011-01-06,1049.078632331569
2011-01-07,1051.559923325672
2011-01-10,1037.1032302067206
2011-01-11,1051.7082161582764
2011-01-12,1045.7450878255129
2011-01-13,1027.7017419810202
2011-01-14,1027.8923303947165
2011-01-17,1028.9221073745969
2011-01-18,1023.4913946776843
2011-01-19,1017.4114149793057
2011-01-20,1010.7801595292777
2011-01-21,1000.1952357708868
2011-01-24,1001.3879802842512
2011-01-25,1002.2536646214945
2011-01-26,1007.0073390098885
2011-01-27,1001.5962390941767
2011-01-28,1007.303857881167
2011-01-31,984.0362764798057
2011-02-01,971.7863853157426
2011-02-02,979.6779803312085
2011-02-03,989.1612331651231
2011-02-04,993.827479500391
2011-02-07,989.1239469327743
2011-02-08,988.1468506779977
2011-02-09,982.2319623045465
2011-02-10,986.0149067755217
2011-02-11,987.2469012294217
2011-02-14,976.3273612018429
2011-02-15,975.2516312549786
2011-02-16,965.3696436350732
2011-02-17,960.1077398987776
2011-02-18,955.743317509451
2011-02-21,936.0965528082686
2011-02-22,929.812720035029
2011-02-23,925.8372576450699
2011-02-24,920.0623823735197
2011-02-25,922.4050028133149
2011-02-28,902.180024687959
2011-03-01,899.3998292616571
2011-03-02,870.2475891330599
2011-03-03,872.3684519524104
2011-03-04,870.4105337991484
2011-03-07,871.5683584292191
2011-03-08,889.114717397232
2011-03-09,899.7053678440768
2011-03-10,916.6105831604405
2011-03-11,914.4275978405739
2011-03-14,908.7827259975394
2011-03-15,892.1093731669192
2011-03-16,884.0190164157445
2011-03-17,885.8613694924527
2011-03-18,879.5054318711358
2011-03-21,883.8858925567384
2011-03-22,889.0541511900672
2011-03-23,893.735113327288
2011-03-24,888.1860345002572
2011-03-25,891.6872987470535
2011-03-28,893.6117748896581
2011-03-29,895.6453863131491
2011-03-30,893.5196828816307
2011-03-31,888.0838469756993
2011-04-01,893.7109590590374
2011-04-04,896.4376442301864
2011-04-05,901.321680169678
2011-04-06,896.9173081256475
2011-04-07,903.7781386193218
2011-04-08,897.233654006512
2011-04-11,896.906419644978
2011-04-12,892.3017902785871
2011-04-13,896.3190372297018
2011-04-14,898.6618729610187
2011-04-15,901.1821338712056
2011-04-18,908.8783258251638
2011-04-19,900.5013053226189
2011-04-20,895.481634121163
2011-04-21,895.853691331952
2011-04-22,896.1847490587751
2011-04-25,893.1876377618478
2011-04-26,888.2030936712522
2011-04-27,891.393307865925
2011-04-28,884.6479790474056
2011-04-29,884.6068197607486
2011-05-02,879.589928046182
2011-05-03,880.6674485801556
2011-05-04,876.0005919507532
2011-05-05,889.1716402011798
2011-05-06,894.3919750221773
2011-05-09,904.4371647320326
2011-05-10,903.9751606408086
