Date,USA SMALL CAP ESG LEADERS
2010-08-31,100.0
2010-09-01,102.64183756776363
2010-09-02,104.00974615137939
2010-09-03,105.39047474443416
2010-09-06,105.25545317185218
2010-09-07,104.67469912618355
2010-09-08,105.28890807173755
2010-09-09,105.50776938490046
2010-09-10,105.96490978620443
2010-09-13,106.93477303740839
2010-09-14,105.76449370042434
2010-09-15,105.81242935205061
2010-09-16,104.58760778114942
2010-09-17,105.54314092374078
2010-09-20,107.52234080919344
2010-09-21,106.43673050289478
2010-09-22,103.08614693017007
2010-09-23,102.72948675596098
2010-09-24,104.70729826052063
2010-09-27,104.45325342038285
2010-09-28,104.87019133485141
2010-09-29,104.56629959126434
2010-09-30,104.07278819033881
2010-10-01,103.77018370297543
2010-10-04,102.95191494823695
2010-10-05,104.44279213110327
2010-10-06,103.32732495985968
2010-10-07,102.84210370415049
2010-10-08,104.0921526572782
2010-10-11,104.50282270029837
2010-10-12,105.31260618184352
2010-10-13,105.68595927135028
2010-10-14,104.32123458261972
2010-10-15,104.711048547955
2010-10-18,105.90357024500261
2010-10-19,105.09907220879127
2010-10-20,104.854060898378
2010-10-21,104.15891838414241
2010-10-22,105.62963698953148
2010-10-25,105.77393176817257
2010-10-26,106.36334117883
2010-10-27,106.74881155866258
2010-10-28,105.4677762359281
2010-10-29,105.85606093950321
2010-11-01,105.52252594630187
2010-11-02,106.19902420722279
2010-11-03,106.62945224570552
2010-11-04,107.46020701390904
2010-11-05,109.67334838088418
2010-11-08,110.73101714797909
2010-11-09,109.29634413918592
2010-11-10,112.19082032933937
2010-11-11,112.03856804323804
2010-11-12,109.92628837395418
2010-11-15,110.92292736617964
2010-11-16,109.18366213538825
2010-11-17,109.67267000890203
2010-11-18,110.91308605752899
2010-11-19,110.88840946986048
2010-11-22,111.88590758661192
2010-11-23,112.18409771576471
2010-11-24,114.92432072730418
2010-11-25,115.10049934573078
2010-11-26,115.92778797873342
2010-11-29,116.9266030108669
2010-11-30,116.98656027808299
2010-12-01,119.16786510216549
2010-12-02,119.87332977524937
2010-12-03,118.79485387530768
2010-12-06,120.03130274332185
2010-12-07,119.83925194658487
2010-12-08,121.08935964229322
2010-12-09,122.03220235661729
2010-12-10,122.94037107997387
2010-12-13,120.90709280168063
2010-12-14,120.87146283798924
2010-12-15,120.71292696924415
2010-12-16,123.15401537708506
2010-12-17,123.90676894031515
2010-12-20,124.66838101983144
2010-12-21,125.64086103144089
2010-12-22,126.35177067091686
2010-12-23,126.31839478253164
2010-12-24,125.82253767431102
2010-12-27,125.8940557424491
2010-12-28,125.804773639757
2010-12-29,125.95780609932432
2010-12-30,124.50660804743072
2010-12-31,122.4445503172204
2011-01-03,125.01300596610531
2011-01-04,123.71130412440485
2011-01-05,126.45182354129646
2011-01-06,126.9833329724791
2011-01-07,127.04505626859797
2011-01-10,127.96648126471088
2011-01-11,128.4867766844069
2011-01-12,128.31388361626367
2011-01-13,125.42709784388894
2011-01-14,126.25507153068746
2011-01-17,126.95817773879034
2011-01-18,126.42127793063705
2011-01-19,122.87275530949007
2011-01-20,122.23119159637938
