Date,USA SMALL CAP EXTENDED ESG FOCUS
2013-11-26,1000.0
2013-11-27,1003.1806419556137
2013-11-28,1001.3364920935682
2013-11-29,999.7643197080315
2013-12-02,997.3565849493808
2013-12-03,990.7391072107198
2013-12-04,991.404181172019
2013-12-05,984.8403551726583
2013-12-06,989.9818044462926
2013-12-09,987.4891739642356
2013-12-10,978.7666129288212
2013-12-11,961.6149404836028
2013-12-12,965.159392380549
2013-12-13,969.1664800226728
2013-12-16,976.5929044116393
2013-12-17,978.4546314685058
2013-12-18,988.4348801927014
2013-12-19,989.7610131688863
2013-12-20,1004.3990822513027
2013-12-23,1010.7038984780969
2013-12-24,1017.3962013156473
2013-12-25,1017.3962013156473
2013-12-26,1016.6970996104064
2013-12-27,1009.8251746262607
2013-12-30,1007.8021956949037
2013-12-31,1013.1125342208906
2014-01-01,1013.1125342208906
2014-01-02,1012.1821919034555
2014-01-03,1019.4779958444074
2014-01-06,1010.1518043121497
2014-01-07,1021.8810736327534
2014-01-08,1023.8361162705597
2014-01-09,1025.0302839991737
2014-01-10,1024.7860831993278
2014-01-13,1012.4602660502165
2014-01-14,1023.2132047230626
2014-01-15,1036.4016755850819
2014-01-16,1036.6330022566985
2014-01-17,1036.1241839125107
2014-01-20,1035.6658401882894
2014-01-21,1042.476593628541
2014-01-22,1046.2711720694206
2014-01-23,1030.2490590986358
2014-01-24,1004.3172268381376
2014-01-27,993.8861536589826
2014-01-28,1004.1792063756153
2014-01-29,993.6732161451666
2014-01-30,1015.0260166792981
2014-01-31,1015.6294676650912
2014-02-03,980.5999108986684
2014-02-04,990.7531347397337
2014-02-05,984.351392237979
2014-02-06,990.3501373600872
2014-02-07,999.3495630245859
2014-02-10,999.6231695680867
2014-02-11,1006.900171896008
2014-02-12,1017.4515610390016
2014-02-13,1023.1205879005745
2014-02-14,1023.6272138005065
2014-02-17,1022.3946030340254
2014-02-18,1027.2323332515375
2014-02-19,1019.0134672598257
2014-02-20,1031.943176850404
2014-02-21,1031.3629287861665
2014-02-24,1039.924913485213
2014-02-25,1039.5001885476167
2014-02-26,1050.0539220141598
2014-02-27,1053.8273810465846
2014-02-28,1042.56684889177
2014-03-03,1039.7166561660767
2014-03-04,1065.0224444146534
2014-03-05,1063.3793741532145
2014-03-06,1055.1842106533738
2014-03-07,1053.3668168632921
2014-03-10,1047.782228782127
2014-03-11,1039.630163255358
2014-03-12,1039.7196485856923
2014-03-13,1025.0151780808435
2014-03-14,1028.4312925579766
2014-03-17,1034.9365430960179
2014-03-18,1049.4035135443082
2014-03-19,1042.8791804969862
2014-03-20,1054.91294562013
2014-03-21,1051.1239129985147
2014-03-24,1038.212945338764
2014-03-25,1038.901305598898
2014-03-26,1022.2356796281506
2014-03-27,1023.7172613048247
2014-03-28,1025.319596013399
2014-03-31,1040.1388245924009
2014-04-01,1050.672139810641
2014-04-02,1056.742559412401
2014-04-03,1053.2621331607077
2014-04-04,1033.7223352596652
2014-04-07,1013.170138916768
2014-04-08,1016.4868234746829
2014-04-09,1027.859881111696
2014-04-10,997.2222803078017
2014-04-11,983.1454125070946
2014-04-14,992.1450493418957
2014-04-15,996.2428279031267
2014-04-16,1009.3202969989087
2014-04-17,1011.2087661224291
2014-04-18,1011.2087661224291
2014-04-21,1017.7064654418411
2014-04-22,1028.1055055061795
2014-04-23,1020.2679545453041
2014-04-24,1019.9341483600259
2014-04-25,1002.2292620665845
2014-04-28,996.9701412729352
2014-04-29,1002.7594397707823
2014-04-30,1004.992068343715
2014-05-01,1005.3717908831434
2014-05-02,1006.4530966543522
2014-05-05,1004.2370763871387
2014-05-06,987.9721718372969
2014-05-07,988.6339139813361
2014-05-08,985.3276521405415
2014-05-09,998.5204719191303
2014-05-12,1017.9309725721515
2014-05-13,1013.4764825773939
2014-05-14,1001.388997911131
2014-05-15,994.0111737838366
2014-05-16,999.789674402145
2014-05-19,1007.0945206008955
2014-05-20,996.5674635738172
2014-05-21,1003.8406851657204
2014-05-22,1011.7769207865905
2014-05-23,1022.7391236347988
2014-05-26,1021.2407694266391
2014-05-27,1035.0180216663255
2014-05-28,1032.0873154168626
2014-05-29,1035.6168715885592
2014-05-30,1029.3288521814502
2014-06-02,1031.2746069399052
2014-06-03,1029.2045363338364
2014-06-04,1033.9100042607486
2014-06-05,1049.8853225358969
2014-06-06,1056.9122033078013
2014-06-09,1066.3686027008625
2014-06-10,1067.5997534023313
2014-06-11,1063.716578591859
2014-06-12,1055.6378725888524
2014-06-13,1060.3789921868306
2014-06-16,1059.0532892331316
2014-06-17,1070.7355698900444
2014-06-18,1073.9341885598942
2014-06-19,1070.2274126159446
2014-06-20,1077.3107515934287
2014-06-23,1075.0383695386997
2014-06-24,1065.592081675837
2014-06-25,1070.4978934766864
2014-06-26,1072.004760571095
2014-06-27,1074.151970811395
2014-06-30,1074.3442467744771
2014-07-01,1085.7810066817835
2014-07-02,1083.6359104810865
2014-07-03,1093.6282352452552
2014-07-04,1095.318292860985
2014-07-07,1079.604349123443
2014-07-08,1066.3448783105991
2014-07-09,1066.3935313940292
2014-07-10,1061.2463268999527
2014-07-11,1059.993110290043
2014-07-14,1062.9777306915425
2014-07-15,1059.5829186874655
2014-07-16,1061.3462573224224
2014-07-17,1049.219899927671
2014-07-18,1064.6854652967272
2014-07-21,1060.16065632886
2014-07-22,1072.4907238920077
2014-07-23,1072.0593880961912
2014-07-24,1071.390050436832
2014-07-25,1066.2843208884485
2014-07-28,1061.5353819976488
2014-07-29,1062.6923269411802
2014-07-30,1068.4381232776425
2014-07-31,1044.5473254943624
2014-08-01,1036.886152060197
2014-08-04,1045.1370446618698
2014-08-05,1045.6990625099031
2014-08-06,1048.0286748832293
2014-08-07,1044.8930447334026
2014-08-08,1050.0477167683437
2014-08-11,1059.8731892519675
2014-08-12,1055.5724510117352
2014-08-13,1062.5185744278988
2014-08-14,1065.4764913729964
2014-08-15,1064.481444283655
