Date,FM CENTRAL & EASTERN EUROPE + CIS
2002-05-31,347.77455533327594
2002-06-03,346.55233171701383
2002-06-04,352.32019811725485
2002-06-05,350.4516915361561
2002-06-06,349.0036232158902
2002-06-07,348.8552349301336
2002-06-10,348.24459018684337
2002-06-11,348.5611503927488
2002-06-12,349.4876727853848
2002-06-13,348.3143633772854
2002-06-14,348.0261133958613
2002-06-17,348.6521743095444
2002-06-18,353.2915605033468
2002-06-19,353.8302498427412
2002-06-20,352.9038865964021
2002-06-21,350.790591944494
2002-06-24,348.92822147134086
2002-06-25,348.9293141637613
2002-06-26,344.6420354002734
2002-06-27,341.9005022184735
2002-06-28,345.36469477473963
2002-07-01,340.446281998463
2002-07-02,338.49783602219264
2002-07-03,337.2114298539552
2002-07-04,340.7747982040798
2002-07-05,342.005895018174
2002-07-08,339.906066263843
2002-07-09,339.3086618107526
2002-07-10,336.5368562199175
2002-07-11,325.40075846055583
2002-07-12,322.9063810265255
2002-07-15,316.46905915122215
2002-07-16,314.58348466039496
2002-07-17,316.2820288533144
2002-07-18,316.10824538452573
2002-07-19,312.7273132990817
2002-07-22,304.82215597065635
2002-07-23,305.31633512886947
2002-07-24,297.3142448903813
2002-07-25,300.74283475092545
2002-07-26,301.0412131724948
2002-07-29,292.4811915690345
2002-07-30,314.42978273114835
2002-07-31,314.5588242156239
2002-08-01,316.58868241682825
2002-08-02,316.39207795866787
2002-08-05,313.0534476917557
2002-08-06,313.16358151247704
2002-08-07,315.9598283609936
2002-08-08,316.3778345962142
2002-08-09,315.6154385805696
2002-08-12,311.54827597743537
2002-08-13,307.40177490253836
2002-08-14,306.626363629583
2002-08-15,306.9161953865528
2002-08-16,309.2539305813696
2002-08-19,304.7640883324945
2002-08-20,305.69421550057285
2002-08-21,308.69046708582465
2002-08-22,317.4109261087107
2002-08-23,327.3808945354812
2002-08-26,333.72980266855006
2002-08-27,331.7772697556477
2002-08-28,327.1008921427915
2002-08-29,333.7559518470976
2002-08-30,331.5207178692675
2002-09-02,324.33073105823416
2002-09-03,314.7370822732275
2002-09-04,318.75701643826227
2002-09-05,321.7551296274524
2002-09-06,329.34154173141354
2002-09-09,326.1134552203725
2002-09-10,334.1239199894691
2002-09-11,335.0336873195073
2002-09-12,330.7040480368482
2002-09-13,330.9231889827713
2002-09-16,320.06121643251385
2002-09-17,331.14177300862343
2002-09-18,329.98032560557283
2002-09-19,324.90524597113733
2002-09-20,324.83965310353346
2002-09-23,322.0545167958002
2002-09-24,321.78261664060466
2002-09-25,318.8320515543054
2002-09-26,316.7673238981303
2002-09-27,310.11622149290645
2002-09-30,320.19908029222756
2002-10-01,314.3700507442439
2002-10-02,314.55871504890973
2002-10-03,314.0017678472107
2002-10-04,314.10880526603285
2002-10-07,312.6668249830308
2002-10-08,311.65204857484275
2002-10-09,310.426057064544
2002-10-10,308.898821339955
2002-10-11,310.3117402693246
2002-10-14,310.80590892658233
2002-10-15,313.2659610507489
2002-10-16,311.1718833712137
2002-10-17,311.2370449491344
2002-10-18,313.4508094457788
2002-10-21,320.89949479930067
2002-10-22,322.54591809191885
2002-10-23,323.4491805639037
2002-10-24,323.46952001559237
2002-10-25,321.8034823443738
2002-10-28,323.7726644419714
2002-10-29,323.3778807155064
2002-10-30,322.99401052995626
2002-10-31,322.6112406597711
2002-11-01,322.5477303565173
2002-11-04,325.0619292042502
2002-11-05,320.6410247109606
2002-11-06,322.92283349662875
2002-11-07,324.1987345516148
2002-11-08,327.10293143810003
2002-11-11,326.5783264685672
2002-11-12,325.8165061809012
2002-11-13,327.28252713751124
2002-11-14,329.54086062448687
2002-11-15,329.87925500301714
2002-11-18,332.40419484823315
2002-11-19,333.5101546744813
2002-11-20,331.76668217867
2002-11-21,331.91171574066675
2002-11-22,333.51195807419816
2002-11-25,337.55655453493415
2002-11-26,338.30258199994154
2002-11-27,342.50766089791915
2002-11-28,344.1199159778882
2002-11-29,347.1791078347783
2002-12-02,342.25826776309054
2002-12-03,336.04629415809336
2002-12-04,335.3045844199314
2002-12-05,340.4383682663031
2002-12-06,339.4215090913014
2002-12-09,335.69576467135613
2002-12-10,338.732695238596
2002-12-11,340.1678014876387
2002-12-12,340.360628836009
2002-12-13,336.0069508791036
2002-12-16,336.28559658934864
2002-12-17,336.305409192822
2002-12-18,336.77685036116117
2002-12-19,334.9899959499128
2002-12-20,336.8372681961121
2002-12-23,337.7255028830929
2002-12-24,339.50365564011435
2002-12-25,339.50365564011435
2002-12-26,339.7901732669199
2002-12-27,336.1802105521505
2002-12-30,338.432577289315
2002-12-31,338.3218739415756
2003-01-01,338.3218739415756
2003-01-02,338.74803321384854
2003-01-03,341.2279605100113
2003-01-06,338.6018000510387
2003-01-07,334.8467646271857
2003-01-08,334.23679131159076
2003-01-09,334.6327545836149
2003-01-10,336.6058381105036
2003-01-13,333.5702059455281
2003-01-14,335.6462575280868
2003-01-15,336.25880920603674
2003-01-16,337.4375816795005
2003-01-17,334.5444168196572
2003-01-20,334.05866608135864
2003-01-21,334.8840800886763
2003-01-22,333.5141718577233
2003-01-23,334.66645332450537
2003-01-24,335.28233724967686
2003-01-27,329.647705073351
2003-01-28,329.7532881289983
2003-01-29,328.8633166996821
2003-01-30,328.64365175827
2003-01-31,328.48474974110275
2003-02-03,329.95009069206577
2003-02-04,329.2092586299892
2003-02-05,329.6486696762612
2003-02-06,328.5416982058001
2003-02-07,328.84660504811734
2003-02-10,327.4238986771753
2003-02-11,325.9640999164663
2003-02-12,326.15330708124833
2003-02-13,325.4328212666596
2003-02-14,325.36688476306654
2003-02-17,326.25680461569596
2003-02-18,325.42681647088983
2003-02-19,325.8818461930773
2003-02-20,324.64803711395956
2003-02-21,324.5310791223926
2003-02-24,321.61623550530317
2003-02-25,319.6256734883815
2003-02-26,317.67177874993627
2003-02-27,315.1349599321342
2003-02-28,316.3997536181303
2003-03-03,318.4093318955553
2003-03-04,318.612559963362
2003-03-05,316.34501595946733
2003-03-06,313.64225201621014
2003-03-07,310.0514817711251
2003-03-10,309.1054838747318
2003-03-11,305.3786647757726
2003-03-12,304.95004797613035
2003-03-13,307.39186593019656
2003-03-14,311.01349566333715
2003-03-17,305.87222844734197
2003-03-18,310.68840180773765
2003-03-19,308.85536790161694
2003-03-20,311.06381599491675
2003-03-21,314.2956223368464
2003-03-24,313.1757427083043
2003-03-25,311.4584476379575
2003-03-26,313.5874330092711
2003-03-27,316.5904704212726
2003-03-28,315.4760402857076
2003-03-31,312.72277210237536
2003-04-01,310.5189652028732
2003-04-02,311.4971621833696
2003-04-03,313.3693996581842
2003-04-04,312.5115488180953
2003-04-07,318.3512994378862
2003-04-08,319.91192828969594
2003-04-09,318.99722397294386
2003-04-10,315.11027520563226
2003-04-11,320.35881991340307
2003-04-14,325.55046841635897
2003-04-15,327.91946245195265
2003-04-16,327.65960112512073
2003-04-17,327.9222959054696
2003-04-18,326.212658236432
2003-04-21,326.0502818793967
2003-04-22,326.2756479247028
2003-04-23,327.95757143825307
2003-04-24,326.4497120622039
2003-04-25,326.45594346998956
2003-04-28,322.8916483255546
2003-04-29,325.1452237152452
2003-04-30,330.6626482735514
2003-05-01,330.5573718050124
2003-05-02,329.83518517426177
2003-05-05,330.4590221232613
2003-05-06,332.3167128534061
2003-05-07,333.8708652163006
2003-05-08,328.8042055454341
2003-05-09,330.4680055605662
2003-05-12,327.10686747613425
2003-05-13,327.41151716053383
2003-05-14,324.290448637272
2003-05-15,325.7896838460609
2003-05-16,327.0940492659864
2003-05-19,325.74684468832675
2003-05-20,326.49996022096343
2003-05-21,327.4118286735055
2003-05-22,328.64463723574517
2003-05-23,327.271524635961
2003-05-26,326.77672403009643
2003-05-27,326.1055400870949
2003-05-28,327.4587587052579
2003-05-29,331.1363008860242
2003-05-30,330.5861147608409
2003-06-02,331.41041120220257
2003-06-03,329.06879027386606
2003-06-04,329.5365180452442
2003-06-05,326.9293637331986
2003-06-06,328.2216981407495
2003-06-09,327.0817463767909
2003-06-10,326.8731421443834
2003-06-11,327.6709734076642
2003-06-12,327.36598707528395
2003-06-13,326.6323949327418
2003-06-16,329.1258432455088
2003-06-17,332.53644871597004
2003-06-18,332.54459084540184
2003-06-19,332.67139000376955
2003-06-20,331.5346110876307
2003-06-23,333.1057597875713
2003-06-24,328.67275253365693
2003-06-25,329.1353390120004
2003-06-26,328.9779136813709
2003-06-27,331.8364206578101
2003-06-30,329.74055904181154
2003-07-01,329.4704576465941
2003-07-02,329.1176052463308
2003-07-03,330.0160876238238
2003-07-04,333.57015542955264
2003-07-07,337.71400232089513
2003-07-08,339.7012753838652
2003-07-09,339.4666623912199
2003-07-10,341.15594305539486
2003-07-11,344.1165740960831
2003-07-14,349.3334188685654
2003-07-15,349.77531493965864
2003-07-16,344.88365074974666
2003-07-17,341.90738526784224
2003-07-18,341.8841922370638
2003-07-21,341.0023309473878
2003-07-22,343.7346163763166
2003-07-23,343.6090076930023
2003-07-24,342.47969107958346
2003-07-25,343.52454339449775
2003-07-28,344.0066221772606
2003-07-29,344.61789279999806
2003-07-30,343.73753188726056
2003-07-31,344.3080697205525
2003-08-01,344.3379195163611
2003-08-04,345.9956058040796
2003-08-05,346.839879654532
2003-08-06,342.45204144813994
2003-08-07,342.03710154936243
2003-08-08,346.90062765903474
2003-08-11,346.18060127149073
2003-08-12,345.46129007849544
2003-08-13,348.53924086515025
2003-08-14,349.08336717400624
2003-08-15,348.1711851897096
2003-08-18,349.25169990371256
2003-08-19,349.626074678674
2003-08-20,343.2539179184909
2003-08-21,353.91287555414743
2003-08-22,360.76382974944164
2003-08-25,359.5355042881186
2003-08-26,354.7431220548443
2003-08-27,350.4779471481362
2003-08-28,353.9982838623699
2003-08-29,352.7932682513852
2003-09-01,350.77087765666175
2003-09-02,355.29366938156977
2003-09-03,365.35652830706323
2003-09-04,364.980085180706
2003-09-05,366.034374801064
2003-09-08,368.07916687658906
2003-09-09,368.9403021900365
2003-09-10,367.91742061382206
2003-09-11,363.34546055825786
2003-09-12,361.8507004904869
2003-09-15,365.25887911655707
2003-09-16,366.9934782536839
2003-09-17,367.6529639716678
2003-09-18,364.66959845491766
2003-09-19,362.0648565755105
2003-09-22,360.1809246877155
2003-09-23,353.8637782694361
2003-09-24,355.03304901419136
2003-09-25,355.87460163081056
2003-09-26,358.40126929825414
2003-09-29,358.5347572343231
2003-09-30,359.1013958874712
2003-10-01,358.41302210388386
2003-10-02,356.30692152955356
2003-10-03,356.2970583922752
2003-10-06,353.50529061022326
2003-10-07,361.0624978043078
2003-10-08,361.89777879644515
2003-10-09,358.7302705317836
2003-10-10,359.58839425500145
2003-10-13,364.4019507304097
2003-10-14,362.61957127763685
2003-10-15,363.1933467018511
2003-10-16,361.6408148930103
2003-10-17,359.8904877191143
2003-10-20,362.85846237851354
2003-10-21,366.3233464297671
2003-10-22,364.1904987467634
2003-10-23,365.07168681185044
2003-10-24,365.1606040315716
2003-10-27,363.9177001807508
2003-10-28,366.0626909741474
2003-10-29,367.2158430292677
2003-10-30,366.58167586363624
2003-10-31,366.50772539962986
2003-11-03,368.92617551894904
2003-11-04,369.410566412782
2003-11-05,370.0540380515747
2003-11-06,371.0763865852514
2003-11-07,373.4767381158907
2003-11-10,374.0666910125633
2003-11-11,372.4219424924788
2003-11-12,374.2393646360879
2003-11-13,373.6083021338982
2003-11-14,375.88851477540317
2003-11-17,377.58180054607203
2003-11-18,374.90844584981176
