Date,FM ex GCC
2002-05-31,311.16430965006396
2002-06-03,310.32081022396113
2002-06-04,313.97872004904144
2002-06-05,315.384704856196
2002-06-06,314.66611129456015
2002-06-07,316.62406991710384
2002-06-10,321.7299328829886
2002-06-11,323.59796319825654
2002-06-12,322.68633060388606
2002-06-13,325.13289212066326
2002-06-14,329.55315224506876
2002-06-17,326.92395648421535
2002-06-18,324.92352460786316
2002-06-19,320.07301222099346
2002-06-20,314.9053895529007
2002-06-21,313.67647916760194
2002-06-24,308.77156630177143
2002-06-25,311.9624568999541
2002-06-26,307.8864804889993
2002-06-27,307.6597041306054
2002-06-28,308.5728474834093
2002-07-01,307.3044357250694
2002-07-02,306.5507325732876
2002-07-03,309.58285007251936
2002-07-04,312.34265166354265
2002-07-05,315.23428827978125
2002-07-08,310.7477466053404
2002-07-09,311.3806121076156
2002-07-10,309.34895449076043
2002-07-11,303.2698269378277
2002-07-12,300.25188111955003
2002-07-15,294.9861204370763
2002-07-16,291.7968089842142
2002-07-17,293.40479481022857
2002-07-18,292.96419248120475
2002-07-19,291.2682033727402
2002-07-22,285.07879861385817
2002-07-23,287.87248745506116
2002-07-24,284.9013980546339
2002-07-25,286.99101995644423
2002-07-26,290.8156452318658
2002-07-29,284.72961071064117
2002-07-30,291.18346224667425
2002-07-31,292.39305415414685
2002-08-01,296.0318566476382
2002-08-02,300.0714461003478
2002-08-05,298.7389886806674
2002-08-06,303.2350379082398
2002-08-07,302.6954339108224
2002-08-08,302.32514058914535
2002-08-09,301.22199747895957
2002-08-12,299.24439383591465
2002-08-13,294.2709112475372
2002-08-14,290.9851062370165
2002-08-15,294.1333803115333
2002-08-16,293.11108594299935
2002-08-19,292.82748527002934
2002-08-20,291.7598867247917
2002-08-21,291.5312113074265
2002-08-22,298.77542276032096
2002-08-23,304.1320543149531
2002-08-26,308.7902200112785
2002-08-27,306.0363754200145
2002-08-28,302.4017005537636
2002-08-29,304.54909654183587
2002-08-30,303.48244909791987
2002-09-02,299.6182234441254
2002-09-03,295.1010246935713
2002-09-04,303.1058000892854
2002-09-05,304.6851168121515
2002-09-06,304.89263238039365
2002-09-09,305.1332762321171
2002-09-10,307.58802306528383
2002-09-11,307.55495990538617
2002-09-12,302.9570620456822
2002-09-13,303.35656751015387
2002-09-16,299.04590285155666
2002-09-17,303.0828556946776
2002-09-18,299.9145822371129
2002-09-19,297.7281599806569
2002-09-20,297.09441457260783
2002-09-23,294.43391482650003
2002-09-24,295.16436372876353
2002-09-25,293.684348194943
2002-09-26,293.0267375904875
2002-09-27,292.24942731964626
2002-09-30,293.0046013813826
2002-10-01,289.9136959211068
2002-10-02,290.05136689634423
2002-10-03,290.74702809174346
2002-10-04,293.1223071572849
2002-10-07,290.72785332517225
2002-10-08,291.558545913086
2002-10-09,288.9189944947185
2002-10-10,288.6707186073787
2002-10-11,290.7430638842624
2002-10-14,290.6386850016624
2002-10-15,291.1994390687314
2002-10-16,290.05764652749184
2002-10-17,291.9874541118204
2002-10-18,294.078819391796
2002-10-21,296.2890634346719
2002-10-22,295.68905612067675
2002-10-23,295.07144554085215
