Date,FM GCC COUNTRIES
2014-06-02,999.8469648025449
2014-06-03,1003.9443698983396
2014-06-04,1003.4596841179334
2014-06-05,1001.8305468973873
2014-06-06,1000.2122524513093
2014-06-09,994.0175637758556
2014-06-10,1001.1552135689052
2014-06-11,999.6837598905623
2014-06-12,995.0759586731051
2014-06-13,996.3358919995558
2014-06-16,982.1407085658221
2014-06-17,976.5341790095537
2014-06-18,968.2321216251472
2014-06-19,964.4610495746876
2014-06-20,967.5025794529591
2014-06-23,962.0658268784001
2014-06-24,958.2988336358925
2014-06-25,968.1395529972086
2014-06-26,959.0310389622108
2014-06-27,955.9934781928646
2014-06-30,952.6259242727156
2014-07-01,956.841649212388
2014-07-02,976.5607634109422
2014-07-03,971.384058717974
2014-07-04,972.8852041468558
2014-07-07,963.3811946718864
2014-07-08,970.5955859110727
2014-07-09,970.3511867276464
2014-07-10,982.0061047502365
2014-07-11,982.0101544455997
2014-07-14,987.9292803028233
2014-07-15,984.245303827635
2014-07-16,990.6997138748911
2014-07-17,983.8222731300065
2014-07-18,984.4412811851975
2014-07-21,988.0073332178504
2014-07-22,996.2322000976746
2014-07-23,992.7243138112298
2014-07-24,993.1497779218624
2014-07-25,995.2434214616939
2014-07-28,993.6625343921527
2014-07-29,994.9217463382931
2014-07-30,996.4859773884589
2014-07-31,996.9001603835942
2014-08-01,993.5461082830104
2014-08-04,1008.6672287079582
2014-08-05,1015.692965295347
2014-08-06,1013.0729292200433
2014-08-07,1023.343739642211
2014-08-08,1019.1173475447856
2014-08-11,1014.9806755390306
2014-08-12,1017.299638293338
2014-08-13,1021.7340193482011
2014-08-14,1022.8682756295362
2014-08-15,1022.6771995861172
2014-08-18,1020.6673627717165
2014-08-19,1028.2281301130479
2014-08-20,1037.2939811196009
2014-08-21,1034.0089640999456
2014-08-22,1037.8891018460654
2014-08-25,1027.8196670294535
2014-08-26,1028.8354986190573
2014-08-27,1029.379991390912
2014-08-28,1027.2347008917304
2014-08-29,1027.5076527178098
2014-09-01,1031.4931613246733
2014-09-02,1036.6175596733883
2014-09-03,1039.2956994210992
2014-09-04,1050.9417358540327
2014-09-05,1051.5905404137297
2014-09-08,1050.418609325133
2014-09-09,1054.5201081399143
2014-09-10,1055.8190084913379
2014-09-11,1049.428872809837
2014-09-12,1049.3780037289278
2014-09-15,1051.3970765340473
2014-09-16,1054.8083560287153
2014-09-17,1058.4424921852096
2014-09-18,1059.3329990526265
2014-09-19,1064.8627813360727
2014-09-22,1069.9345994002506
2014-09-23,1062.7211757960304
2014-09-24,1066.2604538298413
2014-09-25,1072.8825173256128
2014-09-26,1076.4823835336524
2014-09-29,1070.1583271087977
2014-09-30,1072.9241015767432
