Date,FM EMEA
2002-05-31,377.6711264100118
2002-06-03,383.81854454624107
2002-06-04,381.4663404559284
2002-06-05,384.1356933375984
2002-06-06,382.3751999626624
2002-06-07,382.97431886832425
2002-06-10,384.63637859400893
2002-06-11,384.9871114304768
2002-06-12,381.78954523147945
2002-06-13,382.92652728891295
2002-06-14,383.6714249267719
2002-06-17,382.4199021017154
2002-06-18,381.2136177535458
2002-06-19,377.2817039006452
2002-06-20,373.23561480957903
2002-06-21,371.81487134226506
2002-06-24,369.10409148890517
2002-06-25,370.8229416391186
2002-06-26,364.6564505442485
2002-06-27,366.1918944094059
2002-06-28,365.4372638767013
2002-07-01,366.06715617895173
2002-07-02,367.8171609039171
2002-07-03,370.42302295591145
2002-07-04,371.3171723253585
2002-07-05,373.76805929316987
2002-07-08,372.03353471961975
2002-07-09,371.4849346800393
2002-07-10,372.9754466839529
2002-07-11,370.60831773929885
2002-07-12,369.74344862584195
2002-07-15,363.1061422570867
2002-07-16,359.5558949860076
2002-07-17,361.4102691360048
2002-07-18,360.4725166616032
2002-07-19,358.43215800588695
2002-07-22,358.63311877142195
2002-07-23,362.1282773085991
2002-07-24,357.8150035905536
2002-07-25,356.9642895311965
2002-07-26,361.6220219785064
2002-07-29,359.95643010834794
2002-07-30,360.66918239400496
2002-07-31,362.4940245329181
2002-08-01,363.1946017229963
2002-08-02,364.1950615325048
2002-08-05,365.0650497931116
2002-08-06,370.1181587758399
2002-08-07,368.73665498861874
2002-08-08,369.1860421755287
2002-08-09,367.8924805978108
2002-08-12,365.32858734059107
2002-08-13,365.0688257344494
2002-08-14,361.6977693061071
2002-08-15,364.56431407611825
2002-08-16,362.86884780531307
2002-08-19,365.5799377882671
2002-08-20,363.8003556819344
2002-08-21,363.1432307752462
2002-08-22,369.4562472020787
2002-08-23,371.02189648760526
2002-08-26,375.25782724334044
2002-08-27,375.8778133975215
2002-08-28,374.4425315643244
2002-08-29,374.14836220058015
2002-08-30,374.69092509580025
2002-09-02,372.3743483345553
2002-09-03,366.59807158503054
2002-09-04,369.8422597300553
2002-09-05,371.13261734187
2002-09-06,370.9765030912879
2002-09-09,370.5671249175099
2002-09-10,370.3761398341099
2002-09-11,372.92444393580183
2002-09-12,369.80042765565105
2002-09-13,369.0999890559684
2002-09-16,368.0403537879899
2002-09-17,371.21113075693745
2002-09-18,369.9602583098329
2002-09-19,367.1038999454593
2002-09-20,366.41460900058905
2002-09-23,364.20096957170455
2002-09-24,365.1586519092381
2002-09-25,364.63877990584655
2002-09-26,363.76778483377234
2002-09-27,363.8638306787209
2002-09-30,359.1590150080159
2002-10-01,353.960087698036
2002-10-02,354.60511472141224
2002-10-03,354.1765458482067
2002-10-04,356.41303955531725
2002-10-07,357.8736993528299
2002-10-08,360.6194507073013
2002-10-09,358.8510429890038
2002-10-10,359.44283633969997
2002-10-11,359.83758272867925
2002-10-14,359.9190204516429
2002-10-15,360.7767854591142
2002-10-16,361.2590060654383
2002-10-17,364.203417649193
2002-10-18,364.9858475892586
2002-10-21,368.40996958380674
2002-10-22,365.68142988780227
2002-10-23,366.68502127093785
2002-10-24,366.66502906976086
2002-10-25,366.7645755443096
2002-10-28,363.087017483053
2002-10-29,362.92256988357303
2002-10-30,363.2277994226883
2002-10-31,361.4223209946936
2002-11-01,359.98724266259023
2002-11-04,363.8258973842241
2002-11-05,362.66110906079297
2002-11-06,362.4204627896052
2002-11-07,360.4267436081524
2002-11-08,360.0632560372761
2002-11-11,364.08776550927075
2002-11-12,364.48163060216586
2002-11-13,364.5989792068492
2002-11-14,366.0073146356904
2002-11-15,365.81612438581294
