Date,NEXT 11 ex IRAN
2002-05-31,1000.0
2002-06-03,1007.0978275841687
2002-06-04,1007.9467659830358
2002-06-05,1012.2100485024662
2002-06-06,996.3905739612939
2002-06-07,985.0955167750327
2002-06-10,998.2813224829971
2002-06-11,1007.3923693841673
2002-06-12,999.7582842965613
2002-06-13,1000.9349016975964
2002-06-14,996.2085830509951
2002-06-17,996.0448194495859
2002-06-18,990.5331189123922
2002-06-19,954.0930892389807
2002-06-20,939.4150805325697
2002-06-21,931.1528710747222
2002-06-24,914.870793514088
2002-06-25,917.3624458210971
2002-06-26,846.5739205317285
2002-06-27,871.8217590629503
2002-06-28,895.1920912870461
2002-07-01,892.3412922484036
2002-07-02,889.7792550596898
2002-07-03,896.8802973902224
2002-07-04,919.4403556210342
2002-07-05,945.3698336051792
2002-07-08,935.9913099601087
2002-07-09,945.6728558654164
2002-07-10,937.9780534789618
2002-07-11,909.6043809447226
2002-07-12,936.9813321500648
2002-07-15,914.9095638379612
2002-07-16,902.6406765892476
2002-07-17,911.3823892678421
2002-07-18,913.9013479332077
2002-07-19,889.0429074630664
2002-07-22,866.0292470572231
2002-07-23,887.8034716713058
2002-07-24,867.6123335578218
2002-07-25,860.4263266213766
2002-07-26,831.5249575715466
2002-07-29,846.6067323730216
2002-07-30,860.6440252912079
2002-07-31,865.1001404636255
2002-08-01,847.2299087088403
2002-08-02,832.2571835349048
2002-08-05,797.1527334075511
2002-08-06,813.1126667414303
2002-08-07,822.517400233279
2002-08-08,833.0164036800786
2002-08-09,834.2673857619066
2002-08-12,832.9764276677445
2002-08-13,843.6201163203376
2002-08-14,850.2497834835679
2002-08-15,859.5624034116978
2002-08-16,864.4840621920656
2002-08-19,870.5320606094658
2002-08-20,888.5449225208554
2002-08-21,894.184927791613
2002-08-22,897.7946407568552
2002-08-23,884.9275227069239
2002-08-26,882.2085033133694
2002-08-27,863.8520570444068
2002-08-28,857.2738267032627
2002-08-29,856.5011607695988
2002-08-30,871.484396133159
2002-09-02,879.7423981324196
2002-09-03,855.6927858584557
2002-09-04,843.5402695680287
2002-09-05,842.2159493181338
2002-09-06,839.6082043207197
2002-09-09,837.5677317492845
2002-09-10,860.9085998589625
2002-09-11,871.8515538025097
2002-09-12,877.9759123511593
2002-09-13,853.8230806790837
2002-09-16,838.1330321884193
2002-09-17,860.4141633917563
2002-09-18,833.3516664902546
2002-09-19,820.9568437864655
2002-09-20,821.4039985676188
2002-09-23,790.0114204341719
2002-09-24,783.2505832388359
2002-09-25,772.6721084328861
2002-09-26,783.5612516815318
2002-09-27,779.2417827463507
2002-09-30,753.012652258634
2002-10-01,765.9536238052443
2002-10-02,761.1783787861802
2002-10-03,761.0141026118639
2002-10-04,767.0235689931694
2002-10-07,740.5512595970042
2002-10-08,747.9788858378241
2002-10-09,726.8809424912363
2002-10-10,692.9798713715091
2002-10-11,696.9365182172392
2002-10-14,717.402066802877
2002-10-15,740.6647354299545
2002-10-16,751.6193530378036
2002-10-17,772.6445864826894
2002-10-18,795.6669606781172
2002-10-21,782.0373614971702
2002-10-22,764.6971089474858
2002-10-23,784.9649313163251
2002-10-24,785.7095519642284
2002-10-25,785.1502098931514
2002-10-28,802.3219324053326
2002-10-29,794.573064560298
2002-10-30,780.1420867294556
2002-10-31,785.919511894423
2002-11-01,770.3613393256504
2002-11-04,802.0146603013923
2002-11-05,792.9995628814231
2002-11-06,809.7944849236641
2002-11-07,803.807149316789
2002-11-08,797.5122230102867
2002-11-11,782.0759839685013
2002-11-12,774.3715498281373
2002-11-13,777.9280955162434
2002-11-14,777.4233889807545
2002-11-15,797.0344112236045
2002-11-18,787.6994703036969
2002-11-19,784.6303095077475
2002-11-20,796.3197312172246
2002-11-21,818.1298452766382
2002-11-22,822.012600388189
2002-11-25,840.4609445179968
2002-11-26,840.4645165187612
2002-11-27,854.1895286044933
2002-11-28,859.0078861966674
2002-11-29,869.6359484486586
