Date,AUSTRALIA ESG LEADERS
2007-09-28,1000.0
2007-10-01,1004.9846175677479
2007-10-02,1017.4649505980213
2007-10-03,1027.66534356032
2007-10-04,1018.0192134639234
2007-10-05,1033.184420956506
2007-10-08,1042.3720918429292
2007-10-09,1051.0312112246058
2007-10-10,1053.2683525682396
2007-10-11,1056.017693418075
2007-10-12,1054.3180201919572
2007-10-15,1044.4861300766247
2007-10-16,1016.2762843231991
2007-10-17,1021.0759207089121
2007-10-18,1030.1080808174204
2007-10-19,1020.9170234773245
2007-10-22,998.2482262619611
2007-10-23,1025.1618888249532
2007-10-24,1028.6788380082555
2007-10-25,1032.5126427923658
2007-10-26,1049.3809335273359
2007-10-29,1064.6418175623696
2007-10-30,1055.2040025692907
2007-10-31,1066.4121725750224
2007-11-01,1067.4634850889565
2007-11-02,1045.9284465252422
2007-11-05,1034.1319019046553
2007-11-06,1039.052499724616
2007-11-07,1051.0394351108143
2007-11-08,1016.4537689827026
2007-11-09,1003.0979501132774
2007-11-12,960.3002666845495
2007-11-13,981.9341382227567
2007-11-14,1002.6068925797803
2007-11-15,985.4011674297979
2007-11-16,971.0637754350934
2007-11-19,977.0318764721293
2007-11-20,958.5537304148784
2007-11-21,922.2731938692905
2007-11-22,917.4951420104857
2007-11-23,917.4505769068412
2007-11-26,935.359748423027
2007-11-27,928.2522412438337
2007-11-28,937.2343866685164
2007-11-29,941.3535023767492
2007-11-30,963.6975407699147
2007-12-03,962.9984807456508
2007-12-04,948.2593504165466
2007-12-05,949.2578086412569
2007-12-06,965.5165274784852
2007-12-07,980.2435669193231
2007-12-10,975.8124010911047
2007-12-11,986.7645168760966
2007-12-12,982.6728225494342
2007-12-13,976.2573964593772
2007-12-14,961.5166362257576
2007-12-17,937.0176563291406
2007-12-18,937.0956047347844
2007-12-19,925.6405442407134
2007-12-20,921.0573747052459
2007-12-21,941.8335994385286
2007-12-24,949.9428109261158
2007-12-25,949.9428109261158
2007-12-26,946.0031697267772
2007-12-27,947.422425030635
2007-12-28,941.9973972592315
2007-12-31,949.7193586880135
2008-01-01,949.7193586880135
2008-01-02,946.800805637546
2008-01-03,940.842788241791
2008-01-04,929.807535018286
2008-01-07,907.085959792059
2008-01-08,920.35340116195
2008-01-09,915.4028514279622
2008-01-10,915.163501614687
2008-01-11,906.6674349488524
2008-01-14,906.4398526920534
2008-01-15,898.8662010198973
2008-01-16,873.3468785980665
2008-01-17,881.776214577606
2008-01-18,885.2700939114372
2008-01-21,854.5824700086587
2008-01-22,798.9050813885409
2008-01-23,825.8710048713732
2008-01-24,846.8750853517552
2008-01-25,895.41132660833
2008-01-28,891.1434995633324
2008-01-29,874.6561733982189
2008-01-30,854.2062180170623
2008-01-31,857.6544230747373
2008-02-01,890.5307130020984
2008-02-04,895.6220425936635
2008-02-05,881.9339358585033
2008-02-06,858.6132413333339
2008-02-07,857.8380509779349
2008-02-08,877.9231416765563
2008-02-11,861.5449497977341
2008-02-12,865.8963781793874
2008-02-13,828.7949972063848
2008-02-14,854.7263735017907
2008-02-15,838.6194778599846
2008-02-18,833.1016473011247
2008-02-19,848.8496458780584
2008-02-20,830.4786672229428
2008-02-21,837.2931553820699
2008-02-22,825.3234448984894
2008-02-25,846.9418075548024
2008-02-26,863.39419942212
2008-02-27,878.313728072714
2008-02-28,857.5829644862577
2008-02-29,829.5260563067341
2008-03-03,806.9666649170401
2008-03-04,795.6442693828534
2008-03-05,796.275007428368
2008-03-06,797.4259442467969
2008-03-07,769.8921954054922
2008-03-10,751.9689027278057
2008-03-11,761.9163283608468
2008-03-12,781.660038401697
2008-03-13,764.1092503799483
2008-03-14,766.0035020622149
2008-03-17,723.1856593035375
2008-03-18,738.0082394129992
2008-03-19,775.3440958673672
2008-03-20,750.4964655156463
2008-03-21,750.4964655156463
2008-03-24,760.2940156218226
2008-03-25,788.1352977861892
2008-03-26,793.4957512807529
2008-03-27,788.2990286097528
2008-03-28,781.8680805966586
2008-03-31,770.6990474740321
2008-04-01,772.4602138556206
2008-04-02,806.4426453543646
2008-04-03,823.3026630093484
2008-04-04,821.6601110705428
2008-04-07,815.2732241711999
2008-04-08,806.5751994831639
2008-04-09,787.7103578052868
2008-04-10,778.4571398514416
2008-04-11,777.5873795487798
2008-04-14,757.3674862874944
2008-04-15,768.8702787246553
2008-04-16,781.9218286524159
2008-04-17,784.106304270993
2008-04-18,771.6179960162098
2008-04-21,805.6561286473813
2008-04-22,802.0398584523416
2008-04-23,821.7677990286631
2008-04-24,811.371653959439
2008-04-25,807.9634863679206
2008-04-28,822.1378969651217
2008-04-29,822.4577104893095
2008-04-30,835.4350706938179
2008-05-01,826.6461660246649
2008-05-02,854.5359257393687
2008-05-05,861.3374466339272
2008-05-06,851.0888041746755
2008-05-07,844.2823018119985
2008-05-08,859.06937185698
2008-05-09,863.4166913465489
2008-05-12,881.6612528045456
2008-05-13,871.8886498446187
2008-05-14,863.1997899188593
2008-05-15,866.7341926720507
2008-05-16,876.8947833986556
2008-05-19,880.2828704198539
2008-05-20,873.8880281357272
2008-05-21,859.7707458866813
2008-05-22,853.8126507669996
2008-05-23,842.2835794449635
2008-05-26,837.5454442198201
2008-05-27,842.8638958945971
2008-05-28,844.1825574809618
2008-05-29,851.5659296259967
2008-05-30,850.4758161145273
2008-06-02,845.3355522567442
2008-06-03,835.5879549183458
2008-06-04,845.7599982642541
2008-06-05,838.081539851311
2008-06-06,839.6872822660185
2008-06-09,832.7437271405478
2008-06-10,811.3533891843609
2008-06-11,817.0623888557686
2008-06-12,787.3431624437841
2008-06-13,804.1532162695627
2008-06-16,795.1929460018569
2008-06-17,799.4155623734669
2008-06-18,799.6322299544374
2008-06-19,791.2685362788487
2008-06-20,774.4462850626855
2008-06-23,780.9252059612579
2008-06-24,778.7784694171864
2008-06-25,778.6292214425346
2008-06-26,784.5390510537222
2008-06-27,779.5439322650482
2008-06-30,771.0781141890806
2008-07-01,746.5282421206375
2008-07-02,751.8269481142567
2008-07-03,753.8161198543172
2008-07-04,768.7509374258846
2008-07-07,749.222129594024
2008-07-08,734.7876453587277
2008-07-09,750.681976857614
2008-07-10,742.1365735988414
2008-07-11,743.1290399873977
2008-07-14,736.7354836816953
2008-07-15,721.0876393006765
2008-07-16,737.997197270453
2008-07-17,756.0951357151216
2008-07-18,749.0861094286264
2008-07-21,779.022401171431
2008-07-22,766.1097679901906
2008-07-23,787.6635841803944
2008-07-24,802.0876366173784
2008-07-25,760.269376818128
2008-07-28,733.348858868581
2008-07-29,719.5875605907179
2008-07-30,729.0996262042016
2008-07-31,728.8268788687793
2008-08-01,712.6639733574593
2008-08-04,712.1874977993019
2008-08-05,708.3221795232017
2008-08-06,732.7454598330496
2008-08-07,735.2754351949276
2008-08-08,736.5222314337057
2008-08-11,751.4772731913757
2008-08-12,747.1245809078332
2008-08-13,725.6894812883534
2008-08-14,721.7834256915274
2008-08-15,727.6207272653122
2008-08-18,731.330807845293
2008-08-19,714.9001587037269
2008-08-20,717.0338275113406
2008-08-21,705.559994335255
2008-08-22,708.2898309071913
2008-08-25,722.6629812375004
2008-08-26,717.5782058663642
2008-08-27,716.7233249842598
2008-08-28,729.6698182299017
2008-08-29,740.7633418058128
2008-09-01,736.1924798111357
2008-09-02,735.526008574419
2008-09-03,728.691156652561
2008-09-04,722.1069312687822
2008-09-05,689.4419756623023
2008-09-08,740.2457760061128
2008-09-09,723.2332499083705
2008-09-10,720.4808243017023
2008-09-11,698.4731473289083
2008-09-12,716.7618179041899
2008-09-15,695.4710331390145
2008-09-16,671.0175387512143
2008-09-17,661.3564416370556
2008-09-18,647.9358487618003
2008-09-19,704.5257581487115
2008-09-22,741.2554952250645
2008-09-23,719.4845913502703
2008-09-24,733.4602116595547
2008-09-25,726.9383407419479
2008-09-26,726.381554930716
2008-09-29,712.1501063174402
2008-09-30,681.641177056398
2008-10-01,716.1442476100074
2008-10-02,711.3828250079091
2008-10-03,710.4616219152826
2008-10-06,644.3113492472842
2008-10-07,651.8186367073197
2008-10-08,573.9971344154332
2008-10-09,596.1924970282604
2008-10-10,513.6247252789761
2008-10-13,557.3406157748274
2008-10-14,600.4546395556337
2008-10-15,585.8385697499134
2008-10-16,546.1470614452047
2008-10-17,558.1922494584312
2008-10-20,596.4691013641213
2008-10-21,611.0458939071593
2008-10-22,597.5318347205254
2008-10-23,569.3546573526799
2008-10-24,520.7526862717332
2008-10-27,516.8346606153345
2008-10-28,526.2051468806674
2008-10-29,552.075548176969
2008-10-30,567.5628353551016
2008-10-31,565.5306484700053
2008-11-03,607.8692442411804
2008-11-04,619.7235114516324
2008-11-05,625.2696815570181
2008-11-06,596.8467833643351
2008-11-07,581.996670773953
2008-11-10,592.0262505120859
2008-11-11,552.566969151716
2008-11-12,543.6157351900885
2008-11-13,510.5412560010594
2008-11-14,522.2237735255085
2008-11-17,504.0323208039341
2008-11-18,487.955790208024
2008-11-19,490.5631125552981
2008-11-20,450.90367996135603
2008-11-21,461.67367482132676
2008-11-24,470.58244099243706
2008-11-25,489.54741102018426
2008-11-26,481.82390168398666
2008-11-27,494.6296285687541
2008-11-28,517.1562317150762
2008-12-01,505.5392433769138
2008-12-02,483.12129974267833
2008-12-03,488.3232610199967
2008-12-04,492.12054909118217
2008-12-05,480.3799766875548
2008-12-08,512.148665111764
2008-12-09,499.53314000195417
2008-12-10,491.9508951132845
2008-12-11,486.20335880835137
2008-12-12,464.43926178242094
2008-12-15,468.6093016083738
2008-12-16,466.31343425778647
2008-12-17,462.07919301297676
2008-12-18,462.9793377764777
2008-12-19,482.0253562818823
2008-12-22,471.5606456499732
2008-12-23,468.8628046078855
2008-12-24,474.1858076939702
2008-12-25,474.1858076939702
2008-12-26,470.35521442306776
2008-12-29,480.87352336393866
2008-12-30,482.84743662027984
2008-12-31,502.0384239613757
2009-01-01,502.0384239613757
2009-01-02,503.4260955227955
2009-01-05,511.54036030957064
2009-01-06,531.3944132920184
2009-01-07,520.3164182042808
2009-01-08,507.32989076638216
2009-01-09,515.4766376947683
2009-01-12,502.5696833234111
2009-01-13,493.99215966094107
2009-01-14,495.21111903672903
2009-01-15,478.2440297544328
2009-01-16,482.47776723530376
2009-01-19,489.155146036883
2009-01-20,473.5416526633379
2009-01-21,462.1715233807169
2009-01-22,468.02781477523314
2009-01-23,449.3404343237422
2009-01-26,443.28727817821886
2009-01-27,453.6877987863947
2009-01-28,467.56548448505396
2009-01-29,470.7481809294109
2009-01-30,467.16362635731707
2009-02-02,457.5584233295449
2009-02-03,470.1910090405524
2009-02-04,471.7492593335869
2009-02-05,467.06940394706135
2009-02-06,485.3834780170842
2009-02-09,487.3971865385371
2009-02-10,476.0662324346612
2009-02-11,468.8855746801966
2009-02-12,477.06039637134853
2009-02-13,490.69337206390054
2009-02-16,479.7931932166914
2009-02-17,472.54330650086575
2009-02-18,469.6862404454452
2009-02-19,478.13300353209274
2009-02-20,465.9875930822828
2009-02-23,460.5349745551539
2009-02-24,459.31343682824985
2009-02-25,462.323695861027
2009-02-26,470.9006591229907
2009-02-27,461.7311848103195
2009-03-02,448.5644284451124
2009-03-03,449.06851985258805
2009-03-04,445.73321286489164
2009-03-05,445.5337678436134
2009-03-06,436.35005535686645
2009-03-09,428.05920410078136
2009-03-10,442.1799050848959
2009-03-11,451.14872936075767
2009-03-12,446.0038636830835
2009-03-13,464.53359070769386
2009-03-16,467.6087446463021
2009-03-17,482.7719368582612
2009-03-18,479.6666437236706
2009-03-19,488.0357400731115
2009-03-20,487.7623272627198
2009-03-23,508.55132132481634
2009-03-24,513.4170884870432
2009-03-25,519.4243275873588
2009-03-26,525.3934256464507
2009-03-27,532.3813058181987
2009-03-30,519.5637712109138
2009-03-31,521.8863764481133
2009-04-01,524.5480053540776
2009-04-02,548.031785608266
2009-04-03,553.488243227265
2009-04-06,559.1717649755208
2009-04-07,560.8453809638844
2009-04-08,545.0605816898037
2009-04-09,558.0627374654466
2009-04-10,558.0627374654466
2009-04-13,561.2026714528528
2009-04-14,576.3353031323269
2009-04-15,571.7156372202195
2009-04-16,573.20612660045
2009-04-17,580.4461071805085
2009-04-20,574.6855986342566
2009-04-21,560.1925563075246
2009-04-22,558.7678826616309
2009-04-23,572.2856575090415
2009-04-24,566.1964281447376
2009-04-27,568.0850167465966
2009-04-28,555.1272447184658
2009-04-29,550.5976110429082
2009-04-30,569.6860160038499
2009-05-01,561.9924710940438
2009-05-04,585.5211677677986
2009-05-05,585.9658637792445
2009-05-06,589.1395639649611
2009-05-07,601.162763007316
2009-05-08,602.5619692342962
2009-05-11,597.2933586505112
2009-05-12,590.4738404748888
2009-05-13,585.1544834437765
2009-05-14,567.8826476757514
2009-05-15,573.1694210740877
2009-05-18,577.8016175489931
2009-05-19,595.9890756891016
2009-05-20,590.8263448756604
2009-05-21,581.224191662391
2009-05-22,578.2005133543296
2009-05-25,567.5862530094747
2009-05-26,575.9774295344711
2009-05-27,583.307147259442
2009-05-28,571.1880991612023
2009-05-29,585.7278041780039
2009-06-01,599.6342788156329
2009-06-02,607.9813521586365
2009-06-03,615.7359151658085
2009-06-04,603.6110790485423
2009-06-05,607.0808171520567
2009-06-08,601.7879207261058
2009-06-09,604.1961033297597
2009-06-10,623.678545914007
2009-06-11,631.0869306201981
2009-06-12,634.6312691967336
2009-06-15,626.4340662205718
2009-06-16,618.7824003968927
2009-06-17,603.4542207058779
2009-06-18,613.4655525420591
