Date,SWEDEN COUNTRY ESG LEADERS
2009-05-29,1000.0
2009-06-01,1056.703185833505
2009-06-02,1030.4607633519
2009-06-03,976.4357819671854
2009-06-04,978.4017335484637
2009-06-05,975.5135749207743
2009-06-08,981.2506929907933
2009-06-09,978.3983753184342
2009-06-10,1016.3499521697286
2009-06-11,1030.6286755849399
2009-06-12,1026.5092135068378
2009-06-15,994.0210255638606
2009-06-16,997.0583293144206
2009-06-17,958.8161455786668
2009-06-18,962.3835714925966
2009-06-19,961.0207265693834
2009-06-22,918.3870747319667
2009-06-23,912.056121240218
2009-06-24,966.5581891347503
2009-06-25,954.4046589343267
2009-06-26,981.0341117939804
2009-06-29,1012.6490492262786
2009-06-30,1000.920153890915
2009-07-01,1037.4763818128743
2009-07-02,994.6303966574808
2009-07-03,996.802731810453
2009-07-06,979.0575529845327
2009-07-07,971.8843948025392
2009-07-08,961.0374943150091
2009-07-09,968.0046050745141
2009-07-10,961.2852447327178
2009-07-13,978.9972406633739
2009-07-14,990.57142886419
2009-07-15,1032.6047766870358
2009-07-16,1028.895827096562
2009-07-17,1047.5527173245773
2009-07-20,1056.4325741615007
2009-07-21,1087.5397152220553
2009-07-22,1086.2895672867016
2009-07-23,1133.880658022015
2009-07-24,1150.1752365923883
2009-07-27,1133.2752191092613
2009-07-28,1130.6108708327704
2009-07-29,1144.106072646244
2009-07-30,1189.0032253181912
2009-07-31,1203.987689154707
2009-08-03,1241.1771610788421
2009-08-04,1205.3603342304898
2009-08-05,1200.181807654798
2009-08-06,1204.807092676511
2009-08-07,1243.2796819812102
2009-08-10,1222.077785465029
2009-08-11,1172.714641420509
2009-08-12,1213.09789036
2009-08-13,1232.8753274036612
2009-08-14,1214.9561052850713
2009-08-17,1179.8213839135637
2009-08-18,1209.6729542028706
2009-08-19,1199.7085025379788
2009-08-20,1233.4702277902732
2009-08-21,1297.7810399132875
2009-08-24,1309.0005275658618
2009-08-25,1299.717169445505
2009-08-26,1272.9962785453401
2009-08-27,1262.8308456854704
2009-08-28,1294.0419159623705
2009-08-31,1263.6668494912467
2009-09-01,1228.8052696612685
2009-09-02,1198.8573608875133
2009-09-03,1204.6310119870252
2009-09-04,1226.5211557553362
2009-09-07,1255.6209365524787
2009-09-08,1258.44504369679
2009-09-09,1287.2358714999311
2009-09-10,1271.30064085182
2009-09-11,1275.0100250808455
2009-09-14,1262.7169107722943
2009-09-15,1267.8647489773373
2009-09-16,1282.176922232648
2009-09-17,1295.600184601162
2009-09-18,1297.0939429065636
2009-09-21,1270.5414108462344
2009-09-22,1297.7846467205322
2009-09-23,1301.5041284493466
2009-09-24,1263.4400117437485
2009-09-25,1253.5406830917261
2009-09-28,1271.524578495913
2009-09-29,1251.7089235610263
2009-09-30,1244.741784606943
2009-10-01,1216.0445308841565
2009-10-02,1192.7881981317867
2009-10-05,1199.356605070309
2009-10-06,1236.0309296545727
2009-10-07,1213.1662224635018
2009-10-08,1230.8868061169676
2009-10-09,1236.8098337149013
2009-10-12,1248.478354580994
2009-10-13,1233.7075310407592
2009-10-14,1280.4628080931473
2009-10-15,1272.3846925561777
2009-10-16,1265.0539761068183
2009-10-19,1281.9663969574508
2009-10-20,1290.7703821852351
2009-10-21,1297.4433813359553
2009-10-22,1280.1355219201273
2009-10-23,1294.0012885978724
2009-10-26,1270.7620718636263
2009-10-27,1273.96316897717
2009-10-28,1256.6718679932403
2009-10-29,1286.6472181340282
2009-10-30,1285.8129052637269
2009-11-02,1272.3446801616933
2009-11-03,1237.4102115951391
2009-11-04,1269.8331733008392
2009-11-05,1292.1489658914472
2009-11-06,1285.0274931166764
2009-11-09,1332.809438472132
2009-11-10,1333.3629337053073
2009-11-11,1350.202575161642
2009-11-12,1355.5986364134171
2009-11-13,1356.6081496748275
2009-11-16,1370.3912618053866
2009-11-17,1346.8812708725886
2009-11-18,1349.3804173248193
2009-11-19,1322.941132538859
2009-11-20,1316.6281088120354
2009-11-23,1361.8809627061692
2009-11-24,1338.4893590476518
2009-11-25,1344.3236046895138
2009-11-26,1280.6460004916544
2009-11-27,1310.8389545738419
2009-11-30,1278.3417649555727
2009-12-01,1310.6099534124696
2009-12-02,1332.150434838416
2009-12-03,1329.066214235616
2009-12-04,1343.7336508362573
2009-12-07,1330.8558772885294
2009-12-08,1301.2491513487855
2009-12-09,1293.4332856770593
2009-12-10,1300.8693794195412
2009-12-11,1304.2827545696853
2009-12-14,1319.7425328990307
2009-12-15,1301.8675592577233
2009-12-16,1317.461566924281
2009-12-17,1292.831428192885
2009-12-18,1280.4419528906856
2009-12-21,1298.549045603181
2009-12-22,1312.7329089005493
2009-12-23,1314.4897562739234
2009-12-24,1307.6561890055139
2009-12-25,1307.6561890055139
2009-12-28,1325.9047413156443
2009-12-29,1333.227862615504
2009-12-30,1321.777878391939
2009-12-31,1324.1921091570346
2010-01-01,1324.1921091570346
2010-01-04,1351.6273331558932
2010-01-05,1347.4373708847909
2010-01-06,1347.9264725206833
2010-01-07,1343.03028674237
2010-01-08,1352.5645368609692
2010-01-11,1365.5753581085883
2010-01-12,1350.623033281116
2010-01-13,1359.5925099540827
2010-01-14,1365.8106131506058
2010-01-15,1350.3284775967886
2010-01-18,1359.9982698314122
2010-01-19,1359.3280647315491
2010-01-20,1329.2159203072029
2010-01-21,1322.2996651350409
2010-01-22,1307.1444330481584
2010-01-25,1298.664252641677
2010-01-26,1288.5961000287869
2010-01-27,1292.1084593487997
2010-01-28,1283.2654520743565
2010-01-29,1311.705755196254
2010-02-01,1344.6056975209544
2010-02-02,1354.25432067702
2010-02-03,1360.5614658374382
2010-02-04,1315.1548045417974
2010-02-05,1298.7430569356707
2010-02-08,1306.1771379509355
2010-02-09,1319.6938559297437
2010-02-10,1318.8542993566969
2010-02-11,1339.837669267606
2010-02-12,1325.4536536964597
2010-02-15,1321.925883739311
2010-02-16,1333.3123545649582
2010-02-17,1357.4990636628231
2010-02-18,1363.3556609356326
2010-02-19,1369.3821776747077
2010-02-22,1375.0457879792439
2010-02-23,1356.6946510445262
2010-02-24,1364.6215161273117
2010-02-25,1363.0504097438222
2010-02-26,1378.5334980967552
2010-03-01,1402.9106451370378
2010-03-02,1407.9385212866232
2010-03-03,1417.476224738423
2010-03-04,1430.2636494546175
2010-03-05,1460.6240574706635
2010-03-08,1466.381061039402
2010-03-09,1455.544189989453
