Date,USA ESG LEADERS
2010-08-31,100.0
2010-09-01,101.94287161964608
2010-09-02,102.79192047888607
2010-09-03,103.87823138477906
2010-09-06,103.74514723089685
2010-09-07,103.81010918540278
2010-09-08,104.14555942983068
2010-09-09,104.64314067016531
2010-09-10,105.22096138741848
2010-09-13,105.22360429663273
2010-09-14,104.38062073032197
2010-09-15,104.38955236615318
2010-09-16,103.76153020523753
2010-09-17,104.48140495028426
2010-09-20,105.64812191696637
2010-09-21,104.97518864235464
2010-09-22,102.35312964389455
2010-09-23,102.14996974117798
2010-09-24,103.1740728667134
2010-09-27,102.73832988896847
2010-09-28,102.69205543929344
2010-09-29,102.07978268473045
2010-09-30,101.3527926089767
2010-10-01,101.09420414284027
2010-10-04,100.81906410623624
2010-10-05,101.65222400418666
2010-10-06,101.26827772602975
2010-10-07,100.64644170065637
2010-10-08,101.38453416095288
2010-10-11,101.69329242740525
2010-10-12,102.43075333414934
2010-10-13,102.28936752953179
2010-10-14,101.16490149075692
2010-10-15,102.0242864944141
2010-10-18,103.06021439711738
2010-10-19,102.8922981439226
2010-10-20,102.66323236253585
2010-10-21,102.76117923859309
2010-10-22,103.55324482079786
2010-10-25,103.36463784339921
2010-10-26,104.03204251847626
2010-10-27,104.39362423391165
2010-10-28,103.58125532188525
2010-10-29,103.69113214873332
2010-11-01,103.8392313902031
2010-11-02,103.58237145042796
2010-11-03,103.98694781644892
2010-11-04,104.32919420164461
2010-11-05,106.22175834659306
2010-11-08,106.98610935893636
2010-11-09,106.0185806384277
2010-11-10,108.1337419953444
2010-11-11,107.66745689181515
2010-11-12,106.1230104427637
2010-11-15,106.95669479549551
2010-11-16,105.55382442972676
2010-11-17,105.85870453387896
2010-11-18,106.86267028111664
2010-11-19,106.78600042928069
2010-11-22,107.08779113547251
2010-11-23,107.00472117232233
2010-11-24,108.93947938075767
2010-11-25,109.10648325642083
2010-11-26,109.60686948062578
2010-11-29,110.44809111685818
2010-11-30,110.33625462195899
2010-12-01,112.09038548315976
2010-12-02,112.55849596192195
2010-12-03,111.05887098291642
2010-12-06,111.73765969940776
2010-12-07,111.25886095697139
2010-12-08,112.75454008432264
2010-12-09,113.4624884335907
2010-12-10,113.61102522391079
2010-12-13,112.16805447663543
2010-12-14,112.39236785069312
2010-12-15,112.38544501958216
2010-12-16,114.27937680694465
2010-12-17,114.90284443844003
2010-12-20,115.58691624210616
2010-12-21,115.89051077613942
2010-12-22,116.35780611384988
2010-12-23,116.41898816234577
2010-12-24,115.96199072415371
2010-12-27,115.70982106304824
2010-12-28,115.87976825168495
2010-12-29,116.0050747924674
2010-12-30,114.56855890433339
2010-12-31,113.41229901727901
2011-01-03,114.91075765816258
2011-01-04,114.9349193369581
2011-01-05,117.01823372934463
2011-01-06,117.63264955435412
2011-01-07,117.86871346810898
2011-01-10,118.13928265888607
2011-01-11,118.5990690331232
2011-01-12,118.43852241937412
2011-01-13,115.87973487127381
2011-01-14,116.32891976305808
2011-01-17,116.97674788335206
2011-01-18,116.39377716608774
2011-01-19,114.47972806400954
2011-01-20,115.12899739695708
2011-01-21,113.7811777692898
2011-01-24,113.70980433833836
2011-01-25,113.73661754003585
2011-01-26,113.91884368897928
2011-01-27,113.60529993840363
2011-01-28,112.48408036569957
2011-01-31,112.63630584043906
2011-02-01,113.47232763358163
2011-02-02,112.95094191995084
2011-02-03,114.65662832788477
2011-02-04,115.76351509018765
2011-02-07,116.56451347509103
2011-02-08,116.02131548452705
2011-02-09,115.36164606521076
2011-02-10,116.24539414546213
2011-02-11,117.42913158442063
2011-02-14,118.32377071493623
2011-02-15,117.43256845137824
2011-02-16,118.12483054079101
2011-02-17,117.81087181885508
2011-02-18,117.6514185644476
2011-02-21,117.36740270397746
2011-02-22,114.7446206078157
2011-02-23,113.11628121288888
2011-02-24,112.77621772462987
2011-02-25,114.45603747535162
2011-02-28,114.51794881736528
2011-03-01,112.44106375750118
2011-03-02,112.2539400887773
2011-03-03,113.68762568725546
2011-03-04,112.47321005316299
2011-03-07,111.27184984147408
2011-03-08,113.19932463288096
2011-03-09,113.0880861289979
2011-03-10,112.09578523264182
2011-03-11,112.52630101865395
2011-03-14,110.7344628368376
2011-03-15,109.5956880866169
2011-03-16,107.98651127170486
2011-03-17,108.47329307341815
2011-03-18,108.15813724629092
2011-03-21,109.25470903458556
2011-03-22,108.65499186663062
2011-03-23,109.62569583598003
2011-03-24,110.04606648981314
2011-03-25,110.87977941361923
2011-03-28,110.75410387707277
2011-03-29,111.75757392309986
2011-03-30,112.28705288993072
2011-03-31,111.41241067777136
2011-04-01,112.49169739655545
2011-04-04,111.859598387541
2011-04-05,111.94009654278464
2011-04-06,111.17140921756709
2011-04-07,111.37853810782674
2011-04-08,109.77899045945253
2011-04-11,109.46223184105516
2011-04-12,108.48808910225863
2011-04-13,108.57097421211004
2011-04-14,108.9931339933748
2011-04-15,109.70509654720581
2011-04-18,110.14225299980775
2011-04-19,109.78486439518963
2011-04-20,109.70764037030008
2011-04-21,109.70217614119917
2011-04-22,109.70217614119917
2011-04-25,109.59370045929731
2011-04-26,110.27728594624116
2011-04-27,110.79684852262439
2011-04-28,109.88734624846764
2011-04-29,110.10305094145468
2011-05-02,109.63513147840587
2011-05-03,109.65424934235661
2011-05-04,108.64617639362325
2011-05-05,109.84580719683693
2011-05-06,111.09397282634497
2011-05-09,113.53060242550674
2011-05-10,113.81178104373797
2011-05-11,113.28639570948535
2011-05-12,114.75136663387211
2011-05-13,113.73302532234176
2011-05-16,112.89482717666901
2011-05-17,113.28799995982679
2011-05-18,113.56662251418815
2011-05-19,113.76370741610747
2011-05-20,113.72085974597101
2011-05-23,113.39674490596401
2011-05-24,112.64154248300743
2011-05-25,113.20342625076765
2011-05-26,113.33668088753048
2011-05-27,112.47669370210166
2011-05-30,112.39393519441994
2011-05-31,112.65633211413319
2011-06-01,109.71513906577349
2011-06-02,109.52377852128332
2011-06-03,107.38123340738625
2011-06-06,106.1716511481544
2011-06-07,105.5484355865015
2011-06-08,105.48887499246347
2011-06-09,106.88023364481644
2011-06-10,106.39796468181447
2011-06-13,106.23967231111078
2011-06-14,106.91561320364166
2011-06-15,106.5168131417139
2011-06-16,107.8445126026177
2011-06-17,106.88358284223052
2011-06-20,107.61446129193044
2011-06-21,108.59584396903709
2011-06-22,107.47584675467385
2011-06-23,109.42032997963072
2011-06-24,108.1205951050914
2011-06-27,108.05408737070255
2011-06-28,108.93624554388131
2011-06-29,109.43391160262115
2011-06-30,109.76137599085469
2011-07-01,111.49909119792544
2011-07-04,111.27243579616558
2011-07-05,111.47228996601679
2011-07-06,112.92989291928005
2011-07-07,113.6481275736982
2011-07-08,113.5891124225676
2011-07-11,113.70087464257611
2011-07-12,113.36444448916258
2011-07-13,112.24937982804342
2011-07-14,111.40384232853631
2011-07-15,112.61400829725568
2011-07-18,112.26492365066805
2011-07-19,112.74939860483494
2011-07-20,112.41840779130878
2011-07-21,112.3011879143878
2011-07-22,112.47623235796485
2011-07-25,111.98482310230254
2011-07-26,110.26914261133288
2011-07-27,108.64598173573462
2011-07-28,109.11945111976445
2011-07-29,107.9830644706712
2011-08-01,108.65927767346196
2011-08-02,105.72600384889729
2011-08-03,105.72411045102234
2011-08-04,101.79155070284823
2011-08-05,101.53081880799184
2011-08-08,94.99231167337986
2011-08-09,99.11708064631632
2011-08-10,95.33963232774633
2011-08-11,99.30584311427785
2011-08-12,100.27410265394482
2011-08-15,100.44575558710883
2011-08-16,99.8409268737988
2011-08-17,99.30975082367566
2011-08-18,95.66766780965135
2011-08-19,93.49315900553172
2011-08-22,94.0148655321551
2011-08-23,97.06147647548414
2011-08-24,98.25125138545387
2011-08-25,96.88197326145468
2011-08-26,98.38158081782574
2011-08-29,100.04130570318435
2011-08-30,101.01257100844954
2011-08-31,101.87554930246112
2011-09-01,101.76422914486082
2011-09-02,99.47561325751616
2011-09-05,100.1558426140461
2011-09-06,99.96106447836327
2011-09-07,102.84732041374676
2011-09-08,101.98229154291404
2011-09-09,101.42912160769973
2011-09-12,102.91400055357533
2011-09-13,103.52463094314491
2011-09-14,105.00729213724247
2011-09-15,105.46155718134804
2011-09-16,106.61126253341628
2011-09-19,106.84883036429737
2011-09-20,105.84173571157
2011-09-21,103.13889558109871
2011-09-22,101.67083946175869
2011-09-23,101.91951661302113
2011-09-26,104.59106595802437
2011-09-27,104.65615845583852
2011-09-28,102.69864066628648
2011-09-29,103.20759872410434
2011-09-30,102.44367829298687
2011-10-03,100.58197688189092
2011-10-04,102.89451267880263
2011-10-05,104.31171317560293
2011-10-06,105.65284364762104
2011-10-07,104.15237011431836
2011-10-10,106.22164361194558
2011-10-11,106.2161655681519
2011-10-12,106.04537055794022
2011-10-13,106.57896017019863
2011-10-14,107.07404963247022
2011-10-17,105.72708545559455
2011-10-18,108.38936529461922
2011-10-19,106.39756692038787
2011-10-20,107.69303446687817
2011-10-21,108.51570238450614
2011-10-24,110.08019519580037
2011-10-25,107.76517463261601
2011-10-26,109.4534574545334
2011-10-27,110.43526236171674
2011-10-28,110.32010175893416
2011-10-31,109.6646054480485
2011-11-01,108.79443206975857
2011-11-02,109.52568765594224
2011-11-03,112.04754243997105
2011-11-04,111.2952767735366
2011-11-07,111.94440625237536
2011-11-08,112.75654585324348
2011-11-09,110.46569461175048
2011-11-10,111.55660197285798
2011-11-11,112.71174711660261
2011-11-14,112.53151475738728
2011-11-15,114.14601800765462
2011-11-16,112.48316295202878
2011-11-17,110.65522605669983
2011-11-18,110.62482613669324
2011-11-21,108.9756999836706
2011-11-22,108.35180159549597
2011-11-23,107.15565475889792
2011-11-24,107.38890782611563
2011-11-25,107.64961430860376
2011-11-28,110.16205971679244
2011-11-29,110.51576317662114
2011-11-30,114.08806287165456
2011-12-01,113.79263123774138
2011-12-02,114.03266986628876
2011-12-05,114.82421200346008
2011-12-06,115.63661834280632
2011-12-07,115.80086987574246
2011-12-08,114.0420077336946
2011-12-09,115.53379422236831
2011-12-12,115.02559709001363
2011-12-13,114.94389916095864
2011-12-14,114.80073951100103
2011-12-15,114.79810643351088
2011-12-16,114.6179451297666
2011-12-19,113.51806791247922
2011-12-20,115.91058192571022
2011-12-21,116.19741453193559
2011-12-22,116.72886292397239
2011-12-23,117.97335978496773
2011-12-26,117.97335978496773
2011-12-27,117.85467366174814
2011-12-28,117.47641898933834
2011-12-29,119.02079028443734
2011-12-30,117.87678594653171
