Date,JAPAN ESG LEADERS
2007-09-28,1000.0
2007-10-01,994.117028268792
2007-10-02,1015.8412643242431
2007-10-03,1022.1557054915016
2007-10-04,1020.6900805951442
2007-10-05,1016.7586077145244
2007-10-08,1014.7452070893439
2007-10-09,1021.416661458698
2007-10-10,1016.4816561769684
2007-10-11,1019.0840129692
2007-10-12,1015.0991879750435
2007-10-15,1009.3246829707468
2007-10-16,1002.7191311883574
2007-10-17,984.5376097054614
2007-10-18,996.4115163937473
2007-10-19,987.7243423940079
2007-10-22,984.7854990723853
2007-10-23,975.9830060929094
2007-10-24,980.0595331459242
2007-10-25,962.8437543999187
2007-10-26,977.1030636989258
2007-10-29,992.2937621108975
2007-10-30,987.2869587076735
2007-10-31,987.6365535314317
2007-11-01,1004.6052383623847
2007-11-02,981.5336899997252
2007-11-05,969.9197344420022
2007-11-06,964.6747009523048
2007-11-07,955.9223186148597
2007-11-08,936.6854312129435
2007-11-09,937.9643623041951
2007-11-12,935.221912264819
2007-11-13,922.5092757255028
2007-11-14,933.7213051249255
2007-11-15,939.5395440616361
2007-11-16,924.500481212714
2007-11-19,920.6430406269471
2007-11-20,923.1877965576781
2007-11-21,914.5228240286579
2007-11-22,912.3704114035924
2007-11-23,919.7137417501756
2007-11-26,934.0895734824559
2007-11-27,937.9143348172571
2007-11-28,930.3913505583433
2007-11-29,957.6547335776345
2007-11-30,962.605522552393
2007-12-03,967.4388231869225
2007-12-04,960.3119968956322
2007-12-05,964.0607293743229
2007-12-06,980.1153166473553
2007-12-07,979.6532290827104
2007-12-10,973.9785746114471
2007-12-11,981.3462709883214
2007-12-12,968.7495835815502
2007-12-13,950.8663357069718
2007-12-14,943.8011805840711
2007-12-17,931.132305343507
2007-12-18,926.7970912760193
2007-12-19,918.7484717899576
2007-12-20,926.3994591529887
2007-12-21,927.4049138943554
2007-12-24,921.5420062695464
2007-12-25,939.6762850338331
2007-12-26,942.3774366795656
2007-12-27,932.4901134085732
2007-12-28,918.5460093955119
2007-12-31,935.4006369222029
2008-01-01,935.4006369222029
2008-01-02,945.3160076010618
2008-01-03,947.5806982458008
2008-01-04,913.9571573877741
2008-01-07,900.5915268125492
2008-01-08,899.3927950850134
2008-01-09,915.8949671706341
2008-01-10,897.6470440385547
2008-01-11,883.259474724537
2008-01-14,886.1870439305736
2008-01-15,882.9191406836444
2008-01-16,859.6877259658868
2008-01-17,872.4757802236089
2008-01-18,882.7745928657903
2008-01-21,869.0870079309225
2008-01-22,805.2511277698886
2008-01-23,835.1782995906689
2008-01-24,839.7395392900876
2008-01-25,872.6630733603847
2008-01-28,834.3076945619637
2008-01-29,858.6734199163492
2008-01-30,847.3264139922081
2008-01-31,867.6292777441065
2008-02-01,860.9686357525361
2008-02-04,872.2040850849236
2008-02-05,874.15699708076
2008-02-06,834.8262070089371
2008-02-07,848.1746174353377
2008-02-08,826.6763816948419
2008-02-11,832.0582381444501
2008-02-12,823.7949227743123
2008-02-13,823.0442597070444
2008-02-14,852.288251086689
2008-02-15,852.8492998995408
2008-02-18,849.4594382427198
2008-02-19,858.7986354129071
2008-02-20,833.462419708232
2008-02-21,851.2626921440902
2008-02-22,845.0294688174324
2008-02-25,856.9088961263111
2008-02-26,855.5095723826025
2008-02-27,862.471591228973
2008-02-28,855.8634665005991
2008-02-29,848.8278014783845
2008-03-03,815.6103030728476
2008-03-04,817.342998460602
2008-03-05,804.1005066598775
2008-03-06,819.1078640828198
2008-03-07,791.5406681026145
2008-03-10,784.5522088700983
2008-03-11,785.9448837210158
2008-03-12,793.7613383967989
2008-03-13,775.5334407094457
2008-03-14,763.9778496806867
2008-03-17,750.5174699592983
2008-03-18,746.8275571741266
2008-03-19,769.7837824709912
2008-03-20,785.536059751834
2008-03-21,800.1600242416357
2008-03-24,789.4373354793512
2008-03-25,801.2922941629823
2008-03-26,802.7653077842922
2008-03-27,786.5190350335923
2008-03-28,800.9911491764492
2008-03-31,777.3026086386706
2008-04-01,782.0123522645546
2008-04-02,811.7429243353574
2008-04-03,825.2302328187277
2008-04-04,816.8760266005586
2008-04-07,820.7382848044541
2008-04-08,805.6094997983981
2008-04-09,791.1475947432554
2008-04-10,790.429118039059
2008-04-11,807.9637276603422
2008-04-14,787.0489734598084
2008-04-15,787.8770350017485
2008-04-16,792.1515443172003
2008-04-17,803.1413526565523
2008-04-18,805.0899843485553
2008-04-21,827.8451473048473
2008-04-22,809.1334961792182
2008-04-23,810.4638123635175
2008-04-24,813.1197976600108
2008-04-25,837.4968458037971
2008-04-28,851.1732073471105
2008-04-29,862.2978238396308
2008-04-30,855.5673725181034
2008-05-01,859.6342446583856
2008-05-02,872.0880858972445
2008-05-05,868.9056760169419
2008-05-06,870.955699820782
2008-05-07,883.1870324392738
2008-05-08,880.6904346787363
2008-05-09,862.7661152839921
2008-05-12,855.165976368915
2008-05-13,864.6471547787676
2008-05-14,865.4150105307135
2008-05-15,882.4512602185819
2008-05-16,887.6314534833868
2008-05-19,890.5736283239509
2008-05-20,885.6787492366944
2008-05-21,863.5999196227002
2008-05-22,865.0493238577646
2008-05-23,865.6284944966196
2008-05-26,844.0499562466531
2008-05-27,857.1902941312796
2008-05-28,845.0837515493209
2008-05-29,867.4583121489555
2008-05-30,883.7464858886957
2008-06-02,903.7481477202649
2008-06-03,890.5822141784979
2008-06-04,909.7122045720037
2008-06-05,890.1247358252871
2008-06-06,891.8404337296366
2008-06-09,864.1353257727395
2008-06-10,859.3744205309872
2008-06-11,866.6804246393087
2008-06-12,844.774744012532
2008-06-13,856.2499338794513
2008-06-16,867.2082294412897
2008-06-17,865.7377118923077
2008-06-18,871.5121630017072
2008-06-19,851.4806806588595
2008-06-20,836.9836703227521
2008-06-23,835.7667835066496
2008-06-24,833.2281315175117
2008-06-25,829.9579541785454
2008-06-26,827.1727949628387
2008-06-27,817.5416419714126
2008-06-30,816.047224540165
2008-07-01,813.0524570929629
2008-07-02,796.7454980680486
2008-07-03,801.1800898219007
2008-07-04,801.5127369655576
2008-07-07,806.5233965091177
2008-07-08,789.4421592882142
2008-07-09,789.0450407543071
2008-07-10,790.9947406870654
2008-07-11,788.2767315694321
2008-07-14,781.5858644103397
2008-07-15,775.2523803307188
2008-07-16,777.7688247478144
2008-07-17,777.2064747563404
2008-07-18,764.9683360304778
2008-07-21,763.699760048451
2008-07-22,787.2364333529887
2008-07-23,797.9526852465738
2008-07-24,817.1301104163481
2008-07-25,792.884065426975
2008-07-28,792.5546756876817
2008-07-29,781.5022837689087
2008-07-30,795.208690631436
2008-07-31,792.5251635705507
2008-08-01,781.0023577894578
2008-08-04,761.5337787617807
2008-08-05,768.919221703927
2008-08-06,783.5131582807425
2008-08-07,773.1508665307855
2008-08-08,784.0034723206168
2008-08-11,803.27245772291
2008-08-12,804.7677822134317
2008-08-13,799.2800741543217
2008-08-14,785.4812698092453
2008-08-15,795.0835684027994
2008-08-18,806.259540229442
2008-08-19,791.5036524038136
2008-08-20,785.161196811927
2008-08-21,782.3139055966526
2008-08-22,765.6971552427951
2008-08-25,787.1639026998013
2008-08-26,785.5647648724132
2008-08-27,779.3348721445824
2008-08-28,776.045821886892
2008-08-29,805.2090585199322
2008-09-01,799.7759609187714
2008-09-02,787.23321933549
2008-09-03,799.5430995761459
2008-09-04,796.2833216133374
2008-09-05,791.4490527355314
2008-09-08,813.5378841148994
2008-09-09,805.2229247684555
2008-09-10,806.8694836114234
2008-09-11,801.9963696050007
2008-09-12,790.4329619102281
2008-09-15,797.1028462524757
2008-09-16,768.3005420643013
2008-09-17,769.4634100507252
2008-09-18,736.6914679821591
2008-09-19,758.5049615290577
2008-09-22,763.5460462806635
2008-09-23,766.4164440656244
2008-09-24,768.0648121914994
2008-09-25,761.9479511085068
2008-09-26,765.2142653526662
2008-09-29,771.0317458073564
2008-09-30,751.9052141652876
2008-10-01,767.3394760216657
2008-10-02,762.6817239563061
2008-10-03,738.7230086215753
2008-10-06,753.6480042786028
2008-10-07,720.2271998468474
2008-10-08,676.1671504427923
2008-10-09,674.9257433802659
2008-10-10,636.0512095361701
2008-10-13,625.7900971762124
2008-10-14,701.0149616200861
2008-10-15,709.7677870446081
2008-10-16,653.5956571221544
2008-10-17,666.484657839323
2008-10-20,697.2411251482561
2008-10-21,732.8964798359027
2008-10-22,708.6059407606465
2008-10-23,702.3706900088338
2008-10-24,682.4282117504792
2008-10-27,644.4377646577599
2008-10-28,660.7709027219294
2008-10-29,667.5532919549352
2008-10-30,727.8438195033262
2008-10-31,699.5610405966679
2008-11-03,690.8451334007001
2008-11-04,709.6234059078832
2008-11-05,752.7912556742527
2008-11-06,728.2091874082815
2008-11-07,701.1251596458219
2008-11-10,728.2147140088538
2008-11-11,727.5429075138094
2008-11-12,730.1615075247474
2008-11-13,691.5438525367149
2008-11-14,690.9662450872928
2008-11-17,700.0360586378067
2008-11-18,677.6059987056741
2008-11-19,673.444185867205
2008-11-20,652.689519655704
2008-11-21,673.2190336391513
2008-11-24,646.6113270221454
2008-11-25,668.0685788799789
2008-11-26,664.7397666252074
2008-11-27,674.173266505012
2008-11-28,689.7220077869034
2008-12-01,699.3482256250946
2008-12-02,658.7631546102355
2008-12-03,671.2786678224603
2008-12-04,659.7816082043286
2008-12-05,665.6607796350455
2008-12-08,669.2740726016394
2008-12-09,681.6237067867695
2008-12-10,691.4074624490395
2008-12-11,696.0665768200159
2008-12-12,659.0353264065634
2008-12-15,677.6943513309336
2008-12-16,660.7943704507641
2008-12-17,657.1103479017372
2008-12-18,641.9190082978787
2008-12-19,662.6243629502856
2008-12-22,670.2995554875674
2008-12-23,667.946808856852
2008-12-24,649.0083001095027
2008-12-25,656.683488390574
2008-12-26,661.5525298660979
2008-12-29,660.4959673565056
2008-12-30,669.4587917805994
2008-12-31,677.6780980284914
2009-01-01,677.6780980284914
2009-01-02,673.6337067137991
2009-01-05,688.8769335528311
2009-01-06,695.5777869193424
2009-01-07,708.7579911478776
2009-01-08,691.3821559042185
2009-01-09,705.9915487288462
2009-01-12,722.3669336314364
2009-01-13,693.9923778521695
2009-01-14,704.4668548997582
2009-01-15,679.060753407678
2009-01-16,678.9526924014363
2009-01-19,685.5382888717535
2009-01-20,687.7015436065996
2009-01-21,692.2692070208019
2009-01-22,687.5149760479394
2009-01-23,668.3359685041343
2009-01-26,644.7838565815678
2009-01-27,680.5665427358632
2009-01-28,672.1915384308138
2009-01-29,689.6765059758937
2009-01-30,678.4145286803957
2009-02-02,661.9998975079551
2009-02-03,657.8611556598709
2009-02-04,675.5993379642777
2009-02-05,667.7217544257632
2009-02-06,663.7994287441878
2009-02-09,640.1897481369676
2009-02-10,644.933844935979
2009-02-11,658.2066916438367
2009-02-12,646.4564654552618
2009-02-13,635.0644046302023
2009-02-16,643.212710268038
2009-02-17,639.2669931654317
2009-02-18,625.9437601947885
2009-02-19,616.6530224021728
2009-02-20,610.2586637134176
2009-02-23,600.1231464909426
2009-02-24,581.9864563481589
2009-02-25,597.3702258311392
