Date,HONG KONG ESG LEADERS
2010-08-31,1000.0
2010-09-01,996.8225651170076
2010-09-02,998.9156414858695
2010-09-03,993.1924430366169
2010-09-06,1014.9472177627573
2010-09-07,1033.4560328042392
2010-09-08,1023.7889571733645
2010-09-09,1033.338199843402
2010-09-10,1045.5701844489831
2010-09-13,1044.819213060383
2010-09-14,1030.6344309562307
2010-09-15,1032.006942251873
2010-09-16,1027.3816957635993
2010-09-17,1041.2125151176765
2010-09-20,1040.4021435396137
2010-09-21,1032.4759599910344
2010-09-22,1017.8680961613755
2010-09-23,1023.7289891015149
2010-09-24,1019.7807842766448
2010-09-27,1029.9244706545558
2010-09-28,1017.4158761234862
2010-09-29,1018.6995513944319
2010-09-30,1013.9460272891373
2010-10-01,1007.5986785110373
2010-10-04,1014.9215702092123
2010-10-05,1008.6476448917696
2010-10-06,1007.859153739169
2010-10-07,1009.6055043362613
2010-10-08,1011.7887256597397
2010-10-11,1026.8785707665052
2010-10-12,1030.3428955557936
2010-10-13,1034.314999685324
2010-10-14,1031.7640298339645
2010-10-15,1036.2180148698683
2010-10-18,1029.1634195449442
2010-10-19,1052.1720623493554
2010-10-20,1034.789060066581
2010-10-21,1033.490696784228
2010-10-22,1031.8811984082495
2010-10-25,1043.944140289298
2010-10-26,1040.867283264777
2010-10-27,1027.194850002654
2010-10-28,1019.1973489497085
2010-10-29,1013.7335396606222
2010-11-01,1038.9525521765056
2010-11-02,1026.3317401085526
2010-11-03,1039.6599254464427
2010-11-04,1035.414377379728
2010-11-05,1060.0627142743456
2010-11-08,1081.6029470953283
2010-11-09,1073.5238762400895
2010-11-10,1092.489584456463
2010-11-11,1089.3096647237828
2010-11-12,1085.317496089932
2010-11-15,1089.384470570839
2010-11-16,1084.9509434753497
2010-11-17,1071.4476525778973
2010-11-18,1085.4410780568312
2010-11-19,1081.3708340587116
2010-11-22,1084.1703185446472
2010-11-23,1076.6866762257025
2010-11-24,1088.6418332248081
2010-11-25,1090.8829211861885
2010-11-26,1096.8470723702026
2010-11-29,1128.2414886319245
2010-11-30,1132.3234493141133
2010-12-01,1135.4019742573632
2010-12-02,1129.2637808134423
2010-12-03,1106.422167351428
2010-12-06,1108.496184703791
2010-12-07,1108.9066624370525
2010-12-08,1110.3561805004856
2010-12-09,1115.8407449441754
2010-12-10,1112.7140097859333
2010-12-13,1103.4696886744598
2010-12-14,1108.1330275386263
2010-12-15,1093.5050802083676
2010-12-16,1089.6584645801927
2010-12-17,1100.5568224394094
2010-12-20,1101.217880324349
2010-12-21,1110.4641686791442
2010-12-22,1109.2436592694905
2010-12-23,1105.2237093505037
2010-12-24,1103.4232718555086
2010-12-27,1100.5463026987293
2010-12-28,1094.2610690771428
2010-12-29,1106.941014782735
2010-12-30,1095.3830438957782
2010-12-31,1074.960680861005
2011-01-03,1099.9364846474527
2011-01-04,1120.987873208253
2011-01-05,1138.1504959075792
2011-01-06,1141.5805132124603
2011-01-07,1145.4539185174394
2011-01-10,1139.1234743985112
2011-01-11,1141.3701129886576
2011-01-12,1140.2390872740468
2011-01-13,1119.4849950804978
2011-01-14,1115.0170359089504
2011-01-17,1115.8925932732332
2011-01-18,1109.7279212650774
2011-01-19,1110.9758152436757
2011-01-20,1106.852946404843
2011-01-21,1090.5541075999984
2011-01-24,1082.4598327859887
2011-01-25,1077.7644717591854
