Date,USA LARGE CAP ESG LEADERS
2010-08-31,100.0
2010-09-01,101.79455851735442
2010-09-02,102.55382719479672
2010-09-03,103.59222175454444
2010-09-06,103.45950402343564
2010-09-07,103.63149899431914
2010-09-08,103.93974372649848
2010-09-09,104.48188853215377
2010-09-10,105.03093372663305
2010-09-13,104.95924798284355
2010-09-14,104.1737834222092
2010-09-15,104.22472253980733
2010-09-16,103.66486657431246
2010-09-17,104.39347296718334
2010-09-20,105.45000500683656
2010-09-21,104.87708729172492
2010-09-22,102.34157557951195
2010-09-23,102.20817011998884
2010-09-24,103.14125460423298
2010-09-27,102.72224160156262
2010-09-28,102.56983972100217
2010-09-29,101.8948708067009
2010-09-30,101.11598486700457
2010-10-01,100.83206215671727
2010-10-04,100.54795414949868
2010-10-05,101.28909632831304
2010-10-06,100.98158654559853
2010-10-07,100.33499691612619
2010-10-08,101.02316924988848
2010-10-11,101.32563553634525
2010-10-12,102.07870725659403
2010-10-13,101.94408935572584
2010-10-14,100.90220619492017
2010-10-15,101.81396782927979
2010-10-18,102.9300946735312
2010-10-19,102.77580505580215
2010-10-20,102.50446810422359
2010-10-21,102.65068787061101
2010-10-22,103.43931544596073
2010-10-25,103.19536243922991
2010-10-26,103.9059298702449
2010-10-27,104.26472040900956
2010-10-28,103.5121207844986
2010-10-29,103.51186946842721
2010-11-01,103.66287977850484
2010-11-02,103.320717889271
2010-11-03,103.80041128680206
2010-11-04,104.0041951720478
2010-11-05,105.90326434309907
2010-11-08,106.65552042748538
2010-11-09,105.77824369617775
2010-11-10,107.80418359131104
2010-11-11,107.17658576760981
2010-11-12,105.72860414213902
2010-11-15,106.57417818020605
2010-11-16,105.22430247355166
2010-11-17,105.44350921560932
2010-11-18,106.42138174077189
2010-11-19,106.24074430337734
2010-11-22,106.47541504596724
2010-11-23,106.39199154711268
2010-11-24,108.2098786899988
2010-11-25,108.3757640901218
2010-11-26,108.83370873955272
2010-11-29,109.66698756452257
2010-11-30,109.513782452024
2010-12-01,111.21199998236433
2010-12-02,111.57494945756473
2010-12-03,110.04118419390652
2010-12-06,110.66660726151916
2010-12-07,110.19227294641036
2010-12-08,111.78262224320646
2010-12-09,112.472420967125
2010-12-10,112.58325167859839
2010-12-13,111.15334330290243
2010-12-14,111.41047555305724
2010-12-15,111.42183985830381
2010-12-16,113.24848065994463
2010-12-17,113.83041005166905
2010-12-20,114.46044143861484
2010-12-21,114.70024347139291
2010-12-22,115.14145480809019
2010-12-23,115.27041178162717
2010-12-24,114.81792302773002
2010-12-27,114.55084021289753
2010-12-28,114.73687202610974
2010-12-29,114.83847471549453
2010-12-30,113.38463267999461
2010-12-31,112.27124822421152
2011-01-03,113.69740647878739
2011-01-04,113.88136556087825
2011-01-05,116.00864592728426
2011-01-06,116.74749498418062
2011-01-07,116.98588326474855
2011-01-10,117.20218428965772
2011-01-11,117.6375638451247
2011-01-12,117.47952153368239
2011-01-13,114.94851241464805
2011-01-14,115.41943729174199
2011-01-17,116.06220056383627
2011-01-18,115.45163106117904
2011-01-19,113.72931088497592
2011-01-20,114.44652602076674
2011-01-21,113.10696341131526
2011-01-24,113.0002666894235
2011-01-25,113.03624621206225
2011-01-26,113.05230931107388
2011-01-27,112.6278134777267
2011-01-28,111.5040653899411
2011-01-31,111.53311161573781
2011-02-01,112.3282188267224
2011-02-02,111.85850811174399
2011-02-03,113.41438063348518
2011-02-04,114.48591042704454
2011-02-07,115.27135368164288
2011-02-08,114.79019305777408
2011-02-09,114.15874569365474
2011-02-10,114.85963969749929
2011-02-11,115.98604893439376
2011-02-14,116.79477939175953
2011-02-15,115.91134622610475
2011-02-16,116.52126310214106
2011-02-17,116.17031484041244
2011-02-18,116.07038911776198
2011-02-21,115.7901899340834
2011-02-22,113.32865194890165
2011-02-23,111.70097655460506
2011-02-24,111.36992674936245
2011-02-25,112.84844908311254
2011-02-28,112.9321122377408
2011-03-01,111.02190552631772
2011-03-02,110.7985780270909
2011-03-03,112.17692815778507
2011-03-04,110.98189086255378
2011-03-07,109.8135394608753
2011-03-08,111.72008539869836
2011-03-09,111.61886224794785
2011-03-10,110.74570345611048
2011-03-11,111.08535711689898
2011-03-14,109.27191922226334
2011-03-15,108.12204469938375
2011-03-16,106.41539959037671
2011-03-17,106.86890250529751
2011-03-18,106.53110367657654
2011-03-21,107.52051425387656
2011-03-22,106.98729267574208
2011-03-23,108.00833011302569
2011-03-24,108.42039481664834
2011-03-25,109.18042809695406
2011-03-28,109.1292807616311
2011-03-29,110.05773160324459
2011-03-30,110.48602904275383
2011-03-31,109.55981069259765
2011-04-01,110.58542525102892
2011-04-04,109.9501842217031
2011-04-05,109.98313984043357
2011-04-06,109.31133027227854
2011-04-07,109.55323739493026
2011-04-08,108.02265168912342
2011-04-11,107.80481953389122
2011-04-12,106.96239338476396
2011-04-13,107.0111071335815
2011-04-14,107.41949004801057
2011-04-15,107.97675939850032
2011-04-18,108.46576299109785
2011-04-19,108.07954332878815
2011-04-20,107.96956131218218
2011-04-21,107.91904785570473
2011-04-22,107.91904785570473
2011-04-25,107.80992471293717
2011-04-26,108.54856601326175
2011-04-27,109.13374020480892
2011-04-28,108.28580431905831
2011-04-29,108.51621385143466
2011-05-02,108.11918644591066
2011-05-03,108.26363779616484
2011-05-04,107.35204579309757
2011-05-05,108.50163222566474
2011-05-06,109.72079503182242
2011-05-09,112.06617303319781
2011-05-10,112.28122119944719
2011-05-11,111.84059689883077
2011-05-12,113.32610818137259
2011-05-13,112.34524652742262
2011-05-16,111.51788234827592
2011-05-17,111.94973790301823
2011-05-18,112.1179784354447
2011-05-19,112.30387019555
2011-05-20,112.25190466671893
2011-05-23,111.97807676662292
2011-05-24,111.20895267171353
2011-05-25,111.66423817296588
2011-05-26,111.6981134901028
2011-05-27,110.82804872856241
2011-05-30,110.74650326683017
2011-05-31,111.02725489296725
2011-06-01,108.23392547347659
2011-06-02,108.02434366038223
2011-06-03,105.95631035017676
2011-06-06,104.92703967051088
