Date,USA ESG SELECT
2010-08-31,100.0
2010-09-01,102.02550257320368
2010-09-02,102.9788544677473
2010-09-03,103.96111876270018
2010-09-06,103.82792841720871
2010-09-07,103.84213141191063
2010-09-08,104.21051413244518
2010-09-09,104.73816345272891
2010-09-10,105.27331925401211
2010-09-13,105.40443105828606
2010-09-14,104.55838856667606
2010-09-15,104.46938948085358
2010-09-16,103.9436350340281
2010-09-17,104.52518227846446
2010-09-20,105.78890238538004
2010-09-21,105.11703961478499
2010-09-22,102.37517843870222
2010-09-23,102.09619985399192
2010-09-24,103.20769741199076
2010-09-27,102.77566686288448
2010-09-28,102.8041448911895
2010-09-29,102.25424697153
2010-09-30,101.51582509755652
2010-10-01,101.2566019408014
2010-10-04,100.92460199739529
2010-10-05,101.72654909113567
2010-10-06,101.28024602632507
2010-10-07,100.79804213371197
2010-10-08,101.54767504259596
2010-10-11,101.83553645363966
2010-10-12,102.80060529267972
2010-10-13,102.66730170901143
2010-10-14,101.53588104084471
2010-10-15,102.36768363494032
2010-10-18,103.33763418283282
2010-10-19,103.11446827370901
2010-10-20,102.92914588103062
2010-10-21,102.88541417157829
2010-10-22,103.95879850616238
2010-10-25,103.81953360353899
2010-10-26,104.5183117925166
2010-10-27,105.02880288148353
2010-10-28,104.27599800023091
2010-10-29,104.42828703609919
2010-11-01,104.66839650098552
2010-11-02,104.34798584867032
2010-11-03,104.82335295971804
2010-11-04,105.22476945724614
2010-11-05,107.21614609459866
2010-11-08,107.99589896353639
2010-11-09,107.07196282912332
2010-11-10,109.18456180640703
2010-11-11,108.82118415228199
2010-11-12,107.3231924851449
2010-11-15,108.19329200755358
2010-11-16,106.7915486518891
2010-11-17,107.06918851151292
2010-11-18,108.17650384354178
2010-11-19,108.1079764853668
2010-11-22,108.50556994037798
2010-11-23,108.42009945002324
2010-11-24,110.39388930573799
2010-11-25,110.56312278719378
2010-11-26,111.08092593664722
2010-11-29,111.85523767624974
2010-11-30,111.6999221002877
2010-12-01,113.6220680833762
2010-12-02,114.22841042473416
2010-12-03,112.64619471669354
2010-12-06,113.36306759673225
2010-12-07,112.93494276506159
2010-12-08,114.36408042140107
2010-12-09,114.9987943589355
2010-12-10,115.2279671996718
2010-12-13,113.62520992319367
2010-12-14,113.87028033758195
2010-12-15,113.76643059879152
2010-12-16,115.85039794854603
2010-12-17,116.59290422791545
2010-12-20,117.29132406929938
2010-12-21,117.70055067704514
2010-12-22,118.12243106445773
2010-12-23,118.13133992314206
2010-12-24,117.66762072606582
2010-12-27,117.3246627927724
2010-12-28,117.56299373770692
2010-12-29,117.62938067758584
2010-12-30,116.15008349052549
2010-12-31,114.93545943294704
2011-01-03,116.59106642310249
2011-01-04,116.62302618921137
2011-01-05,118.68984448256393
2011-01-06,119.37155008105387
2011-01-07,119.69411859381552
2011-01-10,120.11635734111958
2011-01-11,120.57460597689118
2011-01-12,120.5140014706
2011-01-13,117.8091093517693
2011-01-14,118.26999228983871
2011-01-17,118.9286301156551
2011-01-18,118.35578111206259
2011-01-19,116.39131681097676
2011-01-20,116.89885233355726
2011-01-21,115.48441967679949
2011-01-24,115.37982410643767
2011-01-25,115.48045462592279
2011-01-26,115.45706211672015
2011-01-27,115.2623062135635
2011-01-28,113.98780963635309
2011-01-31,114.1993989115726
2011-02-01,115.17972881384621
2011-02-02,114.70064293796682
2011-02-03,116.72934483903552
2011-02-04,118.03425590144771
2011-02-07,118.66970403909423
2011-02-08,117.91356597996213
2011-02-09,117.27345271161353
2011-02-10,118.31411373972972
2011-02-11,119.43673623250952
2011-02-14,120.38898906713719
2011-02-15,119.37728702132812
2011-02-16,120.42705095866938
