Date,CANADA ESG LEADERS
2007-09-28,1000.0
2007-10-01,1009.2275515009542
2007-10-02,999.6363256894192
2007-10-03,994.0522853112185
2007-10-04,1003.7785120517539
2007-10-05,1035.6838893763484
2007-10-08,1036.6725295757576
2007-10-09,1040.8725544881963
2007-10-10,1038.8744244531208
2007-10-11,1037.8889118886104
2007-10-12,1047.301781517142
2007-10-15,1035.8134374513124
2007-10-16,1028.554727363055
2007-10-17,1038.8301864229632
2007-10-18,1039.4805884445625
2007-10-19,1027.2049337288015
2007-10-22,1025.3429706837069
2007-10-23,1037.4839948715419
2007-10-24,1033.3679830408353
2007-10-25,1032.2771475298055
2007-10-26,1045.571231980349
2007-10-29,1063.5691690120975
2007-10-30,1054.8820609662932
2007-10-31,1084.6489187598243
2007-11-01,1066.719318840655
2007-11-02,1080.2304704626856
2007-11-05,1075.1736847512145
2007-11-06,1088.0410273833759
2007-11-07,1072.6741095974676
2007-11-08,1055.7700440545427
2007-11-09,1014.1406147304745
2007-11-12,973.3549843081821
2007-11-13,988.2042602952633
2007-11-14,995.3928108081664
2007-11-15,954.4104687819203
2007-11-16,961.5668207757118
2007-11-19,940.2555791539479
2007-11-20,939.2911476873904
2007-11-21,919.2273572604156
2007-11-22,929.8869921968862
2007-11-23,937.3703202757147
2007-11-26,924.4323740530441
2007-11-27,930.2810946790544
2007-11-28,965.3666071550158
2007-11-29,964.0171343480513
2007-11-30,962.3426586824896
2007-12-03,960.2336926643612
2007-12-04,943.3164037143697
2007-12-05,957.4748906149139
2007-12-06,965.861927501317
2007-12-07,971.2224093250519
2007-12-10,973.6340726961148
2007-12-11,952.6609795997085
2007-12-12,962.1185078029714
2007-12-13,956.341857493176
2007-12-14,963.9578256418355
2007-12-17,956.2568585205264
2007-12-18,947.5193212379194
2007-12-19,958.7991646150772
2007-12-20,971.2376238095726
2007-12-21,994.8599064830256
2007-12-24,1006.8306183168522
2007-12-25,1006.8306183168522
2007-12-26,1004.8899926502413
2007-12-27,1001.4848109305169
2007-12-28,1007.4098809727375
2007-12-31,1000.9276830628106
2008-01-01,1000.9276830628106
2008-01-02,990.6898956531203
2008-01-03,997.2770649556287
2008-01-04,967.0408797448742
2008-01-07,953.847849045668
2008-01-08,955.532443670409
2008-01-09,954.7597739346379
2008-01-10,954.4002897652882
2008-01-11,941.5824643978611
2008-01-14,943.7109947032444
2008-01-15,914.6625240432295
2008-01-16,900.7123336295319
2008-01-17,874.890726902493
2008-01-18,877.2840618870523
2008-01-21,837.083918697017
2008-01-22,882.6852808090856
2008-01-23,886.0475856449411
2008-01-24,908.1416910257017
2008-01-25,912.8849237423307
2008-01-28,916.3541720833596
2008-01-29,927.7700075556579
2008-01-30,926.5871425866495
2008-01-31,926.521120536786
2008-02-01,942.095624670402
2008-02-04,940.700214161237
2008-02-05,916.4610095144528
2008-02-06,916.746294678404
2008-02-07,926.768874443173
2008-02-08,945.1964404707941
2008-02-11,956.1073911784158
2008-02-12,950.5505520372197
2008-02-13,961.5495426139244
2008-02-14,956.626653331912
2008-02-15,946.4747213046696
2008-02-18,943.9058028584329
2008-02-19,952.5089995337848
2008-02-20,963.892702786367
2008-02-21,962.0359267680321
2008-02-22,963.3950089522516
2008-02-25,984.2929964026891
2008-02-26,994.8046832138522
2008-02-27,989.3008397834025
2008-02-28,997.2098251248817
2008-02-29,969.4142837011447
2008-03-03,957.0662372731082
2008-03-04,951.2678670941543
2008-03-05,961.5743899438083
2008-03-06,943.8418756576449
2008-03-07,936.4374322155007
2008-03-10,902.6945205710007
2008-03-11,941.2643169214517
2008-03-12,931.3691022260656
2008-03-13,944.4867895578076
2008-03-14,922.4911957984745
2008-03-17,881.8598353702669
2008-03-18,901.350817219638
2008-03-19,867.7888532148498
2008-03-20,867.1854035935236
2008-03-21,867.1854035935236
2008-03-24,892.2534605149671
2008-03-25,907.928737831968
2008-03-26,900.9846170585095
2008-03-27,899.167207603018
2008-03-28,888.7396969404155
2008-03-31,881.8895735041098
2008-04-01,900.3126212060744
2008-04-02,914.8636320212867
2008-04-03,928.9574856229144
2008-04-04,932.3493221660833
2008-04-07,934.8061410689694
2008-04-08,934.5669619455881
2008-04-09,923.6810222555762
2008-04-10,937.1007147834671
2008-04-11,916.7242056194203
2008-04-14,919.0268941890791
2008-04-15,933.250582351453
2008-04-16,959.4699467869885
2008-04-17,953.1107742157064
2008-04-18,976.1104710711884
2008-04-21,978.891039428243
2008-04-22,969.597645481534
2008-04-23,950.672965676957
2008-04-24,956.8668396945444
2008-04-25,973.5820962196451
2008-04-28,962.5518114723807
2008-04-29,946.3977130039806
2008-04-30,961.0415036989164
2008-05-01,968.2721811898505
2008-05-02,992.0212676650733
2008-05-05,992.7457607810851
2008-05-06,1002.0718353259883
2008-05-07,1013.8905653389673
2008-05-08,1024.5723268561305
2008-05-09,1022.6980664200802
2008-05-12,1030.5750075734004
2008-05-13,1030.4980288049358
2008-05-14,1034.8939881887811
2008-05-15,1052.4190936520426
2008-05-16,1062.1819521765772
2008-05-19,1070.382088376969
2008-05-20,1068.1956798652845
