Date,UNITED KINGDOM COUNTRY ESG LEADERS
2012-05-31,1000.0
2012-06-01,981.2725530713647
2012-06-04,973.7405449247175
2012-06-05,975.5423673014952
2012-06-06,1003.2218688229324
2012-06-07,1016.1152551491239
2012-06-08,1014.4424330582201
2012-06-11,1014.1239197923408
2012-06-12,1028.9040980676334
2012-06-13,1019.6499532308939
2012-06-14,1010.9041834344008
2012-06-15,1013.6687350450807
2012-06-18,1021.1817484673038
2012-06-19,1035.4511751789757
2012-06-20,1042.2765346804138
2012-06-21,1037.0173028419638
2012-06-22,1023.7763378616686
2012-06-25,1016.1940195075306
2012-06-26,1018.3569655042116
2012-06-27,1034.0430207181062
2012-06-28,1030.2548844065334
2012-06-29,1035.5359705254402
2012-07-02,1056.1350520097922
2012-07-03,1063.65734039117
2012-07-04,1064.5010393204204
2012-07-05,1072.4935115324458
2012-07-06,1073.0470889528176
2012-07-09,1070.4780068915636
2012-07-10,1081.1359189039415
2012-07-11,1083.5702996368723
2012-07-12,1069.4497287288002
2012-07-13,1086.6303957201264
2012-07-16,1092.5779160614095
2012-07-17,1085.4300506516922
2012-07-18,1098.2588026788167
2012-07-19,1108.702909597807
2012-07-20,1099.996303202847
2012-07-23,1074.0950532715915
2012-07-24,1071.8061097462248
2012-07-25,1063.9709649852941
2012-07-26,1086.017583493383
2012-07-27,1091.3884190792676
2012-07-30,1110.5916345333374
2012-07-31,1090.6254944948037
2012-08-01,1105.2173839348811
2012-08-02,1101.441753774328
2012-08-03,1114.5763191714414
2012-08-06,1109.4356592580227
2012-08-07,1107.3679398985216
2012-08-08,1122.0066446893493
2012-08-09,1126.0887408211297
2012-08-10,1128.2149806493192
2012-08-13,1123.6916379850627
2012-08-14,1133.5061146859998
2012-08-15,1137.2435637407339
2012-08-16,1129.2339224769962
2012-08-17,1134.6793955359371
2012-08-20,1126.8702989903782
2012-08-21,1125.6665498004866
2012-08-22,1113.3137984501454
2012-08-23,1108.4162132958022
2012-08-24,1112.073584730545
2012-08-27,1111.0280075074058
2012-08-28,1107.8149643974077
2012-08-29,1109.5075541704668
2012-08-30,1107.4601987109957
2012-08-31,1102.7965743947886
2012-09-03,1113.4200693846142
2012-09-04,1096.807625330043
2012-09-05,1095.1816811722108
2012-09-06,1116.563483648741
2012-09-07,1107.3302016044488
2012-09-10,1106.219807371329
2012-09-11,1102.0621032333597
2012-09-12,1097.177907144382
2012-09-13,1105.4153171872442
2012-09-14,1112.1456428325118
2012-09-17,1110.4517096667305
2012-09-18,1110.9401665512476
2012-09-19,1110.6653652662196
2012-09-20,1115.9621691657937
2012-09-21,1116.7726034456814
2012-09-24,1116.678148304082
2012-09-25,1118.4576221770108
2012-09-26,1105.5596494067502
2012-09-27,1107.9010236686297
2012-09-28,1099.4723972012814
2012-10-01,1110.5700503637831
2012-10-02,1106.4252980908427
2012-10-03,1109.2484312298602
2012-10-04,1109.421418719272
2012-10-05,1115.2361499903602
2012-10-08,1105.5151354788102
2012-10-09,1103.8928915622034
2012-10-10,1097.3191831817028
2012-10-11,1104.5878505692772
2012-10-12,1100.2415492515238
2012-10-15,1102.5794698178518
2012-10-16,1108.1994309763913
2012-10-17,1110.2458664027226
2012-10-18,1110.700135669837
2012-10-19,1107.0313976378823
2012-10-22,1101.4402074042364
2012-10-23,1088.726152262386
2012-10-24,1095.5460346059915
2012-10-25,1105.7595568839188
2012-10-26,1104.128109388046
2012-10-29,1098.9991777624716
2012-10-30,1104.4627526547251
2012-10-31,1091.083863478839
2012-11-01,1103.1300013572409
2012-11-02,1104.8380174074218
2012-11-05,1100.7841503086559
2012-11-06,1108.6268073147796
2012-11-07,1097.5969803246755
2012-11-08,1095.9092495126185
2012-11-09,1092.4811858749188
2012-11-12,1087.524178694569
2012-11-13,1090.2422462073662
2012-11-14,1077.5305021614583
2012-11-15,1064.7895647898777
2012-11-16,1058.41976303211
2012-11-19,1074.5892562514866
2012-11-20,1082.4395478537572
2012-11-21,1085.227720757545
2012-11-22,1090.1059024102576
2012-11-23,1092.9104187175449
2012-11-26,1087.9160333325374
2012-11-27,1093.4766727006738
2012-11-28,1095.772951965293
2012-11-29,1106.9348657645994
2012-11-30,1103.9295516331727
2012-12-03,1105.027247045004
2012-12-04,1103.4530585924872
2012-12-05,1104.6359623598257
2012-12-06,1112.8908122120845
2012-12-07,1116.5459153513875
2012-12-10,1120.93305302114
2012-12-11,1113.7770730157124
2012-12-12,1113.2088479342112
2012-12-13,1108.7175296953424
2012-12-14,1103.136922126607
2012-12-17,1099.4132017167842
2012-12-18,1101.8764078933157
2012-12-19,1106.5286440933405
2012-12-20,1107.6538711049398
2012-12-21,1103.215814329093
2012-12-24,1100.9786727502621
2012-12-25,1100.9786727502621
2012-12-26,1098.866720010374
2012-12-27,1097.8538935733527
2012-12-28,1094.4145419307406
2012-12-31,1100.0119010798287
2013-01-01,1100.0119010798287
2013-01-02,1122.0205546947366
2013-01-03,1128.335150262808
2013-01-04,1131.5093974142203
2013-01-07,1124.418578821274
2013-01-08,1122.7900827452356
2013-01-09,1131.1848021740636
2013-01-10,1124.898473182261
