Date,SWITZERLAND ESG LEADERS
2007-09-28,1000.0
2007-10-01,1004.7854683942907
2007-10-02,1008.0961362956995
2007-10-03,1005.5039630204863
2007-10-04,1005.8907371776462
2007-10-05,1004.3204890697548
2007-10-08,1005.4615680876693
2007-10-09,1012.6095685922645
2007-10-10,1016.8015112530728
2007-10-11,1018.6905767357885
2007-10-12,1012.4429361361056
2007-10-15,1008.5444327416833
2007-10-16,992.2346247066555
2007-10-17,988.7195106974455
2007-10-18,991.6595465642689
2007-10-19,981.0604962405952
2007-10-22,973.6668567261867
2007-10-23,970.7284967180002
2007-10-24,968.7694580680226
2007-10-25,969.3206037189615
2007-10-26,970.6164487602556
2007-10-29,971.4597943115419
2007-10-30,967.1829698130639
2007-10-31,975.3482322606469
2007-11-01,969.8813875838218
2007-11-02,958.8748159874934
2007-11-05,955.0243700679099
2007-11-06,961.8170042983978
2007-11-07,957.2735249752254
2007-11-08,952.0464551696442
2007-11-09,941.9921913023311
2007-11-12,948.3679430004375
2007-11-13,951.3676352282914
2007-11-14,965.1878083575509
2007-11-15,962.1220647005207
2007-11-16,956.8839609878136
2007-11-19,935.0463826777739
2007-11-20,942.3034330274296
2007-11-21,934.4685982986917
2007-11-22,963.4922380523067
2007-11-23,981.0902112883019
2007-11-26,966.6928623262729
2007-11-27,975.3515814881255
2007-11-28,982.338275596278
2007-11-29,991.8202621778678
2007-11-30,996.4391328698882
2007-12-03,980.8111697180044
2007-12-04,979.6838995267822
2007-12-05,992.5211774489301
2007-12-06,982.3712534142247
2007-12-07,984.8238580731472
2007-12-10,989.1850338519982
2007-12-11,982.4025300542071
2007-12-12,981.5116814369561
2007-12-13,963.5375479655155
2007-12-14,966.4616657554983
2007-12-17,956.4291518851999
2007-12-18,949.7023261880545
2007-12-19,944.3582157049731
2007-12-20,949.2983978966735
2007-12-21,953.2248255958036
2007-12-24,949.8338822265923
2007-12-25,949.8338822265923
2007-12-26,949.5413404433027
2007-12-27,952.9768033830675
2007-12-28,952.9115256218278
2007-12-31,955.719808593471
2008-01-01,955.719808593471
2008-01-02,960.9578815852906
2008-01-03,949.7516182818105
2008-01-04,938.4222477982777
2008-01-07,941.39057000638
2008-01-08,971.6158591749489
2008-01-09,987.9965435330713
2008-01-10,989.0609586636921
2008-01-11,974.2917172396625
2008-01-14,974.0977774152457
2008-01-15,952.6472334431745
2008-01-16,948.0422090733431
2008-01-17,937.9074911025019
2008-01-18,935.2772688450293
2008-01-21,901.3014277422685
2008-01-22,910.6177733468661
2008-01-23,901.8783307133675
2008-01-24,921.4386599013715
2008-01-25,912.4108960034885
2008-01-28,897.8664614237005
2008-01-29,904.0799152012619
2008-01-30,905.158698417506
2008-01-31,914.1744762426972
2008-02-01,927.2295589414379
2008-02-04,917.1584006030357
2008-02-05,896.6949545993127
2008-02-06,906.8277624103541
2008-02-07,895.7784983432018
2008-02-08,896.8911084022367
2008-02-11,892.7873218046295
2008-02-12,909.8647834193697
2008-02-13,914.0098496526407
2008-02-14,920.0044510398569
2008-02-15,904.6499424782119
2008-02-18,913.1177168783619
2008-02-19,914.7865781989952
2008-02-20,902.8473250302554
2008-02-21,906.6333366040866
2008-02-22,909.0938859624165
2008-02-25,930.0898207817488
2008-02-26,944.5585976932466
2008-02-27,946.0878407967118
2008-02-28,939.985690179044
2008-02-29,935.6573783770331
2008-03-03,923.9066703051781
2008-03-04,913.7868415946721
2008-03-05,914.9667803401405
2008-03-06,907.4393785947989
2008-03-07,903.3514705936534
2008-03-10,893.1571582221031
2008-03-11,895.262649359536
2008-03-12,898.7632170240978
2008-03-13,892.9284130870047
2008-03-14,884.1916695164466
2008-03-17,860.585000784288
2008-03-18,878.4930188401468
2008-03-19,881.0235816890444
2008-03-20,886.9246075551382
2008-03-21,886.9246075551382
2008-03-24,877.7284743737097
2008-03-25,907.4538026418402
2008-03-26,900.1123319580364
2008-03-27,909.5416065301561
2008-03-28,906.1738362045528
2008-03-31,907.4081723875893
2008-04-01,923.8809951784015
2008-04-02,928.4100812701039
2008-04-03,923.4563632865326
2008-04-04,929.2009503380259
2008-04-07,920.0811838011294
2008-04-08,909.5077808790023
2008-04-09,891.4253223864185
2008-04-10,881.8927855273679
2008-04-11,871.5777952567337
2008-04-14,855.8666709126235
2008-04-15,847.7980878633575
2008-04-16,858.6107711241792
2008-04-17,842.324735942785
2008-04-18,862.4269816506171
2008-04-21,873.208481778111
2008-04-22,867.3291911110479
2008-04-23,866.6583681243336
2008-04-24,880.429288217009
2008-04-25,889.1320005186928
2008-04-28,893.432780894669
2008-04-29,882.6865971626288
2008-04-30,884.0853190235855
2008-05-01,885.2563357293623
2008-05-02,892.6769245121659
2008-05-05,887.2835899421631
2008-05-06,877.2256599230031
2008-05-07,888.9111921484997
2008-05-08,890.6343718524178
2008-05-09,881.7740649545732
2008-05-12,876.5897203094107
2008-05-13,884.9061516964989
2008-05-14,885.9083977401984
2008-05-15,898.4986422818497
2008-05-16,898.3111457641317
2008-05-19,913.8985738722458
2008-05-20,902.1947664034268
2008-05-21,901.6784203014254
2008-05-22,901.4940027049787
2008-05-23,891.8825417919996
2008-05-26,882.1113156080369
2008-05-27,890.1430506000704
2008-05-28,894.1120656028689
2008-05-29,904.6544134111813
2008-05-30,903.7909045449945
2008-06-02,925.5187907529541
2008-06-03,928.0072559325428
2008-06-04,918.4602778392956
2008-06-05,916.5460415461743
2008-06-06,902.5311613091013
2008-06-09,896.7130261527657
2008-06-10,888.1474860722102
2008-06-11,879.9158462238165
2008-06-12,884.9929316201935
2008-06-13,885.9390916928345
2008-06-16,880.0516479712807
2008-06-17,876.703117657381
