Date,WORLD VALUE
1998-12-31,100.0
1999-01-29,104.16105054332245
1999-02-26,106.44160798810285
1999-03-31,113.22324202008421
1999-04-30,124.78637947302326
1999-05-31,121.75705538408465
1999-06-30,127.18046675503952
1999-07-30,123.07139872996396
1999-08-31,122.83162719291248
1999-09-30,119.2668019194626
1999-10-29,125.46198451698672
1999-11-30,130.51681618613432
1999-12-31,136.86158886717698
2000-01-31,133.06301915899607
2000-02-29,130.5253361280553
2000-03-31,141.90350766246823
2000-04-28,146.43723324817833
2000-05-31,144.92091405332013
2000-06-30,141.4110513213928
2000-07-31,145.273100842913
2000-08-31,155.89695115119446
2000-09-29,154.4921979844908
2000-10-31,162.05917865023213
2000-11-30,150.581313430247
2000-12-29,146.2622567249287
2001-01-01,146.2622567249287
2001-01-02,143.88628198523764
2001-01-03,145.6655963769456
2001-01-04,145.7333499446446
2001-01-05,143.44906586078974
2001-01-08,143.58855860290808
2001-01-09,143.9372131962724
2001-01-10,143.90658613755105
2001-01-11,142.73386370812935
2001-01-12,142.40576135456922
2001-01-15,143.22028940599452
2001-01-16,143.98670300194942
2001-01-17,146.0176248406778
2001-01-18,144.62559164418252
2001-01-19,145.0796874789195
2001-01-22,145.3275489384493
2001-01-23,145.77824050380025
2001-01-24,148.31775587171097
2001-01-25,149.1525713357854
2001-01-26,148.43695615312444
2001-01-29,149.7541093551194
2001-01-30,149.96534145439352
2001-01-31,149.1451324913131
2001-02-01,148.05744908614977
2001-02-02,147.55302582827485
2001-02-05,147.27336772732346
2001-02-06,148.15556286195473
2001-02-07,147.2070217564508
2001-02-08,148.7102060327507
2001-02-09,147.23555110197103
2001-02-12,147.67293602415347
2001-02-13,148.52021607965946
2001-02-14,147.93087087288475
2001-02-15,150.4522458634192
2001-02-16,147.60141765888793
2001-02-19,146.74215251075236
2001-02-20,146.90441789715945
2001-02-21,144.50805046604071
2001-02-22,145.1560279802093
2001-02-23,144.12779665066122
2001-02-26,145.8343363991983
2001-02-27,144.7100761267961
2001-02-28,143.42051860743805
2001-03-01,141.59149655517908
2001-03-02,140.68019625084617
2001-03-05,142.20953625262712
2001-03-06,143.64324894343633
2001-03-07,144.8180630121506
2001-03-08,144.88606610950356
2001-03-09,143.1089972556664
2001-03-12,139.2328182803433
2001-03-13,140.15064075391982
2001-03-14,137.46645360565546
2001-03-15,139.7615511545053
2001-03-16,138.14914372317273
2001-03-19,139.10086640194848
2001-03-20,137.51406385066514
2001-03-21,136.3518232525128
2001-03-22,134.1729004885591
2001-03-23,135.47999203032384
2001-03-26,138.7244688967863
2001-03-27,141.38314344507032
2001-03-28,140.48233334210778
2001-03-29,140.82604862031187
2001-03-30,141.55074502986608
2001-04-02,140.7287008700379
2001-04-03,136.9528426374
2001-04-04,135.47322972125016
2001-04-05,139.8087133178851
2001-04-06,137.753802470482
2001-04-09,138.6474240188903
2001-04-10,142.84418144099033
2001-04-11,143.53847426417272
2001-04-12,143.54997306676475
2001-04-13,143.50218752170562
2001-04-16,144.7378694550292
2001-04-17,145.37451134681453
2001-04-18,150.51118217862708
2001-04-19,149.22685053132815
2001-04-20,146.56207379375724
2001-04-23,146.2294445218447
2001-04-24,146.3768183081605
2001-04-25,147.05937405988024
2001-04-26,147.52304967886334
2001-04-27,150.07436494932688
2001-04-30,150.6396589315437
2001-05-01,151.50749499097557
2001-05-02,151.0513495641288
2001-05-03,149.16546054453227
