Date,EAFE ex UK VALUE
1998-12-31,100.0
1999-01-29,102.95553626169027
1999-02-26,103.30383234137017
1999-03-31,112.92938306464147
1999-04-30,122.48010532894098
1999-05-31,117.02202215392563
1999-06-30,124.37506034529862
1999-07-30,124.7499650249328
1999-08-31,126.85785894593276
1999-09-30,126.78024811658332
1999-10-29,132.19154857498123
1999-11-30,137.8976158144028
1999-12-31,148.4971215317067
2000-01-31,142.45149057555034
2000-02-29,145.65729161811007
2000-03-31,154.7679783017188
2000-04-28,157.64724322040013
2000-05-31,156.8618778189091
2000-06-30,159.98951094060635
2000-07-31,160.09357453703376
2000-08-31,168.38203838151762
2000-09-29,164.31412002419458
2000-10-31,168.91897635779281
2000-11-30,161.63255549403343
2000-12-29,156.46877650356652
2001-01-01,156.46877650356652
2001-01-02,155.3496760069515
2001-01-03,155.01169452700628
2001-01-04,155.77467847244432
2001-01-05,155.49372916049185
2001-01-08,155.54702585363418
2001-01-09,154.58235743966054
2001-01-10,153.18140152619168
2001-01-11,151.68976034286726
2001-01-12,151.62629711379498
2001-01-15,152.37376621193465
2001-01-16,152.8477225236297
2001-01-17,155.23892565125024
2001-01-18,154.48333391298453
2001-01-19,154.66726616444447
2001-01-22,155.41524385628261
2001-01-23,154.9704276582651
2001-01-24,156.2069329492862
2001-01-25,157.5282917000859
2001-01-26,157.1736564530039
2001-01-29,158.0553137539563
2001-01-30,158.00032779215778
2001-01-31,158.50346935326434
2001-02-01,157.38806468083635
2001-02-02,156.7043323604152
2001-02-05,155.71702321345438
2001-02-06,156.81352600653906
2001-02-07,155.83466057212513
2001-02-08,156.2764418460149
2001-02-09,155.5122481557122
2001-02-12,155.470984194545
2001-02-13,156.41053867999892
2001-02-14,156.56078833815963
2001-02-15,158.15921320874608
2001-02-16,155.81403945724736
2001-02-19,155.10755433132886
2001-02-20,155.94875711863844
2001-02-21,154.32270749123987
2001-02-22,154.26579321622245
2001-02-23,153.68620842062754
2001-02-26,155.16590356090828
2001-02-27,154.73771518832342
2001-02-28,154.07529614065947
2001-03-01,152.17753004359622
2001-03-02,149.91093401607029
2001-03-05,150.64517465813304
2001-03-06,152.4093619361675
2001-03-07,153.00667970147106
2001-03-08,152.74376942854278
2001-03-09,152.2817705871565
2001-03-12,149.00277880524672
2001-03-13,147.38377231671797
2001-03-14,144.79910766537378
2001-03-15,146.63887555361373
2001-03-16,145.0618374908249
2001-03-19,144.36750596296903
2001-03-20,144.86253316954986
2001-03-21,145.53795877518593
2001-03-22,140.79160120576634
2001-03-23,142.50957142741902
2001-03-26,146.6678627833644
2001-03-27,148.44808064852387
2001-03-28,148.92869802661787
2001-03-29,148.09512278452678
2001-03-30,148.1082611159921
2001-04-02,147.24903217326178
2001-04-03,145.68491386796154
2001-04-04,145.63191216715896
2001-04-05,148.36961242507962
2001-04-06,147.6219969660434
2001-04-09,147.16032508589595
2001-04-10,149.55780310904808
2001-04-11,151.13533070075684
2001-04-12,151.7644192819801
2001-04-13,151.62360350323604
2001-04-16,151.7784588579132
2001-04-17,151.55502216660008
2001-04-18,155.51192493767516
2001-04-19,155.17828887254313
2001-04-20,153.2743286668831
2001-04-23,153.05704677561874
2001-04-24,154.1762719877729
2001-04-25,154.29131575300684
2001-04-26,154.95205772070088
2001-04-27,156.73310388355392
2001-04-30,158.15862057125028
2001-05-01,159.85228599215694
2001-05-02,159.86091071138333
2001-05-03,158.70741442780258
2001-05-04,158.63946414100022
2001-05-07,159.93567948461734
2001-05-08,158.7932322664056
2001-05-09,157.86190604973766
2001-05-10,159.33761452186653
2001-05-11,159.6616983120271
2001-05-14,158.45942119641396
2001-05-15,159.05513065640727
2001-05-16,157.9561315781437
2001-05-17,159.78951010657764
2001-05-18,160.41307556707542
2001-05-21,161.77760459935277
2001-05-22,162.642257572139
2001-05-23,163.0622656119527
2001-05-24,163.795686701724
2001-05-25,162.53346604852152
2001-05-28,161.79795386246786
2001-05-29,162.17500185864046
2001-05-30,160.01941053522532
2001-05-31,161.0049108803291
2001-06-01,160.82024218412354
2001-06-04,160.87091547265385
2001-06-05,161.6225761180816
2001-06-06,161.25033112684827
2001-06-07,160.99478505185266
2001-06-08,160.91712812556904
2001-06-11,160.3381539507645
2001-06-12,157.41716667253502
2001-06-13,158.21678798282446
2001-06-14,156.39940740151192
2001-06-15,155.05143890699733
2001-06-18,153.78467792611093
2001-06-19,154.1734150614805
2001-06-20,153.6624309554209
2001-06-21,154.2974074846496
2001-06-22,155.18168328346272
2001-06-25,154.89036709204606
2001-06-26,153.64136923941726
2001-06-27,153.0851301281848
2001-06-28,154.04878232137804
2001-06-29,156.30458753735104
2001-07-02,157.0696971664795
2001-07-03,156.5613271844168
2001-07-04,156.07133415817532
2001-07-05,155.9136557612824
2001-07-06,152.10073057653622
2001-07-09,151.42652730732385
2001-07-10,151.13653802448567
2001-07-11,149.35726606249617
2001-07-12,151.43490793428953
2001-07-13,151.79867014114225
2001-07-16,151.29411376301553
2001-07-17,150.1598022532621
2001-07-18,147.02336370687019
2001-07-19,148.01616302072617
2001-07-20,147.32609419646766
2001-07-23,146.36081702177745
2001-07-24,145.57137905159692
2001-07-25,144.5602941991704
2001-07-26,145.60572473667042
2001-07-27,146.95028823134925
2001-07-30,146.85285413225756
2001-07-31,148.52903862284876
2001-08-01,149.03954838144696
2001-08-02,149.59262491413756
2001-08-03,148.0900533638006
2001-08-06,148.78943927461646
2001-08-07,149.3535745915711
2001-08-08,148.29648853553897
2001-08-09,145.07125283496805
2001-08-10,143.97715257331527
2001-08-13,143.953545406659
2001-08-14,146.71106881122975
