Date,WORLD ex AUSTRALIA VALUE
1998-12-31,100.0
1999-01-29,104.11621119254154
1999-02-26,106.39090826211151
1999-03-31,113.15402116433013
1999-04-30,124.60849018690865
1999-05-31,121.65519629806053
1999-06-30,127.04986400015468
1999-07-30,122.92201230945257
1999-08-31,122.79824609249448
1999-09-30,119.21328972718553
1999-10-29,125.46561010610989
1999-11-30,130.45900052732787
1999-12-31,136.73142668483638
2000-01-31,132.82381243488044
2000-02-29,130.17310468402445
2000-03-31,141.69311155932624
2000-04-28,146.1852322933858
2000-05-31,144.66109585935052
2000-06-30,140.98513137371773
2000-07-31,144.90138156443717
2000-08-31,155.51675214627133
2000-09-29,154.170636027256
2000-10-31,161.8510311061708
2000-11-30,150.24347850758096
2000-12-29,145.9521936945552
2001-01-01,145.9521936945552
2001-01-02,143.53004504271036
2001-01-03,145.3226299398375
2001-01-04,145.34401357541842
2001-01-05,143.0426487555952
2001-01-08,143.2242483306314
2001-01-09,143.57549852804
2001-01-10,143.54774608084244
2001-01-11,142.38886515742558
2001-01-12,142.05151091403235
2001-01-15,142.87629103050634
2001-01-16,143.6466598333425
2001-01-17,145.68255273221962
2001-01-18,144.2710787617967
2001-01-19,144.6958275485683
2001-01-22,144.95314277363403
2001-01-23,145.43359082054442
2001-01-24,147.99821330498622
2001-01-25,148.8111054903108
2001-01-26,148.09695612829861
2001-01-29,149.42586533264407
2001-01-30,149.63269348805244
2001-01-31,148.79683969816605
2001-02-01,147.68834658401718
2001-02-02,147.17423717134037
2001-02-05,146.93484911620862
2001-02-06,147.80007502045726
2001-02-07,146.8625385393281
2001-02-08,148.3733434756573
2001-02-09,146.90890177163718
2001-02-12,147.33775307901647
2001-02-13,148.17967874173166
2001-02-14,147.59009210164257
2001-02-15,150.13180949619985
2001-02-16,147.26304567695064
2001-02-19,146.41992324842988
2001-02-20,146.57948885765296
2001-02-21,144.14916341254306
2001-02-22,144.8179523471422
2001-02-23,143.78857303767396
2001-02-26,145.50208430828647
2001-02-27,144.3778181475481
2001-02-28,143.05665719054488
2001-03-01,141.207945048091
2001-03-02,140.3055685182169
2001-03-05,141.86545512828314
2001-03-06,143.35273653874924
2001-03-07,144.5304875669149
2001-03-08,144.6190224520867
2001-03-09,142.8192393996152
2001-03-12,138.9124712608982
2001-03-13,139.88825689790133
2001-03-14,137.17161411475433
2001-03-15,139.49762887670155
2001-03-16,137.84728475225464
2001-03-19,138.81625837568464
2001-03-20,137.21659335810884
2001-03-21,136.06366073229216
2001-03-22,133.87221538088286
