Date,EMU VALUE
1998-12-31,99.99999999999999
1999-01-29,102.68538681940512
1999-02-26,102.44443965346416
1999-03-31,108.65762217734404
1999-04-30,117.56789576085069
1999-05-31,112.93449581394398
1999-06-30,118.05318343488139
1999-07-30,115.41386979446634
1999-08-31,118.36695957819538
1999-09-30,115.38109458484242
1999-10-29,120.896699624072
1999-11-30,125.72234211288445
1999-12-31,139.2914722370369
2000-01-31,129.6232252149466
2000-02-29,140.14071757067498
2000-03-31,140.86356694550275
2000-04-28,144.66994365889641
2000-05-31,146.7341603073651
2000-06-30,148.01260757075605
2000-07-31,153.3979538243975
2000-08-31,158.6878710150182
2000-09-29,153.50847034098553
2000-10-31,158.35084652091604
2000-11-30,154.25310573827971
2000-12-29,154.83670530073385
2001-01-01,154.83670530073385
2001-01-02,153.96974255207496
2001-01-03,153.48249665645065
2001-01-04,154.6744861916929
2001-01-05,154.40264539242284
2001-01-08,154.25041784067233
2001-01-09,153.13722305742436
2001-01-10,152.0919355543526
2001-01-11,153.5820325407368
2001-01-12,154.08948563787916
2001-01-15,155.28944705414474
2001-01-16,153.9137844119638
2001-01-17,155.50489006781487
2001-01-18,154.37013392239618
2001-01-19,153.56821004720024
2001-01-22,154.98818787079017
2001-01-23,154.9715311303578
2001-01-24,156.07584397189723
2001-01-25,157.57715403953046
2001-01-26,157.3753876378719
2001-01-29,157.47745042796933
2001-01-30,157.42319941698386
2001-01-31,158.4212029178709
2001-02-01,156.87343224094934
2001-02-02,156.19859120596712
2001-02-05,156.76560631234065
2001-02-06,157.93793165008057
2001-02-07,156.66369510275868
2001-02-08,157.70205331700078
2001-02-09,156.86198098392433
2001-02-12,157.79178881435783
2001-02-13,158.05439981945182
2001-02-14,157.6970782326261
2001-02-15,157.555814152203
2001-02-16,156.0849942754594
2001-02-19,156.57957203680735
2001-02-20,155.85480381972383
2001-02-21,154.4896383377369
2001-02-22,152.69797984085903
2001-02-23,150.7375068162111
2001-02-26,152.34075383267955
2001-02-27,152.94396401464766
2001-02-28,152.76153484783072
2001-03-01,151.671078980828
2001-03-02,151.48766913360754
2001-03-05,152.21186659170948
2001-03-06,153.72165694948484
2001-03-07,154.57230894532077
2001-03-08,154.34404497379376
2001-03-09,153.80180625990167
2001-03-12,150.93880964156762
2001-03-13,149.12669756126064
2001-03-14,146.43227919302655
2001-03-15,147.9256013081977
2001-03-16,145.34939159715702
2001-03-19,144.1657750423483
2001-03-20,145.7567532208114
2001-03-21,142.9668386208645
2001-03-22,136.9443935119682
2001-03-23,138.97522313555515
2001-03-26,143.05091371375497
2001-03-27,146.7830342505927
2001-03-28,145.31721724573742
2001-03-29,146.29734957779522
2001-03-30,147.33047235474044
2001-04-02,147.46080861879943
2001-04-03,143.26190718632904
2001-04-04,143.86073754759423
2001-04-05,146.11401770824176
2001-04-06,145.76202342483742
2001-04-09,147.78642767053984
2001-04-10,150.9152806066984
2001-04-11,151.25104626693832
2001-04-12,151.84943316746686
2001-04-13,151.84943316746686
2001-04-16,151.84943316746686
2001-04-17,151.03190283647626
2001-04-18,154.19407579057315
2001-04-19,153.55063814411866
2001-04-20,152.4188352632127
2001-04-23,151.48679685927908
2001-04-24,153.2912722745383
2001-04-25,153.18955193357797
2001-04-26,153.9208842843043
2001-04-27,155.72385830517524
2001-04-30,156.6946054743412
2001-05-01,156.7910236423978
2001-05-02,155.79404495036385
2001-05-03,153.28175248492445
2001-05-04,153.37727765336763
2001-05-07,154.302907229758
2001-05-08,154.32094989627555
2001-05-09,153.83099495661472
2001-05-10,156.56022401996765
2001-05-11,156.10165665597157
2001-05-14,155.36531162674754
2001-05-15,156.07304866482446
2001-05-16,156.07238480608885
2001-05-17,157.4165796013481
2001-05-18,158.99605636071163
2001-05-21,159.3653063450056
2001-05-22,159.98746230223077
2001-05-23,159.03281781264235
2001-05-24,159.890778998003
2001-05-25,158.51813233777594
2001-05-28,159.1059598204741
2001-05-29,158.05069154334623
2001-05-30,156.5796291041041
2001-05-31,157.15693801999362
2001-06-01,156.83515657342113
2001-06-04,157.14986741408333
2001-06-05,158.4888801463282
2001-06-06,157.79176377397022
2001-06-07,157.33098379737342
2001-06-08,157.38687679348482
2001-06-11,156.81827583126844
2001-06-12,154.92072931430354
2001-06-13,156.11048273090222
2001-06-14,154.67762324174342
2001-06-15,153.315006799797
2001-06-18,151.4964272091713
2001-06-19,152.11926689429362
2001-06-20,151.42489345000212
2001-06-21,151.18857396143204
2001-06-22,152.06506792745725
2001-06-25,152.8141587285379
2001-06-26,150.5415348744396
2001-06-27,149.9683590670683
2001-06-28,150.85858547013981
2001-06-29,153.25592257213384
2001-07-02,154.92583099931312
2001-07-03,153.6106035304509
2001-07-04,153.54267204596627
2001-07-05,153.4686231222145
2001-07-06,150.34093147382774
2001-07-09,150.34953360860393
2001-07-10,149.12516472813405
2001-07-11,147.46630726746906
2001-07-12,148.085093439053
2001-07-13,149.6031671990458
2001-07-16,148.80634491095233
2001-07-17,148.03915862888675
2001-07-18,145.59910201519023
2001-07-19,146.97149919759445
2001-07-20,146.29514926461286
2001-07-23,147.13826013690579
2001-07-24,145.78999056403694
2001-07-25,143.47529207946653
2001-07-26,145.08342644836745
2001-07-27,147.0427753637836
2001-07-30,148.52589317028068
2001-07-31,149.6105616210267
2001-08-01,149.61192971416773
2001-08-02,148.52184612886575
2001-08-03,147.38023611079024
2001-08-06,148.2031383617339
2001-08-07,148.28494551091734
2001-08-08,146.43234587969067
2001-08-09,144.15879313648406
2001-08-10,142.67205935782147
2001-08-13,144.0369257176635
2001-08-14,145.54298196417832
2001-08-15,144.6668081263769
2001-08-16,143.72069075846085
2001-08-17,141.14692906178132
2001-08-20,141.11464936885298
2001-08-21,142.02133288795346
2001-08-22,142.20657889487157
2001-08-23,142.85188140068368
2001-08-24,144.9888269855121
2001-08-27,145.26774480503235
2001-08-28,143.34035437838764
2001-08-29,143.90374354406694
2001-08-30,141.2667096724012
2001-08-31,141.4121224799306
2001-09-03,139.81540886932476
2001-09-04,141.01164530366412
2001-09-05,138.73487039917515
2001-09-06,136.2186492643236
2001-09-07,133.15715807259286
2001-09-10,131.6042766026262
2001-09-11,124.38391841680746
2001-09-12,124.0711354518282
2001-09-13,124.56092196955852
2001-09-14,117.77680543797335
2001-09-17,120.26736527851453
2001-09-18,119.19641629276232
2001-09-19,115.64266896538764
2001-09-20,110.0673577486791
2001-09-21,106.61159674199803
2001-09-24,112.89775903725409
2001-09-25,113.88169719856958
2001-09-26,116.22393464786758
2001-09-27,118.08129864266587
2001-09-28,121.31206155556643
2001-10-01,118.83903670674876
2001-10-02,120.76416561158739
2001-10-03,120.68096040513187
2001-10-04,124.81060882569496
2001-10-05,123.56927824725963
2001-10-08,123.49137329935881
2001-10-09,123.43390248709687
2001-10-10,126.97765052309478
2001-10-11,128.48311617256044
2001-10-12,128.34729200679092
2001-10-15,124.67547393189831
2001-10-16,126.24058783669166
2001-10-17,128.30040338196537
2001-10-18,126.148062745796
2001-10-19,123.59975959067513
2001-10-22,125.68053388607196
2001-10-23,128.91877685119965
2001-10-24,129.41226236862423
2001-10-25,127.00478642858572
2001-10-26,129.7815684067492
2001-10-29,127.63670419016775
2001-10-30,124.352272197224
2001-10-31,126.07397779266863
2001-11-01,126.95053730475958
2001-11-02,126.41861251378711
2001-11-05,129.11136284322922
2001-11-06,128.1530577906155
2001-11-07,129.62912476339883
2001-11-08,132.31034051219567
2001-11-09,131.0434334876342
2001-11-12,128.09727226927942
2001-11-13,132.27917644720293
2001-11-14,131.66249076100476
2001-11-15,131.314228610617
2001-11-16,132.85410413516382
2001-11-19,134.91791628776505
2001-11-20,133.977144171295
2001-11-21,133.76207929461083
2001-11-22,134.84252174027614
2001-11-23,135.20543389226037
2001-11-26,134.18348391214192
2001-11-27,132.46695329141582
2001-11-28,130.93399020394295
2001-11-29,130.9094664377288
2001-11-30,131.58843144060214
2001-12-03,130.82009789627233
2001-12-04,131.8829773535504
2001-12-05,137.08765919785745
2001-12-06,137.5853095261821
2001-12-07,136.60586111462362
2001-12-10,134.25870858025493
2001-12-11,134.54238318773344
2001-12-12,132.73281689363836
2001-12-13,129.90785898684683
2001-12-14,128.7079474265581
2001-12-17,132.72394507467308
2001-12-18,132.23195194559122
2001-12-19,131.39617011298026
2001-12-20,129.93837079624862
2001-12-21,132.2748349688301
2001-12-24,132.15795486117912
2001-12-25,132.15795486117912
