Date,NORTH AMERICA VALUE
1998-12-31,100.00000000000001
1999-01-29,106.00696658422518
1999-02-26,108.56699549804186
1999-03-31,113.20802364600775
1999-04-30,125.89191270973686
1999-05-31,125.16876758975982
1999-06-30,130.07949126732257
1999-07-30,122.00332410422654
1999-08-31,119.80983937339334
1999-09-30,113.45108573304726
1999-10-29,121.18929557156422
1999-11-30,125.8910423443864
1999-12-31,129.03895360003992
2000-01-31,128.27763967182014
2000-02-29,121.81870038936228
2000-03-31,135.0963084786931
2000-04-28,142.31858270121813
2000-05-31,140.19123085990725
2000-06-30,132.57717039521953
2000-07-31,138.32279480718316
2000-08-31,151.49011054607956
2000-09-29,151.8221269680298
2000-10-31,160.2838118312997
2000-11-30,146.92204776914699
2000-12-29,142.24069976092474
2001-01-01,142.24069976092474
2001-01-02,139.13361123371735
2001-01-03,142.77990940327328
2001-01-04,141.62834654663052
2001-01-05,137.7895798780504
2001-01-08,138.2536092721581
2001-01-09,139.54415423142842
2001-01-10,140.55196764454814
2001-01-11,139.31513067663397
2001-01-12,138.82732146584758
2001-01-15,139.86583614206072
2001-01-16,141.33083033299047
2001-01-17,142.75247913896916
2001-01-18,141.08793251062127
2001-01-19,141.68221738212716
2001-01-22,141.7901193431247
2001-01-23,142.76657728079692
2001-01-24,145.91686827627302
2001-01-25,146.58951118822836
2001-01-26,145.5212112251771
2001-01-29,147.03002126731147
2001-01-30,147.30036696390516
2001-01-31,146.00115527997
2001-02-01,144.9284183097803
2001-02-02,144.39682096535623
2001-02-05,144.54762053727666
2001-02-06,145.38889153615273
2001-02-07,144.57322486180166
2001-02-08,146.8581185198186
2001-02-09,145.1571837434106
2001-02-12,145.58427161922472
2001-02-13,146.45463168682332
2001-02-14,145.33074187861288
2001-02-15,148.41148692503128
2001-02-16,145.4919118895071
2001-02-19,144.70843095870583
2001-02-20,144.68487918900064
2001-02-21,141.71595584161963
2001-02-22,142.53404721110692
2001-02-23,141.27475343673075
2001-02-26,143.78453961153264
2001-02-27,142.2717553950027
2001-02-28,140.53008847049983
2001-03-01,138.3869271715748
2001-03-02,138.16737534866408
2001-03-05,139.92153797589253
2001-03-06,140.9507595044746
2001-03-07,142.74458694429057
2001-03-08,142.99312056330496
2001-03-09,140.5184098862877
2001-03-12,135.6775236218628
2001-03-13,138.67640432886526
2001-03-14,135.54983183639928
2001-03-15,138.05154810402834
2001-03-16,136.74246465749798
2001-03-19,139.029136380574
2001-03-20,135.42408176030403
2001-03-21,133.21254978587697
2001-03-22,132.87034186548595
2001-03-23,134.1854818853144
2001-03-26,136.65324045791658
2001-03-27,139.61098492182697
2001-03-28,137.93364107030789
2001-03-29,138.8561338819406
2001-03-30,140.35642049952807
2001-04-02,139.39769279273742
2001-04-03,134.1562472225157
2001-04-04,131.30364082745817
2001-04-05,137.12228188674172
2001-04-06,133.63499429473424
2001-04-09,134.95409335096454
2001-04-10,140.3657825441234
2001-04-11,140.59688554848097
2001-04-12,140.5048105946155
2001-04-13,140.5048105946155
2001-04-16,142.50512167416963
2001-04-17,143.9536830667201
2001-04-18,150.24906577647658
2001-04-19,148.1344230491275
2001-04-20,144.77210202632634
2001-04-23,144.21243423295203
2001-04-24,143.9154498670503
2001-04-25,145.2840384165505
2001-04-26,145.75584284207923
2001-04-27,148.86902431174138
2001-04-30,148.99312224137364
2001-05-01,149.8143614366466
2001-05-02,149.25974465365175
2001-05-03,147.334820399224
2001-05-04,148.75584927748326
2001-05-07,149.0645943709137
2001-05-08,149.12308894480978
2001-05-09,149.32248661519046
2001-05-10,149.99887923065796
2001-05-11,150.04653901863787
2001-05-14,151.40816959997173
2001-05-15,150.67931695096615
2001-05-16,153.2273724232169
2001-05-17,153.9761899684343
2001-05-18,155.34574387072743
2001-05-21,157.1321678659344
2001-05-22,158.6435365256557
2001-05-23,157.72798094626876
2001-05-24,158.47825700231266
2001-05-25,157.25495021067664
2001-05-28,156.6658281966426
2001-05-29,156.99800934006072
2001-05-30,154.86422650919198
2001-05-31,158.1149337791914
2001-06-01,158.43064113472332
2001-06-04,159.00596982911435
2001-06-05,160.04435102813963
2001-06-06,158.430113426646
2001-06-07,157.4674048590572
2001-06-08,156.92039011935964
2001-06-11,157.76714342698045
2001-06-12,156.1699705165241
2001-06-13,154.8293953807932
2001-06-14,150.72637394056838
2001-06-15,149.9128016562966
2001-06-18,149.17259457927156
2001-06-19,150.3355899098191
2001-06-20,152.20105175344207
2001-06-21,153.8886501885201
2001-06-22,152.696590568071
2001-06-25,150.3021145405404
2001-06-26,149.9560630317124
2001-06-27,149.84330627782063
2001-06-28,153.15269017053313
2001-06-29,154.56217768532028
2001-07-02,155.77860140906347
2001-07-03,155.51561671967815
2001-07-04,155.68181469216432
2001-07-05,156.19260861541022
2001-07-06,152.1204928460584
2001-07-09,151.9827127242586
2001-07-10,149.3723808707132
2001-07-11,147.98868387794218
2001-07-12,152.16165526609083
2001-07-13,152.95111011011355
2001-07-16,151.4692864959277
