Date,EUROPE ex UK VALUE
1998-12-31,99.99999999999999
1999-01-29,102.32366718892399
1999-02-26,102.43369751614979
1999-03-31,108.31405608182521
1999-04-30,116.92329531055108
1999-05-31,112.02594996254354
1999-06-30,116.28951415954693
1999-07-30,114.58748227246049
1999-08-31,117.27683482033984
1999-09-30,114.72067472771211
1999-10-29,119.70041515261799
1999-11-30,124.35821629186897
1999-12-31,136.78709008717146
2000-01-31,126.99902755330577
2000-02-29,135.79092418528296
2000-03-31,138.67133898019844
2000-04-28,141.6993290383031
2000-05-31,144.70881717234363
2000-06-30,145.84045842987268
2000-07-31,151.21400356251536
2000-08-31,156.27242663459734
2000-09-29,150.77216088088744
2000-10-31,155.80813803318944
2000-11-30,151.44475408693188
2000-12-29,152.12430907410214
2001-01-01,152.12430907410214
2001-01-02,151.34416484990703
2001-01-03,150.73394941739357
2001-01-04,152.54611055216498
2001-01-05,152.09530262792646
2001-01-08,152.22792983764765
2001-01-09,151.28608921988592
2001-01-10,150.13459112843972
2001-01-11,151.26687456753447
2001-01-12,151.52087444790766
2001-01-15,152.46718865567212
2001-01-16,151.3480948218062
2001-01-17,153.29978989124734
2001-01-18,152.50988040820673
2001-01-19,151.82979693774055
2001-01-22,152.6858000808818
2001-01-23,152.61469627896903
2001-01-24,153.86710199439804
2001-01-25,155.18116955032687
2001-01-26,155.1734318793841
2001-01-29,155.57039681286662
2001-01-30,155.65399379436255
2001-01-31,156.48588401966373
2001-02-01,154.84623785400407
2001-02-02,154.19647869554836
2001-02-05,154.4210554035669
2001-02-06,155.58915428513163
2001-02-07,154.47221700004002
2001-02-08,154.76970643561222
2001-02-09,153.8801023629314
2001-02-12,154.2068957346851
2001-02-13,154.53502263367957
2001-02-14,153.93520879392003
2001-02-15,154.27153422717527
2001-02-16,152.48057458652173
2001-02-19,152.92537109343763
2001-02-20,152.31197349514147
2001-02-21,150.84086835942156
2001-02-22,149.3926994829257
2001-02-23,147.5554265737547
2001-02-26,149.09396971878974
2001-02-27,149.65093591625092
2001-02-28,149.5489933208557
2001-03-01,147.95014332965627
2001-03-02,147.57622707382757
2001-03-05,148.29215892981384
2001-03-06,149.93473842163425
2001-03-07,150.6256080675383
2001-03-08,150.37421677804213
2001-03-09,149.73868797116367
2001-03-12,146.86290327785872
2001-03-13,145.3935877743934
2001-03-14,142.68571666660947
2001-03-15,144.0824207915619
2001-03-16,141.3757497241897
2001-03-19,140.09291653918805
2001-03-20,141.5336961704878
2001-03-21,138.73275689754368
2001-03-22,132.42880733302317
2001-03-23,134.6403305044596
2001-03-26,138.8528439711462
2001-03-27,141.85875826003607
2001-03-28,140.35120942143283
2001-03-29,141.20165104464095
2001-03-30,142.57908954376154
2001-04-02,142.29546155352054
2001-04-03,138.40783464088156
2001-04-04,138.62462574498892
2001-04-05,141.02670483867564
2001-04-06,140.6365286164256
2001-04-09,142.72225433083113
2001-04-10,145.7048455600847
2001-04-11,146.33646018322102
2001-04-12,146.69879630920246
2001-04-13,146.69879630920246
2001-04-16,146.725974223724
2001-04-17,146.16855569523358
2001-04-18,149.14522306339734
2001-04-19,148.8118098348471
2001-04-20,147.63740536348405
2001-04-23,146.54559018675334
2001-04-24,148.23498251117192
2001-04-25,147.98892692435822
2001-04-26,148.4135366064338
2001-04-27,150.10678059537395
2001-04-30,151.3344739730502
2001-05-01,151.34428349008243
2001-05-02,150.57258824709257
2001-05-03,148.34426996018706
2001-05-04,148.6226482599216
2001-05-07,149.79039295143127
2001-05-08,149.50375515944802
2001-05-09,148.98782359115782
2001-05-10,151.8143717722501
2001-05-11,151.4357535657128
2001-05-14,150.61834749355202
2001-05-15,151.41624475695394
2001-05-16,151.3510871430281
2001-05-17,152.81943960950096
2001-05-18,154.16964299035058
2001-05-21,154.66427768946897
2001-05-22,155.16556565450534
2001-05-23,154.37006179925464
2001-05-24,155.06640873407835
2001-05-25,154.00708204973503
2001-05-28,154.28460641000189
2001-05-29,153.33678367482872
2001-05-30,151.84483223103805
2001-05-31,152.34805692153182
2001-06-01,152.12952536681243
2001-06-04,152.3431815457536
2001-06-05,153.77333444964333
2001-06-06,153.01069592178288
2001-06-07,152.47980946124557
2001-06-08,152.35660048845662
2001-06-11,151.74859284877408
2001-06-12,149.9063308846846
2001-06-13,151.14029819743087
2001-06-14,149.5653760770304
2001-06-15,148.5292095236009
2001-06-18,146.93093312056587
2001-06-19,147.57258781342628
2001-06-20,146.63094203675396
2001-06-21,146.42513046601732
2001-06-22,147.19721699327854
2001-06-25,147.87747178288782
2001-06-26,145.7103556929332
2001-06-27,145.1416764955154
2001-06-28,146.44807298747642
2001-06-29,148.350622742978
2001-07-02,149.92213953356526
2001-07-03,148.76302180423258
2001-07-04,148.54386397829475
2001-07-05,148.24171452923298
2001-07-06,145.11362005425323
2001-07-09,144.95245532199797
2001-07-10,144.01553354410197
2001-07-11,142.41931131642207
2001-07-12,143.4965746276928
2001-07-13,144.71792911929674
2001-07-16,144.26989007551038
2001-07-17,143.2898662952748
2001-07-18,141.2756985504884
2001-07-19,142.82134001266698
2001-07-20,142.04285518541414
2001-07-23,142.77628615242554
2001-07-24,141.31631995464
2001-07-25,139.27590686674557
2001-07-26,140.57266296180998
2001-07-27,142.37554536741234
2001-07-30,143.74665758305952
2001-07-31,144.69223714726758
2001-08-01,144.8658085191022
2001-08-02,144.117700893998
2001-08-03,143.0497263889605
2001-08-06,143.73729814091746
2001-08-07,143.8380801545636
2001-08-08,142.3621374711324
2001-08-09,140.0549859019537
2001-08-10,138.53696147732137
2001-08-13,139.66913523671545
2001-08-14,141.43974306242694
2001-08-15,140.8424777038003
2001-08-16,139.75148032193442
2001-08-17,137.4257917281275
2001-08-20,137.13753372864434
2001-08-21,137.96526848642029
2001-08-22,137.96318682122165
2001-08-23,138.4232709992061
2001-08-24,140.6014126735788
2001-08-27,140.92085380015058
2001-08-28,138.9938791777908
2001-08-29,139.18388538700356
2001-08-30,136.82170905270246
2001-08-31,136.9930895489965
2001-09-03,135.21810832852668
2001-09-04,136.58007527382014
2001-09-05,134.80791163215753
2001-09-06,132.32859776214167
2001-09-07,129.29348936934548
2001-09-10,127.65193109291911
2001-09-11,120.13984036569383
2001-09-12,120.11891158815126
2001-09-13,120.82449456300306
2001-09-14,114.6978392409462
2001-09-17,117.34727549030904
2001-09-18,116.03240359736034
2001-09-19,113.04670049012977
2001-09-20,107.55053274195348
2001-09-21,104.01040688824251
2001-09-24,110.01876751059804
2001-09-25,111.35333537204363
2001-09-26,113.39054804935124
2001-09-27,115.1472776220144
2001-09-28,118.60876289273968
2001-10-01,116.26202801926948
2001-10-02,117.56944869641761
2001-10-03,117.29338728354776
2001-10-04,121.21757566981812
2001-10-05,120.04540904596601
2001-10-08,119.93727692361828
2001-10-09,119.84979336303529
2001-10-10,122.91600384500804
2001-10-11,124.93513636007053
2001-10-12,124.70444718723652
2001-10-15,121.58799454021917
2001-10-16,122.87290064042774
2001-10-17,124.83514528566327
2001-10-18,123.11782771246241
2001-10-19,120.79190014127667
2001-10-22,122.77355615211206
2001-10-23,125.8425502626927
2001-10-24,126.30047648218861
2001-10-25,124.02206470121948
2001-10-26,126.62364764121799
2001-10-29,124.53702088840252
2001-10-30,121.21256193513452
2001-10-31,122.81476345330374
2001-11-01,123.37736666975606
2001-11-02,123.09105406588111
2001-11-05,125.65945107835434
2001-11-06,125.01233890956098
2001-11-07,126.45515987422374
2001-11-08,129.26577112658876
2001-11-09,128.0357748763545
2001-11-12,125.35683825589062
2001-11-13,129.22400173852392
2001-11-14,128.94055387431814
2001-11-15,129.20330218891905
2001-11-16,130.57230273649068
2001-11-19,132.5533554033222
2001-11-20,131.33704335126464
2001-11-21,131.15456073300248
2001-11-22,132.26834410523878
2001-11-23,132.33143849557004
2001-11-26,131.63330774602642
2001-11-27,130.18637477288763
2001-11-28,128.59507807367652
2001-11-29,128.4610591184325
2001-11-30,128.74290365485007
2001-12-03,128.18707569283694
2001-12-04,129.5562096700153
2001-12-05,134.13944963099888
2001-12-06,134.6750557725343
2001-12-07,133.8566537605305
2001-12-10,131.7116525732802
2001-12-11,131.83373001392948
2001-12-12,130.35931988065752
2001-12-13,127.9984502753719
2001-12-14,126.66453203015409
2001-12-17,130.16990957944188
2001-12-18,129.79166271871077
2001-12-19,128.826015395438
2001-12-20,127.98444955636234
2001-12-21,130.00720811565165
2001-12-24,129.6335598756427
2001-12-25,129.6335598756427
2001-12-26,129.58485152417757
2001-12-27,131.95510625326438
2001-12-28,132.7542019114425
2001-12-31,132.78679878526756
2002-01-01,132.78679878526756
2002-01-02,131.98188054520858
2002-01-03,134.67557984624435
2002-01-04,135.07818047091084
2002-01-07,133.5813659502227
2002-01-08,132.69511343561254
2002-01-09,133.01275215378192
2002-01-10,131.41456661258454
2002-01-11,132.17718092632288
2002-01-14,128.85379077983816
2002-01-15,129.59918776057197
2002-01-16,127.66122992434006
2002-01-17,130.18513842184035
2002-01-18,129.77527292643936
2002-01-21,128.59744891387538
2002-01-22,129.03337186730516
2002-01-23,129.5345271514887
2002-01-24,131.03331528262322
2002-01-25,130.91639824698822
2002-01-28,131.95511834006066
2002-01-29,130.14836736318983
2002-01-30,128.0946384959157
2002-01-31,129.140201196943
2002-02-01,129.0663928187229
2002-02-04,127.21587887140899
2002-02-05,125.08869097012197
2002-02-06,123.1643056857921
2002-02-07,124.5368248418343
2002-02-08,124.63529811619729
2002-02-11,126.00450346505629
2002-02-12,125.2897880013779
2002-02-13,126.203543978131
2002-02-14,128.07189203599265
2002-02-15,126.55286746126865
2002-02-18,125.74675178684808
2002-02-19,122.8008496997076
2002-02-20,122.23592118448727
2002-02-21,123.67936363111917
2002-02-22,121.97378255716845
2002-02-25,124.01629487659643
2002-02-26,125.0234416294974
2002-02-27,127.2803161848548
2002-02-28,128.14422498358877
2002-03-01,129.2464647468872
2002-03-04,133.10724372613322
2002-03-05,132.8700883188907
2002-03-06,133.3012726654362
2002-03-07,134.10814371476016
2002-03-08,135.46176612445325
2002-03-11,134.71203178785908
2002-03-12,133.33890736904667
2002-03-13,133.1905020708213
2002-03-14,133.75850333872233
2002-03-15,135.10409948340268
2002-03-18,136.02943343674244
2002-03-19,136.77379584069976
2002-03-20,135.43143811582033
2002-03-21,135.00393094864242
2002-03-22,135.92686830148693
2002-03-25,135.20991180372607
2002-03-26,135.70465342646742
2002-03-27,135.67462663675786
2002-03-28,137.23370137717126
2002-03-29,137.23370137717126
2002-04-01,137.32138437793415
2002-04-02,136.45612208094303
2002-04-03,136.63881177904653
2002-04-04,135.39233118286046
2002-04-05,134.94898489737852
2002-04-08,132.54504238060696
2002-04-09,133.2010432643957
2002-04-10,134.58125605732693
2002-04-11,132.86798017393195
2002-04-12,133.32086339138908
2002-04-15,134.25582706590447
2002-04-16,136.89924995947868
2002-04-17,137.14553049835396
2002-04-18,136.71995956414122
2002-04-19,137.20975221004173
2002-04-22,135.93503906820564
2002-04-23,135.59086752471555
2002-04-24,134.7245824735081
2002-04-25,132.44758074241338
2002-04-26,132.01444802222014
2002-04-29,131.75513101349057
2002-04-30,132.50255433488215
2002-05-01,132.54101256274672
2002-05-02,131.625439274791
2002-05-03,130.56871715172082
2002-05-06,130.10381192513827
2002-05-07,128.93931917515695
2002-05-08,132.19365348308895
2002-05-09,131.82672746719675
2002-05-10,130.23229592004407
2002-05-13,131.52486703618013
2002-05-14,133.66464664521615
2002-05-15,134.45276556631268
2002-05-16,134.08774122987572
2002-05-17,134.04640142884924
2002-05-20,133.22189787982856
2002-05-21,133.10102052034486
2002-05-22,131.65270680461632
2002-05-23,131.90745953759165
2002-05-24,131.85968429926223
2002-05-27,132.5608916506043
2002-05-28,131.896111907826
2002-05-29,131.6783204394699
2002-05-30,129.3982132923855
2002-05-31,129.85106675068354
2002-06-03,128.75864131168726
2002-06-04,125.1673170175057
2002-06-05,125.19290420949517
2002-06-06,125.30086613230436
2002-06-07,122.81858479364391
2002-06-10,122.93722343226293
2002-06-11,124.60524287811701
2002-06-12,121.7406797961765
2002-06-13,120.11441201032171
2002-06-14,117.07570186704822
2002-06-17,121.02377455433411
2002-06-18,120.75539169028696
2002-06-19,118.4891153430426
2002-06-20,115.32354348073085
2002-06-21,114.94056507124638
2002-06-24,111.10488434937794
2002-06-25,113.9141217990256
2002-06-26,111.46366821648569
2002-06-27,112.87622134447795
2002-06-28,117.00074883212811
2002-07-01,117.2345928012053
2002-07-02,112.86768604849127
2002-07-03,109.72551538246012
2002-07-04,111.76739705947595
2002-07-05,116.5030485555416
2002-07-08,116.10985374958268
2002-07-09,115.09172023779054
2002-07-10,111.68581513025809
2002-07-11,107.74654773281085
2002-07-12,108.18199341226443
2002-07-15,102.92009175408242
2002-07-16,102.67976546979855
2002-07-17,105.98315998018617
2002-07-18,107.4396601096945
2002-07-19,102.18145305674277
2002-07-22,96.77893497318168
2002-07-23,93.69283011474451
2002-07-24,92.12370718624078
2002-07-25,95.63556550008897
2002-07-26,96.34235735941438
2002-07-29,102.52895950539117
2002-07-30,101.75940648023862
2002-07-31,101.37647975470705
2002-08-01,98.02034550412938
2002-08-02,96.48262362510665
2002-08-05,92.77763177412136
2002-08-06,97.11953249071539
2002-08-07,96.16047565694808
2002-08-08,100.06101106268837
2002-08-09,101.89080131718237
2002-08-12,100.02464962934377
2002-08-13,100.77121240078273
2002-08-14,98.131870157256
2002-08-15,100.77990655474397
2002-08-16,101.34946478856729
2002-08-19,105.29796066327069
2002-08-20,104.19828198455183
2002-08-21,105.70322469496348
2002-08-22,108.0659231742603
2002-08-23,106.65049721453542
2002-08-26,105.49945980983543
2002-08-27,108.15623013430324
2002-08-28,103.79807206869044
2002-08-29,101.42833923618245
2002-08-30,102.28567354899047
2002-09-02,100.19346583603605
2002-09-03,96.11340793389195
2002-09-04,96.57698457630372
2002-09-05,95.29632749049085
2002-09-06,98.53116727281599
2002-09-09,96.81303382819229
2002-09-10,99.35235894703223
2002-09-11,101.84240647220811
2002-09-12,97.83146838752558
2002-09-13,95.69765852680648
2002-09-16,95.27782096112314
2002-09-17,94.4141966611953
2002-09-18,90.49068146903659
2002-09-19,88.30605198149979
2002-09-20,87.8897826936366
2002-09-23,83.73992538639745
2002-09-24,82.64746349217114
2002-09-25,84.3845956059589
2002-09-26,88.48165766068897
2002-09-27,87.59264444362097
2002-09-30,83.28210895763405
2002-10-01,83.97740047705177
2002-10-02,86.23390706625754
