Date,EAFE VALUE
1998-12-31,100.0
1999-01-29,102.20714254204533
1999-02-26,104.18789611361285
1999-03-31,113.33275232259743
1999-04-30,123.67633089231684
1999-05-31,118.09661873301225
1999-06-30,124.10459057832469
1999-07-30,124.24388705907424
1999-08-31,126.11411333793048
1999-09-30,125.66338556822235
1999-10-29,130.16124301738316
1999-11-30,135.6082089322154
1999-12-31,145.41150197014585
2000-01-31,138.33693492453833
2000-02-29,139.99282338094548
2000-03-31,149.4291113669499
2000-04-28,150.81261052700972
2000-05-31,150.00843044219445
2000-06-30,151.265059717403
2000-07-31,152.89033682250147
2000-08-31,160.46276245835617
2000-09-29,156.78010471610997
2000-10-31,163.11466818144638
2000-11-30,154.1965526455358
2000-12-29,150.36838973202285
2001-01-01,150.36838973202285
2001-01-02,148.9611122639319
2001-01-03,148.29980951400253
2001-01-04,149.948340946256
2001-01-05,149.69734649459272
2001-01-08,149.41493504215825
2001-01-09,148.5402513614303
2001-01-10,147.16408538034358
2001-01-11,146.08335288594148
2001-01-12,145.9647531388379
2001-01-15,146.47145144809093
2001-01-16,146.29329937162638
2001-01-17,149.1243496822422
2001-01-18,148.1102707630619
2001-01-19,148.37212979188158
2001-01-22,148.80581188401018
2001-01-23,148.54654221330134
2001-01-24,150.24359811622156
2001-01-25,151.28885930896752
2001-01-26,151.0530510326747
2001-01-29,152.10135134449294
2001-01-30,152.23146541828248
2001-01-31,152.06064753817537
2001-02-01,150.96240927378966
2001-02-02,150.49885259457147
2001-02-05,149.6440805086249
2001-02-06,150.57347811875593
2001-02-07,149.45481481239312
2001-02-08,149.89538528817715
2001-02-09,148.7374252171028
2001-02-12,149.18480676069558
2001-02-13,149.99356164761875
2001-02-14,150.12896886690254
2001-02-15,151.87520546003313
2001-02-16,149.1419950548799
2001-02-19,148.18825060772755
2001-02-20,148.59929960338928
2001-02-21,146.9949941321805
2001-02-22,147.40754061322133
2001-02-23,146.70040575530666
2001-02-26,147.30750896008624
2001-02-27,146.71977018200363
2001-02-28,146.05440410184454
2001-03-01,144.6067904425955
2001-03-02,142.88253833623793
2001-03-05,144.1376439061153
2001-03-06,146.04187325168323
2001-03-07,146.4783139286726
2001-03-08,146.33254550221037
2001-03-09,145.3898465277758
2001-03-12,142.67517627455732
2001-03-13,141.12806715445072
2001-03-14,138.98120343154767
2001-03-15,141.01960563768424
2001-03-16,139.05747369917762
2001-03-19,138.42630603008234
2001-03-20,139.23325333160085
2001-03-21,139.31704782270327
2001-03-22,134.97963585228743
2001-03-23,136.2700945624519
2001-03-26,140.4150859653455
2001-03-27,142.70487674144184
2001-03-28,142.72978850171882
2001-03-29,142.38529222755975
2001-03-30,142.18628009694066
2001-04-02,141.53063997924224
2001-04-03,139.51021335068558
2001-04-04,139.66476246419606
2001-04-05,142.21965762824794
2001-04-06,141.87271439546768
2001-04-09,142.25756282232294
2001-04-10,144.99239434770556
2001-04-11,146.23140743403485
2001-04-12,146.3655266381057
2001-04-13,146.26137999501722
2001-04-16,146.5841641898468
2001-04-17,146.2551778814129
2001-04-18,149.99041857566237
2001-04-19,149.6972504262689
2001-04-20,147.8745911139397
2001-04-23,147.8129598411944
2001-04-24,148.48636581729872
2001-04-25,148.3520155241254
2001-04-26,148.8034917646926
2001-04-27,150.6745992999765
2001-04-30,151.76021670911265
2001-05-01,152.67853874115139
2001-05-02,152.34174691860392
2001-05-03,150.51262096705014
2001-05-04,151.23149608131968
2001-05-07,152.3941555515121
2001-05-08,151.54274044327352
2001-05-09,150.93436011291118
2001-05-10,152.3909950836626
2001-05-11,152.61514521160538
2001-05-14,150.51254033821346
2001-05-15,151.6930630254639
2001-05-16,151.009735147397
2001-05-17,152.68289848529992
2001-05-18,153.30531182215225
2001-05-21,154.68092139932833
2001-05-22,155.5755300964326
2001-05-23,155.5403913679985
2001-05-24,155.9586805608376
2001-05-25,155.34512112271545
2001-05-28,154.66248114706508
2001-05-29,154.87453448857053
2001-05-30,152.82116339937988
2001-05-31,153.877260667581
2001-06-01,153.59327192427315
2001-06-04,153.78759000019383
2001-06-05,154.6555928659282
2001-06-06,153.8487653160175
2001-06-07,153.6514622536054
2001-06-08,153.55008063213646
2001-06-11,152.70987674692134
2001-06-12,150.0821818442215
2001-06-13,150.94703105464592
2001-06-14,149.19830206230344
2001-06-15,147.9420617383378
2001-06-18,146.7569226892682
2001-06-19,147.29505879700096
2001-06-20,147.01417109662646
2001-06-21,147.34083603202447
2001-06-22,148.0291088974239
2001-06-25,147.57682744835625
2001-06-26,146.20891239691704
2001-06-27,146.06449952251532
2001-06-28,147.29703803371535
2001-06-29,148.87272749807667
2001-07-02,150.21485430975838
2001-07-03,149.27983053081908
2001-07-04,148.7799461055753
2001-07-05,148.73916731077404
2001-07-06,145.21211677593948
2001-07-09,144.57631317960656
2001-07-10,144.14292776185735
2001-07-11,142.18701091817562
2001-07-12,144.50964007567165
2001-07-13,145.02819950063648
2001-07-16,144.4217147271508
2001-07-17,143.08795766273056
2001-07-18,140.17846936057649
2001-07-19,141.30931513838726
2001-07-20,140.60053448573515
2001-07-23,140.22815120061313
2001-07-24,138.8379145485972
2001-07-25,137.6426440295659
2001-07-26,138.44319352789555
2001-07-27,140.20598873645238
2001-07-30,140.48403620479397
2001-07-31,142.22192830382886
2001-08-01,142.60638235345846
2001-08-02,143.2675406296241
2001-08-03,141.97079687510447
2001-08-06,142.19136955041364
2001-08-07,142.82686802004392
2001-08-08,141.69718629752688
2001-08-09,138.5901664451621
2001-08-10,137.70406952880472
2001-08-13,137.62348956191607
2001-08-14,140.1631775821505
2001-08-15,139.60068881176517
2001-08-16,138.21154061235984
2001-08-17,136.60929015173514
2001-08-20,136.3571070445045
