Date,NORDIC COUNTRIES VALUE
1998-12-31,100.0
1999-01-29,105.36347802883974
1999-02-26,105.43754852142372
1999-03-31,112.99652824524424
1999-04-30,122.54780027182122
1999-05-31,119.12295222220187
1999-06-30,124.00642857149366
1999-07-30,126.41750398200806
1999-08-31,129.06581541086666
1999-09-30,129.59052518868154
1999-10-29,130.77659707904004
1999-11-30,142.7969068426615
1999-12-31,166.5996854739011
2000-01-31,160.68152237391553
2000-02-29,172.36202805310958
2000-03-31,174.9221678039969
2000-04-28,171.0962834010221
2000-05-31,170.4169287816753
2000-06-30,164.9346680297016
2000-07-31,163.81380988941837
2000-08-31,164.95632105807087
2000-09-29,160.93516822703575
2000-10-31,161.60351686113302
2000-11-30,149.40503533345142
2000-12-29,145.8959609224495
2001-01-01,145.8959609224495
2001-01-02,144.40831372797058
2001-01-03,141.73846242964134
2001-01-04,148.06610694553407
2001-01-05,150.63847007826445
2001-01-08,151.00954828685246
2001-01-09,150.1632476563919
2001-01-10,149.63471089515645
2001-01-11,150.3941051636995
2001-01-12,151.3658824255607
2001-01-15,151.8606810346719
2001-01-16,149.28658220674046
2001-01-17,153.09646088082908
2001-01-18,152.8583497962704
2001-01-19,154.89661208664128
2001-01-22,153.54823716263206
2001-01-23,151.98747920077372
2001-01-24,154.2902371134443
2001-01-25,154.9801622250646
2001-01-26,154.61367109597842
2001-01-29,155.6737552848121
2001-01-30,157.0766047986776
2001-01-31,158.5856389454405
2001-02-01,157.23514500391565
2001-02-02,155.3623298934353
2001-02-05,152.86187095291768
2001-02-06,155.21238220768942
2001-02-07,153.68459464721818
2001-02-08,153.54726565593094
2001-02-09,151.09938505506335
2001-02-12,150.45239566670054
2001-02-13,149.9301357116324
2001-02-14,146.71477882700327
2001-02-15,150.94750615735921
2001-02-16,149.26374804921403
2001-02-19,149.5234811458206
2001-02-20,149.67761765564384
2001-02-21,147.6878890437952
2001-02-22,144.5414468622049
2001-02-23,142.37663584221883
2001-02-26,144.01187553143268
2001-02-27,145.3918379753924
2001-02-28,144.6259305039433
2001-03-01,142.14953318865983
2001-03-02,142.47854720447478
2001-03-05,143.5724763687729
2001-03-06,146.3368764980652
2001-03-07,146.954340797816
2001-03-08,146.36002147296605
2001-03-09,145.7301996211115
2001-03-12,142.73222457334424
2001-03-13,141.8435608503694
2001-03-14,138.62369159139513
2001-03-15,140.5207757200431
2001-03-16,137.34448707874824
2001-03-19,134.98305952963278
2001-03-20,134.9165976257039
2001-03-21,131.712779265133
2001-03-22,126.6285064748261
2001-03-23,129.21372951903967
2001-03-26,134.471074949769
2001-03-27,135.07568170798965
2001-03-28,133.23664989289134
2001-03-29,130.52879582983698
2001-03-30,131.82189638558322
2001-04-02,130.05151606078638
2001-04-03,128.85628517587813
2001-04-04,128.64693224071038
2001-04-05,132.34753827974313
2001-04-06,131.8054588708418
2001-04-09,134.97076023102358
2001-04-10,137.46209045410123
2001-04-11,137.45771579435703
2001-04-12,136.26249831976168
2001-04-13,136.26249831976168
2001-04-16,136.53697487664022
2001-04-17,137.01360156680926
2001-04-18,141.03965647280242
2001-04-19,143.73052278096628
2001-04-20,141.16093178502774
2001-04-23,139.6115383034201
2001-04-24,139.6420961294926
2001-04-25,140.70922824457102
2001-04-26,141.17559624096015
2001-04-27,143.88689213700866
2001-04-30,146.89181223941387
2001-05-01,146.68933202309336
2001-05-02,145.04552613661812
2001-05-03,143.66674161362192
2001-05-04,144.20720544745947
2001-05-07,146.13747661204016
2001-05-08,144.3426683436635
2001-05-09,144.3819371113132
2001-05-10,147.06380786276296
2001-05-11,146.4732732863364
2001-05-14,145.3652512269121
2001-05-15,145.48686017740113
2001-05-16,144.8471595058972
2001-05-17,147.92231238443193
2001-05-18,149.38676268878453
2001-05-21,150.7187838667779
2001-05-22,150.4806505785171
2001-05-23,148.9708402524467
2001-05-24,149.07176943110332
2001-05-25,149.32100332343404
