Date,KOKUSAI INDEX (WORLD ex JP) VALUE
1998-12-31,100.0
1999-01-29,104.10199607177066
1999-02-26,106.61701882902149
1999-03-31,112.12112895473923
1999-04-30,124.10450015340827
1999-05-31,121.48506109335109
1999-06-30,126.05687342109151
1999-07-30,120.68880844775614
1999-08-31,120.18548225172968
1999-09-30,115.42403527306406
1999-10-29,121.57238419008603
1999-11-30,126.54261432760671
1999-12-31,132.9585838946052
2000-01-31,128.45559517474183
2000-02-29,126.59540314923554
2000-03-31,136.5048633703348
2000-04-28,141.36218777833992
2000-05-31,140.32025745077743
2000-06-30,135.80390647139936
2000-07-31,141.583074638359
2000-08-31,151.8153346147711
2000-09-29,150.3002756746897
2000-10-31,158.15656660061182
2000-11-30,146.99498951063103
2000-12-29,144.2778901538054
2001-01-01,144.2778901538054
2001-01-02,141.85002955196273
2001-01-03,143.77820229977883
2001-01-04,144.13114555699642
2001-01-05,141.6403091545359
2001-01-08,141.76551066873844
2001-01-09,142.28798638421353
2001-01-10,142.4848081313027
2001-01-11,141.89422972939948
2001-01-12,141.63719443521092
2001-01-15,142.48903602711889
2001-01-16,142.91208533051548
2001-01-17,144.7770744028318
2001-01-18,143.29800387947327
2001-01-19,143.67107658942447
2001-01-22,143.87887763411348
2001-01-23,144.46457791940472
2001-01-24,147.1518832047867
2001-01-25,147.9394859659251
2001-01-26,147.25251019739696
2001-01-29,148.49550066516338
2001-01-30,148.76397615631586
2001-01-31,147.89397309984471
2001-02-01,146.71780943596053
2001-02-02,146.25560046039752
2001-02-05,146.26714177520984
2001-02-06,147.16790243341848
2001-02-07,146.19379232030155
2001-02-08,147.80284877613167
2001-02-09,146.2018040354631
2001-02-12,146.78544903031678
2001-02-13,147.519961172226
2001-02-14,146.6761253025469
2001-02-15,149.00421934676157
2001-02-16,146.23048274109235
2001-02-19,145.6053122433122
2001-02-20,145.3830306968154
2001-02-21,142.98066942782177
2001-02-22,143.37508291527055
2001-02-23,142.03352465799588
2001-02-26,143.79679889714066
2001-02-27,142.79185314237156
2001-02-28,141.59160300182106
2001-03-01,139.79995509182277
2001-03-02,139.51335335980423
2001-03-05,141.1242834230272
2001-03-06,142.43937025193603
2001-03-07,143.68278319218993
2001-03-08,143.7629518838994
2001-03-09,141.80828548990573
2001-03-12,137.9648702237641
2001-03-13,139.1273630406259
2001-03-14,136.47431252912082
2001-03-15,138.69458043779835
2001-03-16,136.8620603459122
2001-03-19,137.8455570712858
2001-03-20,136.23338642420316
2001-03-21,133.94907773751805
2001-03-22,131.72385223879922
2001-03-23,133.04584842352543
2001-03-26,136.17027729261756
2001-03-27,139.14240852003533
2001-03-28,137.63523057231805
2001-03-29,138.53432318136632
2001-03-30,139.65442039025274
2001-04-02,138.99308391720353
2001-04-03,134.42183331191535
2001-04-04,132.77368228779923
2001-04-05,137.1825414865248
2001-04-06,135.1028712582717
2001-04-09,136.67124842353934
2001-04-10,141.1903617691177
2001-04-11,141.6351579285776
2001-04-12,141.51314123636567
2001-04-13,141.51314123636567
2001-04-16,142.86730306536867
2001-04-17,143.45606035459127
2001-04-18,148.4008449063438
2001-04-19,147.1371913146381
2001-04-20,144.5913206813141
2001-04-23,144.03250347954366
2001-04-24,144.1773335988223
2001-04-25,144.79937513612714
2001-04-26,145.18170520203932
2001-04-27,147.7931285509939
2001-04-30,148.26185730944513
2001-05-01,148.5904870095598
2001-05-02,147.93075449524306
2001-05-03,145.75109726089002
2001-05-04,146.9932976624483
2001-05-07,147.61106745093332
2001-05-08,147.58954966096962
2001-05-09,147.6240640621827
2001-05-10,148.99434564753352
2001-05-11,148.96769369218939
2001-05-14,148.91517831477248
2001-05-15,149.03133349651173
2001-05-16,150.57379708807275
2001-05-17,151.62738413563585
2001-05-18,152.85000481523545
2001-05-21,154.31187119397381
2001-05-22,155.5072298731425
2001-05-23,154.60278960746632
2001-05-24,155.14799005982644
2001-05-25,154.3285526001927
2001-05-28,153.94926187536475
2001-05-29,153.89419928627032
2001-05-30,151.9516173747048
2001-05-31,154.15439407063133
2001-06-01,154.24029730692283
2001-06-04,154.75722142242384
2001-06-05,155.916992812906
2001-06-06,154.5540058828985
2001-06-07,153.88687458972822
2001-06-08,153.54333035099077
2001-06-11,153.69456809030083
2001-06-12,152.0108860706373
2001-06-13,151.65516169656908
2001-06-14,148.54693947740975
2001-06-15,147.64995177915364
2001-06-18,146.6379738271781
2001-06-19,147.63095431907345
2001-06-20,148.58338407634648
2001-06-21,149.4775087895792
2001-06-22,148.99090955920582
2001-06-25,147.54864986281095
2001-06-26,146.59670493230308
2001-06-27,146.5005370287841
2001-06-28,149.078598823835
2001-06-29,150.41973774843316
2001-07-02,151.8833776774491
2001-07-03,151.19144027158197
2001-07-04,151.18581091489486
2001-07-05,151.42145664477164
2001-07-06,147.7402765420775
2001-07-09,147.47695305209874
2001-07-10,145.58613284611184
2001-07-11,144.00273325948572
2001-07-12,147.2293264580687
2001-07-13,148.14783121090028
2001-07-16,147.0570910574829
2001-07-17,147.65704669282582
2001-07-18,144.0947957111519
2001-07-19,144.98568901040466
2001-07-20,144.0111947574216
2001-07-23,143.70600820323722
2001-07-24,140.57733895331864
2001-07-25,140.72565409839035
2001-07-26,142.33734233557414
2001-07-27,143.73001268207378
2001-07-30,144.06100450217295
2001-07-31,144.73833018948957
2001-08-01,144.7098468799826
2001-08-02,144.68380432448697
2001-08-03,143.44887932561986
2001-08-06,143.1597210032099
2001-08-07,143.94718567840957
2001-08-08,142.2492201143328
2001-08-09,139.90625682599054
2001-08-10,139.47306169727543
2001-08-13,139.21113686042173
2001-08-14,139.58778121387806
2001-08-15,137.5630512157546
2001-08-16,137.07902973532714
2001-08-17,134.81000828765383
2001-08-20,135.64048737644376
2001-08-21,135.55580815567077
2001-08-22,134.96906521897
2001-08-23,135.6642782572355
2001-08-24,137.4347287463857
2001-08-27,137.44868277466398
2001-08-28,135.9802627277404
2001-08-29,135.00158963635798
2001-08-30,133.1600406021654
2001-08-31,133.76793379369008
2001-09-03,133.45200085956003
2001-09-04,135.96918608763465
2001-09-05,135.14577460380295
2001-09-06,132.34144280228003
2001-09-07,128.16286895060884
2001-09-10,128.4020034681148
2001-09-11,125.09653657068783
2001-09-12,125.20795629791841
2001-09-13,125.35333930365266
2001-09-14,121.9330348247368
2001-09-17,118.56973540778195
2001-09-18,117.78419741563448
2001-09-19,115.0038432620282
2001-09-20,111.22238712530137
2001-09-21,109.94329192830934
2001-09-24,114.47527768015117
2001-09-25,114.79325464419406
2001-09-26,115.42160837931462
2001-09-27,116.80434998008324
2001-09-28,120.91179721580477
2001-10-01,119.20757939401837
2001-10-02,120.71108707206015
2001-10-03,121.66428001306069
2001-10-04,123.58550822921246
2001-10-05,122.3370185217603
2001-10-08,121.27114560789823
2001-10-09,121.23083318859668
2001-10-10,124.46483371752991
2001-10-11,126.9434076693361
2001-10-12,125.75003806616233
2001-10-15,124.40253540882122
2001-10-16,125.32541123097009
2001-10-17,125.30389868162726
2001-10-18,123.82004936159981
2001-10-19,123.46584203910689
2001-10-22,125.45370801364275
2001-10-23,126.69562752924176
2001-10-24,125.86369006202344
2001-10-25,125.59152389809385
2001-10-26,127.6559433961639
2001-10-29,124.00559663177083
2001-10-30,121.17276632930135
2001-10-31,122.32188838635224
2001-11-01,123.3640257261036
2001-11-02,123.72692815970068
2001-11-05,126.21990792860582
2001-11-06,127.01599524992798
2001-11-07,126.9933601545745
2001-11-08,129.0178616890577
2001-11-09,128.758375509722
2001-11-12,127.44105375939883
2001-11-13,131.49713022816755
2001-11-14,131.24268489058065
2001-11-15,131.45873934622495
2001-11-16,131.23142154378044
2001-11-19,133.2926338361976
2001-11-20,132.1192355108888
2001-11-21,132.09939017238693
2001-11-22,132.1507058695538
2001-11-23,133.32885908610635
