Date,EUROPE VALUE
1998-12-31,100.0
1999-01-29,101.51992344418969
1999-02-26,103.93302071355087
1999-03-31,110.29919824963574
1999-04-30,120.29085529367649
1999-05-31,115.05638862980767
1999-06-30,118.40294194164025
1999-07-30,117.07070023162107
1999-08-31,119.24938014817921
1999-09-30,116.9762238658519
1999-10-29,120.8059035304647
1999-11-30,125.43400513479287
1999-12-31,136.17162942452057
2000-01-31,126.1311804922336
2000-02-29,130.90393608981634
2000-03-31,136.3842118847955
2000-04-28,137.30130634577438
2000-05-31,138.99533351289887
2000-06-30,138.26219997296053
2000-07-31,143.91519892721274
2000-08-31,149.06790856351006
2000-09-29,144.60037638440448
2000-10-31,151.89891812677817
2000-11-30,144.3060551549513
2000-12-29,144.91965066598272
2001-01-01,144.91965066598272
2001-01-02,143.63059993632916
2001-01-03,142.66280951432
2001-01-04,145.3511223282198
2001-01-05,144.9983208187916
2001-01-08,144.64046747218717
2001-01-09,143.8167750230351
2001-01-10,142.6188741734564
2001-01-11,143.45300512610254
2001-01-12,143.5257923841941
2001-01-15,144.07238774667528
2001-01-16,142.57817387085208
2001-01-17,145.28033046749366
2001-01-18,144.14536413773817
2001-01-19,143.8586623267345
2001-01-22,144.24336552740937
2001-01-23,144.3057589870801
2001-01-24,146.1879643709391
2001-01-25,147.1210101651214
2001-01-26,147.16316399010452
2001-01-29,147.94976054569264
2001-01-30,148.24342531346522
2001-01-31,148.0341604539099
2001-02-01,146.59327090184937
2001-02-02,146.23756302645546
2001-02-05,146.24540537858707
2001-02-06,147.15731016373923
2001-02-07,145.8939423150819
2001-02-08,146.2368381474027
2001-02-09,144.84511281103403
2001-02-12,145.72613203357272
2001-02-13,146.07408106424427
2001-02-14,145.7012716638484
2001-02-15,146.65669363886798
2001-02-16,144.1493114461549
2001-02-19,143.87322635826717
2001-02-20,143.1443859650871
2001-02-21,141.6543731728276
2001-02-22,141.31422677649246
2001-02-23,139.7163770213926
2001-02-26,140.02741464329142
2001-02-27,140.03939720921667
2001-02-28,139.74935148779178
2001-03-01,138.6538678713521
2001-03-02,138.34789922853818
2001-03-05,139.76083372126635
2001-03-06,141.62466888525702
2001-03-07,142.06559561770956
2001-03-08,141.96742127894603
2001-03-09,140.75453393775987
2001-03-12,138.5039457448255
2001-03-13,137.08524326744353
2001-03-14,135.0157183318234
2001-03-15,136.82420401438148
2001-03-16,134.00804904531893
2001-03-19,133.0190780088186
2001-03-20,134.5413270924597
2001-03-21,132.16891233405275
2001-03-22,126.97774884167842
2001-03-23,128.43869270923827
2001-03-26,132.59548215321595
2001-03-27,135.84054029714613
2001-03-28,134.42288935017714
2001-03-29,135.33652537783402
2001-03-30,135.9537546559215
2001-04-02,135.74308879868764
2001-04-03,132.07109780481625
2001-04-04,132.46948438838703
2001-04-05,134.73342735157073
2001-04-06,134.75424701914807
2001-04-09,137.0744830195588
2001-04-10,140.2893586209303
2001-04-11,140.7952543670743
2001-04-12,140.5899230734102
2001-04-13,140.5899230734102
2001-04-16,140.88459325742258
2001-04-17,140.30504999836356
2001-04-18,143.3125774732491
2001-04-19,143.03446947537404
2001-04-20,141.72098784270102
2001-04-23,141.14401805064838
2001-04-24,142.03515178423663
2001-04-25,141.58349224727124
2001-04-26,141.80948299665857
2001-04-27,143.6450992358903
2001-04-30,144.48340097950057
2001-05-01,144.04466655906492
2001-05-02,143.08718542407703
2001-05-03,140.34248001775669
2001-05-04,141.5467920196426
2001-05-07,142.57589333344777
2001-05-08,142.3814275094276
2001-05-09,142.1537965842728
2001-05-10,144.4721335318515
2001-05-11,144.20660816593085
2001-05-14,142.06148915939852
2001-05-15,143.563032832826
2001-05-16,143.6909629767497
2001-05-17,145.06626451174415
2001-05-18,146.15546696739787
2001-05-21,146.9656187764955
2001-05-22,147.63157840311092
2001-05-23,146.66031132053237
2001-05-24,146.9470848398351
2001-05-25,146.684622881939
2001-05-28,146.67623424334084
2001-05-29,145.97770942018818
2001-05-30,144.39637489545962
2001-05-31,145.16010566023817
2001-06-01,144.82248637226758
2001-06-04,145.16907045345505
2001-06-05,146.51001492413468
2001-06-06,145.3099317609037
2001-06-07,144.95507692658413
2001-06-08,144.8168270169003
2001-06-11,143.87468930174822
2001-06-12,142.05463235875982
2001-06-13,143.21769980572242
2001-06-14,141.65700973104626
2001-06-15,140.6389529240351
2001-06-18,139.27259103128438
