Date,FAR EAST VALUE
1998-12-31,100.0
1999-01-29,103.73060367205282
1999-02-26,104.38026090840023
1999-03-31,121.97271740908616
1999-04-30,132.20186819602316
1999-05-31,126.0530791962318
1999-06-30,139.6997479022514
1999-07-30,144.69013663785944
1999-08-31,146.8341900485863
1999-09-30,151.48541686380912
1999-10-29,158.17650983231712
1999-11-30,165.50888533953398
1999-12-31,172.5373767835553
2000-01-31,172.5932160244099
2000-02-29,164.87363237046898
2000-03-31,186.99498068148927
2000-04-28,189.0437659013665
2000-05-31,180.76786020654507
2000-06-30,186.90630321974518
2000-07-31,176.58532890676392
2000-08-31,191.18047607706347
2000-09-29,190.0723338281831
2000-10-31,194.675662617397
2000-11-30,180.90504967912088
2000-12-29,164.6590522019416
2001-01-01,164.6590522019416
2001-01-02,162.5736707644892
2001-01-03,162.68746551726474
2001-01-04,161.08057828723204
2001-01-05,161.13853203741513
2001-01-08,161.41399360365088
2001-01-09,160.29148479869906
2001-01-10,158.29641570091508
2001-01-11,151.8274443267911
2001-01-12,151.09141601656597
2001-01-15,151.55184946428082
2001-01-16,155.1018071903716
2001-01-17,158.44172472714627
2001-01-18,157.6289592420887
2001-01-19,159.1651540870728
2001-01-22,159.84062339565924
2001-01-23,158.87753804418912
2001-01-24,160.2215814822943
2001-01-25,161.42665486315036
2001-01-26,160.4449550620212
2001-01-29,162.3436491408181
2001-01-30,161.95189252624257
2001-01-31,161.79858636119076
2001-02-01,161.47319250871453
2001-02-02,160.61463363551385
2001-02-05,157.5956274750413
2001-02-06,158.42807731002958
2001-02-07,157.78972891481303
2001-02-08,158.49062834588344
2001-02-09,158.11948069135914
2001-02-12,157.24376302691667
2001-02-13,159.33261063114895
2001-02-14,161.01266588182853
2001-02-15,165.16045253075137
2001-02-16,161.58508188041606
2001-02-19,158.8138152907774
2001-02-20,162.49177981992526
2001-02-21,160.29511036711116
2001-02-22,163.0478344909296
2001-02-23,164.90785205740224
2001-02-26,166.34599853107574
2001-02-27,164.06683287192604
2001-02-28,162.09048432381763
2001-03-01,159.33726284864863
2001-03-02,152.92879773644975
2001-03-05,153.9086612986577
2001-03-06,156.4866154213241
2001-03-07,156.8504461599069
2001-03-08,156.72710197124383
2001-03-09,156.56706490163063
2001-03-12,152.16809381363075
2001-03-13,150.50347561537725
2001-03-14,147.8526305427532
2001-03-15,150.90255078294103
2001-03-16,151.3703434694264
2001-03-19,151.917202414336
2001-03-20,150.47122913313007
2001-03-21,158.89218966335287
2001-03-22,157.06721886539512
2001-03-23,158.21986841060945
2001-03-26,162.42974523083845
2001-03-27,161.81352972539835
2001-03-28,166.45098580483
2001-03-29,161.86128986547598
2001-03-30,159.2918347098571
2001-04-02,156.9467816931732
2001-04-03,160.43161861903909
2001-04-04,159.86721689089987
2001-04-05,163.40749563707658
2001-04-06,161.60123552681006
2001-04-09,155.8352084287075
2001-04-10,156.85513822403686
2001-04-11,160.01180380336163
2001-04-12,161.1751626476413
2001-04-13,160.7151066541345
2001-04-16,160.91247065178715
2001-04-17,161.54459401643788
2001-04-18,168.16055233500006
2001-04-19,167.0728711283287
2001-04-20,163.52566840294097
2001-04-23,165.29216107603506
2001-04-24,165.38692056842868
2001-04-25,166.31597562082547
2001-04-26,167.46684493766028
2001-04-27,169.44177404415458
2001-04-30,171.06293187398077
2001-05-01,176.48272204434755
2001-05-02,177.9770764603422
2001-05-03,178.78299541871633
2001-05-04,178.251918863138
2001-05-07,179.8256759632656
2001-05-08,176.5843062942915
2001-05-09,174.57633076462142
2001-05-10,172.76067165108108
2001-05-11,174.65673248877124
2001-05-14,172.55919872745574
2001-05-15,172.88919067053232
2001-05-16,169.65630281085438
2001-05-17,172.04486852969384
2001-05-18,171.21953070298628
2001-05-21,174.11143604190138
2001-05-22,175.86062944803535
2001-05-23,178.99237502065355
2001-05-24,180.03824850077692
2001-05-25,177.92939122110596
2001-05-28,175.0780851831169
2001-05-29,178.38524872230448
2001-05-30,174.86263664072987
2001-05-31,177.25357373899948
2001-06-01,176.9072807689128
2001-06-04,176.38419425170744
2001-06-05,175.7534885523801
2001-06-06,175.7799333936141
2001-06-07,175.76436558024778
2001-06-08,175.60345726554868
2001-06-11,174.90098401004914
2001-06-12,169.33529706253077
2001-06-13,169.19881928384734
2001-06-14,166.79691868592863
2001-06-15,164.58430955047177
2001-06-18,164.33424442377378
2001-06-19,164.2538091532274
2001-06-20,164.37996847640736
2001-06-21,166.87878731195633
2001-06-22,168.00232128917887
2001-06-25,165.93706253758873
2001-06-26,166.27390121575965
2001-06-27,165.8826178740505
2001-06-28,166.1986241403652
2001-06-29,169.08487778341862
2001-07-02,168.44875254262334
