Date,EASEA INDEX (EAFE ex JAPAN) VALUE
1998-12-31,100.0
1999-01-29,101.55945895543714
1999-02-26,104.01465836275426
1999-03-31,110.74043043600994
1999-04-30,121.76304990908896
1999-05-31,116.46301536054932
1999-06-30,120.5801893439933
1999-07-30,118.88879715297668
1999-08-31,120.69754707447015
1999-09-30,118.27927192289117
1999-10-29,122.132544551612
1999-11-30,127.49997781363952
1999-12-31,138.5166983181489
2000-01-31,128.75540082532171
2000-02-29,133.27848347829539
2000-03-31,138.69678381707044
2000-04-28,140.00224035029206
2000-05-31,140.56676148572578
2000-06-30,140.64467857092035
2000-07-31,146.47571273195817
2000-08-31,152.25251176275225
2000-09-29,147.55598962378204
2000-10-31,154.36537481894175
2000-11-30,146.99569797153245
2000-12-29,147.62354619944372
2001-01-01,147.62354619944372
2001-01-02,146.35379985816536
2001-01-03,145.3561878105946
2001-01-04,148.2614331441863
2001-01-05,148.05951995408182
2001-01-08,147.6098118238888
2001-01-09,146.8296155519731
2001-01-10,145.65129907520478
2001-01-11,146.15705345476562
2001-01-12,146.29157454767133
2001-01-15,146.81385300444416
2001-01-16,145.40597957924828
2001-01-17,148.04587996546815
2001-01-18,146.8954491077595
2001-01-19,146.87914826400328
2001-01-22,147.2620770893892
2001-01-23,147.1602119858949
2001-01-24,149.0288388183526
2001-01-25,150.0167771877996
2001-01-26,150.00085589920687
2001-01-29,150.77457253989542
2001-01-30,151.03924065110806
2001-01-31,150.92363389897827
2001-02-01,149.5683280774702
2001-02-02,149.2288089526886
2001-02-05,148.99592903690518
2001-02-06,149.99931417410718
2001-02-07,148.74878011903945
2001-02-08,149.16751569984135
2001-02-09,147.74512652664447
2001-02-12,148.6025924599568
2001-02-13,149.0963624624035
2001-02-14,148.74746853811968
2001-02-15,149.74532847797198
2001-02-16,147.23402421500137
2001-02-19,146.88888620138826
2001-02-20,146.3171187048769
2001-02-21,144.91725155302956
2001-02-22,144.56276272127838
2001-02-23,143.07873810537262
2001-02-26,143.52054297188423
2001-02-27,143.41755814570055
2001-02-28,143.1792200013633
2001-03-01,141.91138404574977
2001-03-02,141.52483543489868
2001-03-05,142.92231023934937
2001-03-06,144.66357951860607
2001-03-07,145.08669280258317
2001-03-08,144.91600889066643
2001-03-09,143.73610764975857
2001-03-12,141.3787136877352
2001-03-13,139.8051504370503
2001-03-14,137.8571829165543
2001-03-15,139.65827843979716
2001-03-16,137.04576723870574
2001-03-19,136.08784610042787
2001-03-20,137.44430035115388
2001-03-21,135.05151298728438
2001-03-22,130.0212439690927
2001-03-23,131.35351717648604
2001-03-26,135.4568634637236
2001-03-27,138.45057930859264
2001-03-28,137.19697658768976
2001-03-29,138.0612243437948
2001-03-30,138.61452696810616
2001-04-02,138.39658957932153
2001-04-03,134.82366156243114
2001-04-04,134.97099609269978
2001-04-05,137.2779669661232
2001-04-06,137.29717609526512
2001-04-09,139.23725313825753
2001-04-10,142.42578579730898
2001-04-11,143.1892158579645
2001-04-12,143.02254008000148
2001-04-13,143.02254008000148
2001-04-16,143.41260604127925
2001-04-17,142.71843756932964
2001-04-18,145.64811293930572
2001-04-19,145.65445655210212
2001-04-20,144.32798577295807
2001-04-23,143.77041307264372
2001-04-24,144.57484655336822
2001-04-25,144.0827043320213
2001-04-26,144.33145547375295
2001-04-27,146.1938907049596
2001-04-30,147.177540807776
2001-05-01,146.77017971545902
2001-05-02,145.9533558772325
2001-05-03,143.39280255309433
2001-05-04,144.36788875514273
2001-05-07,145.4474496498853
2001-05-08,145.30636080077429
2001-05-09,145.09449569529866
2001-05-10,147.50020862637862
2001-05-11,147.36268385411256
2001-05-14,145.19971798056403
2001-05-15,146.57617303391365
2001-05-16,146.61822262061006
2001-05-17,148.12682137654582
2001-05-18,149.1300278027421
2001-05-21,150.106918962639
2001-05-22,150.8308621329004
2001-05-23,149.94298919588348
2001-05-24,150.18222091222424
2001-05-25,149.9653722175059
2001-05-28,149.899196538449
2001-05-29,149.26621376372728
2001-05-30,147.60913796392987
2001-05-31,148.24619810929929
2001-06-01,147.99047500519112
2001-06-04,148.42048637969893
2001-06-05,149.76063085681858
2001-06-06,148.771382565952
2001-06-07,148.54418166536118
2001-06-08,148.5034526652774
2001-06-11,147.61940880423455
2001-06-12,145.80705398917652
2001-06-13,146.9181374351791
2001-06-14,145.2916662562782
2001-06-15,144.27049590222325
2001-06-18,142.85380376562526
2001-06-19,143.59335939271912
2001-06-20,143.18512229540195
2001-06-21,142.89670479579175
2001-06-22,143.46148994835423
2001-06-25,143.43841249357004
2001-06-26,141.5835077974137
2001-06-27,141.51206828767832
2001-06-28,143.00020398019404
2001-06-29,144.23942381188576
2001-07-02,146.07178687169736
2001-07-03,144.73986958023514
2001-07-04,144.4777894389131
2001-07-05,144.3027456353825
2001-07-06,141.20502126535118
2001-07-09,140.75436318911014
2001-07-10,139.93781450160802
2001-07-11,138.05565284558784
2001-07-12,139.8673702834693
2001-07-13,140.97895450688173
2001-07-16,140.47610766388703
2001-07-17,139.15716010184326
2001-07-18,137.02743264324323
2001-07-19,138.4769498984679
2001-07-20,137.59882743826608
2001-07-23,138.5283481903887
2001-07-24,136.52946418626013
2001-07-25,134.61058298617192
2001-07-26,135.35867200459026
2001-07-27,137.46410769172905
2001-07-30,138.80333673341036
2001-07-31,140.14428035610555
2001-08-01,140.41612013343308
2001-08-02,140.3258058492358
2001-08-03,139.30319763963334
2001-08-06,139.3197997533687
2001-08-07,139.64809403669756
2001-08-08,138.25017134148823
2001-08-09,135.7586883188703
2001-08-10,134.74781799903096
2001-08-13,135.2586946331867
2001-08-14,137.02973022998304
2001-08-15,136.3482921222001
2001-08-16,135.13677492217104
2001-08-17,133.3538478550357
