Date,WRLD ex USA SMALL CAP MINIMUM VOL (USD)
2001-05-31,1000.0
2001-06-01,1003.9858568992375
2001-06-04,1003.6026617926185
2001-06-05,1004.8000363958796
2001-06-06,1006.5917743409401
2001-06-07,1007.7185767654757
2001-06-08,1009.65615596406
2001-06-11,1012.3828555271189
2001-06-12,1002.2433070748264
2001-06-13,1005.4365425415403
2001-06-14,998.8635918827797
2001-06-15,988.7730456190868
2001-06-18,985.6271525651568
2001-06-19,986.7847234631885
2001-06-20,984.9783325410011
2001-06-21,985.1335464787675
2001-06-22,985.1073487504476
2001-06-25,982.6235145132783
2001-06-26,984.5006844435369
2001-06-27,981.8166268593349
2001-06-28,986.5098163575684
2001-06-29,992.676622885931
2001-07-02,990.3718750621391
2001-07-03,992.651530170803
2001-07-04,991.617321046975
2001-07-05,995.4224550480994
2001-07-06,981.4801242017135
2001-07-09,974.1609234610336
2001-07-10,973.2293210132996
2001-07-11,966.6169529442994
2001-07-12,977.0465412784795
2001-07-13,977.1447804813939
2001-07-16,972.5256727024765
2001-07-17,970.5373812032032
2001-07-18,958.7057013392441
2001-07-19,963.0023673328575
2001-07-20,960.1051217092147
2001-07-23,954.4460332475353
2001-07-24,949.3936988473525
2001-07-25,944.214795573614
2001-07-26,946.1285489811737
2001-07-27,948.8280174432593
2001-07-30,943.6017044673517
2001-07-31,947.5823487247674
2001-08-01,950.6986618207128
2001-08-02,955.9805800572508
2001-08-03,952.1641371614691
2001-08-06,955.4685164102721
2001-08-07,957.8176013015308
2001-08-08,959.2511092434502
2001-08-09,945.5545420538845
2001-08-10,944.557089061988
2001-08-13,941.2555707538626
2001-08-14,945.5488254657204
2001-08-15,943.3820799375688
2001-08-16,941.3183872102748
2001-08-17,938.2446517657322
2001-08-20,936.470564663976
2001-08-21,943.5327727878612
2001-08-22,941.7393384195893
2001-08-23,945.0626829701342
2001-08-24,946.5821811559788
2001-08-27,951.7323928350131
2001-08-28,950.2155099915121
2001-08-29,950.8459645286201
2001-08-30,946.6423500712941
2001-08-31,942.3543679078579
2001-09-03,936.720063241258
2001-09-04,948.5270700619761
2001-09-05,943.5549973018439
2001-09-06,936.6614900803955
2001-09-07,924.5008636993532
2001-09-10,910.8880042167365
2001-09-11,895.5839153523367
2001-09-12,871.081986384856
2001-09-13,872.8246847352037
2001-09-14,864.7057863932293
2001-09-17,846.5988308207957
2001-09-18,845.5022957031414
2001-09-19,840.9751880886554
2001-09-20,828.0409114891776
2001-09-21,816.9172441224671
2001-09-24,821.3742554128504
2001-09-25,825.8429631112325
2001-09-26,830.0159523569838
2001-09-27,825.5432727670822
2001-09-28,844.8739511855513
2001-10-01,843.991141806246
2001-10-02,843.1371968722773
2001-10-03,843.0701093610454
2001-10-04,855.1952130472289
2001-10-05,854.3166218435541
2001-10-08,851.4693370052983
2001-10-09,848.3993585840097
2001-10-10,851.8409381430495
2001-10-11,866.327575164938
2001-10-12,869.2102440445013
2001-10-15,869.41084732065
2001-10-16,871.4880062875859
2001-10-17,877.8671786220117
2001-10-18,871.807273975446
2001-10-19,871.6197171484051
2001-10-22,872.5994751481965
2001-10-23,878.2789926367182
2001-10-24,879.8901055687776
2001-10-25,880.9220333058754
2001-10-26,883.6505867219532
2001-10-29,876.4891678802566
2001-10-30,868.4869022252534
2001-10-31,873.1578144193977
2001-11-01,870.7276044527217
2001-11-02,875.2678349748529
2001-11-05,882.2052670573398
2001-11-06,887.9348083742279
2001-11-07,887.7269854654951
2001-11-08,892.3760233609889
2001-11-09,890.2991379860268
2001-11-12,889.5043950193846
2001-11-13,898.5045162241705
2001-11-14,900.3184504918115
2001-11-15,903.8242186948979
2001-11-16,900.4186876003816
2001-11-19,906.9586817677573
2001-11-20,902.4744190949413
2001-11-21,905.3694129898348
2001-11-22,902.7300574326968
2001-11-23,906.0921056597552
2001-11-26,909.4956077799064
2001-11-27,910.0594538158155
2001-11-28,907.319804305364
2001-11-29,905.0125842120566
2001-11-30,902.86446784624
2001-12-03,899.7045578592385
2001-12-04,898.2405225878368
2001-12-05,906.8918004420216
2001-12-06,908.4946388731363
2001-12-07,909.27918193785
2001-12-10,908.4729914104611
2001-12-11,905.9522093215113
2001-12-12,906.2567782492224
2001-12-13,900.5054123055769
2001-12-14,891.8080140150958
2001-12-17,887.9932938203187
2001-12-18,888.2477151587359
2001-12-19,886.7365288860135
2001-12-20,889.6673033969782
2001-12-21,897.0221763164136
2001-12-24,903.8686895222256
2001-12-25,904.187838546634
2001-12-26,901.9396118573059
2001-12-27,901.8969707685893
2001-12-28,910.7857758553944
2001-12-31,907.9056179430083
2002-01-01,907.9056179430085
2002-01-02,896.6837864062577
2002-01-03,902.80197109545
2002-01-04,912.2406588557354
2002-01-07,914.5680792486734
2002-01-08,912.5371322903741
2002-01-09,912.871067026825
2002-01-10,905.8775414825974
2002-01-11,908.3597601727836
2002-01-14,905.244490025512
2002-01-15,905.761841958119
2002-01-16,910.4032072204964
2002-01-17,908.6797597620491
2002-01-18,908.5721905160063
2002-01-21,913.9651132511216
2002-01-22,913.582365513686
2002-01-23,909.369972942125
2002-01-24,914.8834733686792
2002-01-25,920.6492996249692
2002-01-28,925.5995817263447
2002-01-29,928.0387544567476
2002-01-30,924.5892457359388
2002-01-31,927.6014284889445
2002-02-01,930.0131004262262
2002-02-04,926.6468710617679
2002-02-05,920.9578055567488
2002-02-06,918.4624239075281
2002-02-07,917.5021318938707
2002-02-08,917.940707993393
2002-02-11,918.7305589392041
2002-02-12,926.0629734367989
2002-02-13,930.5912964856115
2002-02-14,938.4200826204144
2002-02-15,936.1782628293878
2002-02-18,938.3804095192833
2002-02-19,930.959090872835
2002-02-20,929.7428498424646
2002-02-21,934.4758161994068
2002-02-22,928.9811437793988
2002-02-25,934.3480766708959
2002-02-26,937.9592641681984
2002-02-27,945.4134475425465
2002-02-28,947.4080880075627
2002-03-01,952.9034841850563
2002-03-04,962.5945351852278
2002-03-05,963.3885930954207
2002-03-06,962.9973595583313
2002-03-07,972.9493642311857
2002-03-08,975.3847753553837
2002-03-11,978.543159272263
2002-03-12,976.8553446162313
2002-03-13,971.2362141361488
2002-03-14,969.7551090904719
2002-03-15,972.6788988549891
2002-03-18,975.3608329115359
2002-03-19,977.002512492484
2002-03-20,979.0840673580552
2002-03-21,980.6271818393382
2002-03-22,984.4920148576437
2002-03-25,984.3682743325439
2002-03-26,982.3917457692509
2002-03-27,990.5011049266176
2002-03-28,993.0570417113875
2002-03-29,989.5547508366648
2002-04-01,984.877735665785
2002-04-02,983.528533962407
2002-04-03,985.6468078473556
2002-04-04,988.5745133106576
2002-04-05,993.3324399934392
2002-04-08,996.5368473324424
2002-04-09,994.5593140535996
2002-04-10,999.5055353801617
2002-04-11,994.5059612143499
2002-04-12,995.782347339586
2002-04-15,995.7380203868714
2002-04-16,999.3788608515764
2002-04-17,1002.9144382656652
2002-04-18,1004.8586840131873
2002-04-19,1007.3136246289055
2002-04-22,1010.801446571049
2002-04-23,1010.2526061244794
2002-04-24,1009.5467697183151
2002-04-25,1005.3275359309334
2002-04-26,1006.8102315240073
2002-04-29,1001.2154966512295
2002-04-30,1000.0195491076481
2002-05-01,1002.6723230805981
2002-05-02,1007.6865656723337
2002-05-03,1003.118705444335
