Date,KOKUSAI SMALL CAP MIN VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,1004.8453581636089
2001-06-04,1009.1482277795012
2001-06-05,1016.7177118187548
2001-06-06,1014.1936003638226
2001-06-07,1012.0792716035671
2001-06-08,1012.8350786313473
2001-06-11,1016.9764402385763
2001-06-12,1011.1392009995898
2001-06-13,1012.2989649855887
2001-06-14,1001.5198039700414
2001-06-15,995.2399876169303
2001-06-18,990.9128316590741
2001-06-19,990.9782265088304
2001-06-20,995.8158055462676
2001-06-21,998.0184580921949
2001-06-22,990.2079338677657
2001-06-25,982.0276437723767
2001-06-26,986.5313155481422
2001-06-27,989.5916855036788
2001-06-28,1000.5595320031605
2001-06-29,1013.2360445786924
2001-07-02,1006.9066289111144
2001-07-03,1007.5467110256509
2001-07-04,1009.4191693933557
2001-07-05,1013.4663810905691
2001-07-06,1000.0046516390645
2001-07-09,996.2220193242091
2001-07-10,990.8099422435494
2001-07-11,982.5649717499
2001-07-12,995.175156518662
2001-07-13,997.1882995122692
2001-07-16,993.3801055806399
2001-07-17,996.7925807508442
2001-07-18,981.8128620180364
2001-07-19,987.4648369459424
2001-07-20,983.6679987722911
2001-07-23,983.245411899731
2001-07-24,972.2626214803659
2001-07-25,969.675942324943
2001-07-26,974.9359112488117
2001-07-27,976.6589173688978
2001-07-30,977.9312993525797
2001-07-31,978.9664537590916
2001-08-01,981.4345030309092
2001-08-02,981.4236967450062
2001-08-03,978.0687327291596
2001-08-06,978.895226419872
2001-08-07,980.9563223578309
2001-08-08,978.1984268423513
2001-08-09,968.9644794396187
2001-08-10,966.484468671026
2001-08-13,965.5212178653537
2001-08-14,969.4960940655266
2001-08-15,963.956027910492
2001-08-16,965.4377588935928
2001-08-17,960.8968753061293
2001-08-20,964.75842555266
2001-08-21,965.1986980664523
2001-08-22,963.3838639563754
2001-08-23,965.6609421327339
2001-08-24,968.632291843828
2001-08-27,970.1673995786139
2001-08-28,967.4830631206725
2001-08-29,966.9372204737659
2001-08-30,963.4366460933035
2001-08-31,960.1455204941946
2001-09-03,958.7751005116347
2001-09-04,970.8865411038297
2001-09-05,970.7518744433332
2001-09-06,961.1367286139888
2001-09-07,944.5190727841817
2001-09-10,934.1683320865991
2001-09-11,919.2258186628727
2001-09-12,911.6931912148003
2001-09-13,910.9033187723347
2001-09-14,894.1532417226634
2001-09-17,870.4361019355154
2001-09-18,865.9233807389716
2001-09-19,852.3998063173444
2001-09-20,831.8775256601708
2001-09-21,819.5253619027324
2001-09-24,834.5241763356254
2001-09-25,834.8641392628451
2001-09-26,838.6596034585662
2001-09-27,839.4036353046448
2001-09-28,862.4125789894482
2001-10-01,853.1655903890334
2001-10-02,853.0408518286174
2001-10-03,858.0884661284998
2001-10-04,869.631586399937
2001-10-05,866.8607057256662
2001-10-08,861.9355226465055
2001-10-09,858.3117140545611
2001-10-10,873.1115611257375
2001-10-11,889.6047957745017
2001-10-12,888.3344044607845
2001-10-15,891.077026436537
2001-10-16,895.484487732498
2001-10-17,894.2451746507755
2001-10-18,889.3074151853991
2001-10-19,894.9735475177448
2001-10-22,902.3377315859623
2001-10-23,903.8954164513224
2001-10-24,902.296457824814
2001-10-25,905.5999060377961
2001-10-26,910.2814131189347
2001-10-29,895.9255771932214
2001-10-30,887.358578234934
2001-10-31,898.6392197963225
2001-11-01,903.2408976023069
2001-11-02,903.4766045497648
2001-11-05,912.4166205661217
2001-11-06,918.546152711143
2001-11-07,916.5439321790838
2001-11-08,922.892076994835
2001-11-09,922.161074657714
2001-11-12,923.5783290202621
2001-11-13,941.36355280268
2001-11-14,945.2578076928496
2001-11-15,946.6514302031129
2001-11-16,944.1102740399803
2001-11-19,955.0145276426946
2001-11-20,948.9406534068881
2001-11-21,952.9019913389699
2001-11-22,950.2114477022486
2001-11-23,959.5853594564793
2001-11-26,957.642046282818
2001-11-27,956.7155141098352
2001-11-28,951.1468717972933
2001-11-29,956.7860418699644
2001-11-30,949.9004469863999
2001-12-03,949.0773253665153
2001-12-04,957.5219242657663
2001-12-05,971.5732654768266
2001-12-06,972.3031648975185
2001-12-07,975.3817882217029
2001-12-10,971.6494948313199
2001-12-11,971.060286345564
2001-12-12,965.685592646423
2001-12-13,958.1329007467076
2001-12-14,957.4002320483987
2001-12-17,961.4779522353938
2001-12-18,968.4879547628406
2001-12-19,969.9480254027657
2001-12-20,964.7812348115297
2001-12-21,982.5605677359878
2001-12-24,993.9934858780682
2001-12-25,993.9934858780682
2001-12-26,998.685059860252
2001-12-27,997.0743799560322
2001-12-28,1001.819471640294
2001-12-31,989.8727607302521
2002-01-01,989.8727607302521
2002-01-02,978.2509993089449
2002-01-03,990.4324406758132
2002-01-04,1000.9288214841813
2002-01-07,998.5575236272527
2002-01-08,1004.0598668955937
2002-01-09,1002.6986629228398
2002-01-10,1000.5258731753474
2002-01-11,999.1979477448073
2002-01-14,988.8481679908248
2002-01-15,994.0654765256477
2002-01-16,997.2924586979701
2002-01-17,1003.7245487503778
2002-01-18,995.2309355513136
2002-01-21,996.727492896383
2002-01-22,995.7424384019934
2002-01-23,1000.8105630299251
2002-01-24,1008.1373473664581
2002-01-25,1019.1935161484975
2002-01-28,1026.2913341156466
2002-01-29,1022.4304766096661
2002-01-30,1024.7100978865699
2002-01-31,1032.3747425360496
2002-02-01,1030.553075774371
2002-02-04,1020.6194714185638
2002-02-05,1018.1777785737098
2002-02-06,1011.6173732835408
2002-02-07,1007.2926853919088
2002-02-08,1014.0418262082844
2002-02-11,1013.6508143282687
2002-02-12,1017.3598242989401
2002-02-13,1024.5104754077192
2002-02-14,1025.6342045387719
2002-02-15,1022.5046760135705
2002-02-18,1023.8391164368351
2002-02-19,1012.9290327215772
2002-02-20,1020.6027302714609
2002-02-21,1016.1299322175508
2002-02-22,1017.0829514866566
2002-02-25,1026.3089056923613
2002-02-26,1033.2174869418616
2002-02-27,1038.9288292847443
2002-02-28,1031.5354693186346
2002-03-01,1040.8932141131154
2002-03-04,1050.2825537125384
2002-03-05,1051.126697640103
2002-03-06,1053.724594606462
2002-03-07,1051.5150244869496
2002-03-08,1057.859988273836
2002-03-11,1057.2844856960398
2002-03-12,1056.160838540941
2002-03-13,1052.2730490778806
2002-03-14,1051.1669295546226
2002-03-15,1052.5639118274948
2002-03-18,1062.4742831320696
2002-03-19,1062.7120285903172
2002-03-20,1059.5355961502096
2002-03-21,1070.1036032838367
2002-03-22,1074.1656584894258
2002-03-25,1074.0312485942488
2002-03-26,1078.6251985042982
2002-03-27,1090.2630124278867
2002-03-28,1093.7269468613852
2002-03-29,1093.7376391265614
2002-04-01,1086.162419695541
2002-04-02,1081.5229755117314
2002-04-03,1077.2978241453104
2002-04-04,1079.4374458282962
2002-04-05,1084.3740771651442
2002-04-08,1093.8581996888595
2002-04-09,1093.7526911161672
2002-04-10,1104.3584815749264
2002-04-11,1094.260541749678
2002-04-12,1107.0035575013394
2002-04-15,1101.6338736700263
2002-04-16,1107.2588427555127
2002-04-17,1102.4822080911765
2002-04-18,1102.1730280012139
2002-04-19,1105.2901467600877
2002-04-22,1101.4511761846018
2002-04-23,1099.2962335819636
2002-04-24,1096.250591851105
2002-04-25,1090.705865345594
2002-04-26,1086.5377322383745
2002-04-29,1083.791396108012
2002-04-30,1093.9189583414404
2002-05-01,1093.4160909744019
2002-05-02,1101.2357850636415
2002-05-03,1091.9905386588462
2002-05-06,1082.1508835885334
2002-05-07,1078.8542817132238
2002-05-08,1091.021205591917
2002-05-09,1085.1783760035692
2002-05-10,1073.6570031497888
2002-05-13,1080.6048037316039
2002-05-14,1099.2977930818925
2002-05-15,1097.0332431798336
2002-05-16,1088.0196499395884
2002-05-17,1081.202332063021
2002-05-20,1077.3110772679956
2002-05-21,1078.3114075410147
2002-05-22,1069.6075761812363
2002-05-23,1081.5698006011694
2002-05-24,1075.7800072653333
2002-05-27,1079.1999479823717
2002-05-28,1072.7085975462169
2002-05-29,1067.3796744162676
2002-05-30,1061.3065911149083
2002-05-31,1064.7408464716439
2002-06-03,1054.1931096943704
2002-06-04,1047.8231665245844
2002-06-05,1050.3965058828176
2002-06-06,1039.6118763542236
2002-06-07,1041.5699596395857
2002-06-10,1041.223867136568
2002-06-11,1040.5232997559601
2002-06-12,1034.6105100104085
2002-06-13,1027.8731662796113
2002-06-14,1020.3269548468118
2002-06-17,1037.5414188100287
2002-06-18,1035.2415216349477
2002-06-19,1023.9604810641436
2002-06-20,1014.7859691673515
2002-06-21,1012.5726822345845
2002-06-24,999.8117404932715
2002-06-25,1000.5313729946025
2002-06-26,979.3467880203851
2002-06-27,988.7922868123045
2002-06-28,990.7878233400205
2002-07-01,983.1730361493162
2002-07-02,967.6959103820312
2002-07-03,964.5416497518576
2002-07-04,965.4046199598076
2002-07-05,981.231318592786
2002-07-08,965.755429790169
2002-07-09,957.6753076846605
2002-07-10,950.5337010980145
2002-07-11,934.2283618797532
2002-07-12,932.4501035134816
2002-07-15,910.4753853182425
2002-07-16,900.1095870735919
2002-07-17,901.4581066889979
2002-07-18,891.2386425739124
2002-07-19,872.8565606122945
2002-07-22,861.8284452292553
2002-07-23,849.6888963911115
2002-07-24,855.0855523700415
2002-07-25,859.7951813683633
2002-07-26,875.4387033703242
2002-07-29,910.759107778804
2002-07-30,908.5475262294942
2002-07-31,911.2959547717311
2002-08-01,902.1282242717094
2002-08-02,888.8908158725874
2002-08-05,875.7448060388363
2002-08-06,898.6079315021586
2002-08-07,901.1287306078224
2002-08-08,909.5500706268697
2002-08-09,908.5078372520674
2002-08-12,906.9097583572584
2002-08-13,897.9712669327826
2002-08-14,901.7732966948296
2002-08-15,912.3079858627972
2002-08-16,913.1422139278021
2002-08-19,923.7921454156021
2002-08-20,922.7061162757786
2002-08-21,926.7538778842473
2002-08-22,936.7423285716861
2002-08-23,929.8334741361273
2002-08-26,940.3080346152851
2002-08-27,929.9513419776824
2002-08-28,921.0003636896053
2002-08-29,921.5825962709806
2002-08-30,923.3601439117837
2002-09-02,920.4435964533676
2002-09-03,898.1735656155367
2002-09-04,905.8538645751864
2002-09-05,900.6496035063408
2002-09-06,915.0404613901177
2002-09-09,920.9242562235622
2002-09-10,927.4413961549604
2002-09-11,927.9740333570385
2002-09-12,917.8265846398104
2002-09-13,919.3280727167086
2002-09-16,921.1910564676504
2002-09-17,913.8575784252841
2002-09-18,903.6515662844943
2002-09-19,889.32645424834
2002-09-20,888.2849039792728
2002-09-23,878.327841616218
2002-09-24,874.7549791841501
2002-09-25,882.0912698757122
2002-09-26,894.5346168406581
2002-09-27,890.2630245430644
2002-09-30,879.2941436112183
2002-10-01,883.3104562196877
2002-10-02,878.2953911768159
2002-10-03,873.0696576709204
2002-10-04,867.9268258656418
2002-10-07,854.8593693454299
2002-10-08,855.3929251379526
2002-10-09,832.622044359152
2002-10-10,843.3234142936848
2002-10-11,856.6628396904266
2002-10-14,854.1482981833682
2002-10-15,873.9195388815621
2002-10-16,866.3385486851275
2002-10-17,885.7918233267324
2002-10-18,885.7147030260251
2002-10-21,892.0455750367069
2002-10-22,882.6734868533589
2002-10-23,887.1215960698496
2002-10-24,887.6425190030475
2002-10-25,889.539453522376
2002-10-28,883.5821628163644
2002-10-29,879.6494248382819
2002-10-30,884.1664528016951
2002-10-31,878.2372074541436
2002-11-01,885.2343236552744
2002-11-04,891.6290633831046
2002-11-05,884.2393739769791
2002-11-06,890.987606272896
2002-11-07,876.0920433695438
2002-11-08,866.9499859952704
2002-11-11,859.9379868488247
2002-11-12,863.7329087331594
2002-11-13,862.2014420579446
2002-11-14,873.5719249224971
2002-11-15,872.7448470734988
2002-11-18,869.0965610773404
2002-11-19,862.855635818835
2002-11-20,873.0768170957904
2002-11-21,882.5222945671723
2002-11-22,886.183717755752
2002-11-25,889.5709955756967
2002-11-26,883.2406027938727
2002-11-27,894.4305281785818
2002-11-28,892.9761034777009
2002-11-29,888.7320085699014
2002-12-02,892.8211549957241
2002-12-03,886.0717923532529
2002-12-04,882.5658999190454
2002-12-05,881.3708594372447
2002-12-06,877.2222094596411
2002-12-09,872.1133438607715
2002-12-10,874.4886573784055
2002-12-11,874.527219467507
2002-12-12,873.4045818628234
2002-12-13,864.4283156658837
2002-12-16,871.8471047345303
2002-12-17,860.2885485272657
2002-12-18,857.0327480177566
2002-12-19,857.4060535917313
2002-12-20,856.8163316136443
2002-12-23,859.6730126944699
2002-12-24,855.6672617571942
2002-12-25,855.6758312847504
2002-12-26,854.6518653774841
2002-12-27,846.4915298189013
2002-12-30,843.6211643667677
2002-12-31,844.0919251915783
2003-01-01,844.0919251915783
2003-01-02,862.9528678880671
2003-01-03,860.4910861576225
2003-01-06,865.3558718492143
2003-01-07,862.1826891746242
2003-01-08,859.8429086214555
2003-01-09,859.0957507843252
2003-01-10,855.3527348256363
2003-01-13,849.5024689320227
2003-01-14,851.1601335783137
2003-01-15,847.784323388897
2003-01-16,849.3748706579843
2003-01-17,840.8817602883817
2003-01-20,838.4361641785083
2003-01-21,833.3749807542481
2003-01-22,828.0561118771433
2003-01-23,829.3811830266131
2003-01-24,819.7151516129588
2003-01-27,808.6682919158735
2003-01-28,807.9056431554832
2003-01-29,806.5932677728761
2003-01-30,809.7359869513283
2003-01-31,816.5775072325565
2003-02-03,812.3389915759175
2003-02-04,805.6372518391296
2003-02-05,805.231540465419
2003-02-06,802.3031108219383
2003-02-07,797.4785680312054
2003-02-10,802.340917431179
2003-02-11,802.7039086190032
2003-02-12,794.6540069443064
2003-02-13,789.6438867592508
2003-02-14,793.8145985438991
2003-02-17,797.4614693021668
2003-02-18,805.4417020009482
2003-02-19,801.0661331527367
2003-02-20,796.3789998463706
2003-02-21,800.7454590729565
2003-02-24,798.3888843475394
2003-02-25,798.94307723895
2003-02-26,795.1994476039636
2003-02-27,801.7287362116218
2003-02-28,803.6995154197574
2003-03-03,799.0489424470652
2003-03-04,792.317682091963
2003-03-05,787.6004162555536
2003-03-06,783.6461380160388
2003-03-07,776.8770851357477
2003-03-10,767.2417714576784
2003-03-11,761.499999097654
2003-03-12,758.8035057050384
2003-03-13,775.077181505939
2003-03-14,785.142619943345
2003-03-17,797.9214430492596
2003-03-18,808.7142460693758
2003-03-19,813.0144149953908
2003-03-20,814.2774019666597
2003-03-21,827.1002692533218
2003-03-24,810.1673126023084
2003-03-25,812.7336402766928
2003-03-26,813.4277905124815
2003-03-27,811.2783348716137
2003-03-28,811.769568214239
2003-03-31,798.0861128144618
2003-04-01,801.29744317326
2003-04-02,813.6887764087028
2003-04-03,814.849297780933
2003-04-04,818.1708643817514
2003-04-07,828.2812218805068
2003-04-08,823.496573398302
2003-04-09,821.52856341183
2003-04-10,817.1400321393318
2003-04-11,821.2984889209836
2003-04-14,825.1856569891726
2003-04-15,828.858894389558
2003-04-16,824.489362465279
2003-04-17,827.7598608690658
2003-04-18,827.7598608690658
2003-04-21,830.4253242138842
2003-04-22,832.5412604157199
2003-04-23,837.2656634465984
2003-04-24,829.5569136493517
2003-04-25,825.8720120666288
2003-04-28,834.463781083739
2003-04-29,835.711865409412
2003-04-30,833.4145463984138
2003-05-01,831.4053331518174
2003-05-02,839.3064790989953
2003-05-05,840.707574636485
2003-05-06,840.8861594414678
2003-05-07,839.7804866737055
2003-05-08,833.3050390912329
2003-05-09,836.0424564562333
2003-05-12,838.9960799895927
2003-05-13,841.2034512125265
2003-05-14,844.2959830515538
2003-05-15,848.6764013415865
2003-05-16,844.3103257534655
2003-05-19,830.4288338094789
2003-05-20,834.8609431246454
2003-05-21,835.9548482349568
2003-05-22,841.4494284165346
2003-05-23,838.8480297003172
2003-05-26,835.3462248939286
2003-05-27,839.3231912912206
2003-05-28,846.4793985386511
2003-05-29,841.9164244951951
2003-05-30,854.1979908355729
2003-06-02,860.9826249803289
2003-06-03,861.2383854380521
2003-06-04,872.1252218306099
2003-06-05,866.7523536094744
2003-06-06,876.3993996207815
2003-06-09,868.1368459913465
2003-06-10,877.2844952648495
2003-06-11,880.3713701381895
2003-06-12,883.5370214741852
2003-06-13,874.7733781754476
2003-06-16,879.3139440187031
2003-06-17,886.1122644798331
