Date,WORLD SMALL CAP MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,1004.1197250612694
2001-06-04,1006.5318050175822
2001-06-05,1010.5730811668452
2001-06-06,1008.8376617576615
2001-06-07,1007.9984891537049
2001-06-08,1009.3598111173515
2001-06-11,1013.307417084038
2001-06-12,1004.1683596685019
2001-06-13,1004.9017561644363
2001-06-14,995.1390939279113
2001-06-15,986.211818576953
2001-06-18,982.5807109618354
2001-06-19,983.7416920670264
2001-06-20,986.964807251262
2001-06-21,988.8344316118222
2001-06-22,985.3269077840417
2001-06-25,979.3914385875994
2001-06-26,984.6564257316776
2001-06-27,986.3063477313345
2001-06-28,995.0521195139381
2001-06-29,1006.0862505019393
2001-07-02,1000.7072710017464
2001-07-03,1001.7672115759472
2001-07-04,1001.4115747696768
2001-07-05,1005.986140577439
2001-07-06,992.2237017632845
2001-07-09,985.5118329639391
2001-07-10,981.1171437065991
2001-07-11,973.7309822410817
2001-07-12,987.9283603044721
2001-07-13,988.6838643064373
2001-07-16,983.9827731965336
2001-07-17,986.6815487578131
2001-07-18,969.7499054772477
2001-07-19,975.0801517681085
2001-07-20,972.2018357413901
2001-07-23,966.8159738912981
2001-07-24,958.0610638386586
2001-07-25,955.9502061261154
2001-07-26,961.5170711381118
2001-07-27,964.1074425545936
2001-07-30,960.4917360907884
2001-07-31,963.1281065265254
2001-08-01,965.9200982261367
2001-08-02,969.2077644165398
2001-08-03,964.8226744907914
2001-08-06,966.7180319735484
2001-08-07,969.6747804640868
2001-08-08,968.3957617052764
2001-08-09,956.0807149663347
2001-08-10,954.9868423163548
2001-08-13,951.5277435461403
2001-08-14,958.1237637320197
2001-08-15,953.7533217205483
2001-08-16,953.588752183135
2001-08-17,949.86052842073
2001-08-20,951.2869292550853
2001-08-21,954.0454705052778
2001-08-22,952.4894356552131
2001-08-23,954.9066737957526
2001-08-24,956.9409361591598
2001-08-27,959.6790898356859
2001-08-28,956.1753188162936
2001-08-29,955.6967738990551
2001-08-30,951.1232650085269
2001-08-31,947.2086444047881
2001-09-03,942.3671897485178
2001-09-04,955.6578967007755
2001-09-05,951.7859675779016
2001-09-06,943.0131716454301
2001-09-07,927.6762875127245
2001-09-10,915.1968755420488
2001-09-11,903.0441144166189
2001-09-12,884.4436762637765
2001-09-13,885.8551164022917
2001-09-14,878.0162018028298
2001-09-17,853.9158128370833
2001-09-18,852.7167104199283
2001-09-19,843.5155639986798
2001-09-20,827.7234041224704
2001-09-21,818.4940660958717
2001-09-24,829.3440241712808
2001-09-25,831.0963699588591
2001-09-26,833.9416242070461
2001-09-27,833.1585184072715
2001-09-28,855.7085961274134
2001-10-01,849.1361753017908
2001-10-02,848.7491705583252
2001-10-03,852.6809500401539
2001-10-04,865.306110505114
2001-10-05,861.1420525223476
2001-10-08,857.3056093048916
2001-10-09,853.1799138918562
2001-10-10,863.8696778328065
2001-10-11,879.1739571788896
2001-10-12,879.5251201871315
2001-10-15,881.0929697382509
2001-10-16,884.4977649205475
2001-10-17,883.8397126268668
2001-10-18,878.6608987590239
2001-10-19,884.0456539784722
2001-10-22,889.7746672572171
2001-10-23,892.4429842198905
2001-10-24,891.6715676906076
2001-10-25,896.0895952300101
2001-10-26,899.3889844847108
2001-10-29,886.0782302655086
2001-10-30,876.9574063389712
2001-10-31,886.6265752620618
2001-11-01,887.5340478592585
2001-11-02,887.9915478460234
2001-11-05,897.9116839175211
2001-11-06,903.6080558429147
2001-11-07,900.6006945949715
2001-11-08,906.4852689990041
2001-11-09,903.5199243733566
2001-11-12,903.3593312034347
2001-11-13,917.302013668551
2001-11-14,919.7714179084803
2001-11-15,922.5337668708997
2001-11-16,919.7355694372449
2001-11-19,928.4830031911565
2001-11-20,923.1110717789738
2001-11-21,928.2020867555572
2001-11-22,925.0702708383628
2001-11-23,932.4275235055297
2001-11-26,933.633393217517
2001-11-27,931.5207774433499
2001-11-28,924.6630591493578
2001-11-29,928.303369187858
2001-11-30,921.6598353387202
2001-12-03,918.7470418061876
2001-12-04,923.2809124050091
2001-12-05,936.1084036503061
2001-12-06,936.7311953247262
2001-12-07,935.9811704149021
2001-12-10,931.5169117763435
2001-12-11,928.586599453881
2001-12-12,924.680107050227
2001-12-13,916.7803610673894
2001-12-14,912.370258728914
2001-12-17,911.835626351812
2001-12-18,915.4235622239577
2001-12-19,915.3534640759336
2001-12-20,913.953160449292
2001-12-21,929.2692872913238
2001-12-24,939.9140932952054
2001-12-25,939.6468089662117
2001-12-26,941.0607141983056
2001-12-27,939.3137771909063
2001-12-28,946.6910682651281
2001-12-31,935.7227490521951
2002-01-01,935.7227490521951
2002-01-02,922.0216280057571
2002-01-03,932.8713935692755
2002-01-04,943.086387889704
2002-01-07,941.850676298379
2002-01-08,943.2573108623642
2002-01-09,941.8583861671938
2002-01-10,937.205435097075
2002-01-11,935.6253049881794
2002-01-14,927.5126425834446
2002-01-15,930.2552400922079
2002-01-16,934.2049391590283
2002-01-17,938.8056987754734
2002-01-18,933.7046178122351
2002-01-21,937.3221380223935
2002-01-22,934.1483554641335
2002-01-23,937.3214648648337
2002-01-24,943.5207307054941
2002-01-25,953.9361871246572
2002-01-28,962.343656691733
2002-01-29,958.2948679920022
2002-01-30,960.7720957171463
2002-01-31,965.4575487342681
2002-02-01,962.8581890047186
2002-02-04,954.4663725116491
2002-02-05,950.7017925235087
2002-02-06,944.1202488705115
2002-02-07,941.3615558805958
2002-02-08,945.8647177191493
2002-02-11,946.1923162667376
2002-02-12,953.8101097652708
2002-02-13,961.9325721647199
2002-02-14,965.346883540096
2002-02-15,962.4490896736709
2002-02-18,965.2366382125635
2002-02-19,953.1173446702715
2002-02-20,959.8299042382382
2002-02-21,959.6599862141483
2002-02-22,961.2771898582116
2002-02-25,969.8023472533898
2002-02-26,973.9502257072642
2002-02-27,983.2081401523866
2002-02-28,978.2719820185953
2002-03-01,987.7817488681904
2002-03-04,1000.6267843522448
2002-03-05,1000.4076300423197
2002-03-06,1002.8340060993106
2002-03-07,1006.7230373073021
2002-03-08,1013.2591876092639
2002-03-11,1014.6869964334833
2002-03-12,1012.2027463388389
2002-03-13,1005.3901279593622
2002-03-14,1004.1483051415346
2002-03-15,1006.8083439928689
2002-03-18,1012.0737414940329
2002-03-19,1013.934636299894
2002-03-20,1010.731910978677
2002-03-21,1019.193974252237
2002-03-22,1021.6229555626597
2002-03-25,1020.5384683176493
2002-03-26,1023.9871964865284
2002-03-27,1035.1877020542559
2002-03-28,1036.8221565964964
2002-03-29,1034.3044683594376
2002-04-01,1025.1335838820787
2002-04-02,1022.3555390140874
2002-04-03,1022.2276671907263
2002-04-04,1025.9233168884848
2002-04-05,1033.4316589135942
2002-04-08,1043.385152192293
2002-04-09,1041.9458538120073
2002-04-10,1051.9340119277642
2002-04-11,1040.6845318431033
2002-04-12,1049.9468625750342
2002-04-15,1046.0910332402948
2002-04-16,1052.1567556108
2002-04-17,1049.4424261528118
2002-04-18,1050.0017955815458
2002-04-19,1052.6866341777004
2002-04-22,1052.379097921737
2002-04-23,1051.1648820260114
2002-04-24,1048.188950769272
2002-04-25,1043.932227272898
2002-04-26,1039.9276686415674
2002-04-29,1037.452196918098
2002-04-30,1044.1344079477244
2002-05-01,1045.3238108795374
2002-05-02,1053.2013004999965
2002-05-03,1045.1667958861904
2002-05-06,1037.0013650928863
2002-05-07,1032.307073505682
2002-05-08,1042.264292251215
2002-05-09,1038.6801261613816
2002-05-10,1028.2906103341927
2002-05-13,1033.2626108465026
2002-05-14,1047.5371619489288
2002-05-15,1048.1818458445264
2002-05-16,1042.3765356246392
2002-05-17,1037.9145641049884
2002-05-20,1036.312332298208
2002-05-21,1040.8210367326935
2002-05-22,1035.0358976875448
2002-05-23,1046.0423260795424
2002-05-24,1042.7208986345604
2002-05-27,1047.4932489343507
2002-05-28,1041.017221421446
2002-05-29,1035.1000836937471
2002-05-30,1029.8063295484326
2002-05-31,1031.8315515394806
2002-06-03,1024.4358292263046
2002-06-04,1016.3348356469388
2002-06-05,1019.0429897438595
2002-06-06,1008.2564200385566
2002-06-07,1008.8602173705536
2002-06-10,1008.9743289905166
2002-06-11,1007.859226519737
2002-06-12,1001.5860349657557
2002-06-13,994.8146019891103
2002-06-14,987.2746576671211
2002-06-17,997.736157827674
2002-06-18,996.9471636194286
2002-06-19,984.5815069052255
2002-06-20,977.5902015999109
2002-06-21,975.5773448375124
2002-06-24,964.242407488919
2002-06-25,965.9853695670015
2002-06-26,946.6131882335769
2002-06-27,954.3778931532016
2002-06-28,957.8816755187712
2002-07-01,953.0070589537892
2002-07-02,942.020940345894
2002-07-03,942.9198986548541
2002-07-04,942.5920291324757
2002-07-05,957.4002606793448
2002-07-08,944.3288231939196
2002-07-09,939.2772597236535
2002-07-10,933.074287374486
2002-07-11,919.1487350891939
2002-07-12,918.1121242549257
2002-07-15,897.0833957819065
2002-07-16,886.1323112259635
2002-07-17,886.838880825195
2002-07-18,879.8938995990156
2002-07-19,862.7293821602987
2002-07-22,853.7644509758405
2002-07-23,845.766812042917
2002-07-24,851.4783113641771
2002-07-25,854.4328502272327
2002-07-26,864.0734108391656
2002-07-29,893.5388647877078
2002-07-30,892.1768644262548
2002-07-31,896.0468806749847
2002-08-01,887.0745805055434
2002-08-02,875.3730720503461
2002-08-05,865.3035075985448
2002-08-06,882.8192642911662
2002-08-07,886.8740406187399
2002-08-08,893.9641846159852
2002-08-09,895.6986034813419
2002-08-12,892.6397920570735
2002-08-13,884.1605601726853
2002-08-14,889.3059079804375
2002-08-15,898.9968600277949
2002-08-16,899.3189930494285
2002-08-19,905.808462722442
2002-08-20,904.7678013595128
2002-08-21,907.1131688395755
