Date,EUROPE SMALL CAP MINIMUM VOLATILITY(EUR)
2001-05-31,1000.0
2001-06-01,999.4626166985004
2001-06-04,1000.425421496019
2001-06-05,1008.4940688328203
2001-06-06,1008.4172507934333
2001-06-07,1002.9963042101078
2001-06-08,1004.123394688269
2001-06-11,1003.4259125712653
2001-06-12,996.3743170382135
2001-06-13,997.3241520743545
2001-06-14,993.9023291909592
2001-06-15,989.2404450068311
2001-06-18,985.3920589412426
2001-06-19,984.8607253549728
2001-06-20,980.3932247906628
2001-06-21,981.3034048777604
2001-06-22,977.5912707174525
2001-06-25,972.3396097985873
2001-06-26,967.7174807382551
2001-06-27,964.9987144602251
2001-06-28,966.1511801100806
2001-06-29,968.7738351577914
2001-07-02,969.3046513204075
2001-07-03,969.904268224146
2001-07-04,973.2182256173504
2001-07-05,969.9392884621348
2001-07-06,962.1768242507129
2001-07-09,959.6136207538491
2001-07-10,959.2282859612087
2001-07-11,953.7164634334391
2001-07-12,956.2425903301308
2001-07-13,956.0844874833498
2001-07-16,955.000404216385
2001-07-17,952.2030530194922
2001-07-18,945.4521701636182
2001-07-19,947.7737024184819
2001-07-20,947.7971889741207
2001-07-23,947.5248268416982
2001-07-24,942.3601027534456
2001-07-25,937.899548323138
2001-07-26,936.300022249775
2001-07-27,938.1363815661751
2001-07-30,940.1030096123509
2001-07-31,942.127826800251
2001-08-01,944.8554537368001
2001-08-02,943.8782446107945
2001-08-03,942.4649154752985
2001-08-06,941.5776214557734
2001-08-07,940.7983563808086
2001-08-08,938.7886216184894
2001-08-09,930.3863311522372
2001-08-10,928.7381713891986
2001-08-13,927.8061396731038
2001-08-14,932.6940436866264
2001-08-15,931.4502959695552
2001-08-16,929.9552588696214
2001-08-17,927.240397564657
2001-08-20,926.4232811567097
2001-08-21,930.4365602652482
2001-08-22,927.8574834335716
2001-08-23,926.688145632515
2001-08-24,926.4091881966245
2001-08-27,929.376171509263
2001-08-28,928.94548021868
2001-08-29,927.8619810906126
2001-08-30,923.4924497271525
2001-08-31,921.4566974910663
2001-09-03,915.0096890329115
2001-09-04,918.0520084537309
2001-09-05,917.2313999497092
2001-09-06,907.1833457030513
2001-09-07,900.573843410424
2001-09-10,885.0999000239459
2001-09-11,859.8295962122787
2001-09-12,847.9955269145221
2001-09-13,849.8963268048748
2001-09-14,830.0023686681126
2001-09-17,820.171251124775
2001-09-18,814.6838932719678
2001-09-19,810.0784681870406
2001-09-20,785.8839593973677
2001-09-21,760.7468810897847
2001-09-24,777.3210982072417
2001-09-25,783.2012174552956
2001-09-26,794.394813322749
2001-09-27,790.5266689990373
2001-09-28,798.9496397972663
2001-10-01,800.2915085003309
2001-10-02,793.387422994358
2001-10-03,791.1768485069681
2001-10-04,803.5301391256245
2001-10-05,803.9861284474966
2001-10-08,797.2730585161942
2001-10-09,798.2758110372492
2001-10-10,802.0869429933236
2001-10-11,817.7514851595804
2001-10-12,820.7658589076957
2001-10-15,817.3476479421723
2001-10-16,823.9155858362703
2001-10-17,829.2418322035082
2001-10-18,826.0975108622739
2001-10-19,823.5966139853255
2001-10-22,820.9718781513709
2001-10-23,825.887953660582
2001-10-24,826.7989272772645
2001-10-25,826.6755495607496
2001-10-26,831.2576626297853
2001-10-29,828.3229865221141
2001-10-30,819.9796883864489
2001-10-31,826.9274411112174
2001-11-01,826.4615403904951
2001-11-02,829.3943318724505
2001-11-05,831.8796930832228
2001-11-06,834.7663791701042
2001-11-07,837.9007082713962
2001-11-08,844.5633530533125
2001-11-09,847.0234671346631
2001-11-12,842.4908536664122
2001-11-13,852.2094595203523
2001-11-14,855.8248292152891
2001-11-15,859.6819087615222
2001-11-16,860.7530449112073
2001-11-19,866.4287369222016
2001-11-20,863.1287579707027
2001-11-21,862.9529032393642
2001-11-22,862.8914184510315
2001-11-23,866.5470138922808
2001-11-26,866.4374166549082
2001-11-27,866.7439264925024
2001-11-28,865.3072215770922
2001-11-29,863.0240424770377
2001-11-30,864.7259777498685
2001-12-03,861.5541962333066
2001-12-04,863.1440479667081
2001-12-05,867.1094723559141
2001-12-06,873.4397788714203
2001-12-07,879.9080359198658
2001-12-10,881.15436094012
2001-12-11,881.9138425651951
2001-12-12,880.3807868185692
2001-12-13,875.1327260732184
2001-12-14,872.9405026343707
2001-12-17,874.7263221246016
2001-12-18,876.2606095273422
2001-12-19,875.8028422753605
2001-12-20,876.3981484655327
2001-12-21,880.4856442301347
2001-12-24,883.5195689025488
2001-12-25,883.5195689025486
2001-12-26,884.8948802132873
2001-12-27,888.580813645407
2001-12-28,891.205795915572
2001-12-31,891.0828599741769
2002-01-01,891.0828599741769
2002-01-02,888.6855992520457
2002-01-03,896.950974880319
2002-01-04,904.4410512921278
2002-01-07,905.7709759949822
2002-01-08,908.1867613005351
2002-01-09,906.6259217788813
2002-01-10,903.1917668075405
2002-01-11,908.1240550430404
2002-01-14,906.7277616478881
