Date,EUROPE SMALL CAP MOMENTUM
1999-05-31,1000.0
1999-06-01,1002.4335636257014
1999-06-02,1007.6952694344503
1999-06-03,1004.6029863903284
1999-06-04,1009.0661977305897
1999-06-07,1013.4703698177833
1999-06-08,1011.0502040967366
1999-06-09,1011.2011708088404
1999-06-10,1006.4272867188866
1999-06-11,1010.4492232868369
1999-06-14,1010.7243912376683
1999-06-15,1009.9863308747838
1999-06-16,1016.712988998258
1999-06-17,1021.9705799166455
1999-06-18,1024.8309066434642
1999-06-21,1029.3550588018204
1999-06-22,1026.9690710488942
1999-06-23,1020.2238373175536
1999-06-24,1017.527182041113
1999-06-25,1009.5724024835598
1999-06-28,1012.3747800327924
1999-06-29,1012.3478916476433
1999-06-30,1013.2741294894761
1999-07-01,1019.7057381550981
1999-07-02,1025.568295850031
1999-07-05,1029.779096640678
1999-07-06,1028.7467552174746
1999-07-07,1028.921958152674
1999-07-08,1031.4312818162825
1999-07-09,1035.7716308462286
1999-07-12,1042.8668272639184
1999-07-13,1036.6900017645494
1999-07-14,1037.748980586326
1999-07-15,1042.0600715219482
1999-07-16,1040.123170752788
1999-07-19,1040.6181656865149
1999-07-20,1026.1320073802897
1999-07-21,1012.5506272943309
1999-07-22,1012.0931016656091
1999-07-23,1008.5085728553125
1999-07-26,996.8863772909378
1999-07-27,997.2824693015131
1999-07-28,1001.612932426974
1999-07-29,999.7037340688631
1999-07-30,1005.7653467756389
1999-08-02,1001.7382547663528
1999-08-03,1003.6284033598587
1999-08-04,1003.84646848347
1999-08-05,996.296233465118
1999-08-06,996.5415815329083
1999-08-09,997.7043542348565
1999-08-10,993.8324377588922
1999-08-11,996.0912905426579
1999-08-12,1006.1294462558388
1999-08-13,1013.0432863036488
1999-08-16,1018.3568360149418
1999-08-17,1023.2333085053972
1999-08-18,1027.2636068810414
1999-08-19,1025.108758426037
1999-08-20,1028.2443225692632
1999-08-23,1031.8169680567655
1999-08-24,1027.6858971683419
1999-08-25,1031.9745169806074
1999-08-26,1033.2075155287919
1999-08-27,1032.4177522314183
1999-08-30,1032.8213789527267
1999-08-31,1031.820782456387
1999-09-01,1036.526183736969
1999-09-02,1031.7339124927482
1999-09-03,1037.2862210582143
1999-09-06,1044.593268698355
1999-09-07,1047.456569431122
1999-09-08,1047.4599280796328
1999-09-09,1051.6473374349443
1999-09-10,1050.7284706545704
1999-09-13,1046.5601703690636
1999-09-14,1035.0820438916642
1999-09-15,1030.1204196020376
1999-09-16,1023.9099867264058
1999-09-17,1027.7332748875688
1999-09-20,1030.6115889140633
1999-09-21,1024.0562323606978
1999-09-22,1018.8348590472925
1999-09-23,1022.896006006093
1999-09-24,1012.8756723969551
1999-09-27,1015.496635744404
1999-09-28,1012.9300020355706
1999-09-29,1005.8247660767654
1999-09-30,1005.9827844944208
1999-10-01,1005.925976853989
1999-10-04,1006.1853954773527
1999-10-05,1011.3447498338213
1999-10-06,1013.6924528913526
1999-10-07,1016.3793029964921
1999-10-08,1025.5678032455814
1999-10-11,1030.3736812543887
1999-10-12,1022.3379482440439
1999-10-13,1022.7556224891871
1999-10-14,1021.8826417738782
1999-10-15,1006.778677655216
1999-10-18,990.7583393655021
1999-10-19,998.4090603382101
1999-10-20,1000.9934670345514
1999-10-21,999.0230662099314
1999-10-22,1004.6834674747895
1999-10-25,1005.3811805345556
1999-10-26,1005.065198611923
1999-10-27,1003.253514329671
1999-10-28,1005.57376038853
1999-10-29,1012.861240817483
1999-11-01,1014.9608468352905
1999-11-02,1021.9936611842029
1999-11-03,1030.8206126934842
1999-11-04,1038.979760020578
1999-11-05,1035.8645259354482
1999-11-08,1036.0096794834606
1999-11-09,1041.5954690584542
1999-11-10,1041.8523909243588
1999-11-11,1046.6503050208162
1999-11-12,1051.0580496005443
1999-11-15,1061.3844007252196
1999-11-16,1061.849718774225
1999-11-17,1084.2635604670456
1999-11-18,1085.9955263066543
1999-11-19,1085.818715877389
1999-11-22,1085.3971845148578
1999-11-23,1089.0423577418762
1999-11-24,1096.7460689597808
1999-11-25,1107.0001669308344
1999-11-26,1118.2570869569454
1999-11-29,1125.7663102490312
1999-11-30,1128.7369026961076
1999-12-01,1132.4675995794048
1999-12-02,1154.6233194866857
1999-12-03,1187.7415621672528
1999-12-06,1185.5696658524782
1999-12-07,1192.6039167914992
1999-12-08,1207.476777375401
1999-12-09,1214.0572169474635
1999-12-10,1215.278915392594
1999-12-13,1220.3676742700213
1999-12-14,1219.1420859887328
1999-12-15,1202.2952665324053
1999-12-16,1211.7107347106232
1999-12-17,1220.1533452943845
1999-12-20,1218.1289866550107
1999-12-21,1218.555912740527
1999-12-22,1224.458088589691
1999-12-23,1228.6886059969531
1999-12-24,1235.1597616993533
1999-12-27,1238.4423970191745
1999-12-28,1238.5835522535472
1999-12-29,1246.3944641261505
1999-12-30,1259.1134194167664
1999-12-31,1259.1134194167664
2000-01-03,1260.825251222093
2000-01-04,1238.7438822574375
2000-01-05,1206.0565621763774
2000-01-06,1215.6662366443795
2000-01-07,1235.1856430370683
2000-01-10,1261.7593542097302
2000-01-11,1278.0201698528526
2000-01-12,1274.0378887162833
2000-01-13,1284.0517168005576
2000-01-14,1297.8757136905308
2000-01-17,1319.1270133947994
2000-01-18,1309.9040660568571
2000-01-19,1295.3393579173055
2000-01-20,1305.1583403773946
2000-01-21,1309.5572873699412
2000-01-24,1314.9241552799526
2000-01-25,1282.2961216465208
2000-01-26,1296.2351507337482
2000-01-27,1306.2201078808396
2000-01-28,1312.310544799881
2000-01-31,1295.8542478382794
2000-02-01,1312.2675793339229
2000-02-02,1323.5296290730919
2000-02-03,1343.4364409437906
2000-02-04,1373.6124988709355
2000-02-07,1398.3824300081021
2000-02-08,1428.0130268216803
2000-02-09,1447.3313080751802
2000-02-10,1450.889748109177
2000-02-11,1479.127119048633
2000-02-14,1485.6301123454089
2000-02-15,1479.3844585700779
2000-02-16,1470.2979839976927
2000-02-17,1482.9198401445099
2000-02-18,1487.4203221556622
2000-02-21,1474.2143829926397
2000-02-22,1477.2587722878454
2000-02-23,1507.1151595127665
2000-02-24,1515.7018956644595
2000-02-25,1534.2106317226674
2000-02-28,1528.5492729249754
2000-02-29,1549.7293168950882
2000-03-01,1575.1549888050893
2000-03-02,1581.171026799722
2000-03-03,1599.8594242838728
2000-03-06,1603.887172037972
2000-03-07,1598.1042495513468
2000-03-08,1584.7241456196994
2000-03-09,1600.5476382951606
2000-03-10,1621.7255523372457
2000-03-13,1580.9269373207192
2000-03-14,1579.6386543979643
2000-03-15,1517.0851059864947
2000-03-16,1487.7957368586156
2000-03-17,1517.7603593326105
2000-03-20,1531.076430622267
2000-03-21,1486.413501894363
2000-03-22,1483.4539246024067
2000-03-23,1465.5301687028712
2000-03-24,1472.023358867551
2000-03-27,1501.567400222139
2000-03-28,1508.803387089492
2000-03-29,1491.0611194741277
2000-03-30,1442.0165742095478
2000-03-31,1427.0420033942676
2000-04-03,1407.0191532185274
2000-04-04,1379.163647105864
2000-04-05,1343.0936508947834
2000-04-06,1380.9477337321466
2000-04-07,1397.2108576972387
2000-04-10,1404.5689908676497
2000-04-11,1370.754216368634
2000-04-12,1366.9545165187108
2000-04-13,1351.2214707058579
2000-04-14,1330.3280629690835
2000-04-17,1287.9022605797632
2000-04-18,1304.316764968432
2000-04-19,1323.5809475278202
2000-04-20,1336.8182527643105
2000-04-21,1336.8182527643103
2000-04-24,1336.9710045561458
2000-04-25,1349.81073700814
2000-04-26,1371.0628143198367
2000-04-27,1366.1348436029464
2000-04-28,1383.7341750202756
2000-05-01,1385.4711095542575
2000-05-02,1413.674522991369
2000-05-03,1419.2062961839674
2000-05-04,1406.995501903116
2000-05-05,1410.2063582002402
2000-05-08,1411.2412281186664
2000-05-09,1393.5019396535988
2000-05-10,1364.454088232352
2000-05-11,1359.783944167715
2000-05-12,1370.9617230351296
2000-05-15,1368.1654763290687
2000-05-16,1382.020496153848
2000-05-17,1373.8752684392132
2000-05-18,1364.6141129921243
2000-05-19,1340.2827670958484
2000-05-22,1317.7691255859368
2000-05-23,1313.0654870202982
2000-05-24,1287.8555444287433
2000-05-25,1309.4244006072086
2000-05-26,1297.8134871174884
2000-05-29,1298.9719992935077
2000-05-30,1303.5202824479982
2000-05-31,1314.0447113636392
2000-06-01,1317.2973809782857
2000-06-02,1331.0228890437972
2000-06-05,1332.83828667892
2000-06-06,1338.9860381988235
2000-06-07,1336.1935962652808
2000-06-08,1335.2680931423502
2000-06-09,1337.781907257704
2000-06-12,1340.1150002012917
2000-06-13,1336.7997200273103
2000-06-14,1342.835026938281
2000-06-15,1334.8942670118415
2000-06-16,1339.8359591563665
2000-06-19,1334.2073126401401
2000-06-20,1338.6473698610264
2000-06-21,1334.2671929668793
2000-06-22,1339.3701520927098
2000-06-23,1338.9786344708384
2000-06-26,1340.401049494389
2000-06-27,1333.6114151873521
2000-06-28,1333.455614007241
2000-06-29,1324.080460094407
2000-06-30,1322.0754557632974
2000-07-03,1336.2625501886198
2000-07-04,1344.3438864501331
2000-07-05,1343.682926830764
2000-07-06,1337.7161843472093
2000-07-07,1344.0929628054346
2000-07-10,1348.796436798439
2000-07-11,1354.4810808307261
2000-07-12,1362.1036158218922
2000-07-13,1362.8241817630787
2000-07-14,1376.7125868030714
2000-07-17,1384.7075323822257
2000-07-18,1383.1866533003335
2000-07-19,1391.5354524677161
2000-07-20,1401.6744498341604
2000-07-21,1399.4144525655981
2000-07-24,1406.781865260271
2000-07-25,1403.444305477717
2000-07-26,1397.5312676548156
2000-07-27,1396.8847850686698
2000-07-28,1395.5823342370181
2000-07-31,1391.6526061412699
2000-08-01,1392.1390805072283
2000-08-02,1394.374187285015
2000-08-03,1391.8273659128772
2000-08-04,1408.6149088793372
2000-08-07,1414.675434336843
2000-08-08,1414.2948454384382
2000-08-09,1422.9254148213154
2000-08-10,1422.910582712561
2000-08-11,1426.327758405119
2000-08-14,1430.7566955348557
2000-08-15,1425.6763711309595
2000-08-16,1427.7199026974201
2000-08-17,1431.0461628903915
2000-08-18,1436.9055299135973
2000-08-21,1442.0544482839136
2000-08-22,1447.244454231924
2000-08-23,1450.286543637185
2000-08-24,1448.9660052323782
2000-08-25,1458.5133416695828
2000-08-28,1460.983005251391
2000-08-29,1465.930951860493
2000-08-30,1474.3217344592358
2000-08-31,1483.1784998320948
2000-09-01,1490.276346707243
2000-09-04,1496.5592323105748
2000-09-05,1499.6071687363417
2000-09-06,1507.0646943441293
2000-09-07,1513.7220431853295
2000-09-08,1515.044956069697
2000-09-11,1513.8907058414209
2000-09-12,1508.1101304489698
2000-09-13,1508.740798625948
2000-09-14,1527.4763920415317
2000-09-15,1526.186306991033
2000-09-18,1512.8272410227464
2000-09-19,1490.0049834073031
2000-09-20,1491.619432217578
2000-09-21,1471.1902231347503
2000-09-22,1453.9805054349906
2000-09-25,1475.5513291478446
2000-09-26,1464.4572239155082
2000-09-27,1463.7332938609081
2000-09-28,1453.0076284788117
2000-09-29,1467.6679745017275
2000-10-02,1463.1862782687422
2000-10-03,1464.1807032113088
2000-10-04,1457.419255354035
2000-10-05,1466.1835535267824
2000-10-06,1460.7113361661568
2000-10-09,1443.5390575617118
2000-10-10,1444.006095139398
2000-10-11,1415.946766058751
2000-10-12,1420.8475776194957
2000-10-13,1420.9100131282796
2000-10-16,1426.2576918140437
2000-10-17,1422.2140669676062
2000-10-18,1411.5215754535234
2000-10-19,1433.619355863844
2000-10-20,1442.31343421545
2000-10-23,1444.1327807010127
2000-10-24,1449.6027241390743
2000-10-25,1444.8553298455772
2000-10-26,1442.8814650081738
2000-10-27,1446.3732537389953
2000-10-30,1448.875323591805
2000-10-31,1451.0023698378366
2000-11-01,1459.9192612491818
2000-11-02,1462.0464081427397
2000-11-03,1468.1411558219672
2000-11-06,1472.8446265612768
2000-11-07,1472.069940720043
2000-11-08,1471.1635813908194
2000-11-09,1460.2066805952807
2000-11-10,1456.1899007995219
2000-11-13,1443.2375194642655
2000-11-14,1453.2714744653447
2000-11-15,1456.696761644638
2000-11-16,1453.3888877177344
2000-11-17,1457.7543538424798
2000-11-20,1450.2086990353744
2000-11-21,1442.0969512267973
2000-11-22,1428.7508973752144
2000-11-23,1422.5876654396952
2000-11-24,1432.734262801504
2000-11-27,1437.147649016914
2000-11-28,1413.3092391679124
2000-11-29,1407.8946138531599
2000-11-30,1392.2422396081743
2000-12-01,1404.622783383334
2000-12-04,1395.6544230026498
2000-12-05,1404.3479109902623
2000-12-06,1408.4316986553401
2000-12-07,1400.5659824285271
2000-12-08,1408.2336226318046
2000-12-11,1417.1333639059212
2000-12-12,1413.1250509347135
2000-12-13,1411.3474741518862
2000-12-14,1404.0263580281674
2000-12-15,1389.8865708301034
2000-12-18,1383.9086558976578
2000-12-19,1384.3624329919842
2000-12-20,1361.2277256152108
2000-12-21,1357.690797965979
2000-12-22,1361.917217381439
2000-12-25,1361.917217381439
2000-12-26,1360.544099941208
2000-12-27,1360.5191184402267
2000-12-28,1370.0579549775814
2000-12-29,1374.6900676933662
2001-01-01,1374.6900676933662
2001-01-02,1369.4275471456172
2001-01-03,1357.2374314348492
2001-01-04,1374.4561702815329
2001-01-05,1375.5396335860767
2001-01-08,1369.6742248179085
2001-01-09,1365.3282575825879
2001-01-10,1365.7206892359845
2001-01-11,1367.868583857015
2001-01-12,1375.1895474896064
2001-01-15,1381.0082015913117
2001-01-16,1381.4253254657046
2001-01-17,1402.3412317590369
2001-01-18,1400.2613034116014
2001-01-19,1417.767094378409
2001-01-22,1414.4003158827888
2001-01-23,1414.3353002991948
2001-01-24,1422.8024933309225
2001-01-25,1428.5431520337318
2001-01-26,1416.129137033705
2001-01-29,1422.0653503512897
2001-01-30,1423.4601114134775
2001-01-31,1430.7834132887997
2001-02-01,1435.2126989085311
2001-02-02,1436.6112759958357
2001-02-05,1433.4834335601076
2001-02-06,1439.503108994264
2001-02-07,1436.207791661739
2001-02-08,1442.4952712599993
2001-02-09,1433.967416257914
2001-02-12,1428.4326395710655
2001-02-13,1434.314740107552
2001-02-14,1431.638007357574
2001-02-15,1444.1312342373985
2001-02-16,1436.370799540823
2001-02-19,1435.2394602208913
2001-02-20,1442.3953899280164
2001-02-21,1434.4608267012118
2001-02-22,1432.9552296441127
2001-02-23,1427.1876635730991
2001-02-26,1429.5628908164356
2001-02-27,1429.891386103227
2001-02-28,1429.4072358451087
2001-03-01,1417.8778345883763
2001-03-02,1419.6103961760723
2001-03-05,1432.168786375314
2001-03-06,1440.5762372944305
2001-03-07,1444.3590672160917
2001-03-08,1445.0588464535128
2001-03-09,1435.407823646924
2001-03-12,1418.4200709099857
2001-03-13,1405.3077883471992
2001-03-14,1386.1341923387135
2001-03-15,1388.7840494129332
2001-03-16,1382.4927993750794
2001-03-19,1369.5220663869889
2001-03-20,1373.1381642411234
2001-03-21,1353.5026386705074
2001-03-22,1314.2331168780347
2001-03-23,1325.6716188115379
2001-03-26,1344.0764095686914
2001-03-27,1349.617584781265
2001-03-28,1358.8751336872576
2001-03-29,1366.381018684318
2001-03-30,1371.0031903169393
2001-04-02,1371.8194824219775
2001-04-03,1355.1017332040096
2001-04-04,1341.8504768544442
2001-04-05,1368.0770367552848
2001-04-06,1374.067504031303
2001-04-09,1376.386170228526
2001-04-10,1382.9139236202254
2001-04-11,1397.5038285383011
2001-04-12,1398.3312212559383
2001-04-13,1398.3312212559383
2001-04-16,1401.6271591679483
2001-04-17,1399.0165412935485
2001-04-18,1413.4287531699144
2001-04-19,1413.764190206226
2001-04-20,1412.8453978689192
2001-04-23,1411.0636300511962
2001-04-24,1418.368575615762
2001-04-25,1417.9709832151445
2001-04-26,1418.2581061030355
2001-04-27,1430.7860669854717
2001-04-30,1443.3752758287196
2001-05-01,1443.2834558307552
2001-05-02,1445.008625342519
2001-05-03,1452.1163377722432
2001-05-04,1455.1086086151715
2001-05-07,1459.6932801343023
2001-05-08,1464.222413343301
2001-05-09,1459.658172622215
2001-05-10,1469.399556480597
2001-05-11,1473.8489929755
2001-05-14,1480.715937837067
2001-05-15,1483.0885401963465
2001-05-16,1477.9047630819366
2001-05-17,1491.7343734539747
2001-05-18,1498.5996792699398
2001-05-21,1502.9432272117415
2001-05-22,1514.9501931103746
2001-05-23,1511.7512337102812
2001-05-24,1509.4956560073604
2001-05-25,1513.0090244920768
2001-05-28,1511.3813346134302
2001-05-29,1510.4151842637827
2001-05-30,1508.1199137093827
2001-05-31,1518.3869267344808
2001-06-01,1521.6692249142134
2001-06-04,1524.875961575353
2001-06-05,1539.2856692905868
2001-06-06,1539.2164041021174
2001-06-07,1531.3856499575336
2001-06-08,1532.2041332379258
2001-06-11,1527.5895769693907
2001-06-12,1513.631887093771
2001-06-13,1517.727162171113
2001-06-14,1508.9806242872348
2001-06-15,1499.740671026124
2001-06-18,1494.325681442113
2001-06-19,1497.8014132245873
2001-06-20,1495.1308467517347
2001-06-21,1500.8786834587872
2001-06-22,1497.2974485905074
2001-06-25,1489.0625601457152
2001-06-26,1478.4747548856078
2001-06-27,1473.90462950861
2001-06-28,1481.372314621179
2001-06-29,1491.5284647861574
2001-07-02,1491.141657730367
2001-07-03,1493.788533246247
2001-07-04,1499.1320674480332
2001-07-05,1496.8657735615138
2001-07-06,1477.56461349938
2001-07-09,1472.3226839985712
2001-07-10,1473.6034413011885
2001-07-11,1462.594131157427
2001-07-12,1469.740948335893
2001-07-13,1469.9204986016737
2001-07-16,1462.3093748320125
2001-07-17,1455.1787311271814
2001-07-18,1443.7726358858656
2001-07-19,1450.4993144695507
2001-07-20,1452.7486224774475
2001-07-23,1451.6561432815101
2001-07-24,1444.7290615890063
2001-07-25,1431.5409483213248
2001-07-26,1427.4670321456178
2001-07-27,1430.2712477047
2001-07-30,1430.0510690690824
2001-07-31,1434.674656338082
2001-08-01,1442.9143948268418
2001-08-02,1441.7763607145075
2001-08-03,1438.2724999500438
2001-08-06,1433.3912558265804
2001-08-07,1428.2590271897386
2001-08-08,1423.6893686421377
2001-08-09,1408.5636557656078
2001-08-10,1408.4660654137726
2001-08-13,1405.0588972392152
2001-08-14,1417.213865362656
2001-08-15,1413.7936961134933
2001-08-16,1413.5208674491428
2001-08-17,1410.2123067561297
2001-08-20,1408.8203473488788
2001-08-21,1418.6755117719338
2001-08-22,1414.1836121390643
2001-08-23,1412.0636831796742
2001-08-24,1413.0026615415436
2001-08-27,1416.4957377009546
2001-08-28,1417.7022439283921
2001-08-29,1418.158670731517
2001-08-30,1412.0421776405763
2001-08-31,1415.6877013498056
2001-09-03,1408.1604265166752
2001-09-04,1415.9400188529446
2001-09-05,1414.6091120489475
2001-09-06,1399.94967359878
2001-09-07,1381.296033224311
2001-09-10,1348.4305938261646
2001-09-11,1294.4979887730665
2001-09-12,1286.0654234881424
2001-09-13,1293.870013082212
2001-09-14,1256.3383825589287
2001-09-17,1233.7370749677166
2001-09-18,1213.4106461957858
2001-09-19,1198.9884388530825
2001-09-20,1154.9885957582578
2001-09-21,1106.7034916025755
2001-09-24,1142.4867946673705
2001-09-25,1159.7129251477168
2001-09-26,1175.7506095660976
2001-09-27,1170.2737619279415
2001-09-28,1189.2722531416632
2001-10-01,1188.0741557174247
2001-10-02,1184.1563692115592
2001-10-03,1186.1067302671086
2001-10-04,1217.053314542816
2001-10-05,1216.7888475866034
2001-10-08,1201.5465225630394
2001-10-09,1206.6440182081535
2001-10-10,1212.2937642570512
2001-10-11,1239.0403333406036
2001-10-12,1242.19691340523
2001-10-15,1239.4678717412517
2001-10-16,1248.3200321042518
2001-10-17,1259.6939239885478
2001-10-18,1255.9075243489422
2001-10-19,1249.9787168814557
2001-10-22,1246.3734438803344
2001-10-23,1253.9706589018217
2001-10-24,1257.739066136479
2001-10-25,1264.0791426607896
2001-10-26,1266.684552181506
2001-10-29,1261.8474836869584
2001-10-30,1243.9117624483915
2001-10-31,1259.314567387779
2001-11-01,1260.8220961215586
2001-11-02,1267.3584842962998
2001-11-05,1278.6325365182965
2001-11-06,1285.2105353171653
