Date,MSCI World Small Cap Momentum Index
2022-05-19,13053.883115057983
2022-05-20,13115.268368506917
2022-05-23,13191.300075077264
2022-05-24,12905.542446402405
2022-05-25,13144.616490345312
2022-05-26,13387.427941355718
2022-05-27,13770.834394565625
2022-05-30,13809.969670547553
2022-05-31,13703.707254763465
2022-06-01,13748.227075162768
2022-06-02,13852.462286612514
2022-06-03,13856.736025875442
2022-06-06,13914.397258179384
2022-06-07,14064.67977271194
2022-06-08,13904.131895001288
2022-06-09,13712.294496144554
2022-06-10,13537.186877449081
2022-06-13,13110.437973493938
2022-06-14,12948.275252055682
2022-06-15,13001.975613795663
2022-06-16,12553.152572816549
2022-06-17,12414.264710127332
2022-06-20,12363.097716498398
2022-06-21,12535.659261527371
2022-06-22,12286.43787463255
2022-06-23,12179.575520075468
2022-06-24,12456.573655607459
2022-06-27,12613.007156166756
2022-06-28,12711.209417502005
2022-06-29,12559.485243545792
2022-06-30,12393.64001226281
2022-07-01,12440.601340494122
2022-07-04,12485.414391222032
2022-07-05,12394.819187069825
2022-07-06,12354.363267034527
2022-07-07,12718.573759980347
2022-07-08,12775.43139535236
2022-07-11,12749.728699478079
2022-07-12,12691.748174646622
2022-07-13,12670.859799879192
2022-07-14,12622.355002145167
2022-07-15,12709.585901438802
2022-07-18,12767.444159506596
2022-07-19,12977.027695353994
2022-07-20,13140.12836093158
2022-07-21,13147.052193133006
2022-07-22,13087.68437897719
2022-07-25,13248.543367780374
2022-07-26,13333.285085513604
2022-07-27,13502.600537573662
2022-07-28,13642.895107005348
2022-07-29,13764.8039235676
2022-08-01,13709.908552264409
2022-08-02,13658.91844918146
2022-08-03,13696.634869672938
2022-08-04,13513.760275044897
2022-08-05,13637.852218817427
2022-08-08,13707.131830032682
2022-08-09,13703.327712765918
2022-08-10,13801.912212496103
2022-08-11,13961.824336051723
2022-08-12,14172.549135160754
2022-08-15,14165.22996647529
2022-08-16,14197.850891784154
2022-08-17,14127.246768193674
2022-08-18,14325.991588624282
2022-08-19,14244.376532966577
2022-08-22,14213.64738663115
2022-08-23,14288.505179317339
2022-08-24,14391.866586392825
2022-08-25,14539.005000279649
2022-08-26,14276.390879950586
2022-08-29,14188.09340082685
2022-08-30,13945.539558537024
2022-08-31,13841.910032412294
2022-09-01,13696.503338123552
2022-09-02,13678.91594956144
2022-09-05,13774.883220701422
2022-09-06,13718.409542560548
2022-09-07,13637.897569169132
2022-09-08,13765.94506493624
2022-09-09,13959.463548605205
2022-09-12,14024.947538812869
2022-09-13,13843.506518457389
2022-09-14,13874.845735373892
2022-09-15,13688.095759642692
2022-09-16,13412.799149754981
2022-09-19,13486.166546176959
2022-09-20,13389.285245503132
2022-09-21,13405.670172947779
2022-09-22,13279.194328355137
2022-09-23,12939.478483533274
2022-09-26,12687.405788708082
2022-09-27,12792.887767892958
2022-09-28,12981.569234364642
2022-09-29,12716.238913979256
2022-09-30,12708.174306041657
2022-10-03,12998.581999974951
2022-10-04,13272.775716708886
2022-10-05,13351.708965402186
2022-10-06,13364.943280663463
2022-10-07,13241.273100338578
2022-10-10,13225.86552970168
2022-10-11,13140.123828038399
2022-10-12,13116.617012559174
2022-10-13,13283.967306231234
2022-10-14,13060.250018907853
2022-10-17,13224.586533946042
2022-10-18,13313.829396819989
2022-10-19,13336.662096298423
2022-10-20,13206.903054198614
2022-10-21,13353.737737175808
2022-10-24,13384.882297094871
2022-10-25,13553.98304684267
2022-10-26,13576.043010150517
2022-10-27,13634.107556728384
2022-10-28,13687.925363180144
2022-10-31,13834.614422980536
2022-11-01,13946.785038667274
2022-11-02,13743.294641596209
2022-11-03,13768.844201053013
2022-11-04,13829.073565923314
2022-11-07,13889.359978350083
2022-11-08,13876.485497531246
2022-11-09,13571.052063195359
2022-11-10,13855.602344266877
2022-11-11,13791.214407833168
2022-11-14,13690.034551248074
2022-11-15,13776.090947613044
2022-11-16,13572.83583846393
2022-11-17,13564.594433905666
2022-11-18,13610.269197323882
2022-11-21,13667.983615982237
2022-11-22,13882.338548211514
2022-11-23,13823.349527353392
2022-11-24,13833.928890777797
2022-11-25,13817.878623224591
2022-11-28,13615.725022163562
2022-11-29,13741.472241673155
2022-11-30,13948.432190448739
2022-12-01,13723.111092280995
2022-12-02,13734.254329580684
2022-12-05,13364.464720996019
2022-12-06,13258.320827279134
2022-12-07,13230.344213714989
2022-12-08,13200.184550097325
2022-12-09,13107.827137658705
2022-12-12,13213.576341510863
2022-12-13,13197.128474889443
2022-12-14,13173.553977548974
2022-12-15,12937.170436286746
2022-12-16,12913.62311681063
2022-12-19,12849.647440545274
2022-12-20,12905.928378593318
2022-12-21,13087.594716362546
2022-12-22,12991.12925400667
2022-12-23,13032.242385618472
2022-12-26,13047.588403991285
2022-12-27,13005.833350668205
2022-12-28,12847.438678010512
2022-12-29,12934.658126397379
2022-12-30,12931.868992883801
2023-01-02,12951.14744724419
2023-01-03,12916.692738673013
2023-01-04,12825.284134478248
2023-01-05,12807.44462019737
2023-01-06,12970.179509797303
2023-01-09,12847.68285768362
2023-01-10,12926.761928446733
2023-01-11,12955.939672887811
2023-01-12,13095.63451031691
2023-01-13,13188.217930180712
2023-01-16,13155.283063413332
2023-01-17,13189.766937962488
2023-01-18,13052.129272822804
2023-01-19,12984.001696854777
2023-01-20,13068.863420931464
2023-01-23,13122.935738588652
2023-01-24,13139.453699421107
2023-01-25,13117.69015169471
2023-01-26,13221.371729054606
2023-01-27,13219.266946530372
2023-01-30,13081.863218073755
2023-01-31,13280.824929332091
2023-02-01,13276.16495540862
2023-02-02,13287.315245241543
2023-02-03,13298.656454357164
2023-02-06,13334.665772277887
