Date,EAFE SMALL CAP MOMENTUM
1999-05-31,1000.0
1999-06-01,1009.4168490509152
1999-06-02,1021.9429231575618
1999-06-03,1022.961807045234
1999-06-04,1029.108305870792
1999-06-07,1041.6293938890892
1999-06-08,1037.7830647790195
1999-06-09,1043.6222779323198
1999-06-10,1046.8274227693203
1999-06-11,1055.1090964339173
1999-06-14,1054.015384505251
1999-06-15,1048.4997018735157
1999-06-16,1064.1853815813236
1999-06-17,1079.2747615735964
1999-06-18,1075.1831514015532
1999-06-21,1089.8446798483674
1999-06-22,1096.4331055665407
1999-06-23,1101.2743994567372
1999-06-24,1092.2585496671293
1999-06-25,1080.8766160810649
1999-06-28,1092.0356943797208
1999-06-29,1102.3083717154298
1999-06-30,1103.3534986123514
1999-07-01,1127.6660234755639
1999-07-02,1139.5985155324215
1999-07-05,1141.209749985447
1999-07-06,1140.3872948139108
1999-07-07,1135.3848990819884
1999-07-08,1135.7948753092096
1999-07-09,1135.2177115688512
1999-07-12,1149.1120314911084
1999-07-13,1146.3329647014602
1999-07-14,1148.6787475592816
1999-07-15,1152.4549494576763
1999-07-16,1143.277188350864
1999-07-19,1153.8799036515663
1999-07-20,1134.612422509074
1999-07-21,1119.911477686031
1999-07-22,1111.7424344639016
1999-07-23,1102.2648088531666
1999-07-26,1086.1228267838187
1999-07-27,1082.611293928912
1999-07-28,1097.6362586426346
1999-07-29,1104.9600091466198
1999-07-30,1107.780238041354
1999-08-02,1104.399185290561
1999-08-03,1103.5877599674893
1999-08-04,1101.7844288292756
1999-08-05,1081.8209789915966
1999-08-06,1078.1429651757244
1999-08-09,1080.706292420625
1999-08-10,1076.1938096446286
1999-08-11,1078.7164251286367
1999-08-12,1091.6813971583763
1999-08-13,1099.560443869726
1999-08-16,1119.575952947352
1999-08-17,1126.0002021473297
1999-08-18,1144.4323167506038
1999-08-19,1138.7431763541076
1999-08-20,1140.5687378122839
1999-08-23,1149.3532115890252
1999-08-24,1154.84575081971
1999-08-25,1166.6949981608605
1999-08-26,1160.8876698806234
1999-08-27,1157.9341300078036
1999-08-30,1165.6459384568327
1999-08-31,1163.7101918709527
1999-09-01,1169.9848217683566
1999-09-02,1166.533530130168
1999-09-03,1170.5551085302732
1999-09-06,1184.739248261548
1999-09-07,1179.805262950612
1999-09-08,1175.347172653551
1999-09-09,1192.9533944158668
1999-09-10,1206.9612808878123
1999-09-13,1230.18779174792
1999-09-14,1221.3012438738954
1999-09-15,1223.9632386878177
1999-09-16,1205.4369768593954
1999-09-17,1199.8681147756924
1999-09-20,1200.7934459631938
1999-09-21,1196.429079284254
1999-09-22,1176.7293160443492
1999-09-23,1184.8711632280424
1999-09-24,1158.8759131755107
1999-09-27,1153.7944927709668
1999-09-28,1160.5459537628217
1999-09-29,1144.229026099421
1999-09-30,1157.7461788685955
1999-10-01,1166.6808504147864
1999-10-04,1159.2059463872167
1999-10-05,1163.1821279899548
1999-10-06,1159.529840939121
1999-10-07,1172.0369691982023
1999-10-08,1177.379926213296
1999-10-11,1182.9756590891927
1999-10-12,1175.8299966281854
1999-10-13,1158.043190990468
1999-10-14,1157.1333615636124
1999-10-15,1138.0204277272505
1999-10-18,1110.3858267969938
1999-10-19,1115.0825561573831
1999-10-20,1132.9365738985844
1999-10-21,1127.5738415927642
1999-10-22,1138.622990279991
1999-10-25,1144.833959708756
1999-10-26,1147.936548551361
1999-10-27,1151.5387665338278
1999-10-28,1150.544960804685
1999-10-29,1167.5209134770598
1999-11-01,1174.7866548363804
1999-11-02,1183.4711742777058
1999-11-03,1185.7996336517206
1999-11-04,1200.2541025246057
1999-11-05,1190.9379470880658
1999-11-08,1188.2506614969568
1999-11-09,1190.710788000595
1999-11-10,1194.9358838684088
1999-11-11,1198.8658603905128
1999-11-12,1203.3571520033831
1999-11-15,1209.5569617417768
1999-11-16,1209.6027112533925
1999-11-17,1219.2552663139022
1999-11-18,1228.943129911885
1999-11-19,1236.4613585675334
1999-11-22,1238.601191842086
1999-11-23,1243.6121716204161
1999-11-24,1245.3783003042624
1999-11-25,1238.208588227953
1999-11-26,1261.9955700253142
1999-11-29,1272.601590879294
1999-11-30,1270.375095282169
1999-12-01,1259.9364741951363
1999-12-02,1261.429686106403
1999-12-03,1284.8170819666502
1999-12-06,1274.1763826578992
1999-12-07,1289.2644374980748
1999-12-08,1284.2683706462435
1999-12-09,1285.7877403221592
1999-12-10,1294.0897105041936
1999-12-13,1294.7945028185277
1999-12-14,1290.240628108388
1999-12-15,1283.7910612988933
1999-12-16,1289.2728252533184
1999-12-17,1292.4195475900083
1999-12-20,1281.7161131275484
1999-12-21,1276.0699131291613
1999-12-22,1296.8186118368344
1999-12-23,1294.8791702040126
1999-12-24,1301.0409773036113
1999-12-27,1296.8435127255293
1999-12-28,1294.9027848560488
1999-12-29,1304.5251538194361
1999-12-30,1319.9531491677888
1999-12-31,1319.9531491677885
2000-01-03,1318.316712706498
2000-01-04,1292.569423638106
2000-01-05,1245.4146168422735
2000-01-06,1236.8680009111574
2000-01-07,1246.2449088641638
2000-01-10,1265.955171800876
2000-01-11,1286.8351939322963
2000-01-12,1280.1632389301417
2000-01-13,1283.5472137329118
2000-01-14,1301.1264379772497
2000-01-17,1334.2276045158274
2000-01-18,1323.6959973568507
2000-01-19,1302.046784398217
2000-01-20,1308.1256678282614
2000-01-21,1304.9423295887334
2000-01-24,1310.25076902616
2000-01-25,1287.3653651185505
2000-01-26,1302.9208231097084
2000-01-27,1335.6252624942854
2000-01-28,1347.6643112422996
2000-01-31,1339.0135470138575
2000-02-01,1345.2519616320374
2000-02-02,1350.6504917579587
2000-02-03,1348.3706533980574
2000-02-04,1368.0970790451322
2000-02-07,1382.8943465155185
2000-02-08,1377.1320201163257
2000-02-09,1390.2710006327725
2000-02-10,1393.4239417415463
2000-02-11,1398.856537128953
2000-02-14,1396.2636497168783
2000-02-15,1384.2388393305362
2000-02-16,1377.9008708185804
2000-02-17,1379.0295312382268
2000-02-18,1391.4111072835371
2000-02-21,1376.7838940567551
2000-02-22,1344.2469611694073
2000-02-23,1358.4035735172906
2000-02-24,1378.8104077890557
2000-02-25,1413.0972982016435
2000-02-28,1441.592752098639
2000-02-29,1449.747636899467
2000-03-01,1477.3269957416899
2000-03-02,1477.1970082942426
2000-03-03,1482.657882141431
2000-03-06,1472.38745856358
2000-03-07,1472.725297290177
2000-03-08,1467.8790998526933
2000-03-09,1465.410202573822
2000-03-10,1469.683102524418
2000-03-13,1411.3360230989952
2000-03-14,1421.7328037769921
2000-03-15,1409.905158954572
2000-03-16,1405.37759532277
2000-03-17,1430.6338236543652
2000-03-20,1431.163558558305
2000-03-21,1421.1915388729678
2000-03-22,1428.4980639298512
2000-03-23,1404.9631960100057
2000-03-24,1406.544682768769
2000-03-27,1422.77507817548
2000-03-28,1436.8036209770453
2000-03-29,1465.1283470669157
2000-03-30,1441.7866264195416
2000-03-31,1446.1626653300077
2000-04-03,1422.8262605661719
2000-04-04,1394.3322525909448
2000-04-05,1363.7859401385092
2000-04-06,1378.5172656968482
2000-04-07,1393.1641249723161
2000-04-10,1402.7042565439679
2000-04-11,1384.288396649875
2000-04-12,1394.202035216591
2000-04-13,1377.2321869586615
2000-04-14,1365.8765023248006
2000-04-17,1282.3877968448871
2000-04-18,1305.8816022756685
2000-04-19,1338.2546784717358
2000-04-20,1355.625333313912
2000-04-21,1354.9141620217708
2000-04-24,1363.657248910926
2000-04-25,1372.3766177411305
2000-04-26,1383.7209841351078
2000-04-27,1386.310924723851
2000-04-28,1392.9694998057669
2000-05-01,1402.5454512158703
2000-05-02,1427.6736035359827
2000-05-03,1439.8000309446434
2000-05-04,1435.4396857992117
2000-05-05,1435.7418056993645
2000-05-08,1435.5876762070227
2000-05-09,1413.007137102226
2000-05-10,1390.7517135231942
2000-05-11,1385.9599271689933
2000-05-12,1397.7327756431434
2000-05-15,1389.230726674134
2000-05-16,1410.7821696458384
2000-05-17,1418.0099020098494
2000-05-18,1407.5632643642314
2000-05-19,1399.538143204418
2000-05-22,1362.8393838148725
2000-05-23,1357.9775412787685
2000-05-24,1334.912208884836
2000-05-25,1348.7694433719025
2000-05-26,1326.4307815619022
2000-05-29,1331.320733633833
2000-05-30,1335.7035808283665
2000-05-31,1340.0142429122386
2000-06-01,1341.5871585040445
2000-06-02,1346.8563905427359
2000-06-05,1361.424709653437
2000-06-06,1368.0570487627165
2000-06-07,1371.2444774226262
2000-06-08,1375.829830800746
2000-06-09,1382.9088852914592
2000-06-12,1387.5961786640287
2000-06-13,1375.083152458017
2000-06-14,1373.8003141836093
2000-06-15,1368.5550170406036
2000-06-16,1364.4961463752875
2000-06-19,1367.2316133454508
2000-06-20,1381.3211521259434
2000-06-21,1387.7990520388767
2000-06-22,1398.468409760394
2000-06-23,1394.9585196364142
2000-06-26,1390.2654728102189
2000-06-27,1393.901725745441
2000-06-28,1396.710868707045
2000-06-29,1397.6775808794864
2000-06-30,1396.5982758684208
2000-07-03,1418.3096727180466
2000-07-04,1416.6237929340004
2000-07-05,1406.1173300014561
2000-07-06,1396.1211247465578
2000-07-07,1406.3424729483695
2000-07-10,1413.4787279686511
2000-07-11,1419.4702750300858
2000-07-12,1414.3848312604196
2000-07-13,1412.0034547430544
2000-07-14,1418.576959183685
2000-07-17,1421.0478548751069
2000-07-18,1409.760895710452
2000-07-19,1417.9069706603277
2000-07-20,1423.2723891384887
2000-07-21,1407.611974366149
2000-07-24,1393.6568446360066
2000-07-25,1381.8653497644184
2000-07-26,1375.7510673244428
2000-07-27,1368.5365200781869
2000-07-28,1355.7037657223352
2000-07-31,1345.9620704344927
2000-08-01,1362.6472251039447
2000-08-02,1378.622693919577
2000-08-03,1382.5473367264933
2000-08-04,1385.413346874247
2000-08-07,1389.3715159075327
2000-08-08,1397.183843883622
2000-08-09,1413.0867067815282
2000-08-10,1411.0726510799207
2000-08-11,1421.7825405596595
2000-08-14,1421.7078943301933
2000-08-15,1421.2959856595603
2000-08-16,1431.6219493220583
2000-08-17,1428.5548731344695
2000-08-18,1442.525622246546
2000-08-21,1447.9007191656267
2000-08-22,1464.5693632820464
2000-08-23,1469.663624876709
2000-08-24,1467.8366818019108
2000-08-25,1475.2554451101419
2000-08-28,1482.4270571901448
2000-08-29,1490.5847494592576
2000-08-30,1490.287147890475
2000-08-31,1498.1146263301039
2000-09-01,1492.5925943917573
2000-09-04,1492.7441920936553
2000-09-05,1501.2082568850976
2000-09-06,1504.8740740089745
2000-09-07,1514.2974519963923
2000-09-08,1516.0694327601664
2000-09-11,1506.7342235871392
2000-09-12,1492.5906763181833
2000-09-13,1488.4933378191981
2000-09-14,1498.6080089740678
2000-09-15,1496.3153248059104
2000-09-18,1492.8949778395618
2000-09-19,1482.4210286752632
2000-09-20,1502.7673238644725
2000-09-21,1488.8216194405002
2000-09-22,1433.7958112536758
2000-09-25,1459.2528290825712
2000-09-26,1438.6636737546485
2000-09-27,1429.1973847086383
2000-09-28,1413.917630593373
2000-09-29,1428.356583127369
2000-10-02,1427.7281624831828
2000-10-03,1431.8572250239579
2000-10-04,1424.1334979544629
2000-10-05,1425.4537450769203
2000-10-06,1421.6900554880933
2000-10-09,1410.059135330992
2000-10-10,1408.0342611224576
2000-10-11,1384.7936900836376
2000-10-12,1388.8970002930191
2000-10-13,1384.791822258611
2000-10-16,1398.6134222143364
2000-10-17,1386.3076037700712
2000-10-18,1367.5086876423527
2000-10-19,1380.8358148411357
2000-10-20,1402.414851459562
2000-10-23,1406.7218826399794
2000-10-24,1414.9257180789969
2000-10-25,1413.5055210073624
2000-10-26,1402.8041648029628
2000-10-27,1392.6955069359096
2000-10-30,1384.9368338424968
2000-10-31,1377.3375932244232
2000-11-01,1391.8015606429735
2000-11-02,1395.546622167
2000-11-03,1402.179942796546
2000-11-06,1421.7229961216535
2000-11-07,1425.7344921545937
2000-11-08,1433.0068468291884
2000-11-09,1417.7313377932649
2000-11-10,1403.3333620116275
2000-11-13,1379.597043556851
2000-11-14,1387.4949376845882
2000-11-15,1390.5939751157946
2000-11-16,1384.2496757967947
2000-11-17,1381.952931378025
2000-11-20,1370.016187204722
2000-11-21,1356.4966028885028
2000-11-22,1353.1423419317684
2000-11-23,1350.2269228626992
2000-11-24,1355.4335360918349
2000-11-27,1360.3878128792087
2000-11-28,1344.9375770235824
2000-11-29,1329.2121927861142
2000-11-30,1319.0588807521096
2000-12-01,1332.0137058525524
2000-12-04,1319.0098188873847
2000-12-05,1323.3864705951237
2000-12-06,1329.7769212842181
2000-12-07,1320.8586530843465
2000-12-08,1325.5871662358738
2000-12-11,1345.5698210805604
2000-12-12,1341.1337317386615
2000-12-13,1337.1564597127995
2000-12-14,1321.7605206061885
2000-12-15,1299.50971270544
2000-12-18,1291.348953216453
2000-12-19,1282.4520117948953
2000-12-20,1250.8477559428582
2000-12-21,1234.211995965518
2000-12-22,1232.993113523529
2000-12-25,1244.8419896973985
2000-12-26,1236.602083782441
2000-12-27,1234.4963355630541
2000-12-28,1239.1382495647788
2000-12-29,1233.1683127095905
2001-01-01,1233.1683127095903
2001-01-02,1225.1188043090724
2001-01-03,1219.6225349010613
2001-01-04,1222.2618570725533
2001-01-05,1217.4467368817288
2001-01-08,1213.7590660605388
2001-01-09,1207.0684566562713
2001-01-10,1199.7166661325143
2001-01-11,1181.3171599212085
2001-01-12,1189.681052919363
2001-01-15,1198.9097160699075
2001-01-16,1208.9111886676499
2001-01-17,1226.1107683020598
2001-01-18,1224.013320555514
2001-01-19,1245.9897840070846
2001-01-22,1242.7259177066721
2001-01-23,1240.8788873405972
2001-01-24,1248.198731554754
2001-01-25,1257.3208999530939
2001-01-26,1246.5362525889263
2001-01-29,1256.6748207523067
2001-01-30,1257.2548625038787
2001-01-31,1264.7854842886939
2001-02-01,1266.7128976163187
2001-02-02,1269.4800545184924
2001-02-05,1259.7061406647301
2001-02-06,1267.1731620375963
2001-02-07,1260.9922025839664
2001-02-08,1267.3927882275664
2001-02-09,1259.256990715256
2001-02-12,1254.4780121928513
2001-02-13,1266.5612965050498
2001-02-14,1270.27679119774
2001-02-15,1288.9387638428389
2001-02-16,1277.684815990991
2001-02-19,1268.1736146097783
2001-02-20,1284.5938003788042
2001-02-21,1274.1176753667905
2001-02-22,1271.1901213423948
2001-02-23,1275.5834040543725
2001-02-26,1278.7636726877377
2001-02-27,1278.0229174521567
2001-02-28,1270.645875128097
2001-03-01,1253.7607980989849
2001-03-02,1239.4445385916865
2001-03-05,1245.3129705795748
2001-03-06,1256.4090771687015
2001-03-07,1257.0914437657975
2001-03-08,1255.6061573767468
2001-03-09,1253.7804092177091
2001-03-12,1231.9214461589338
2001-03-13,1221.6403629315912
2001-03-14,1210.6795151312774
2001-03-15,1209.0478904038266
2001-03-16,1208.0958303095026
2001-03-19,1204.5786112227042
2001-03-20,1203.044405696906
2001-03-21,1213.090136081731
2001-03-22,1196.091185588985
2001-03-23,1210.0059392471376
2001-03-26,1232.022468971522
2001-03-27,1231.4907693321327
2001-03-28,1247.3574907655286
2001-03-29,1243.9413997254962
2001-03-30,1231.0547825923277
2001-04-02,1231.181746278804
2001-04-03,1226.4484973479946
2001-04-04,1217.89760809606
2001-04-05,1243.729488335105
2001-04-06,1247.3596183376017
2001-04-09,1240.218150569191
2001-04-10,1255.844029543478
2001-04-11,1273.0399600786131
2001-04-12,1275.2271759724636
2001-04-13,1279.0130379307984
2001-04-16,1285.4717029934911
2001-04-17,1285.0818575082253
2001-04-18,1309.407161027527
2001-04-19,1306.127778080471
2001-04-20,1296.7322899310543
2001-04-23,1299.613903636676
2001-04-24,1304.532197793541
2001-04-25,1304.4347813377408
2001-04-26,1306.2186836141282
2001-04-27,1311.8975275637556
2001-04-30,1325.3745932043569
2001-05-01,1339.1392586144286
2001-05-02,1339.6850456020225
2001-05-03,1345.6821665077969
2001-05-04,1344.7024133809646
2001-05-07,1347.4744796932446
2001-05-08,1344.7234867406335
2001-05-09,1337.7250413220609
2001-05-10,1342.091181979509
2001-05-11,1349.926972212431
2001-05-14,1342.977500396427
2001-05-15,1340.9266844048693
2001-05-16,1331.4461234355128
2001-05-17,1348.1445134001883
2001-05-18,1353.128876434855
2001-05-21,1366.4355302780632
2001-05-22,1379.2903873346802
2001-05-23,1391.367313783465
2001-05-24,1393.3478470847865
