Date,BRAZIL MINIMUM VOLATILITY (BRL)
2001-05-31,1000.0
2001-06-01,1004.0253122188655
2001-06-04,1020.5487485590899
2001-06-05,1015.5984536510916
2001-06-06,1012.4911177177539
2001-06-07,1012.9555423366093
2001-06-08,1018.8167903185844
2001-06-11,1016.080780750267
2001-06-12,997.3846098969361
2001-06-13,994.5022789900597
2001-06-14,980.1491670064987
2001-06-15,963.6285374386164
2001-06-18,915.7389795782002
2001-06-19,920.6063009466681
2001-06-20,934.9123590967929
2001-06-21,960.1241034114735
2001-06-22,991.5978388406459
2001-06-25,990.088816394514
2001-06-26,981.4614973027242
2001-06-27,966.6896355210365
2001-06-28,1002.495474613572
2001-06-29,1011.7884700192144
2001-07-02,1003.1229221084125
2001-07-03,977.5254087394851
2001-07-04,944.8442333266976
2001-07-05,942.071467703242
2001-07-06,901.9713926735151
2001-07-09,916.0377172438635
2001-07-10,874.7801567340989
2001-07-11,861.3582585828672
2001-07-12,883.8476404781374
2001-07-13,887.9184316465614
2001-07-16,856.7568737316174
2001-07-17,894.6813220033926
2001-07-18,886.8871844969086
2001-07-19,874.7335893465306
2001-07-20,892.3074956914785
2001-07-23,923.4481266001922
2001-07-24,901.9479393369274
2001-07-25,880.928033382352
2001-07-26,879.8980737075495
2001-07-27,888.4616153326463
2001-07-30,896.8085884561509
2001-07-31,908.6049123850883
2001-08-01,874.5245069780491
2001-08-02,877.2082421111332
2001-08-03,876.3514551866933
2001-08-06,901.588613469292
2001-08-07,914.5520958304511
2001-08-08,906.9216362506514
2001-08-09,894.2100239791883
2001-08-10,888.7626964082546
2001-08-13,873.436280341001
2001-08-14,869.8308773210246
2001-08-15,855.5565318337384
2001-08-16,851.6150833375202
2001-08-17,812.189320865777
2001-08-20,813.5771759595085
2001-08-21,802.9654752105537
2001-08-22,801.8336367255073
2001-08-23,800.7688795650897
2001-08-24,803.1835134230671
2001-08-27,805.6138380031439
2001-08-28,806.2357652371995
2001-08-29,814.3997105474422
2001-08-30,805.542546988877
2001-08-31,803.3830571360699
2001-09-03,792.8279483936415
2001-09-04,812.0292034830019
2001-09-05,821.3117671808942
2001-09-06,798.7001694623987
2001-09-07,790.9844603817337
2001-09-10,776.0752227805888
2001-09-11,702.1855702564229
2001-09-12,713.2997747747368
2001-09-13,645.6236933081196
2001-09-14,631.5882289416469
2001-09-17,678.9468653533121
2001-09-18,678.152295288036
2001-09-19,669.0139488644714
2001-09-20,641.9508879738698
2001-09-21,629.0946231094271
2001-09-24,641.2690120312034
2001-09-25,638.6592484721536
2001-09-26,620.87937070054
2001-09-27,639.5320232015908
2001-09-28,664.7150491615637
2001-10-01,648.7459516686787
2001-10-02,638.1013478645159
2001-10-03,624.4614277350049
2001-10-04,630.3945317757102
2001-10-05,626.9221877578085
2001-10-08,616.3968930180663
2001-10-09,630.4464654190135
2001-10-10,647.7963425027621
2001-10-11,670.8888755742925
2001-10-12,667.4462168958319
2001-10-15,690.8610652361601
2001-10-16,685.169534382491
2001-10-17,702.3386430952296
2001-10-18,690.0131658282796
2001-10-19,699.5710121277143
2001-10-22,732.424107703904
2001-10-23,734.9909469530822
2001-10-24,719.7566038356937
2001-10-25,719.6056813846794
2001-10-26,732.6558278107537
2001-10-29,710.0107552570527
2001-10-30,691.0638500638757
2001-10-31,717.9521797350986
2001-11-01,716.7878898929446
2001-11-02,724.9290305164802
2001-11-05,777.0791567602658
2001-11-06,790.884185108567
2001-11-07,792.314337487848
2001-11-08,804.357102451433
2001-11-09,812.9381513178374
2001-11-12,795.0324675290643
2001-11-13,829.6477578897878
2001-11-14,821.4426445834996
2001-11-15,820.7906629252695
2001-11-16,819.1642012382522
2001-11-19,844.3318478211794
2001-11-20,823.4907130088169
2001-11-21,835.6480464091226
2001-11-22,842.4973923253333
2001-11-23,861.5380850815283
2001-11-26,880.1742135789755
2001-11-27,878.9023120408269
2001-11-28,837.2244314946121
2001-11-29,822.4128068139406
2001-11-30,804.9068518849573
2001-12-03,852.2732594860619
2001-12-04,855.2805520266455
2001-12-05,875.6741449713596
2001-12-06,881.1123066616343
2001-12-07,886.9181436951588
2001-12-10,910.3453359578242
2001-12-11,910.0370778538305
2001-12-12,899.0520184000726
2001-12-13,868.8883019313846
2001-12-14,855.7420536097068
2001-12-17,860.348004499093
2001-12-18,888.4451239909706
2001-12-19,900.4151198481708
2001-12-20,886.0023491070544
2001-12-21,901.5719871418269
2001-12-24,914.5560842669679
2001-12-25,914.5560842669679
2001-12-26,919.9864481457158
2001-12-27,929.4958597766082
2001-12-28,935.8646153659955
2001-12-31,931.6391276890544
2002-01-01,931.6391276890544
2002-01-02,938.1096871694897
2002-01-03,972.6582199436073
2002-01-04,965.9468608523279
2002-01-07,958.5219969300217
2002-01-08,953.4081846740236
2002-01-09,942.136948176215
2002-01-10,907.642070994728
2002-01-11,901.521319980552
2002-01-14,875.0085225207589
2002-01-15,890.3726443164517
2002-01-16,897.2343092101867
2002-01-17,927.0216845051251
2002-01-18,923.6222576496403
2002-01-21,913.0752920837632
2002-01-22,913.166989242774
2002-01-23,917.3015924717972
2002-01-24,916.793814791917
2002-01-25,926.245437890354
2002-01-28,923.3411546694781
2002-01-29,896.3159282205625
2002-01-30,897.1051622484991
2002-01-31,924.4825114452328
2002-02-01,920.2912171619504
2002-02-04,908.3451992843231
2002-02-05,917.7732041043994
2002-02-06,918.8986902588522
2002-02-07,902.9536590719235
2002-02-08,891.8529027710931
2002-02-11,886.7771696113083
2002-02-12,888.0419704579697
2002-02-13,919.1144198550519
2002-02-14,941.3548582825296
2002-02-15,939.6941271520133
2002-02-18,938.0913257073515
2002-02-19,931.1383211394101
2002-02-20,944.5985718213641
2002-02-21,968.1456234447643
2002-02-22,964.0945444040111
2002-02-25,1001.0390357821609
2002-02-26,1002.8414765797553
2002-02-27,1031.240818365686
2002-02-28,1036.9794921555224
2002-03-01,1056.9783570855084
2002-03-04,1061.0565769492823
2002-03-05,1033.7280716214461
2002-03-06,1018.7631922548273
2002-03-07,1002.0165542842725
2002-03-08,1021.2295440273639
2002-03-11,1007.3675974615192
2002-03-12,1040.261989083713
2002-03-13,1048.3588122632736
2002-03-14,1034.4660865901035
2002-03-15,1044.8247982048347
2002-03-18,1046.0084065131462
2002-03-19,1042.766684489872
2002-03-20,1041.8881680613829
2002-03-21,1020.9643768391123
2002-03-22,997.3421028827945
2002-03-25,999.7450795927463
2002-03-26,1025.6395076438455
2002-03-27,1030.891976341119
2002-03-28,1029.6010799616686
2002-03-29,1029.6010799616686
2002-04-01,1039.1176230541037
2002-04-02,1031.001341167337
2002-04-03,1026.2067360935719
2002-04-04,1033.4107257447492
2002-04-05,1045.2776099396713
2002-04-08,1049.9667450690883
2002-04-09,1052.173075285724
2002-04-10,1073.2515365994343
2002-04-11,1069.3081556967504
2002-04-12,1079.7294483265764
2002-04-15,1058.3629933946872
2002-04-16,1068.9129169043617
2002-04-17,1071.4179226855674
2002-04-18,1045.4476050338158
2002-04-19,1041.914088168276
2002-04-22,1033.4916330633382
2002-04-23,1032.297828991053
2002-04-24,1033.3151953088245
2002-04-25,1016.100992282866
2002-04-26,1004.6903085588046
2002-04-29,996.6981866301692
2002-04-30,1000.3130177505232
2002-05-01,995.7366031170767
2002-05-02,968.6437733789793
2002-05-03,942.2884680214872
2002-05-06,921.2104694089321
2002-05-07,928.8348919697528
2002-05-08,942.8136521154684
2002-05-09,903.7568783172321
2002-05-10,892.2502448945919
2002-05-13,888.0037112222215
2002-05-14,900.4480926279429
2002-05-15,902.3207256542534
2002-05-16,924.098588801586
2002-05-17,914.2099432068778
2002-05-20,909.80168655647
2002-05-21,914.8172634197631
2002-05-22,889.6997801843056
2002-05-23,892.2354537759143
2002-05-24,894.2002007134414
2002-05-27,899.3395998560985
2002-05-28,888.5057922559992
2002-05-29,897.1568426132454
2002-05-30,895.2196352030646
2002-05-31,874.5047300031941
2002-06-03,865.2400430266551
2002-06-04,859.0777089360852
2002-06-05,847.4304626953702
2002-06-06,807.1201084814023
2002-06-07,795.0385897768946
2002-06-10,826.9699890255055
2002-06-11,812.5412694054321
2002-06-12,777.8668463488722
2002-06-13,781.3938338329899
2002-06-14,755.0044707731155
2002-06-17,781.6008310774656
2002-06-18,777.4878366163615
2002-06-19,747.4290978366394
2002-06-20,691.9350934679093
2002-06-21,655.6866053409461
2002-06-24,646.4612782695809
2002-06-25,676.1836545532886
2002-06-26,655.7595039669008
2002-06-27,678.1392249918448
2002-06-28,685.0422746494936
2002-07-01,681.0466115303484
2002-07-02,668.1988238653388
2002-07-03,673.7248355045273
2002-07-04,684.1034624376111
2002-07-05,672.2942901539328
2002-07-08,666.4479434514398
2002-07-09,665.5027445423538
2002-07-10,661.6969578869749
2002-07-11,667.9602016281386
2002-07-12,681.938403999587
2002-07-15,650.122362142126
2002-07-16,646.4910990803342
2002-07-17,654.879737288422
2002-07-18,656.998154031794
2002-07-19,651.7496212374427
2002-07-22,622.7368873906249
2002-07-23,609.5666765502983
2002-07-24,610.3924558331989
2002-07-25,576.0117359732044
2002-07-26,554.2018543479926
2002-07-29,549.1165832371022
2002-07-30,517.3023090866819
2002-07-31,497.9837915276689
2002-08-01,519.2662823928239
2002-08-02,590.880103824028
2002-08-05,567.1773117626432
2002-08-06,559.6889239557447
2002-08-07,589.1628330673534
2002-08-08,650.3446360411276
2002-08-09,618.8910856815764
2002-08-12,582.7137891494749
