Date,INDIA MINIMUM VOLATILITY (INR)
2001-05-31,1000.0
2001-06-01,987.3689819176975
2001-06-04,975.720229524469
2001-06-05,964.3712451149263
2001-06-06,967.4592098392728
2001-06-07,959.7696176402395
2001-06-08,970.9873906450129
2001-06-11,987.2821368580571
2001-06-12,970.9997897425659
2001-06-13,967.9379633751133
2001-06-14,950.0600819235797
2001-06-15,926.8795422923624
2001-06-18,927.8058380221887
2001-06-19,944.5720361477698
2001-06-20,952.5315260999533
2001-06-21,950.2616467554137
2001-06-22,940.7937543440453
2001-06-25,918.3373858215842
2001-06-26,943.4227972922174
2001-06-27,942.6251684976888
2001-06-28,949.5157869174654
2001-06-29,960.526754218028
2001-07-02,956.0973237556107
2001-07-03,935.1286490830543
2001-07-04,934.1566368266283
2001-07-05,944.0578042325993
2001-07-06,928.8418239917814
2001-07-09,921.4830317352136
2001-07-10,922.4666625741202
2001-07-11,923.1469580195106
2001-07-12,946.5719029852326
2001-07-13,944.6329905766592
2001-07-16,942.6275318867691
2001-07-17,942.9866054903146
2001-07-18,914.9409754212448
2001-07-19,918.3087055916401
2001-07-20,905.4003435481619
2001-07-23,910.6282997657087
2001-07-24,901.5579978441602
2001-07-25,887.7486157844845
2001-07-26,887.4998210726026
2001-07-27,887.8249705378856
2001-07-30,895.476131241234
2001-07-31,902.6840542078852
2001-08-01,893.9817277265612
2001-08-02,891.9923514789057
2001-08-03,895.2982520486377
2001-08-06,902.7179680525636
2001-08-07,906.206182020916
2001-08-08,903.4494790503971
2001-08-09,890.2935695298976
2001-08-10,881.702973627037
2001-08-13,874.2766816569057
2001-08-14,885.2902746573174
2001-08-15,872.1171901138232
2001-08-16,867.7724042296015
2001-08-17,862.8290125481539
2001-08-20,861.9083908478843
2001-08-21,863.0537228266447
2001-08-22,855.1817957168735
2001-08-23,869.1112676834587
2001-08-24,869.1913787497467
2001-08-27,872.4340088655556
2001-08-28,875.0133581610561
2001-08-29,872.533498240102
2001-08-30,870.3094753352016
2001-08-31,862.7352285288222
2001-09-03,859.9267968479583
2001-09-04,876.1715016347118
2001-09-05,887.2612643263299
2001-09-06,880.2918295132499
2001-09-07,866.9260161010627
2001-09-10,867.8273604709066
2001-09-11,852.5890178399814
2001-09-12,826.1654961904821
2001-09-13,812.1180309517584
2001-09-14,761.4536023441123
2001-09-17,726.3085170864134
2001-09-18,740.9935539141017
2001-09-19,746.8436439802819
2001-09-20,738.8394025470808
2001-09-21,723.0335902723239
2001-09-24,738.2327148134739
2001-09-25,730.7391031326465
2001-09-26,736.9387991506411
2001-09-27,745.293922723001
2001-09-28,767.3408551371538
2001-10-01,760.4993096952451
2001-10-02,760.1672501778583
2001-10-03,751.0695720087895
2001-10-04,764.3109091189589
2001-10-05,761.7954299401144
2001-10-08,750.782253113837
2001-10-09,759.9239974686183
2001-10-10,777.8433470162211
2001-10-11,789.4580140577748
2001-10-12,785.5897349740354
2001-10-15,792.4117069089336
2001-10-16,797.5663356433166
2001-10-17,810.280260493935
2001-10-18,805.2507419984335
2001-10-19,819.9575124184179
2001-10-22,824.5009083429587
2001-10-23,842.5357417780821
2001-10-24,840.1887364585896
2001-10-25,836.4383869571253
2001-10-26,840.8418639718085
2001-10-29,829.7484677111876
2001-10-30,814.2445826235908
2001-10-31,829.84418022236
2001-11-01,840.6489664170989
2001-11-02,843.0681365339813
2001-11-05,848.4514384570442
2001-11-06,858.2017786641022
2001-11-07,843.8023322335177
2001-11-08,862.1876595556321
2001-11-09,865.4921464751876
2001-11-12,868.7654292359434
2001-11-13,876.3969423019985
2001-11-14,874.6118178297302
2001-11-15,899.2458061010715
2001-11-16,894.9796450419678
2001-11-19,910.6652703204081
2001-11-20,895.1959024663615
2001-11-21,910.9954020997883
2001-11-22,913.035226966826
2001-11-23,910.6262735909727
2001-11-26,923.5499036046125
2001-11-27,917.4358852556686
2001-11-28,913.2069068148833
2001-11-29,908.3927234128616
2001-11-30,900.0782787055361
2001-12-03,903.8689596914276
2001-12-04,910.2204873560055
2001-12-05,934.1907308437231
2001-12-06,934.9074994362952
2001-12-07,940.4739618405094
2001-12-10,947.8993578360282
2001-12-11,940.7924040462361
2001-12-12,929.7585601322296
2001-12-13,921.9205754127356
2001-12-14,908.2478989771544
2001-12-17,906.792210655919
2001-12-18,903.3845529761286
2001-12-19,889.2605878816117
2001-12-20,890.742804826295
2001-12-21,893.1409469216845
2001-12-24,899.2719906934154
2001-12-25,899.2719906934157
2001-12-26,883.9930727237785
2001-12-27,854.3571237511196
2001-12-28,870.3080583880079
2001-12-31,882.5946186244684
2002-01-01,880.8764787788533
2002-01-02,872.6796789651721
2002-01-03,885.7091385599524
2002-01-04,903.6421255420819
2002-01-07,913.0314336079533
2002-01-08,920.0198961170753
2002-01-09,921.9967408558712
2002-01-10,914.3085596337284
2002-01-11,914.3368799098097
2002-01-14,931.119582035428
2002-01-15,925.5179613592627
2002-01-16,933.671697159398
2002-01-17,945.6029932708701
2002-01-18,939.5948528403579
2002-01-21,944.2995689423274
2002-01-22,940.6235840638658
2002-01-23,937.7333640687341
2002-01-24,935.9681241750092
2002-01-25,945.1503696454851
2002-01-28,944.5419667926772
2002-01-29,939.7899114747331
2002-01-30,935.076192677369
2002-01-31,940.2733925567054
2002-02-01,952.3254052849678
2002-02-04,943.8558033338911
2002-02-05,945.5282467157158
2002-02-06,977.9577843616489
2002-02-07,981.63618866532
2002-02-08,985.2504473634157
2002-02-11,979.8243139249389
2002-02-12,979.1964225324057
2002-02-13,992.8442386697942
2002-02-14,1010.20221533534
2002-02-15,1018.3851342276465
2002-02-18,1028.8374695516034
2002-02-19,1011.60423019122
2002-02-20,1006.9516384466139
2002-02-21,1010.3305208657022
2002-02-22,1015.6726239003286
2002-02-25,1025.7399769610508
2002-02-26,1062.1892531885107
2002-02-27,1057.0633638731758
2002-02-28,1013.7047775580788
2002-03-01,1039.2968396089248
2002-03-04,1041.5305843049846
2002-03-05,1041.5462963701923
2002-03-06,1030.1596058311009
2002-03-07,1036.957587636751
2002-03-08,1036.5779098502533
2002-03-11,1021.9442052348948
2002-03-12,1011.6722154314547
2002-03-13,1019.226491880839
2002-03-14,1014.7212570971966
2002-03-15,1024.3415467482887
2002-03-18,1023.2619103378219
2002-03-19,1011.7771254807735
2002-03-20,1013.0323891867785
2002-03-21,1006.1727104457702
2002-03-22,1003.3267501023416
2002-03-25,1006.0730824475123
2002-03-26,995.8378018565246
2002-03-27,1000.7527043069254
2002-03-28,1008.2985177712077
2002-03-29,1008.2985177712077
2002-04-01,1015.1518225753457
2002-04-02,1015.0648676896557
2002-04-03,1006.6334808915824
2002-04-04,1010.1662700358703
2002-04-05,1009.8366141273082
2002-04-08,1011.0721733539358
2002-04-09,1004.8237759456913
2002-04-10,1004.6705169324266
2002-04-11,1003.6240730386764
2002-04-12,1009.5484587200817
2002-04-15,990.6525235372914
2002-04-16,982.8042576002211
2002-04-17,977.3038750255761
2002-04-18,974.2853415770517
2002-04-19,956.7469566129109
2002-04-22,955.5431250648587
2002-04-23,956.1335721377939
2002-04-24,959.5443916888457
2002-04-25,938.1002775481409
2002-04-26,943.7758540495053
2002-04-29,927.1774395362057
2002-04-30,940.0994833798036
2002-05-01,934.8087005887675
2002-05-02,947.445805732099
2002-05-03,936.7147325930507
2002-05-06,937.4858038672471
2002-05-07,946.2899261530883
2002-05-08,953.4976368952308
2002-05-09,961.3354538388047
2002-05-10,948.0841830008015
2002-05-13,955.8335599822142
2002-05-14,962.7553486078896
2002-05-15,948.7742517972848
2002-05-16,938.6972332792179
2002-05-17,921.2864907220344
2002-05-20,908.2911969108046
2002-05-21,887.634045091034
2002-05-22,877.3298384397096
2002-05-23,867.3704265359331
2002-05-24,897.3669321593113
2002-05-27,895.297092318048
2002-05-28,863.4744167786022
