Date,CHINA MINIMUM VOLATILITY (CNY)
2007-05-31,1000.0
2007-06-01,1012.8619938626586
2007-06-04,1011.1102637609459
2007-06-05,1016.460888676527
2007-06-06,1021.4985269692436
2007-06-07,1022.1100729560834
2007-06-08,1017.3391018703265
2007-06-11,1024.8782702247486
2007-06-12,1028.7006471565219
2007-06-13,1027.423958262978
2007-06-14,1045.5755485005475
2007-06-15,1057.2558281653003
2007-06-18,1089.545697567456
2007-06-19,1088.7932470859494
2007-06-20,1094.5659754260223
2007-06-21,1114.5683371944415
2007-06-22,1111.7048691299065
2007-06-25,1100.8562395098393
2007-06-26,1092.7247093958335
2007-06-27,1087.257738230688
2007-06-28,1097.82835663017
2007-06-29,1094.5238721163578
2007-07-02,1084.4475873852516
2007-07-03,1116.5428982734811
2007-07-04,1119.2921437944979
2007-07-05,1125.8975863246192
2007-07-06,1129.459020515908
2007-07-09,1155.5703581915388
2007-07-10,1157.9347010694305
2007-07-11,1135.0954756909139
2007-07-12,1141.3682805128724
2007-07-13,1153.675463687948
2007-07-16,1143.0100185836627
2007-07-17,1145.3078320781851
2007-07-18,1124.5800645600837
2007-07-19,1130.9758501808683
2007-07-20,1152.2346518718841
2007-07-23,1166.0554782837828
2007-07-24,1175.6677184924235
2007-07-25,1183.4905606483865
2007-07-26,1175.2420101036894
2007-07-27,1140.5049311384148
2007-07-30,1148.4223595876815
2007-07-31,1175.6989138236531
2007-08-01,1131.8333423991585
2007-08-02,1123.8721550432508
2007-08-03,1122.1102783061938
2007-08-06,1078.8244970674862
2007-08-07,1071.9765725761092
2007-08-08,1106.2745066402858
2007-08-09,1120.7760843817905
2007-08-10,1086.0589345985798
2007-08-13,1096.2308868382445
2007-08-14,1106.065021371395
2007-08-15,1078.4138160727512
2007-08-16,1024.2597851651265
2007-08-17,984.1079314697181
2007-08-20,1067.0161682584965
2007-08-21,1091.4582877135892
2007-08-22,1120.359461205632
2007-08-23,1152.3697327959144
2007-08-24,1153.729705445998
2007-08-27,1226.3658551919646
2007-08-28,1213.8267444418327
2007-08-29,1188.5084525426394
2007-08-30,1214.881311787772
2007-08-31,1246.9357856557997
2007-09-03,1249.9230210220967
2007-09-04,1252.3583343267505
2007-09-05,1244.9281214892183
2007-09-06,1247.2845114689858
2007-09-07,1246.3226251005915
2007-09-10,1239.5115911979547
2007-09-11,1228.981790519273
2007-09-12,1235.6687933358144
2007-09-13,1242.7486824479101
2007-09-14,1265.6514155381587
2007-09-17,1263.3366692169081
2007-09-18,1269.3639113123543
2007-09-19,1309.6764515083407
2007-09-20,1314.8280856497574
2007-09-21,1318.3347361730985
2007-09-24,1363.2572424791574
2007-09-25,1348.9659181092181
2007-09-26,1349.5789479241946
2007-09-27,1386.1975627436925
2007-09-28,1401.4011601633101
2007-10-01,1399.1461475719818
2007-10-02,1474.288593731032
2007-10-03,1428.77685312482
2007-10-04,1380.7548058702748
2007-10-05,1436.0963195773536
2007-10-08,1438.9872404628643
2007-10-09,1452.7833061522326
2007-10-10,1473.9063266529304
2007-10-11,1514.0534226042842
2007-10-12,1509.3194602381711
2007-10-15,1542.6479427929403
2007-10-16,1532.1327397252483
2007-10-17,1532.741531453233
2007-10-18,1539.7088948161224
2007-10-19,1543.1697947959367
2007-10-22,1491.8599716498077
2007-10-23,1534.3563465085604
2007-10-24,1536.2855773154392
2007-10-25,1536.308678432926
2007-10-26,1536.6206041384833
2007-10-29,1580.9299129293954
2007-10-30,1586.748942426201
2007-10-31,1565.672216290954
2007-11-01,1574.8703086753
2007-11-02,1524.5310124682796
2007-11-05,1438.7167971457777
2007-11-06,1445.9971882202306
2007-11-07,1443.654153394234
2007-11-08,1382.6521726227775
2007-11-09,1371.2137306873892
2007-11-12,1306.5185773420392
2007-11-13,1298.3302011345359
2007-11-14,1372.849516796132
2007-11-15,1355.900771097887
2007-11-16,1300.1833339259504
2007-11-19,1287.8720392113653
2007-11-20,1299.41143921543
2007-11-21,1238.8865043552428
2007-11-22,1206.472027365521
2007-11-23,1220.278226771411
2007-11-26,1276.0256222957191
2007-11-27,1255.451899043769
2007-11-28,1273.288507968615
2007-11-29,1322.2738098909506
2007-11-30,1340.2767216534482
2007-12-03,1339.8999063538151
2007-12-04,1335.9623725527902
2007-12-05,1368.4942129655765
2007-12-06,1381.43063138381
2007-12-07,1359.729920859566
2007-12-10,1329.2363942262432
2007-12-11,1354.2060194874282
2007-12-12,1318.11308852304
2007-12-13,1283.3467230039878
2007-12-14,1275.4881158102887
2007-12-17,1239.6944525751053
2007-12-18,1237.4640909655475
2007-12-19,1261.382025395764
2007-12-20,1270.0962942062138
2007-12-21,1289.267198049184
2007-12-24,1318.3918778437849
2007-12-25,1318.0892220406176
2007-12-26,1308.936638091644
2007-12-27,1306.4564148912473
2007-12-28,1271.2367503931494
2007-12-31,1293.5078154667742
2008-01-01,1293.5078154667742
2008-01-02,1273.372866414551
2008-01-03,1238.5573045684637
2008-01-04,1264.058337013208
2008-01-07,1243.6345135102817
2008-01-08,1249.1076407516427
2008-01-09,1279.5011512199835
2008-01-10,1267.549632936107
2008-01-11,1254.015876570593
2008-01-14,1219.2958000343867
2008-01-15,1190.048877841275
2008-01-16,1132.8110959111907
2008-01-17,1156.3108134737668
2008-01-18,1163.869703288894
2008-01-21,1099.3493767689486
2008-01-22,978.4441230518115
2008-01-23,1081.6878069921875
2008-01-24,1049.6452930433898
2008-01-25,1127.3507786091304
2008-01-28,1066.0751026774171
2008-01-29,1072.9249260649153
2008-01-30,1036.2713597845557
2008-01-31,1027.4058288102738
2008-02-01,1079.794472471112
2008-02-04,1136.5608974760032
2008-02-05,1148.577678811205
2008-02-06,1079.0164320177123
2008-02-07,1090.6337281488845
2008-02-08,1091.2021776978743
2008-02-11,1050.4209205471248
2008-02-12,1060.0439701155617
2008-02-13,1078.4329451800072
2008-02-14,1118.085573145578
2008-02-15,1130.9519982363431
2008-02-18,1119.6233302519668
2008-02-19,1132.412542217352
2008-02-20,1111.313261471679
2008-02-21,1099.1959706782645
2008-02-22,1081.4301925620894
2008-02-25,1071.4774053896829
2008-02-26,1079.3582240420985
2008-02-27,1100.5922952961182
2008-02-28,1099.1168268467407
2008-02-29,1092.7444994356144
2008-03-03,1053.5821340422358
2008-03-04,1019.4273577379992
2008-03-05,1011.8597891383353
2008-03-06,1020.2838379764066
2008-03-07,989.7735335403472
2008-03-10,982.3872943481141
2008-03-11,990.4029207106844
2008-03-12,995.7417327113191
2008-03-13,935.3733368128145
2008-03-14,919.4166689890517
2008-03-17,845.8597167514425
