Date,CHINA ALL SHARES MINIMUM VOLATILITY(CNY)
2009-03-27,1167.152642943509
2009-03-30,1154.8680407976897
2009-03-31,1159.4097601846859
2009-04-01,1170.1818748001454
2009-04-02,1173.3663999253886
2009-04-03,1171.4317275746678
2009-04-06,1179.424818731533
2009-04-07,1191.2949946492647
2009-04-08,1166.837363264701
2009-04-09,1190.1690472118528
2009-04-10,1204.0623226289622
2009-04-13,1204.3302737744784
2009-04-14,1232.078320946796
2009-04-15,1248.888634862691
2009-04-16,1243.6983073445583
2009-04-17,1242.84925535831
2009-04-20,1276.548530813482
2009-04-21,1261.9400853336654
2009-04-22,1228.2937827312237
2009-04-23,1239.39619121775
2009-04-24,1220.5848922817227
2009-04-27,1208.3084999260147
2009-04-28,1208.310881409436
2009-04-29,1226.6964086403527
2009-04-30,1241.321682671894
2009-05-01,1241.142257852996
2009-05-04,1274.943040364826
2009-05-05,1273.6982965229756
2009-05-06,1289.7412261693653
2009-05-07,1279.6723019612339
2009-05-08,1282.595080120255
2009-05-11,1252.0629505233098
2009-05-12,1255.4945178555156
2009-05-13,1258.9729925476925
2009-05-14,1247.5508272629024
2009-05-15,1265.0595629120405
2009-05-18,1286.7502093434973
2009-05-19,1287.407668630451
2009-05-20,1264.8140493389715
2009-05-21,1248.0512550953265
2009-05-22,1223.7180026640797
2009-05-25,1227.4998576107948
2009-05-26,1221.7981355086617
2009-05-27,1260.1729689773829
2009-05-28,1259.0515611140788
2009-05-29,1250.3535073535324
2009-06-01,1292.5739635930352
2009-06-02,1272.8777428118224
2009-06-03,1306.698475323377
2009-06-04,1303.2706685087737
2009-06-05,1330.6286122468389
2009-06-08,1343.954151920891
2009-06-09,1328.6006335220263
2009-06-10,1359.190285702527
2009-06-11,1350.3718598516073
2009-06-12,1340.9877873045848
2009-06-15,1369.2061282272466
2009-06-16,1351.9411148376832
2009-06-17,1364.649350718934
2009-06-18,1356.5321879458745
2009-06-19,1374.5311217662293
2009-06-22,1390.0113905783378
2009-06-23,1368.8833609587548
2009-06-24,1382.4619044242295
2009-06-25,1403.6470064421308
2009-06-26,1400.8235045738381
2009-06-29,1414.392125698588
2009-06-30,1406.1944221902568
2009-07-01,1409.5698920547047
2009-07-02,1430.4676050313067
2009-07-03,1436.861183025349
2009-07-06,1447.387772054804
2009-07-07,1429.3367292966843
2009-07-08,1428.758294487231
2009-07-09,1438.9858347711659
2009-07-10,1440.8476562939
2009-07-13,1419.539196693319
2009-07-14,1456.319430475705
2009-07-15,1456.1684900725404
2009-07-16,1456.9595959683786
2009-07-17,1467.2393216787632
2009-07-20,1486.80400907087
2009-07-21,1471.00766398912
2009-07-22,1482.2334197062407
2009-07-23,1500.4065042622624
2009-07-24,1514.1083398834962
2009-07-27,1539.5075283835495
2009-07-28,1554.7199383751065
2009-07-29,1510.9993070299656
2009-07-30,1528.49274702189
2009-07-31,1544.59299932002
2009-08-03,1543.2678413333724
2009-08-04,1535.350416880779
2009-08-05,1522.6789969636009
2009-08-06,1523.1364752765273
2009-08-07,1505.3836776729092
2009-08-10,1520.3649006739556
2009-08-11,1530.2725583836595
2009-08-12,1467.3898741345538
2009-08-13,1473.032636131132
2009-08-14,1453.9896090492978
2009-08-17,1403.90356528428
2009-08-18,1409.7756295278862
2009-08-19,1368.9157253344054
2009-08-20,1402.9894041972764
2009-08-21,1409.3200809474542
2009-08-24,1423.9576002585486
2009-08-25,1398.4953502616895
2009-08-26,1417.6252550836555
2009-08-27,1415.917781205084
2009-08-28,1375.336878810772
2009-08-31,1330.3645763609854
2009-09-01,1344.6897343154383
2009-09-02,1350.5363447647449
2009-09-03,1389.380456603623
2009-09-04,1414.6116078844573
2009-09-07,1422.9881026642165
2009-09-08,1425.4014402609448
2009-09-09,1409.252472619562
2009-09-10,1416.35166396607
2009-09-11,1431.6540319638077
2009-09-14,1436.0281288576061
2009-09-15,1435.3619817118974
2009-09-16,1430.6433325016403
2009-09-17,1446.1546510236303
2009-09-18,1424.943585015192
2009-09-21,1429.620972718114
2009-09-22,1408.8422213358258
2009-09-23,1400.8262765671388
2009-09-24,1400.055893232792
2009-09-25,1400.292370735063
2009-09-28,1375.5199833296513
2009-09-29,1395.242804650695
2009-09-30,1392.4052505229201
2009-10-01,1397.712292476292
2009-10-02,1382.9204560934604
2009-10-05,1384.2728334604647
2009-10-06,1388.3217190599203
2009-10-07,1403.5430852811044
2009-10-08,1403.588016057873
2009-10-09,1433.7565579357843
2009-10-12,1422.537446744498
2009-10-13,1434.9012857780372
2009-10-14,1446.6745331453983
2009-10-15,1445.3107498763761
2009-10-16,1446.3692600106483
2009-10-19,1462.224108096522
2009-10-20,1475.5367432825258
2009-10-21,1465.526645063721
2009-10-22,1460.6872617376182
2009-10-23,1485.7431274244557
2009-10-26,1490.4896925157138
2009-10-27,1477.8080830971005
2009-10-28,1471.3690366395972
2009-10-29,1436.1341890410238
2009-10-30,1460.409758502249
2009-11-02,1478.2507294618183
2009-11-03,1490.5848754277922
2009-11-04,1492.0296412849543
2009-11-05,1489.653167645653
2009-11-06,1501.617029726631
2009-11-09,1498.110963162402
2009-11-10,1507.842707414373
2009-11-11,1507.5013620992736
2009-11-12,1521.4013820352811
2009-11-13,1533.5946873075509
2009-11-16,1551.3275606862974
2009-11-17,1568.973264324748
2009-11-18,1557.5099635843892
2009-11-19,1565.2636853790561
2009-11-20,1554.8209665788136
2009-11-23,1551.5019069049138
2009-11-24,1525.0340524392038
2009-11-25,1536.1076758087813
2009-11-26,1510.324729633411
2009-11-27,1467.2984384748058
2009-11-30,1511.7985262943578
2009-12-01,1525.2869893897816
2009-12-02,1537.1272419820352
2009-12-03,1536.6149172622256
2009-12-04,1571.62226180357
2009-12-07,1578.0223251660705
2009-12-08,1573.1296014623642
2009-12-09,1550.7037407859664
2009-12-10,1554.595185324263
2009-12-11,1570.600801011609
2009-12-14,1591.4867439989994
2009-12-15,1592.0305095091624
2009-12-16,1577.2869944831796
2009-12-17,1576.3797560629105
2009-12-18,1559.8264811720412
2009-12-21,1552.1166864448292
2009-12-22,1553.6759204286675
2009-12-23,1559.0738748161116
2009-12-24,1577.7663070274784
2009-12-25,1575.165716576247
2009-12-28,1586.4217066874826
2009-12-29,1592.9345808118517
2009-12-30,1620.1309690750288
2009-12-31,1632.4835223321595
2010-01-01,1632.483522332159
2010-01-04,1613.2851801627523
2010-01-05,1637.5457318382892
2010-01-06,1635.9025780315199
2010-01-07,1620.443107764834
2010-01-08,1628.0742071618472
2010-01-11,1602.2510299282997
2010-01-12,1618.3549253493325
2010-01-13,1584.471042852122
2010-01-14,1604.064305742916
2010-01-15,1617.2131761734051
2010-01-18,1615.2271654434176
2010-01-19,1630.6412050490417
2010-01-20,1619.277475447349
2010-01-21,1615.1600035848958
2010-01-22,1602.5670981598478
2010-01-25,1585.5933097129152
2010-01-26,1559.3800393988893
2010-01-27,1542.1802655346123
2010-01-28,1561.667190117859
2010-01-29,1561.994926966705
2010-02-01,1555.5232144312008
2010-02-02,1549.8105989259893
2010-02-03,1585.2173452230124
2010-02-04,1585.6474763394467
2010-02-05,1557.9977455762507
2010-02-08,1546.1543816619019
2010-02-09,1554.9289696400735
2010-02-10,1572.8712612007498
2010-02-11,1594.0917823997372
2010-02-12,1601.8477152673395
2010-02-15,1603.4463486764678
2010-02-16,1591.1022561704433
2010-02-17,1607.1268697121043
2010-02-18,1608.91673405315
2010-02-19,1603.277932514253
2010-02-22,1602.9160532192134
2010-02-23,1606.3038522092343
2010-02-24,1609.4504265274968
2010-02-25,1624.4776542036664
2010-02-26,1616.7652124505366
2010-03-01,1659.6083898392853
2010-03-02,1645.579541876182
2010-03-03,1641.2010814733683
2010-03-04,1621.4086775227906
2010-03-05,1631.5311379201144
2010-03-08,1647.8614177509853
2010-03-09,1662.704990883593
2010-03-10,1652.8767639158793
2010-03-11,1654.6054978972504
2010-03-12,1630.280262666471
2010-03-15,1622.9172145593905
2010-03-16,1615.5591012636264
2010-03-17,1644.209025974691
2010-03-18,1655.58703586211
2010-03-19,1669.6440386408472
2010-03-22,1661.4729045229956
2010-03-23,1652.7879285194297
2010-03-24,1675.9993422113635
2010-03-25,1664.9676742756874
2010-03-26,1673.7236800841574
2010-03-29,1691.1634948374674
2010-03-30,1700.216518473438
2010-03-31,1676.6916281630065
2010-04-01,1698.6217514687125
2010-04-02,1698.1816366527792
2010-04-05,1702.204677603222
2010-04-06,1717.815481755815
2010-04-07,1737.3040840868307
2010-04-08,1720.5818936462247
2010-04-09,1725.524374478743
2010-04-12,1690.986025148451
2010-04-13,1702.4718702335592
2010-04-14,1697.8610521501137
2010-04-15,1701.5138647918018
2010-04-16,1690.9904175376182
2010-04-19,1641.8637434345017
2010-04-20,1655.674562088449
2010-04-21,1679.1692727798886
2010-04-22,1676.59685607703
2010-04-23,1667.379648494022
2010-04-26,1682.9301325456274
2010-04-27,1660.3154434619123
2010-04-28,1661.992252486587
2010-04-29,1645.0975147093882
2010-04-30,1654.6504539756081
2010-05-03,1662.9610787703157
2010-05-04,1671.3665965563068
2010-05-05,1677.085603912229
2010-05-06,1646.0202179283442
2010-05-07,1631.888783822489
2010-05-10,1631.2984229516073
2010-05-11,1630.4421320712013
2010-05-12,1639.2689259174506
2010-05-13,1684.1093977423106
2010-05-14,1690.7863692739463
2010-05-17,1646.8420022403318
2010-05-18,1657.6597952228851
2010-05-19,1642.9881764884744
2010-05-20,1619.642797219374
2010-05-21,1598.1157452351065
2010-05-24,1653.5946956426167
2010-05-25,1621.3215929822018
2010-05-26,1651.465326678758
2010-05-27,1668.143248215826
2010-05-28,1677.1800257175134
2010-05-31,1677.2036383320733
2010-06-01,1649.2241388868379
2010-06-02,1653.372155417871
2010-06-03,1665.419884933119
2010-06-04,1691.48331506223
2010-06-07,1678.0896707418694
2010-06-08,1677.008635831104
2010-06-09,1689.535220075514
2010-06-10,1675.5916582756129
2010-06-11,1692.1066692667634
2010-06-14,1679.0989064405057
2010-06-15,1679.1673120973371
2010-06-16,1678.059425820185
2010-06-17,1674.7755662196198
2010-06-18,1666.6677967667245
2010-06-21,1716.2366180934484
2010-06-22,1723.3075644606408
2010-06-23,1727.1786462264254
2010-06-24,1712.7719274221288
2010-06-25,1707.8694046373753
2010-06-28,1702.234255168847
2010-06-29,1677.8346043540153
2010-06-30,1673.55220727391
2010-07-01,1638.4091471228473
2010-07-02,1608.8593021590002
2010-07-05,1614.7020318580473
2010-07-06,1627.172248403831
2010-07-07,1626.9479997337721
2010-07-08,1628.953753249227
2010-07-09,1664.0272587464005
2010-07-12,1677.076493807542
2010-07-13,1656.0999797082757
2010-07-14,1653.5282115438345
2010-07-15,1610.314522157149
2010-07-16,1603.1335903609604
2010-07-19,1611.7355129392026
2010-07-20,1644.7669414197946
2010-07-21,1667.3982840912536
2010-07-22,1662.0335052639714
2010-07-23,1688.0827781310122
2010-07-26,1671.9294925225981
2010-07-27,1670.454861281065
2010-07-28,1685.8353717800176
2010-07-29,1673.6726748381798
2010-07-30,1681.58053455214
2010-08-02,1688.9994874745319
2010-08-03,1670.2434458084101
2010-08-04,1681.920480385758
2010-08-05,1676.876117154169
2010-08-06,1669.5512478052328
2010-08-09,1683.875269859357
2010-08-10,1673.132560351767
2010-08-11,1691.9091143602584
2010-08-12,1683.5234381259254
2010-08-13,1705.3553315996749
2010-08-16,1709.2515001484423
2010-08-17,1711.7780507119783
2010-08-18,1709.1353594405916
2010-08-19,1714.9411053671317
2010-08-20,1723.4990270359294
2010-08-23,1718.4450252084457
2010-08-24,1718.5514525903902
2010-08-25,1707.3196890237575
2010-08-26,1692.043764463281
2010-08-27,1698.5783478620738
2010-08-30,1723.02012050466
2010-08-31,1712.0896944848198
2010-09-01,1703.3426164838286
2010-09-02,1719.5893873625173
2010-09-03,1718.5826812329553
2010-09-06,1741.334298579071
2010-09-07,1761.503005711599
2010-09-08,1744.942918144467
2010-09-09,1742.0982591921004
2010-09-10,1753.6865470661671
2010-09-13,1753.6315902192214
2010-09-14,1744.2112485200003
2010-09-15,1727.9951888013782
2010-09-16,1703.5923197613652
2010-09-17,1725.0676091635612
2010-09-20,1722.0950386830525
2010-09-21,1726.3560753091208
2010-09-22,1693.640477315558
2010-09-23,1703.494743463899
2010-09-24,1687.4937977888633
2010-09-27,1707.6263483749556
2010-09-28,1685.2525273979456
2010-09-29,1682.6458067419067
2010-09-30,1688.9034648156362
2010-10-01,1677.846215388406
2010-10-04,1697.8809540477596
2010-10-05,1679.1094752830545
2010-10-06,1679.2853448720598
2010-10-07,1672.2344029175242
2010-10-08,1697.5123624173996
2010-10-11,1712.345414407846
2010-10-12,1713.985310434153
2010-10-13,1719.3620496883625
2010-10-14,1713.8487759623108
2010-10-15,1744.6699130975733
2010-10-18,1745.2877120339629
2010-10-19,1784.695466952852
2010-10-20,1752.1409919010255
2010-10-21,1744.6360758171115
2010-10-22,1744.605502124001
2010-10-25,1756.918860103308
2010-10-26,1763.0873338548674
2010-10-27,1745.7440385681857
2010-10-28,1729.1703468862804
2010-10-29,1728.1903445101345
2010-11-01,1756.08781931464
2010-11-02,1741.2937557849498
2010-11-03,1759.588421393557
2010-11-04,1750.1384414357744
2010-11-05,1794.016350661594
2010-11-08,1818.8103927903953
2010-11-09,1813.196007508511
2010-11-10,1833.417793017137
2010-11-11,1851.1959769220032
2010-11-12,1786.502173182064
2010-11-15,1807.197116798903
2010-11-16,1782.9328364495489
2010-11-17,1740.9287901652813
2010-11-18,1755.8175314156733
2010-11-19,1762.9967505351476
2010-11-22,1771.6628386837515
2010-11-23,1765.9973810311171
2010-11-24,1780.518025347673
2010-11-25,1798.5793335228798
2010-11-26,1804.0476706078111
2010-11-29,1826.8055050819312
2010-11-30,1812.9917280027805
2010-12-01,1811.7052974070236
2010-12-02,1812.4965238592645
2010-12-03,1787.8916787368466
2010-12-06,1799.347431523913
2010-12-07,1798.3382372568635
2010-12-08,1797.6831657512032
2010-12-09,1798.9961969790384
2010-12-10,1796.0235658086685
2010-12-13,1796.3525488388193
2010-12-14,1800.8165185114667
2010-12-15,1788.8406368679416
2010-12-16,1787.198321773858
2010-12-17,1797.6278293173705
2010-12-20,1782.9797408483257
2010-12-21,1799.1482629192428
2010-12-22,1800.9998574166914
2010-12-23,1798.7778677777148
2010-12-24,1790.7830708086353
2010-12-27,1769.2458441697731
2010-12-28,1753.289899241028
2010-12-29,1766.910922791184
2010-12-30,1754.6038083072444
2010-12-31,1756.119097333994
2011-01-03,1774.2362184701985
2011-01-04,1798.265694951777
2011-01-05,1817.6480162273385
2011-01-06,1828.6752274644239
2011-01-07,1842.9130605469645
2011-01-10,1826.6719662300954
2011-01-11,1836.9388271926093
2011-01-12,1828.1441989633538
2011-01-13,1799.1810832504016
2011-01-14,1791.260341893294
2011-01-17,1761.427299673523
2011-01-18,1752.1673980764408
2011-01-19,1762.8345640450573
2011-01-20,1737.3936925610399
2011-01-21,1716.4968315252465
2011-01-24,1698.6213807663871
2011-01-25,1701.1417345273107
2011-01-26,1708.0712132946448
2011-01-27,1717.3433951305533
2011-01-28,1723.2662291179088
2011-01-31,1718.7519573564057
2011-02-01,1709.5910117458027
2011-02-02,1720.717337954899
2011-02-03,1743.3285826365707
2011-02-04,1753.1026406982141
2011-02-07,1739.2695603419577
2011-02-08,1722.9242567617864
2011-02-09,1694.5110013600795
2011-02-10,1695.6878648308962
2011-02-11,1708.4257727307706
2011-02-14,1752.3695122679694
2011-02-15,1740.1938406351312
2011-02-16,1745.4616123873677
2011-02-17,1741.6613659615493
2011-02-18,1738.3902894155974
2011-02-21,1737.764275919342
2011-02-22,1691.2776299323675
2011-02-23,1678.363472918307
2011-02-24,1661.2933653619218
2011-02-25,1674.481239019909
2011-02-28,1684.5359607719186
2011-03-01,1702.6894308241508
2011-03-02,1691.3301989325014
2011-03-03,1691.2729501453566
2011-03-04,1706.5649967319289
2011-03-07,1707.474118185963
2011-03-08,1724.2534762468365
2011-03-09,1727.495508992934
2011-03-10,1728.2365957863983
2011-03-11,1704.0164650519246
2011-03-14,1694.3789997062302
2011-03-15,1662.2744521592647
2011-03-16,1678.9295137151914
2011-03-17,1643.857637878856
2011-03-18,1633.6189185484934
2011-03-21,1639.9651811212025
2011-03-22,1654.9952859170617
2011-03-23,1675.6635752294794
2011-03-24,1672.7575789510938
2011-03-25,1690.3677637909711
2011-03-28,1682.3444562318039
2011-03-29,1684.1312527963348
2011-03-30,1692.8086985368136
2011-03-31,1674.965135027559
2011-04-01,1694.5185797606264
2011-04-04,1697.223602884913
2011-04-05,1700.7783749062205
2011-04-06,1696.8812751014232
2011-04-07,1707.5471241999908
2011-04-08,1706.5234545794947
2011-04-11,1701.4307119567043
2011-04-12,1685.065259572431
2011-04-13,1703.4168602046827
2011-04-14,1704.6164764603066
2011-04-15,1714.0425580044093
2011-04-18,1736.8005481384787
2011-04-19,1701.3426829894165
2011-04-20,1695.1367566918157
2011-04-21,1699.4177125869194
2011-04-22,1695.8572432472781
2011-04-25,1692.3622601251666
2011-04-26,1677.5169957964442
2011-04-27,1664.0755465229222
2011-04-28,1627.2321164290663
2011-04-29,1625.6500941557792
2011-05-02,1619.8132189642492
2011-05-03,1628.275541984214
2011-05-04,1603.17236539012
2011-05-05,1633.4392922136876
2011-05-06,1650.8342122130086
2011-05-09,1684.2608978858582
2011-05-10,1677.8223503356871
2011-05-11,1686.6086811617345
2011-05-12,1677.2657293773086
2011-05-13,1685.6531244207713
2011-05-16,1664.462718871371
2011-05-17,1678.705061931535
2011-05-18,1684.0901987481204
2011-05-19,1683.7108857940716
2011-05-20,1697.2162816076584
2011-05-23,1667.5145609576816
2011-05-24,1658.9771910267912
2011-05-25,1653.9809273872772
2011-05-26,1651.036668321064
2011-05-27,1638.0469456373232
2011-05-30,1643.628201080439
2011-05-31,1653.7683205410724
2011-06-01,1649.6874674015
2011-06-02,1624.0521294161176
2011-06-03,1611.4755502563767
2011-06-06,1607.3080099100966
2011-06-07,1599.652609987387
2011-06-08,1600.4494234550082
2011-06-09,1592.1015315299264
2011-06-10,1603.423370973048
2011-06-13,1598.055690913723
2011-06-14,1593.200847779636
2011-06-15,1605.9541918545629
2011-06-16,1600.2086495038825
2011-06-17,1572.3279032763714
2011-06-20,1564.0739710452672
2011-06-21,1573.0333761494228
2011-06-22,1573.09348312726
2011-06-23,1607.9730347606783
2011-06-24,1637.0611718301814
2011-06-27,1620.9226078904321
2011-06-28,1614.3972719371686
2011-06-29,1605.4268010147582
2011-06-30,1611.0956510407232
2011-07-01,1611.65905784765
2011-07-04,1638.7739866157174
2011-07-05,1639.8772732696536
2011-07-06,1652.9585503370095
2011-07-07,1644.1490654363718
2011-07-08,1660.9715910075297
2011-07-11,1680.4730196006035
2011-07-12,1640.1002202380114
2011-07-13,1643.1844238951462
2011-07-14,1646.6349169832358
2011-07-15,1653.8043053465954
2011-07-18,1658.625012086006
2011-07-19,1630.0383464357144
2011-07-20,1634.6500394770221
2011-07-21,1608.1837020178386
2011-07-22,1624.09291937126
2011-07-25,1595.1011240485896
2011-07-26,1588.104616112039
2011-07-27,1602.3598505530028
2011-07-28,1605.657314236105
2011-07-29,1595.5550900231108
2011-08-01,1620.7105784738485
2011-08-02,1602.111456603005
2011-08-03,1581.3919709831662
2011-08-04,1595.8678617916096
2011-08-05,1546.7862679060866
2011-08-08,1505.9285555413003
2011-08-09,1471.4935092541
2011-08-10,1498.0441093878117
2011-08-11,1502.3314810121633
2011-08-12,1517.0035206965279
2011-08-15,1522.4978808809656
2011-08-16,1519.694303158924
2011-08-17,1511.0729426153987
2011-08-18,1508.5306885560901
2011-08-19,1470.0348384492725
2011-08-22,1456.3573086531883
2011-08-23,1479.3597912986013
2011-08-24,1464.3660506089766
2011-08-25,1504.044164053626
2011-08-26,1498.3786309968957
2011-08-29,1483.053937713816
2011-08-30,1500.862435397437
2011-08-31,1519.2263990624701
2011-09-01,1540.0840819665061
2011-09-02,1527.8486406399352
2011-09-05,1506.921108245887
2011-09-06,1514.353063410676
2011-09-07,1540.380703130178
2011-09-08,1541.1684995815758
2011-09-09,1572.1841232439888
2011-09-12,1553.8763303912315
2011-09-13,1538.4991912021437
2011-09-14,1540.6401281151664
2011-09-15,1527.491212694782
2011-09-16,1543.9344921982465
2011-09-19,1534.3221451235138
2011-09-20,1526.4721256289918
2011-09-21,1542.5994134188961
2011-09-22,1505.651585795443
2011-09-23,1480.8492891929136
2011-09-26,1450.2277724212393
2011-09-27,1470.294338478419
2011-09-28,1478.3783652584054
2011-09-29,1470.100891669418
2011-09-30,1485.0335354135984
2011-10-03,1462.0435711570226
2011-10-04,1440.8596708592643
2011-10-05,1437.6885525788218
2011-10-06,1461.8577987747456
2011-10-07,1467.98221902348
2011-10-10,1444.9587491525417
2011-10-11,1466.7808606040985
2011-10-12,1476.7137748541675
2011-10-13,1506.69493804659
2011-10-14,1477.5236628945422
2011-10-17,1510.0610479227753
2011-10-18,1474.9826788120133
2011-10-19,1472.579791772852
2011-10-20,1459.199780335399
2011-10-21,1443.8606796259032
2011-10-24,1486.8317593959475
2011-10-25,1509.4107076793523
2011-10-26,1530.0741807917288
2011-10-27,1519.6911424611997
2011-10-28,1531.0756131347475
2011-10-31,1543.9937584659792
2011-11-01,1560.1940967493633
2011-11-02,1567.966275506854
2011-11-03,1560.3079564514323
2011-11-04,1584.6782868675316
2011-11-07,1578.4452908251867
2011-11-08,1571.7636785898299
2011-11-09,1611.84553767723
2011-11-10,1565.7656148631447
2011-11-11,1560.755283262817
2011-11-14,1602.802860417287
2011-11-15,1610.8050654847402
2011-11-16,1578.4355223756681
2011-11-17,1578.6084838656445
2011-11-18,1549.2471420759093
2011-11-21,1547.6134967347052
2011-11-22,1548.7069849850438
2011-11-23,1548.9711008319896
2011-11-24,1555.053072711253
2011-11-25,1548.3183223096257
2011-11-28,1551.6597985398525
2011-11-29,1571.7660728912645
2011-11-30,1530.327050062926
2011-12-01,1573.2896288753805
2011-12-02,1573.4766331308467
2011-12-05,1563.9078130899118
2011-12-06,1559.9096777897596
2011-12-07,1571.155389407748
2011-12-08,1580.1344274531145
2011-12-09,1553.905878019769
2011-12-12,1565.2044251714574
2011-12-13,1564.640923632915
2011-12-14,1575.092233298454
2011-12-15,1544.3772654582026
2011-12-16,1566.177290219323
2011-12-19,1563.7151480344412
2011-12-20,1549.259849141279
2011-12-21,1564.932918043049
2011-12-22,1567.3810939457262
2011-12-23,1584.7757094862338
2011-12-26,1574.5285933975479
2011-12-27,1562.8253105096016
2011-12-28,1573.7508490674788
2011-12-29,1578.2894929369793
2011-12-30,1582.39801164314
2012-01-02,1582.3980116431399
2012-01-03,1591.1661655247965
2012-01-04,1586.7306283416065
2012-01-05,1602.229609972937
2012-01-06,1607.1586351933015
2012-01-09,1628.7569035486667
2012-01-10,1647.436683994591
2012-01-11,1655.7842544004995
2012-01-12,1637.372426787505
2012-01-13,1649.2431212428742
2012-01-16,1620.9027886789588
2012-01-17,1661.5716697967625
2012-01-18,1634.0201062196961
2012-01-19,1643.6965162524045
2012-01-20,1649.7461431178815
2012-01-23,1633.735613934243
2012-01-24,1642.1409839365513
2012-01-25,1642.8080864292956
2012-01-26,1627.393653397578
2012-01-27,1634.7055980201283
2012-01-30,1609.0723031967239
2012-01-31,1628.7170089642702
2012-02-01,1605.5551164874553
2012-02-02,1642.1488821098098
2012-02-03,1655.5681321742009
2012-02-06,1656.379671201957
2012-02-07,1625.1121654344774
2012-02-08,1654.7191828554523
2012-02-09,1649.9411272191235
2012-02-10,1655.6258565836188
2012-02-13,1650.4768337030187
2012-02-14,1653.724236617685
2012-02-15,1681.4252186967287
2012-02-16,1678.9637746635117
2012-02-17,1670.5654850583237
2012-02-20,1651.468014736408
2012-02-21,1658.7665454289358
2012-02-22,1675.9466796622585
2012-02-23,1663.3172793494168
2012-02-24,1658.4424314936823
2012-02-27,1661.5015373212057
2012-02-28,1671.3258340991906
2012-02-29,1679.4213429637473
2012-03-01,1671.6647801265146
2012-03-02,1708.331417124888
2012-03-05,1683.0960441432012
2012-03-06,1674.519125808451
2012-03-07,1664.3727927949412
2012-03-08,1663.840629986069
2012-03-09,1697.3787794734053
2012-03-12,1688.4768866696063
2012-03-13,1706.6294812100064
2012-03-14,1698.9874148149086
2012-03-15,1687.773041991608
2012-03-16,1687.404831394134
2012-03-19,1666.222823110102
2012-03-20,1648.816727121165
2012-03-21,1644.2118073767285
2012-03-22,1649.0432593301718
2012-03-23,1626.1918242024071
2012-03-26,1618.628427618625
2012-03-27,1626.790601041131
2012-03-28,1607.4669120265016
2012-03-29,1593.683278014969
2012-03-30,1604.4981446588395
2012-04-02,1605.8569310693558
2012-04-03,1609.4489621052503
2012-04-04,1636.5477193723384
2012-04-05,1647.760397320086
2012-04-06,1647.3561532652552
2012-04-09,1637.107438375356
2012-04-10,1631.937214579095
2012-04-11,1620.4973731361708
2012-04-12,1634.5961684445253
2012-04-13,1653.0895043658102
2012-04-16,1651.9690738577267
2012-04-17,1636.1409630966994
