Date,KOREA MINIMUM VOLATILITY (KRW)
2001-05-31,1000.0
2001-06-01,986.2299981542899
2001-06-04,988.4913395684765
2001-06-05,968.2744476178395
2001-06-06,970.4581858014344
2001-06-07,966.8296112267618
2001-06-08,1004.018118053317
2001-06-11,995.7286677463795
2001-06-12,985.6648954627088
2001-06-13,993.2532682737932
2001-06-14,984.0119669973412
2001-06-15,989.188338822209
2001-06-18,971.6572675680686
2001-06-19,967.4334935563965
2001-06-20,962.8056461605179
2001-06-21,953.1391678316461
2001-06-22,954.9309025158547
2001-06-25,947.0897681857789
2001-06-26,938.5458550299419
2001-06-27,948.6256461097176
2001-06-28,957.548727308592
2001-06-29,979.9067427471681
2001-07-02,978.716210697389
2001-07-03,972.8480391075859
2001-07-04,977.6206267662494
2001-07-05,985.5179114912695
2001-07-06,955.865746450655
2001-07-09,931.1983108720863
2001-07-10,921.3597884776995
2001-07-11,906.3932462747447
2001-07-12,924.5379020809686
2001-07-13,906.2122396544219
2001-07-16,898.984647393038
2001-07-17,901.3058860758875
2001-07-18,865.9202904859264
2001-07-19,874.1275541586077
2001-07-20,854.5752679613105
2001-07-23,837.7666959172304
2001-07-24,829.9731213829909
2001-07-25,825.5107292889281
2001-07-26,846.1615499165397
2001-07-27,864.5325763263584
2001-07-30,847.2900263145044
2001-07-31,861.4015725770731
2001-08-01,889.7436073138267
2001-08-02,909.5596770566709
2001-08-03,906.853708773489
2001-08-06,908.4219501401784
2001-08-07,914.9359355504998
2001-08-08,916.7895446335593
2001-08-09,872.6416924482617
2001-08-10,874.6035540929222
2001-08-13,873.5578365996361
2001-08-14,896.1052479661129
2001-08-15,882.6307205847761
2001-08-16,896.2673380422578
2001-08-17,889.0062893175922
2001-08-20,872.3223628951255
2001-08-21,873.4532156742026
2001-08-22,872.0006906910128
2001-08-23,873.6690229299682
2001-08-24,878.6069996910397
2001-08-27,899.6050349029894
2001-08-28,897.5971352644168
2001-08-29,882.9661355431334
2001-08-30,874.9597663007784
2001-08-31,848.1093669921088
2001-09-03,847.4452395332878
2001-09-04,882.8798815035398
2001-09-05,877.7747115014071
2001-09-06,874.3645124715858
2001-09-07,862.8612746696083
2001-09-10,855.1470689423671
2001-09-11,827.5017349292483
2001-09-12,736.1718759773096
2001-09-13,772.7034302561298
2001-09-14,736.4525372626715
2001-09-17,722.7147597715226
2001-09-18,736.832317138589
2001-09-19,728.1798648718827
2001-09-20,717.4139593378712
2001-09-21,710.0564209234525
2001-09-24,716.1236404179031
2001-09-25,695.4945989735271
2001-09-26,702.261039250334
2001-09-27,705.265510160976
2001-09-28,728.5118229912703
2001-10-01,724.5339272667358
2001-10-02,720.50363517834
2001-10-03,715.952636747897
2001-10-04,757.1833376022464
2001-10-05,754.2183403897401
2001-10-08,744.9227115437449
2001-10-09,763.9785642184233
2001-10-10,767.6609080189306
2001-10-11,795.3807894663958
2001-10-12,791.8923672176518
2001-10-15,789.1841777241982
2001-10-16,802.3258348389119
2001-10-17,810.4444366260733
2001-10-18,809.6730359746387
2001-10-19,819.198390249832
2001-10-22,824.4224169002423
2001-10-23,828.4118083094141
2001-10-24,852.8460360639683
2001-10-25,856.1996536318497
2001-10-26,859.4937424878524
2001-10-29,851.8693429786131
2001-10-30,826.3953030258991
2001-10-31,841.2483054169375
2001-11-01,842.5372444245415
2001-11-02,857.9279180313328
2001-11-05,881.4602439893977
2001-11-06,888.7790802789254
2001-11-07,884.073562493544
2001-11-08,910.8128864775513
2001-11-09,950.3406739377859
2001-11-12,958.9435402236742
2001-11-13,971.4291807718547
2001-11-14,997.0514135197078
2001-11-15,1008.5122111091096
2001-11-16,1017.1157204550143
2001-11-19,1043.0603859784812
2001-11-20,1023.5502738566543
2001-11-21,1036.544583637767
2001-11-22,1057.2483722205027
2001-11-23,1099.3375235525166
2001-11-26,1166.531310255741
2001-11-27,1144.7217049466042
2001-11-28,1065.5266900343274
2001-11-29,1064.9026556087397
2001-11-30,1088.275767604012
2001-12-03,1103.531145978774
2001-12-04,1089.2090236495105
2001-12-05,1159.3785000005194
2001-12-06,1142.9271034681738
2001-12-07,1177.0641468856911
2001-12-10,1115.1911522593348
2001-12-11,1121.6293757146627
2001-12-12,1139.6263941649806
2001-12-13,1134.1424305561136
2001-12-14,1098.7297351885084
2001-12-17,1060.8182188917426
2001-12-18,1061.1717086010872
2001-12-19,1069.7687748944454
2001-12-20,1095.332542412554
2001-12-21,1072.7579066230269
2001-12-24,1087.0598694925259
2001-12-25,1087.0598694925259
2001-12-26,1085.0514585224012
2001-12-27,1094.9395315233917
2001-12-28,1148.308624673928
2001-12-31,1145.3560368625563
2002-01-01,1145.3560368625563
2002-01-02,1174.7855641049473
2002-01-03,1195.8060675901704
2002-01-04,1236.0221563709072
2002-01-07,1247.723129045573
2002-01-08,1207.1293128448167
2002-01-09,1228.9168782244783
2002-01-10,1179.7434894905239
2002-01-11,1185.0776568169883
2002-01-14,1204.7937093216135
2002-01-15,1163.105912704997
2002-01-16,1165.5443559409891
2002-01-17,1174.6622988153256
2002-01-18,1168.1849476711268
2002-01-21,1193.146845030256
2002-01-22,1195.313800757887
2002-01-23,1224.743501140487
2002-01-24,1264.024037719397
2002-01-25,1309.2612405386722
2002-01-28,1330.1945412424147
2002-01-29,1325.1401991395442
2002-01-30,1273.737568627124
2002-01-31,1274.6611108773077
2002-02-01,1259.4064179161637
2002-02-04,1229.9246372987118
2002-02-05,1239.0590157840986
2002-02-06,1241.9097117790589
2002-02-07,1226.2155449565246
2002-02-08,1235.2404296399664
2002-02-11,1223.3093945341757
2002-02-12,1225.0541877144215
2002-02-13,1230.6005961521225
2002-02-14,1349.7833211920922
2002-02-15,1331.1523706143644
2002-02-18,1345.6658719671111
2002-02-19,1317.631332735391
2002-02-20,1315.5004089168299
2002-02-21,1335.1629526065703
2002-02-22,1334.3894505194885
2002-02-25,1343.7163710451944
2002-02-26,1360.452594854656
2002-02-27,1398.561063023027
2002-02-28,1404.1261317387093
2002-03-01,1403.0188122318184
2002-03-04,1427.3991641212908
2002-03-05,1443.8526303027704
2002-03-06,1428.9360211392348
2002-03-07,1404.2854691964108
2002-03-08,1403.0035464036448
2002-03-11,1407.9285514381722
2002-03-12,1463.1431401290222
2002-03-13,1463.3574729991713
2002-03-14,1470.7450203885908
2002-03-15,1478.7042321250165
2002-03-18,1488.1080895786654
2002-03-19,1518.969899653986
2002-03-20,1508.2207859814719
2002-03-21,1509.6377330524094
2002-03-22,1536.566693486831
2002-03-25,1515.8381475925914
2002-03-26,1515.9607444600838
2002-03-27,1561.7413054748147
2002-03-28,1550.3006646816075
2002-03-29,1558.7589723586875
2002-04-01,1510.8114718699985
2002-04-02,1556.1992517266303
2002-04-03,1578.018916223217
2002-04-04,1581.6891736822663
2002-04-05,1586.344031637968
2002-04-08,1567.9135769811353
2002-04-09,1532.0861820690175
2002-04-10,1465.6062574178552
2002-04-11,1481.3468351396773
2002-04-12,1510.4250272221702
2002-04-15,1550.1196803979271
2002-04-16,1561.651300390891
2002-04-17,1618.5801632367243
2002-04-18,1640.1558831413918
2002-04-19,1629.9806559236333
2002-04-22,1663.6587238731845
2002-04-23,1669.2303359610212
2002-04-24,1641.210935324395
2002-04-25,1559.660083906292
2002-04-26,1563.926876278302
2002-04-29,1512.4100395512328
2002-04-30,1521.361773334017
2002-05-01,1512.7997064128037
2002-05-02,1560.3144122543079
2002-05-03,1551.3034539082162
2002-05-06,1487.0150555898197
2002-05-07,1493.5229095965701
2002-05-08,1527.3342740758526
2002-05-09,1518.1100581129535
2002-05-10,1472.9634630123367
2002-05-13,1485.2360097258018
2002-05-14,1527.1989408437519
2002-05-15,1569.205120857373
2002-05-16,1564.5796038772999
2002-05-17,1594.1685015479754
2002-05-20,1586.9640797913041
2002-05-21,1533.1714563584603
2002-05-22,1580.0505860530043
2002-05-23,1559.3148804975701
2002-05-24,1576.4453615240402
2002-05-27,1567.0223784864447
2002-05-28,1562.376264048014
2002-05-29,1539.899745029865
2002-05-30,1502.7046527318453
2002-05-31,1470.469102507122
2002-06-03,1487.3159251286522
2002-06-04,1491.6307038866228
2002-06-05,1503.6057676624193
2002-06-06,1491.98999740586
2002-06-07,1470.1145481197677
